,Scenario Choice,Count,Site Lat,Site Lon,ATB Year,Resource Year,Site Name,Critical Load Factor,kW continuous load,PTC,ITC,Hub Height (m),Useful Life,Storage Enabled,Wind Cost kW,Solar Cost kW,Storage Cost kW,Storage Cost kWh,Storage Hours,Wind MW built,Solar MW built,Storage MW built,Storage MWh built,Battery Can Grid Charge,Built Interconnection Size,REOpt Interconnection Size,LCOE,Levelized H2 Elec Feedstock Cost/kg (HOPP),H2 H2 Elec Feedstock Cost/kg (HOPP) Net Cap Cost Method,H2 H2 Elec Feedstock Cost/kg (REopt) Net Cap Cost Method,REOpt Energy Shortfall,REOpt Curtailment,Grid Connected HOPP,HOPP Total Generation,HOPP Energy Shortfall,HOPP Curtailment,Battery Generation,Electricity to Grid
10,Southeast 2030 Moderate,1,33.51,-84.969,2035,2013,Southeast,0.9,5000,yes,yes,200,25,True,863,799,137,157,15.945111585034942,10.7549688,30.6621461,8.73200798359856,139.232841659895,True,20000000,20000,5.098845407931349,2.8298592014018986,2.1548070504645866,4.547694828520548,2088644.241,35089795.458000004,True,83631003.02411862,7092986.66965024,0.0,0.0,0.0
11,Southeast 2035 Advanced,1,33.51,-84.969,2035,2013,Southeast,0.9,5000,yes,yes,200,25,True,526,645,92,105,15.945111585034942,10.7549688,30.6621461,8.73200798359856,139.232841659895,True,20000000,20000,4.383296691840277,2.4327296639713536,1.633052717756824,4.547694828520548,2088644.241,35089795.458000004,True,83631003.02411862,7092986.66965024,0.0,0.0,0.0
12,Southeast 2020 Conservative,1,33.51,-84.969,2020,2013,Southeast,0.5,5000,yes,yes,160,25,True,1148,1389,269,309,15.204921609015328,5.9785742,16.7513046,4.96541637456951,75.49876673145049,True,20000000,20000,7.454775465755713,4.137400383494421,1.9286772733861024,2.4863536501506847,11420491.953000002,19087786.751,True,42495320.24419314,12430575.820593033,0.0,0.0,0.0
13,Southeast 2020 Moderate,1,33.51,-84.969,2020,2013,Southeast,0.5,5000,yes,yes,160,25,True,1133,1354,260,299,15.204921609015328,5.9785742,16.7513046,4.96541637456951,75.49876673145049,True,20000000,20000,7.331640327750848,4.06906038190172,1.882859216600124,2.4863536501506847,11420491.953000002,19087786.751,True,42495320.24419314,12430575.820593033,0.0,0.0,0.0
14,Southeast 2020 Advanced,1,33.51,-84.969,2020,2013,Southeast,0.5,5000,yes,yes,160,25,True,1118,1340,215,247,15.204921609015328,5.9785742,16.7513046,4.96541637456951,75.49876673145049,True,20000000,20000,7.118506448809504,3.9507710790892747,1.803553014271716,2.4863536501506847,11420491.953000002,19087786.751,True,42495320.24419314,12430575.820593033,0.0,0.0,0.0
15,Southeast 2025 Conservative,1,33.51,-84.969,2025,2013,Southeast,0.5,5000,yes,yes,165,25,True,1060,1306,233,267,15.204921609015328,5.9785742,16.7513046,4.96541637456951,75.49876673145049,True,20000000,20000,7.0109953029889756,3.891102393158881,1.7852073700142181,2.4863536501506847,11420491.953000002,19087786.751,True,42845446.23999837,12191226.432380086,0.0,0.0,0.0
16,Southeast 2025 Moderate,1,33.51,-84.969,2025,2013,Southeast,0.5,5000,yes,yes,165,25,True,1017,1095,179,206,15.204921609015328,5.9785742,16.7513046,4.96541637456951,75.49876673145049,True,20000000,20000,6.305005746959402,3.4992781895624683,1.5203473351978976,2.4863536501506847,11420491.953000002,19087786.751,True,42845446.23999837,12191226.432380086,0.0,0.0,0.0
17,Southeast 2025 Advanced,1,33.51,-84.969,2025,2013,Southeast,0.5,5000,yes,yes,165,25,True,844,1014,139,160,15.204921609015328,5.9785742,16.7513046,4.96541637456951,75.49876673145049,True,20000000,20000,5.85487238421176,3.2494541732375266,1.35147466971567,2.4863536501506847,11420491.953000002,19087786.751,True,42845446.23999837,12191226.432380086,0.0,0.0,0.0
18,Southeast 2030 Conservative,1,33.51,-84.969,2030,2013,Southeast,0.5,5000,yes,yes,171,25,True,974,1223,205,236,15.204921609015328,5.9785742,16.7513046,4.96541637456951,75.49876673145049,True,20000000,20000,6.644128615005431,3.687491381328014,1.6549743144204598,2.4863536501506847,11420491.953000002,19087786.751,True,42971654.429119326,12107108.49717014,0.0,0.0,0.0
19,Southeast 2030 Moderate,1,33.51,-84.969,2030,2013,Southeast,0.5,5000,yes,yes,180,25,True,874,836,146,168,15.204921609015328,5.9785742,16.7513046,4.96541637456951,75.49876673145049,True,20000000,20000,5.460789510224169,3.0307381781744134,1.2183283002213712,2.4863536501506847,11420491.953000002,19087786.751,True,43149871.643180475,11989456.44509508,0.0,0.0,0.0
20,Southeast 2035 Advanced,1,33.51,-84.969,2030,2013,Southeast,0.5,5000,yes,yes,190,25,True,536,688,101,116,15.204921609015328,5.9785742,16.7513046,4.96541637456951,75.49876673145049,True,20000000,20000,4.713869494375668,2.616197569378496,0.9438155632332844,2.4863536501506847,11420491.953000002,19087786.751,True,43334181.48956071,11868110.805415515,0.0,0.0,0.0
21,Southeast 2030 Conservative,1,33.51,-84.969,2035,2013,Southeast,0.5,5000,yes,yes,195,25,True,989,1127,193,221,15.204921609015328,5.9785742,16.7513046,4.96541637456951,75.49876673145049,True,20000000,20000,6.324573526269406,3.5101383070795205,1.5599133135678842,2.4863536501506847,11420491.953000002,19087786.751,True,43422490.466131315,11810636.852464236,0.0,0.0,0.0
22,Southeast 2030 Moderate,1,33.51,-84.969,2035,2013,Southeast,0.5,5000,yes,yes,200,25,True,863,799,137,157,15.204921609015328,5.9785742,16.7513046,4.96541637456951,75.49876673145049,True,20000000,20000,5.292114772755124,2.9371236988790934,1.1713766859363206,2.4863536501506847,11420491.953000002,19087786.751,True,43508339.03598908,11755521.944263585,0.0,0.0,0.0
23,Southeast 2035 Advanced,1,33.51,-84.969,2035,2013,Southeast,0.5,5000,yes,yes,200,25,True,526,645,92,105,15.204921609015328,5.9785742,16.7513046,4.96541637456951,75.49876673145049,True,20000000,20000,4.558094229219754,2.529742297216963,0.8917404261682049,2.4863536501506847,11420491.953000002,19087786.751,True,43508339.03598908,11755521.944263585,0.0,0.0,0.0
