,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Wind,-89180000.0,3257727.2876148797,5986219.0615870515,3149604.937588957,1626619.3210637802,1511683.4627870042,393431.7678976599,-725904.025817669,-845359.2642386351,-741884.7098626215,-866451.5340753356,-7076152.389478,-7206032.824250644,-7338473.469330773,-7473916.661541027,-7612049.180299121,-7783482.294656745,-7957834.823590874,-8105105.799733069,-8255532.929039095,-8409189.859125646,-8583896.61673772,-8761985.880438684,-8925792.206899872,-9093141.25831709,-9264116.078482188,-9438801.732038485,-9617285.354449632,-9799656.203212159,-9986005.710342761,-10176427.536172133
Solar,-598000.0,132972.89292314532,7819.094162721771,-8600.03799858602,-18665.795908903372,-19198.757888189997,-26894.865740457295,-34591.97261281748,-35136.42424911188,-35690.0778649275,-36255.4560248329,-36830.24770358585,-37417.22400068745,-38014.0847089788,-38623.61200965868,-39243.517047402216,-40078.87161706286,-40925.75538824187,-41582.79259601164,-42252.53517368127,-42935.26354989535,-43750.25184195851,-44578.8068680814,-45302.2424136456,-46039.85350158752,-46791.95541700401,-47558.87093608467,-48340.9305094789,-49138.47245020792,-49951.84312623508,-50781.39715781063
H2,-10208630.922059558,-3157524.5395198874,-6344891.316648774,-6420707.224377561,-6584189.225722473,-6747970.408518016,-6912089.031371135,-7076911.101704337,-10316982.944670048,-7333159.46503054,-7484764.170471385,-7638699.743216958,-7795328.219134912,-7954442.801969383,-8116399.575269274,-11788467.969932593,-8380536.197296668,-8553359.068016369,-8729104.392487109,-8907658.509570297,-9089312.18173999,-9419862.129971638,-13755789.219810031,-9869388.326495074,-10068166.056057714,-10270174.38954674,-10475549.95192073,-10684359.290088326,-10914559.019108143,-15713301.486689113,-23609871.995784074
