,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Wind,-1008000000.0,-4894782.8323441,25866158.202976868,-7796405.936301336,-25163015.511713326,-28137442.278696805,-41006110.0322928,-53926810.1354806,-57071678.98441611,-56253447.38691987,-59540564.34017427,-171748214.58023253,-175184011.21089932,-178694675.81905597,-182286323.73885134,-185956557.8159465,-190052548.11796117,-194232097.055154,-198157334.2592291,-202171296.45778298,-206276107.71632147,-210674511.0613944,-215168169.3752158,-219558800.32255557,-224049311.31070846,-228642100.48336598,-233339624.9492389,-238144402.24629653,-243059011.8425139,-248086096.67403728,-253228364.7217033
Solar,-9999000.0,2728713.7700171294,643702.015474223,376955.37926849764,216586.36171832308,215760.34278010152,95312.07366524129,-24998.82313564031,-25554.651297195433,-26103.5212969419,-26684.120450429436,-27254.23288688835,-27856.53559508497,-28448.823532770308,-29073.784780950104,-29689.22565985656,-33720.08263240373,-37752.54813831116,-38415.264553081615,-39090.74312982195,-39779.26486509744,-42470.66842481261,-45175.697231514045,-45905.10168071258,-46648.74136132517,-47406.932155339025,-48179.99744180304,-48968.26828025446,-49772.08359869123,-50591.79038620321,-51427.74389037845
H2,-135753430.29406595,-37453941.86110321,-76006093.9548589,-77437529.35087642,-79472877.42322147,-81508736.39866626,-83545558.8284854,-85588251.70931053,-129435051.57912394,-88664464.82374918,-90515963.27203363,-92395168.10526687,-94306925.53225607,-96248347.07935047,-98224195.13181967,-147915545.77487287,-101350266.36646968,-103460713.28959197,-105606348.46912533,-107785540.38251811,-110002153.98686004,-114238199.01065797,-172922252.55372393,-119819169.22689861,-122248803.77366245,-124717176.18251055,-127226045.40430129,-129776215.811521,-132611704.47065943,-197550720.65637457,-308496473.9129126
