,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Wind,-65758000.0,2255353.118176605,4311674.486824546,2189778.776554348,1110016.7498568967,993754.9837025497,211170.95499059185,-572862.6820326308,-694407.9175025169,-578131.876071821,-704821.6977355331,-7320445.83615773,-7452492.440224206,-7587170.875698172,-7724824.276799135,-7865239.065943911,-8031004.646820019,-8199737.29759013,-8349334.090623318,-8502110.294989245,-8658139.7908863,-8830582.44751698,-9006431.573151236,-9172682.35653955,-9342500.309453165,-9515968.720129624,-9693172.900102394,-9874200.23419418,-10059140.231754152,-10248084.579170175,-10441127.19368782
Solar,-598000.0,132972.89292314532,7819.094162721771,-8600.03799858602,-18665.795908903372,-19198.757888189997,-26894.865740457295,-34591.97261281748,-35136.42424911188,-35690.0778649275,-36255.4560248329,-36830.24770358585,-37417.22400068745,-38014.0847089788,-38623.61200965868,-39243.517047402216,-40078.87161706286,-40925.75538824187,-41582.79259601164,-42252.53517368127,-42935.26354989535,-43750.25184195851,-44578.8068680814,-45302.2424136456,-46039.85350158752,-46791.95541700401,-47558.87093608467,-48340.9305094789,-49138.47245020792,-49951.84312623508,-50781.39715781063
H2,-10208630.922059558,-3157524.5395198874,-6344891.316648774,-6420707.224377561,-6584189.225722473,-6747970.408518016,-6912089.031371135,-7076911.101704337,-10316982.944670048,-7333159.46503054,-7484764.170471385,-7638699.743216958,-7795328.219134912,-7954442.801969383,-8116399.575269274,-11788467.969932593,-8380536.197296668,-8553359.068016369,-8729104.392487109,-8907658.509570297,-9089312.18173999,-9419862.129971638,-13755789.219810031,-9869388.326495074,-10068166.056057714,-10270174.38954674,-10475549.95192073,-10684359.290088326,-10914559.019108143,-15713301.486689113,-23609871.995784074
