,0,1,2,3,4,5,6
Curtailment,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shortfall,10131.44021470666,4505.214854770866,6203.499035403148,5594.7570757623635,3420.7569221694066,3816.4856243637896,2292.936282742199
Wind + PV + Storage,1370.625785293341,7172.636145229135,5697.845964596851,6746.218924237637,9322.630077830596,9391.83637563621,11024.663717257803
Wind + PV Generation,1370.625785293341,7172.636145229135,5697.845964596851,6746.218924237637,9322.630077830596,9391.83637563621,11024.663717257803
Load,11502.066,11677.851,11901.345,12340.976,12743.387000000002,13208.322,13317.600000000002
State of Charge,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery Used,0.0,0.0,0.0,0.0,0.0,0.0,0.0
