Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,547534,-,-,-,33.57,7.62,0,42,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,Dew Point,DHI,DNI,GHI,Relative Humidity,Pressure,Wind Speed,
2018,1,1,0,30,7.7,5.7,0,0,0,87.25,1021,2.2,N/A
2018,1,1,1,30,7.300000000000001,5.7,0,0,0,89.29,1021,2.1,N/A
2018,1,1,2,30,7,5.6000000000000005,0,0,0,90.88,1020,1.9000000000000001,N/A
2018,1,1,3,30,6.800000000000001,5.6000000000000005,0,0,0,91.97,1020,1.7000000000000002,N/A
2018,1,1,4,30,6.800000000000001,5.5,0,0,0,91.56,1020,1.7000000000000002,N/A
2018,1,1,5,30,6.800000000000001,5.4,0,0,0,90.87,1021,1.7000000000000002,N/A
2018,1,1,6,30,7.6000000000000005,5.2,0,0,0,84.65,1021,2,N/A
2018,1,1,7,30,9.8,4.9,49,475,126,71.61,1022,3,N/A
2018,1,1,8,30,11.9,4.7,81,680,299,61.52,1022,3.6,N/A
2018,1,1,9,30,13.8,4.800000000000001,102,770,443,54.54,1023,3.3000000000000003,N/A
2018,1,1,10,30,15.8,4.9,236,187,334,48.44,1022,3.2,N/A
2018,1,1,11,30,17.400000000000002,5.300000000000001,253,179,352,44.76,1022,3,N/A
2018,1,1,12,30,18.400000000000002,5.6000000000000005,241,148,319,43.06,1021,2.7,N/A
2018,1,1,13,30,18.5,5.6000000000000005,151,1,152,42.76,1021,1.9000000000000001,N/A
2018,1,1,14,30,17.6,5.800000000000001,87,685,316,45.85,1021,1.1,N/A
2018,1,1,15,30,16.2,5.300000000000001,58,475,142,48.57,1021,0.9,N/A
2018,1,1,16,30,14.8,4.7,0,0,0,50.910000000000004,1021,1.1,N/A
2018,1,1,17,30,13.3,4.3,0,0,0,54.61,1022,1.3,N/A
2018,1,1,18,30,11.600000000000001,3.8000000000000003,0,0,0,58.57,1022,1.5,N/A
2018,1,1,19,30,10.200000000000001,2.8000000000000003,0,0,0,60.050000000000004,1023,1.8,N/A
2018,1,1,20,30,9.1,1.8,0,0,0,60.06,1023,1.9000000000000001,N/A
2018,1,1,21,30,8.200000000000001,1.1,0,0,0,60.800000000000004,1023,1.9000000000000001,N/A
2018,1,1,22,30,7.4,0.9,0,0,0,63.38,1023,2,N/A
2018,1,1,23,30,7,0.7000000000000001,0,0,0,64.21000000000001,1023,2.1,N/A
2018,1,2,0,30,6.1000000000000005,0.1,0,0,0,65.62,1023,1.7000000000000002,N/A
2018,1,2,1,30,6.300000000000001,-0.7000000000000001,0,0,0,60.99,1023,1.3,N/A
2018,1,2,2,30,6.7,-1.6,0,0,0,55.47,1022,0.9,N/A
2018,1,2,3,30,6.4,-2.3000000000000003,0,0,0,53.77,1022,0.8,N/A
2018,1,2,4,30,5.300000000000001,-2.7,0,0,0,56.22,1023,1.1,N/A
2018,1,2,5,30,4.4,-2.9000000000000004,0,0,0,59.120000000000005,1023,1.4000000000000001,N/A
2018,1,2,6,30,4.7,-2.8000000000000003,0,0,0,58.230000000000004,1023,1.6,N/A
2018,1,2,7,30,6.6000000000000005,-2.5,45,530,130,52.44,1024,2.2,N/A
2018,1,2,8,30,8.700000000000001,-2.4000000000000004,70,741,307,45.72,1024,2.5,N/A
2018,1,2,9,30,11,-1.9000000000000001,85,834,455,40.6,1024,2.2,N/A
2018,1,2,10,30,13.3,-1.4000000000000001,93,880,554,36.26,1023,2.4000000000000004,N/A
2018,1,2,11,30,15.200000000000001,-0.9,97,892,591,33.09,1022,2.4000000000000004,N/A
2018,1,2,12,30,16.5,-0.6000000000000001,110,838,555,31.19,1021,2.3000000000000003,N/A
2018,1,2,13,30,16.900000000000002,-0.2,101,789,461,31.29,1021,2,N/A
2018,1,2,14,30,15.8,0.1,84,688,316,34.44,1021,1.4000000000000001,N/A
2018,1,2,15,30,13.8,0.5,57,473,142,40.31,1021,1.1,N/A
2018,1,2,16,30,12.600000000000001,0,0,0,0,41.96,1021,1.2000000000000002,N/A
2018,1,2,17,30,12.100000000000001,-0.2,0,0,0,42.84,1021,1.3,N/A
2018,1,2,18,30,11.8,-0.2,0,0,0,43.54,1021,1.3,N/A
2018,1,2,19,30,11.5,-0.2,0,0,0,44.58,1021,1.4000000000000001,N/A
2018,1,2,20,30,11.100000000000001,0,0,0,0,46.29,1021,1.3,N/A
2018,1,2,21,30,10.8,0.30000000000000004,0,0,0,48.18,1022,1.2000000000000002,N/A
