,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Wind,-72369000.00000001,2139120.707935705,4197810.044724173,2061387.260542037,671231.2223071,744662.531134014,-315796.0305581321,-1376482.788648867,-1304763.9339640173,-1371798.397824131,-1302846.2159366044,-3985649.4072487513,-4057086.466864387,-4129851.668630868,-4204286.225248061,-4280117.785845809,-4382168.580931267,-4485765.402301552,-4566543.116111309,-4649019.408742946,-4733233.536026774,-4833625.324877463,-4935836.331380908,-5025509.108338185,-5117086.473406121,-5210612.668974351
Solar,-55250000.0,13668746.798084551,2126463.7648472725,630701.9933251202,-277671.44172300363,-304897.21693816804,-993526.5693363496,-1681830.6046039336,-1708864.8645571591,-1736313.4573264562,-1764400.008274227,-1792901.3397397003,-1822063.5914520838,-1851664.1262383289,-1881949.6374919168,-1912698.0552066835,-1962845.3806547814,-2013540.0434379983,-2046165.3068917454,-2079423.5728711393,-2113328.840148714,-2158888.8079534112,-2205124.7778306105,-2241058.399453086,-2277698.41663789,-2315060.5698242993
