,0,1,2,3,4,5,6
Curtailment,0.0,6253.739363072838,2343.269911492129,4524.57131059409,10257.224205482871,9273.10097270384,13001.76487202063
Shortfall,8075.501536766648,0.0,0.0,0.0,0.0,0.0,0.0
Wind + PV + Storage,11502.066,17931.59036307284,14244.614911492128,16865.54731059409,23000.611205482874,22481.42297270384,26319.364872020633
Wind + PV Generation,3426.5644632333524,17931.59036307284,14244.614911492128,16865.54731059409,23000.611205482874,22481.42297270384,26319.364872020633
Load,11502.066,11677.851,11901.345,12340.976,12743.387000000002,13208.322,13317.600000000002
State of Charge,352417.5266354302,358671.265998503,361014.53590999515,365539.10722058924,375796.3314260721,385069.43239877594,398071.1972707966
Battery Used,8075.501536766648,0.0,0.0,0.0,0.0,0.0,0.0
