,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Wind,-7236900.000000002,213912.0707935705,419781.0044724172,206138.7260542037,67123.12223070997,74466.25311340127,-31579.60305581332,-137648.27886488687,-130476.39339640184,-137179.83978241327,-130284.62159366062,-398564.94072487444,-405708.646686438,-412985.1668630861,-420428.62252480537,-428011.77858458017,-438216.85809312586,-448576.54023015447,-456654.3116111302,-464901.9408742938,-473323.35360267665,-483362.53248774563,-493583.6331380901,-502550.91083381773,-511708.64734061126,-521061.2668974342
Solar,-27625000.0,6834368.45449592,1063226.8884318161,315345.95273082174,-138840.81523255754,-152453.75378385023,-496768.4814360887,-840920.5510375598,-854437.7335015286,-868162.0828984065,-882205.4119146436,-896456.1317251555,-911037.3121999006,-925837.6347577617,-940980.4461009415,-956354.7112318748,-981428.430792209,-1006775.8195884658,-1023088.509294034,-1039717.7008422124,-1056670.3936250661,-1079450.4372629218,-1102568.482534384,-1120535.3542818122,-1138855.4244197672,-1157536.5631739798
