Interval,Energy Purchase Price
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,65.28
43,65.39
44,65.14
45,65.3
46,65.19
47,63.19
48,63.56
49,64.6
50,64.67
51,66.04
52,67.65
53,68.53
54,73.2
55,83.15
56,87.88
57,71.65
58,58.64
59,58.61
60,58.52
61,58.22
62,1.72
63,56.61
64,1.83
65,76.41
66,84.64
67,84.2
68,80.57
69,67.45
70,0.01
71,0.01
72,0.01
73,0.01
74,0.01
75,0.01
76,0.01
77,0.01
78,0.01
79,0.01
80,0.01
81,0.01
82,0.0
83,0.02
84,48.89
85,49.03
86,48.97
87,41.57
88,48.14
89,48.19
90,41.06
91,41.14
92,41.14
93,41.09
94,40.68
95,40.88
96,40.76
97,0.01
98,52.37
99,61.38
100,63.32
101,63.42
102,66.47
103,74.58
104,72.83
105,61.1
106,46.15
107,52.64
108,52.7
109,52.63
110,50.9
111,30.2
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.01
155,1.23
156,1.32
157,1.35
158,1.37
159,1.36
160,1.35
161,68.95
162,73.33
163,73.37
164,72.94
165,72.02
166,73.5
167,73.23
168,71.67
169,71.12
170,70.67
171,71.23
172,71.99
173,72.83
174,72.99
175,73.63
176,74.09
177,67.99
178,62.93
179,63.14
180,63.08
181,63.03
182,62.71
183,62.97
184,65.82
185,75.01
186,77.98
187,77.19
188,76.3
189,75.34
190,75.19
191,75.02
192,73.92
193,68.85
194,68.85
195,68.95
196,69.99
197,71.63
198,74.88
199,76.02
200,77.22
201,75.56
202,66.38
203,65.62
204,65.23
205,64.47
206,59.23
207,56.08
208,56.06
209,56.09
210,56.22
211,0.01
212,56.39
213,56.32
214,55.77
215,1.48
216,0.01
217,0.01
218,0.01
219,61.41
220,64.37
221,74.12
222,76.09
223,82.39
224,85.02
225,77.32
226,64.15
227,64.07
228,65.8
229,67.12
230,66.35
231,63.76
232,63.71
233,75.2
234,77.61
235,76.03
236,75.61
237,75.36
238,74.86
239,67.28
240,64.94
241,63.7
242,63.65
243,63.63
244,63.63
245,63.69
246,64.35
