Interval,Energy Purchase Price
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,27.72
10,31.73
11,32.29
12,32.58
13,33.25
14,33.85
15,34.01
16,36.23
17,37.42
18,39.25
19,37.48
20,34.28
21,33.24
22,32.27
23,30.94
24,29.85
25,30.04
26,30.05
27,30.36
28,31.54
29,33.94
30,36.1
31,36.59
32,36.84
33,38.55
34,44.59
35,43.31
36,42.49
37,41.32
38,39.99
39,40.79
40,43.43
41,44.2
42,54.6
43,43.31
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,32.45
60,31.64
61,31.2
62,30.43
63,30.39
64,31.61
65,32.15
66,34.58
67,31.14
68,29.81
69,26.09
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,34.75
83,36.96
84,38.0
85,37.69
86,38.22
87,40.13
88,42.95
89,56.2
90,50.65
91,44.72
92,43.38
93,40.14
94,38.57
95,33.96
96,32.59
97,31.85
98,30.6
99,29.74
100,30.25
101,31.68
102,36.15
103,44.84
104,36.0
105,29.04
106,32.2
107,34.47
108,38.11
109,36.95
110,35.06
111,32.59
112,32.26
113,29.95
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,34.17
132,31.09
133,28.17
134,26.29
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,22.19
150,26.12
151,28.28
152,29.41
153,35.1
154,39.87
155,45.17
156,45.33
157,43.63
158,42.41
159,40.38
160,41.33
161,45.97
162,39.08
163,33.52
164,31.2
165,27.63
166,26.17
167,24.91
168,24.9
169,24.9
170,26.02
171,28.99
172,29.1
173,29.42
174,29.85
175,29.91
176,29.98
177,33.26
178,35.81
179,34.17
180,33.46
181,31.86
182,31.14
183,31.05
184,31.42
185,30.07
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,1.36
193,24.92
194,26.22
195,27.34
196,28.01
197,31.35
198,33.67
199,38.28
200,35.26
201,36.61
202,37.89
203,37.26
204,37.18
205,37.03
206,36.85
207,37.21
208,37.41
209,42.03
210,135.67
211,43.03
212,40.18
213,32.17
214,33.4
215,32.01
216,32.43
217,33.15
218,33.02
219,33.58
220,32.95
221,34.28
222,35.55
223,40.3
224,35.23
225,34.36
226,37.85
227,38.35
228,38.32
229,38.22
230,37.89
231,37.74
232,38.81
233,44.3
234,45.09
235,43.48
236,39.54
237,35.18
238,34.35
239,34.0
240,33.2
241,31.81
242,32.07
243,33.38
244,33.9
245,35.45
246,0.0
