Interval,Energy Purchase Price
1,27.71
2,27.91
3,30.95
4,32.54
5,32.55
6,30.98
7,31.01
8,31.18
9,29.45
10,27.5
11,27.5
12,27.49
13,27.48
14,27.46
15,27.45
16,27.45
17,35.75
18,42.02
19,42.11
20,36.16
21,34.38
22,33.77
23,33.06
24,31.05
25,31.03
26,31.03
27,31.31
28,33.03
29,34.53
30,37.74
31,42.52
32,43.32
33,35.78
34,43.25
35,42.88
36,40.63
37,35.66
38,35.07
39,35.44
40,38.22
41,45.62
42,57.61
43,57.66
44,57.69
45,57.07
46,45.94
47,43.01
48,36.07
49,34.8
50,34.81
51,34.84
52,35.47
53,46.22
54,182.55
55,182.93
56,53.42
57,50.83
58,46.5
59,45.97
60,41.62
61,34.17
62,33.98
63,33.95
64,33.94
65,35.11
66,46.16
67,46.48
68,45.63
69,43.03
70,34.85
71,32.91
72,30.67
73,28.75
74,28.74
75,28.76
76,30.87
77,33.89
78,43.37
79,45.17
80,43.1
81,34.71
82,39.92
83,39.85
84,33.96
85,33.84
86,33.81
87,33.74
88,33.75
89,35.13
90,47.39
91,43.14
92,45.32
93,43.07
94,42.79
95,42.82
96,42.5
97,42.04
98,42.77
99,43.26
100,44.92
101,56.91
102,58.91
103,61.07
104,58.9
105,47.4
106,45.27
107,34.92
108,35.35
109,34.79
110,34.07
111,34.06
112,34.05
113,41.46
114,45.98
115,45.98
116,45.98
117,44.14
118,36.27
119,33.64
120,32.12
121,30.99
122,30.85
123,30.85
124,31.14
125,33.91
126,107.77
127,180.2
128,42.79
129,42.03
130,51
131,47.59
132,37.32
133,34.95
134,34.57
135,33.1
136,33.12
137,33.9
138,36.96
139,41.99
140,33.35
141,31.31
142,30.49
143,27.36
144,26.7
145,26.23
146,0
147,26.2
148,26.21
149,26.27
150,27.75
151,31.27
152,31.94
153,33.76
154,37.15
155,39.4
156,44.74
157,42.56
158,41.85
159,42.59
160,42.83
161,179.3
162,179.77
163,67.32
164,58.75
165,57.12
166,44.5
167,43.37
168,34.43
169,34.47
170,33.82
171,33.44
172,33.42
173,33.46
174,33.54
175,34.49
176,39.83
177,41.87
178,42.47
179,41.93
180,35.1
181,33.32
182,32.82
183,31.58
184,32.95
185,33.94
186,38.58
187,37.63
188,34.22
189,33.16
190,30.6
191,27.8
192,26.54
193,26.52
194,26.51
195,26.27
196,27.04
197,30.86
198,34.49
199,49.95
200,44.85
201,50.99
202,38
203,49.33
204,42.29
205,38.01
206,34.94
