,IN,IA,TX,MS,WY
2022,77.45578572,64.93733414,64.16835002,58.84502008,65.64155923
2025,77.70926518246071,64.52737215,60.26136254,59.24210399682727,64.48097577848125
2030,81.62912587975187,62.94336729,64.51746896368243,65.87474945285109,71.44754804766586
2035,88.43683916452359,68.1535053570321,86.11397021695551,74.06796109652588,83.93875587960139
2040,95.848848748009,81.02311080960509,104.71719275226255,79.11213138955029,95.80069502968254
