,Energy to electrolyzer (kWh),Energy from grid (kWh),Energy from renewables (kWh),Total energy (kWh),Hydrogen Hourly production (kg)
0,1098342.0016664702,0.0,1098342.0016664702,1098342.0016664702,20153.669621116376
1,1098342.0015302019,0.0,1098342.0015302019,1098342.0015302019,20153.639390769462
2,1098342.001692139,0.0,1098342.001692139,1098342.001692139,20153.60916531191
3,1098342.0016515532,0.0,1098342.0016515532,1098342.0016515532,20153.578936520968
4,802157.0894838694,0.0,802157.0894838694,802157.0894838694,15179.046187778644
5,402835.4340758176,0.0,402835.4340758176,402835.4340758176,8051.936890912272
6,560978.6615555706,0.0,560978.6615555706,560978.6615555706,10942.043961224108
7,685174.3340280661,0.0,685174.3340280661,685174.3340280661,13147.121122252898
8,826704.7657779038,0.0,826704.7657779038,826704.7657779038,15600.172361056806
9,1031459.1595016196,0.0,1031459.1595016196,1031459.1595016196,19049.71730384106
10,567247.3337986963,0.0,567247.3337986963,567247.3337986963,11054.548650051294
11,416696.59534378856,0.0,416696.59534378856,416696.59534378856,8309.358185615814
12,422485.3104377233,0.0,422485.3104377233,422485.3104377233,8416.616156990074
13,314563.17064444267,0.0,314563.17064444267,314563.17064444267,6391.867278926559
14,201649.10754209844,0.0,201649.10754209844,201649.10754209844,4207.003245941432
15,125185.71249470946,0.0,125185.71249470946,125185.71249470946,2675.5388019074767
16,1099038.8945364745,0.0,1099038.8945364745,1099038.8945364745,20164.654483573773
17,447405.7507215955,0.0,447405.7507215955,447405.7507215955,8876.701194820376
18,304935.2767638703,0.0,304935.2767638703,304935.2767638703,6208.484215558045
19,616288.0160426471,0.0,616288.0160426471,616288.0160426471,11930.286513526025
20,360948.96396126854,0.0,360948.96396126854,360948.96396126854,7268.81986876764
21,337048.2778927776,0.0,337048.2778927776,337048.2778927776,6818.289650710356
22,261820.92305276435,0.0,261820.92305276435,261820.92305276435,5380.894296880676
23,156082.9869920016,0.0,156082.9869920016,156082.9869920016,3300.5795548773813
24,269241.27089485887,0.0,269241.27089485887,269241.27089485887,5524.067787652497
25,183548.10024171183,0.0,183548.10024171183,183548.10024171183,3848.866288159418
26,244620.70450114485,0.0,244620.70450114485,244620.70450114485,5047.674381028632
27,312102.3765308879,0.0,312102.3765308879,312102.3765308879,6345.009677173958
28,245339.7767614796,0.0,245339.7767614796,245339.7767614796,5061.624012348042
29,853636.7342602977,0.0,853636.7342602977,853636.7342602977,16059.85646818838
30,728313.2191172006,0.0,728313.2191172006,728313.2191172006,13900.77624981173
31,542450.9345182464,0.0,542450.9345182464,542450.9345182464,10608.083159801854
32,1103057.6210961002,0.0,1103057.6210961002,1103057.6210961002,20230.176899824808
33,784358.9766042308,0.0,784358.9766042308,784358.9766042308,14871.9292177055
34,199158.57235488,0.0,199158.57235488,199158.57235488,4157.7442048358425
35,247506.81761951616,0.0,247506.81761951616,247506.81761951616,5103.632477182583
36,283697.1396126847,0.0,283697.1396126847,283697.1396126847,5801.990596746706
37,244554.60213725184,0.0,244554.60213725184,244554.60213725184,5046.299190287636
38,432700.8813605397,0.0,432700.8813605397,432700.8813605397,8605.280374265978
39,213144.71145028734,0.0,213144.71145028734,213144.71145028734,4432.9730615253575
40,388215.79490398185,0.0,388215.79490398185,388215.79490398185,7779.344072595243
41,457183.26083865017,0.0,457183.26083865017,457183.26083865017,9056.156582042262
42,167417.37342440724,0.0,167417.37342440724,167417.37342440724,3527.512769239158
43,170388.11171625537,0.0,170388.11171625537,170388.11171625537,3586.8304721519103
44,244438.05985628202,0.0,244438.05985628202,244438.05985628202,5043.979270250626
45,263221.6822678077,0.0,263221.6822678077,263221.6822678077,5407.7506650819005
46,253982.8435975972,0.0,253982.8435975972,253982.8435975972,5229.084430682871
47,265661.54542888486,0.0,265661.54542888486,265661.54542888486,5454.829672328424
48,134354.81368341504,0.0,134354.81368341504,134354.81368341504,2861.88842436366
49,153991.8514335389,0.0,153991.8514335389,153991.8514335389,3258.4251343758237
50,130093.24993628633,0.0,130093.24993628633,130093.24993628633,2775.3116335974323
51,80850.13744043956,0.0,80850.13744043956,80850.13744043956,1735.572134637455
52,202881.4181326053,0.0,202881.4181326053,202881.4181326053,4029.475882576826
53,132209.8750384432,0.0,132209.8750384432,132209.8750384432,2818.254685722168
54,97579.86086867457,0.0,97579.86086867457,97579.86086867457,2094.188728290665
55,268495.1046590386,0.0,268495.1046590386,268495.1046590386,5378.080913171516
56,278514.3468832566,0.0,278514.3468832566,278514.3468832566,5702.088889311639
57,453938.27192514535,0.0,453938.27192514535,453938.27192514535,8996.047300752649
58,412456.7613233329,0.0,412456.7613233329,412456.7613233329,8230.004181593049
59,272822.0700785223,0.0,272822.0700785223,272822.0700785223,5592.562848803101
60,312042.2141436386,0.0,312042.2141436386,312042.2141436386,6343.336633848237
61,408647.6217048708,0.0,408647.6217048708,408647.6217048708,8159.253492345699
62,432959.01413259027,0.0,432959.01413259027,432959.01413259027,8609.474440580369
63,663097.8717932696,0.0,663097.8717932696,663097.8717932696,12757.502135422854
64,661389.0407067682,0.0,661389.0407067682,661389.0407067682,12727.370829163483
65,930690.0643359929,0.0,930690.0643359929,930690.0643359929,17364.006843887757
66,1096284.6035018284,0.0,1096284.6035018284,1096284.6035018284,20117.50462002328
67,1098342.0016131857,0.0,1098342.0016131857,1098342.0016131857,20151.262022789706
