,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Wind,-36801405.519999996,1054453.16816756,2103896.193211276,1000830.3574005591,296502.4425284773,317253.18244516524,-219363.23804879305,-756069.1751850995,-736109.677019818,-767465.2811957973,-748858.3131913242,-1745212.7758231084,-1778724.3931294105,-1812883.2444476392,-1847862.5631890574,-1883523.5678754759,-1932488.6822381364,-1982210.686663253,-2020299.0219773497,-2059221.2350759425,-2098996.98959766,-2146968.9886023793,-2195835.3074568156,-2238294.5253325314,-2281690.857007033,-2326046.4866588097
Solar,-27625000.0,6834368.45449592,1063226.8884318161,315345.95273082174,-138840.81523255754,-152453.75378385023,-496768.4814360887,-840920.5510375598,-854437.7335015286,-868162.0828984065,-882205.4119146436,-896456.1317251555,-911037.3121999006,-925837.6347577617,-940980.4461009415,-956354.7112318748,-981428.430792209,-1006775.8195884658,-1023088.509294034,-1039717.7008422124,-1056670.3936250661,-1079450.4372629218,-1102568.482534384,-1120535.3542818122,-1138855.4244197672,-1157536.5631739798
