,Generation profile (kW)
148,429643.06025875773
149,755479.6974705119
150,810222.7335954516
151,820562.4734091428
152,1000000.0
153,1000000.0
154,1000000.0
155,1000000.0
156,1000000.0
157,1000000.0
158,1000000.0
159,985031.8736238837
160,810222.7335954516
161,810222.7335954516
162,810222.7335954516
163,810222.7335954516
164,810222.7335954516
165,810222.7335954516
166,810222.7335954516
167,810222.7335954516
168,810222.7335954516
169,810222.7335954516
170,810222.7335954516
171,810222.7335954516
172,810222.7335954516
173,793835.5904403991
174,810222.7335954516
175,812528.9509846129
176,658711.6712644032
177,508906.4019006151
178,323373.5496388137
179,273954.1303728607
180,334063.0794788343
181,422937.7153038234
182,549329.4715924287
183,604914.6011746117
184,768177.6846150988
185,810222.7335954516
186,810222.7335954516
187,810222.7335954516
188,810222.7335954516
189,810222.7335954516
190,810222.7335954516
191,810222.7335954516
192,810222.7335954516
193,810222.7335954516
194,810222.7335954516
195,810222.7335954516
196,810222.7335954516
197,810222.7335954516
198,810222.7335954516
199,819418.5413316521
200,1000000.0
201,1000000.0
202,1000000.0
203,844116.3944273825
204,636100.2766279768
205,734861.6063995135
206,862224.4135161845
207,469973.8358370308
208,279873.13410787884
209,553923.2697564856
210,810222.7335954516
211,810222.7335954516
212,810222.7335954516
213,527650.2756092015
214,157525.43058608155
215,15097.090549499073
216,0.0
217,0.0
218,0.0
219,9785.99520407176
220,66667.0860931666
221,133339.08271761803
222,229511.4744228501
223,646313.3485641116
224,1000000.0
225,602037.8982665862
226,285725.72107923136
227,354697.07679832587
228,367671.4721398794
229,455401.5037723753
230,452131.6842218084
231,558094.9563216533
232,810222.7335954516
233,810222.7335954516
234,810222.7335954516
235,810222.7335954516
236,810222.7335954516
237,810222.7335954516
238,810222.7335954516
239,810222.7335954516
240,810222.7335954516
241,810222.7335954516
242,810222.7335954516
243,810222.7335954516
244,810222.7335954516
245,810222.7335954516
246,810222.7335954516
247,818781.2032823584
248,997110.8083162673
249,832838.8377935633
250,842046.8534572049
251,826089.8791439893
252,758870.0415872663
253,712652.5954177893
254,738099.5096448794
255,844779.7157045882
256,810222.7335954516
257,810222.7335954516
258,810222.7335954516
259,810222.7335954516
260,810222.7335954516
261,810222.7335954516
262,810222.7335954516
263,810222.7335954516
264,810222.7335954516
265,810222.7335954516
266,810222.7335954516
267,810222.7335954516
268,810222.7335954516
269,810222.7335954516
270,810222.7335954516
271,813065.6464316357
272,936221.4326281378
273,961446.4095810818
274,816911.1149055324
275,660060.0080742165
276,499025.33939790085
277,280636.4207755211
278,276314.28149832744
279,130712.7708238243
280,81765.73081616545
281,147767.75766531538
282,132058.2364925686
283,267057.9504793901
284,93223.0621661417
285,412348.6450547977
286,591818.965357132
287,480389.77924327453
288,810222.7335954516
289,810222.7335954516
290,589903.5521101163
291,608460.077928102
292,373267.8381461168
293,403902.5474042691
294,536134.9351413604
295,547370.4064872143
296,477527.6414574519
297,408500.3595594714
298,388053.81931265036
299,398401.47973404324
300,362512.5156895389
301,263844.3887953847
302,168408.5201589284
303,319293.6988973769
304,252578.7219271456
305,470713.8925255592
306,592832.394092088
307,810222.7335954516
308,810222.7335954516
309,810222.7335954516
310,769934.4669087775
311,785983.2709917852
312,589174.0987406812
313,450215.9572717529
314,415952.79215073097
315,328475.23865775217
316,319104.93833102426
317,303944.2522986838
318,291788.64455314795
319,295718.89335939806
320,473684.86973815004
321,478549.66120433155
322,307389.1019171985
323,267832.3521766972
324,228997.93789675468
325,114278.34394924654
326,247511.71152784588
327,193734.9560586441
328,6285.994515309438
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,30893.29697234403
336,27717.905576767145
337,35883.19773682202
338,31683.512081474622
339,37171.297556256344
340,31229.658575760684
341,36756.34577960361
342,24348.25043757695
343,35313.978990235526
344,236010.82659259823
345,257593.99363570075
346,246044.2186704958
347,188941.45885022933
348,194856.51946723144
349,205289.5743221924
350,217769.61650321327
351,157478.20312414516
352,2977.5773674216935
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,9590.03048015293
362,26471.585390170185
363,47852.14695347189
364,89685.20649970153
365,193037.01144275788
366,328037.53515146644
367,490376.4226139506
368,704196.6199952094
369,616345.2646956603
370,566765.3194213558
371,735779.3076548891
372,966697.502138244
373,1000000.0
374,852022.2467365465
375,812824.5902592427
376,814059.9168091252
377,763169.7418436786
378,603125.4862682043
379,573616.3799480272
380,528913.481904764
381,564734.2493037962
382,414460.8723557846
383,269704.6783389219
384,320891.0739683088
385,297973.9498464671
386,343125.0882776644
387,393045.15144090424
388,498506.66729867243
389,592493.1940168635
390,682725.8414928872
391,753281.3832996357
392,1000000.0
393,1000000.0
394,959738.4755309148
395,1000000.0
396,822059.0618243619
397,848013.317066465
398,896501.8634191479
399,533209.7423043187
400,419814.3448401404
401,381859.6160216909
402,400362.3095717922
403,411946.18948053435
404,302374.23205838614
405,302374.23205838614
406,176334.8256385817
407,280267.29585834366
408,208046.96453817858
409,86751.88277711737
410,21100.868478460376
411,0.0
412,23394.292675682696
413,90931.1126814054
414,330021.97267776687
415,585747.2404020068
416,807868.9763043883
417,965452.5326747586
418,937860.4501076159
419,978269.8880534098
420,976943.5099647653
421,1000000.0
422,1000000.0
423,1000000.0
424,823379.0211700291
425,810222.7335954516
426,810222.7335954516
427,810222.7335954516
428,810222.7335954516
429,810222.7335954516
430,810222.7335954516
431,810222.7335954516
432,810222.7335954516
433,810222.7335954516
434,810222.7335954516
435,810222.7335954516
436,810222.7335954516
437,810222.7335954516
438,810222.7335954516
439,810766.3358261945
440,825131.9612816952
441,828143.5950496593
442,882943.4269497129
443,976453.0636121682
444,923960.1869103003
445,906008.5429384438
446,903617.1112034848
447,922047.2812195017
448,830661.806569029
449,810222.7335954516
450,810222.7335954516
451,810222.7335954516
452,810222.7335954516
453,810222.7335954516
454,810222.7335954516
455,810222.7335954516
456,810222.7335954516
457,810222.7335954516
458,810222.7335954516
459,810222.7335954516
460,810222.7335954516
461,810222.7335954516
462,810222.7335954516
463,834210.754023887
464,967826.91685839
465,999015.6567895673
466,1000000.0
467,922334.6151299546
468,706527.9774436727
469,526428.6411527063
470,477907.4578467955
471,432652.06840338756
472,350182.2970194416
473,347892.558370564
474,341478.84458933887
475,402221.65381643985
476,435058.6661356696
477,388354.5173563796
478,353933.9039464067
479,461537.43408609607
480,476124.34406055696
481,413997.1356971689
482,283223.3802165199
483,439335.84737248276
484,420124.14284615935
485,499318.8007303487
486,810222.7335954516
487,810797.8420441407
488,817193.0959277973
489,881331.559735917
490,758194.4751790653
491,885938.522751565
492,980124.8318319394
493,1000000.0
494,983026.4562714251
495,885496.388410967
496,838286.3784178776
497,810222.7335954516
498,810222.7335954516
499,810222.7335954516
500,810222.7335954516
501,810222.7335954516
502,810222.7335954516
503,810222.7335954516
504,751496.4027895778
505,810222.7335954516
506,735038.3775186471
507,698949.9095906926
508,614952.7978426091
509,620105.7765577306
510,628023.243395607
511,501917.58928841905
512,532650.5794666954
513,665034.369235846
514,533207.2171777616
515,520172.0440568409
516,569874.528528876
517,514997.2787454551
518,554400.593485476
519,567582.2922858753
520,363126.8089189166
521,377265.0247333003
522,449131.9961699548
523,509220.9793333204
524,566406.0065826362
525,468792.43905260955
526,436680.21138744307
527,369680.26580510504
528,293508.3531298098
529,237714.01994462582
530,125492.12819428885
531,88151.42790705457
532,84824.68767087531
533,100236.44528216774
534,49564.58111117129
535,69542.10399312834
536,154490.36540337335
537,209759.60251012628
538,185247.60415015218
539,193341.43187327433
540,159165.29820474063
541,181509.92837174932
542,203912.69334575805
543,233161.11235202118
544,219268.989504352
545,446837.39889058203
546,810222.7335954516
547,810222.7335954516
548,810222.7335954516
549,810222.7335954516
550,810222.7335954516
551,810222.7335954516
552,810222.7335954516
553,810222.7335954516
554,810222.7335954516
555,810222.7335954516
556,810222.7335954516
557,810222.7335954516
558,810222.7335954516
559,811392.7633955906
560,145048.85543149215
561,146531.68587648583
562,211166.09792278265
563,241316.8294202683
564,221943.57935384638
565,198542.79948302254
566,178690.0581784096
567,103050.68645908227
568,41334.11635472293
569,61892.737107482026
570,60431.27887734381
571,92363.85396582122
572,123650.76015886312
573,213534.82271896664
574,316172.3051516579
575,328929.3459310621
576,322587.8055483188
577,388652.41825967334
578,401553.0313574537
579,423348.2091095044
580,395909.0131271747
581,349745.61786583334
582,325053.96014160785
583,365415.89341052785
584,349605.50058520545
585,339968.8740163719
586,362869.7430559639
587,312101.038577568
588,318296.0715140645
589,356473.145746913
590,421450.4807218591
591,403586.05248577887
592,450670.5796518951
593,668974.3606811427
594,575610.0719815604
595,483039.73963845574
596,713092.2140256414
597,810222.7335954516
598,810222.7335954516
599,810222.7335954516
600,810222.7335954516
601,810222.7335954516
602,810222.7335954516
603,810222.7335954516
604,810222.7335954516
605,810222.7335954516
606,714676.1108084989
607,573642.9523316275
608,453944.5241035196
609,323482.7218281015
610,256914.6285913751
611,246793.98800371785
612,321789.9263876083
613,284483.7460851349
614,273692.4846046093
615,242187.39924365593
616,39848.23196463341
617,0.0
618,0.0
619,21245.889322319086
620,33138.32654272932
621,83032.87282863173
622,149830.34833808057
623,216556.8967071422
624,339527.8667637395
625,543314.4142025657
626,663936.6085841228
627,612867.7009188844
628,759871.7220651822
629,810222.7335954516
630,810222.7335954516
631,814373.8726977006
632,790738.6404524175
633,721874.084431181
634,536578.5327824604
635,607320.2342300148
636,591540.4089070507
637,697516.8518971043
638,777264.2724679512
639,813474.4319959676
640,810608.3336493172
641,800374.3597670159
642,810222.7335954516
643,810222.7335954516
644,810222.7335954516
645,810222.7335954516
646,810222.7335954516
647,810222.7335954516
648,810222.7335954516
649,810222.7335954516
650,810222.7335954516
651,810222.7335954516
652,810222.7335954516
653,810222.7335954516
654,810222.7335954516
655,834220.1928637166
656,1000000.0
657,1000000.0
658,825107.9315419624
659,830276.9438422748
660,476548.901120557
661,467496.75112450705
662,312445.77514960273
663,240497.81740518103
664,40876.10328394947
665,0.0
666,0.0
667,0.0
668,66307.77306028109
669,77210.73790443572
670,370834.72867650806
671,654059.9436378416
672,810222.7335954516
673,810222.7335954516
674,810222.7335954516
675,810222.7335954516
676,810222.7335954516
677,810222.7335954516
678,810222.7335954516
679,811869.1825224449
680,828298.616502343
681,896788.9891064276
682,863936.7944136757
683,852246.9515280827
684,851310.8734202741
685,834799.2621226038
686,849220.1515138276
687,816586.6760351706
688,811307.4248331498
689,810222.7335954516
690,810222.7335954516
691,810222.7335954516
692,810222.7335954516
693,810222.7335954516
694,810222.7335954516
695,810222.7335954516
696,810222.7335954516
697,624363.8792666816
698,705237.6602755357
699,523673.4146681406
700,130276.42906125629
701,581071.6578022798
702,0.0
703,161358.74004635133
704,290120.43011831166
705,143761.89660264133
706,82308.43610397966
707,86243.80386221716
708,87142.64579699928
709,685550.5980128057
710,815277.2057917466
711,814975.8636823797
712,810920.2412045106
713,810222.7335954516
714,810222.7335954516
715,810222.7335954516
716,810222.7335954516
717,810222.7335954516
718,810222.7335954516
719,810222.7335954516
720,810222.7335954516
721,810222.7335954516
722,810222.7335954516
723,810222.7335954516
724,810222.7335954516
725,810222.7335954516
726,810222.7335954516
727,834397.2563518564
728,945257.5004847127
729,966959.8861504745
730,981337.084700719
731,911084.7434126227
732,975057.2628091756
733,914483.9811290685
734,860725.7462794632
735,979034.3018966801
736,850202.4409648727
737,810222.7335954516
738,810222.7335954516
739,810222.7335954516
740,810222.7335954516
741,810222.7335954516
742,810222.7335954516
743,810222.7335954516
744,810222.7335954516
745,810222.7335954516
746,810222.7335954516
747,810222.7335954516
748,810222.7335954516
749,810222.7335954516
750,810222.7335954516
751,866341.9390660466
752,867870.7876675378
753,689847.7043779222
754,528626.0664575004
755,481408.28130879404
756,496839.02998696594
757,591435.1221854815
758,660134.2653027675
759,632518.5810423451
760,425190.9762953257
761,338177.62206701736
762,483835.9621493832
763,737558.7261979842
764,563066.7049670744
765,508683.1123419483
766,456957.6157853964
767,505388.0814093313
768,390136.07104876876
769,357224.03491552186
770,317289.9628574137
771,309994.11987649463
772,388603.5199531853
773,366902.6431665276
774,292515.79161338415
775,191207.42081046908
776,104656.29917955486
777,196751.54572821766
778,106610.75898286156
779,143143.8229602144
780,150806.15145541506
781,396899.8955394537
782,420491.1135594368
783,493993.8991865104
784,498309.620084718
785,389327.1784525849
786,304784.1810175228
787,293280.2693106311
788,337901.37900180253
789,255428.30355835558
790,240060.81730799298
791,183736.68147189767
792,145003.83230822874
793,82984.16604425079
794,36788.592851739304
795,43107.937945722406
796,54966.54909051231
797,106771.08317357778
798,140435.2920766648
799,196792.86585537845
800,322985.3166018061
801,538622.7080816401
802,618056.2316854454
803,548461.0334927922
804,575327.4505165552
805,1000000.0
806,971886.5887279017
807,1000000.0
808,897643.1236172663
809,810222.7335954516
810,810222.7335954516
811,810222.7335954516
812,596072.7196566277
813,527679.1780199157
814,369588.75407624454
815,198974.7967802848
816,50463.88538371499
817,31468.03976602201
818,0.0
819,0.0
820,7077.322742955937
821,42654.58401751401
822,66940.24551637117
823,68770.2203896741
824,133844.2540796578
825,190135.74790516257
826,79969.02161964412
827,96748.87432397433
828,77181.96263632172
829,83001.18488392845
830,71859.68021956543
831,76179.05572028237
832,154244.90545643098
833,274341.8321644366
834,415503.60029991315
835,291002.6771022497
836,255007.12251221345
837,158065.77676391034
838,95541.60377784862
839,53016.21408472874
840,0.0
841,0.0
842,0.0
843,0.0
844,46394.55931839945
845,150943.72148847833
846,359582.3742124287
847,388438.8107044014
848,328548.2582686114
849,482383.63484615495
850,403540.6982000675
851,512437.7930945047
852,457919.0545833688
853,465921.30496093445
854,375927.5082005487
855,173199.7389281247
856,304621.2289574918
857,487939.31180632336
858,810222.7335954516
859,810222.7335954516
860,787619.4874713366
861,561081.9398631534
862,303443.41004993505
863,238528.64199825772
864,207637.78880816605
865,124610.72231739869
866,130152.90290620009
867,121622.8300112194
868,53082.86914131377
869,0.0
870,0.0
871,79374.55185185901
872,270972.5104578144
873,299022.21247849276
874,286357.6496295471
875,266781.9476845606
876,304261.5274432045
877,325767.1094492499
878,388337.37050407997
879,289172.3321979784
880,143573.86989194318
881,473321.64759182185
882,711798.8838153873
883,760047.3301681454
884,791030.5595340785
885,810222.7335954516
886,792611.928199073
887,678515.2446349637
888,673377.6606411177
889,761298.3582139405
890,743863.7258694537
891,800045.7238984163
892,792147.3159678638
893,638719.5649502289
894,629029.1920807266
895,736123.6326654269
896,480723.3179690628
897,244960.48427764288
898,261789.16085555404
899,344153.8609158546
900,443878.3813348892
901,246346.35335039365
902,121050.41826772329
903,80445.65003134131
904,82580.62300094825
905,108880.19199483255
906,159269.26467467475
907,71113.32597776105
908,0.0
909,54686.55940184221
910,147416.38027005925
911,495534.32155197905
912,810222.7335954516
913,810222.7335954516
914,810222.7335954516
915,810222.7335954516
916,810222.7335954516
917,810222.7335954516
918,810222.7335954516
919,812087.7189828132
920,819855.5915262141
921,833395.0668221143
922,902745.2961450552
923,920272.940857749
924,877045.2396715905
925,873907.6456957586
926,911401.9920628156
927,870863.5169611506
928,908278.6932735138
929,775978.9427627727
930,691464.762618457
931,503965.6317239302
932,457619.4215685332
933,196943.36377280197
934,150042.16602454428
935,123229.95983721012
936,61719.447033316115
937,64749.541332932335
938,31456.11646308228
939,28598.165814241427
940,17022.497418363528
941,24867.5083599825
942,78980.49188932247
943,143772.4403297635
944,232768.89102534176
945,206164.1495251891
946,263782.31542563764
947,316220.35640977795
948,430520.1698144278
949,529022.733094292
950,576661.8176592528
951,566264.259679745
952,480246.07345848833
953,810222.7335954516
954,810222.7335954516
955,810222.7335954516
956,810222.7335954516
957,810222.7335954516
958,810222.7335954516
959,810222.7335954516
960,810222.7335954516
961,810222.7335954516
962,810222.7335954516
963,810222.7335954516
964,810222.7335954516
965,810222.7335954516
966,810222.7335954516
967,814151.7938585802
968,827030.8774164083
969,834527.3132052094
970,842416.0754555035
971,876216.5202288626
972,854539.9498464862
973,845184.2535757311
974,907314.4375021558
975,839179.5529645842
976,821985.1871276733
977,810222.7335954516
978,810222.7335954516
979,810222.7335954516
980,810222.7335954516
981,810222.7335954516
982,810222.7335954516
983,810222.7335954516
984,810222.7335954516
985,810222.7335954516
986,810222.7335954516
987,810222.7335954516
988,810222.7335954516
989,810222.7335954516
990,810222.7335954516
991,811011.3213630307
992,820190.2557154811
993,824681.5622642889
994,854585.7052770085
995,847519.3643697189
996,828093.7939563675
997,867999.7130452981
998,836010.3800108926
999,815689.7121511336
1000,813066.0731336141
1001,810222.7335954516
1002,810222.7335954516
1003,810222.7335954516
1004,810222.7335954516
1005,810222.7335954516
1006,810222.7335954516
1007,810222.7335954516
1008,810222.7335954516
1009,810222.7335954516
1010,597979.9353875838
1011,588876.1253810055
1012,378044.42517296906
1013,297018.7014451598
1014,224098.96537057156
1015,205286.20953960664
1016,138852.8500876901
1017,156849.41245220258
1018,162250.65175465442
1019,168007.4810104629
1020,120231.16980238332
1021,170272.459528937
1022,160367.13770699129
1023,153740.95958738358
1024,90154.40288301084
1025,145478.443384644
1026,163587.37950374515
1027,68886.70693616619
1028,27600.60943790489
1029,0.0
1030,16665.44857950494
1031,37880.33472490219
1032,37880.33472490219
1033,5650.076928930734
1034,22808.17837510906
1035,42188.36538991236
1036,63002.59776835097
1037,125555.95822131206
1038,244738.05002117626
1039,419976.8665134775
1040,575278.3624850323
1041,564611.8337203001
1042,420904.30952171946
1043,354085.2505450398
1044,385447.2899915021
1045,445210.9759917916
1046,394097.3854912984
1047,356325.7340948953
1048,252375.62242275843
1049,226274.7161744905
1050,345409.46574717993
1051,407568.0819693492
1052,311915.70137818105
1053,180362.43380031086
1054,131971.40780525212
1055,150562.60973729606
1056,200840.26471675214
1057,265318.66796271777
1058,352156.5513044967
1059,631374.371771149
1060,772319.4689327013
1061,810222.7335954516
1062,810222.7335954516
1063,864933.0044371889
1064,958731.7592511384
1065,1000000.0
1066,636206.4346271928
1067,743648.813845997
1068,675961.6729774777
1069,844726.8947576717
1070,832404.3011949713
1071,836465.9345716015
1072,818611.9637606647
1073,810222.7335954516
1074,810222.7335954516
1075,674906.620926131
1076,784690.7242476167
1077,696402.8007526442
1078,581953.672129173
1079,627530.5254643984
1080,497883.6590070112
1081,674573.5590474649
1082,638047.6488489449
1083,617815.1052549481
1084,694750.5525245548
1085,695051.438890467
1086,704729.0279506086
1087,673331.7928116074
1088,896721.3713287819
1089,936952.7623921896
1090,792242.3659304869
1091,683988.9576264378
1092,626609.1785186748
1093,579863.9860158027
1094,495877.4699574018
1095,445583.7474610611
1096,270105.2225059691
1097,108844.3096158144
1098,173871.10461361633
1099,230987.4095899401
1100,300618.98175192956
1101,343697.31932206714
1102,396179.36082802713
1103,465849.1803587041
1104,767700.8985549811
1105,810222.7335954516
1106,592131.5153800581
1107,706809.3496122189
1108,778479.9949300492
1109,694958.0416589403
1110,600808.9471281159
1111,742135.7397334243
1112,817001.4919679803
1113,743043.549587572
1114,710296.1691548087
1115,724677.4671426455
1116,620626.2636774682
1117,463810.0430411158
1118,640350.9130054746
1119,513758.55084879824
1120,471759.443083917
1121,478355.41670278116
1122,522891.9016354354
1123,580922.2482733994
1124,616770.081640413
1125,523539.90498326987
1126,404649.70788335864
1127,309859.960606037
1128,261081.9587300874
1129,353550.3011078645
1130,221796.8293144122
1131,211055.67627366327
1132,149437.30111715654
1133,85200.67331768555
1134,84008.52596412085
1135,198564.02298271097
1136,327170.45344693353
1137,325043.9999947576
1138,306114.94566169166
1139,288644.3550341588
1140,314093.82143224153
1141,333418.67546181264
1142,368987.10742070223
1143,345813.0747964297
1144,225777.04517306655
1145,108358.66981488961
1146,276968.5960218761
1147,508909.37988108187
1148,810222.7335954516
1149,810222.7335954516
1150,810222.7335954516
1151,810222.7335954516
1152,810222.7335954516
1153,810222.7335954516
1154,810222.7335954516
1155,810222.7335954516
1156,810222.7335954516
1157,810222.7335954516
1158,810222.7335954516
1159,927613.3393407931
1160,1000000.0
1161,1000000.0
1162,1000000.0
1163,1000000.0
1164,996284.8508050923
1165,836415.0470225759
1166,849690.7600763333
1167,829560.5173916176
1168,811581.0223677194
1169,810222.7335954516
1170,810222.7335954516
1171,810222.7335954516
1172,810222.7335954516
1173,810222.7335954516
1174,810222.7335954516
1175,810222.7335954516
1176,810222.7335954516
1177,810222.7335954516
1178,810222.7335954516
1179,810222.7335954516
1180,810222.7335954516
1181,810222.7335954516
1182,810222.7335954516
1183,855337.1189257657
1184,849883.7804280623
1185,928573.259330041
1186,963300.7872499857
1187,994639.1461328531
1188,1000000.0
1189,973411.5199112261
1190,867959.7932869317
1191,864673.8212374151
1192,827543.1148199396
1193,810222.7335954516
1194,810222.7335954516
1195,810222.7335954516
1196,810222.7335954516
1197,810222.7335954516
1198,810222.7335954516
1199,810222.7335954516
1200,810222.7335954516
1201,810222.7335954516
1202,810222.7335954516
1203,810222.7335954516
1204,810222.7335954516
1205,810222.7335954516
1206,810222.7335954516
1207,862437.6267751328
1208,924646.8615758899
1209,836587.4690150642
1210,589040.1287563663
1211,551378.3761499178
1212,515012.4687827977
1213,521832.0695057829
1214,568308.0516632062
1215,543453.66138488
1216,439685.232847901
1217,367034.68642415915
1218,520047.73374232627
1219,519560.60451661434
1220,493667.868322245
1221,591015.8191135529
1222,529519.6805910567
1223,356463.27893634845
1224,380497.1304987777
1225,348998.5842788251
1226,36941.54078527396
1227,182282.374997971
1228,29721.40175485345
1229,50775.92533141113
1230,0.0
1231,145186.02477080905
1232,42840.26053026658
1233,273989.2727852636
1234,552746.2120662851
1235,544776.6200154994
1236,622774.8953280845
1237,669528.3667501581
1238,570998.1923970189
1239,344177.59458446054
1240,221383.15427376382
1241,454073.76023022993
1242,522936.07190138486
1243,666240.1243920926
1244,732644.8529510907
1245,738085.3842257595
1246,810222.7335954516
1247,810222.7335954516
1248,810222.7335954516
1249,810222.7335954516
1250,810222.7335954516
1251,751067.5361139855
1252,810222.7335954516
1253,810222.7335954516
1254,558366.1877850407
1255,631149.3432102452
1256,411283.2061541361
1257,253315.88469429914
1258,254442.22629299984
1259,210283.32113373236
1260,165640.11996932095
1261,160848.03247855854
1262,153806.2169324385
1263,210715.82999161357
1264,214556.83180198766
1265,306271.8310328095
1266,810222.7335954516
1267,810222.7335954516
1268,810222.7335954516
1269,810222.7335954516
1270,664775.6398603858
1271,777902.4356752528
1272,785775.6450641088
1273,666427.0560506597
1274,642167.5786085201
1275,667515.8537639049
1276,696688.354867724
1277,701178.10909657
1278,585435.416354215
1279,586741.7367918121
1280,431622.66649457114
1281,317759.08308765874
1282,273068.47988097905
1283,321963.7294974766
1284,366951.7901123003
1285,358349.81213308446
1286,308042.0020929441
1287,278822.5611667263
1288,269550.8562770023
1289,352874.5623813125
1290,276722.7591635167
1291,474503.6094925765
1292,350588.5082564938
1293,242331.77160045874
1294,183623.20178103007
1295,154692.20609187218
1296,121087.27585842548
1297,185147.45850159327
1298,235586.7092321959
1299,200695.44308062547
1300,118725.43062346854
1301,66046.83294672969
1302,66968.95430038682
1303,322217.2001832053
1304,423321.3079444975
1305,368387.764638554
1306,326110.2023310963
1307,303928.78758805414
1308,300349.592683625
1309,314835.0444768111
1310,325471.12536898616
1311,308698.02784499846
1312,191009.1488329119
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,26927.843609751777
1322,44068.82018510794
1323,58406.71974534659
1324,87527.13031186283
1325,184498.39226621986
1326,214196.400791652
1327,413748.11648236006
1328,463433.37099403504
1329,389297.41568018746
1330,318397.45869889564
1331,306931.68029725214
1332,330198.8547054399
1333,332973.2330189438
1334,345074.09354720335
1335,338961.59523558896
1336,233167.72006062182
1337,206473.72008162277
1338,427938.9601565783
1339,734970.4783278694
1340,810222.7335954516
1341,810222.7335954516
1342,810222.7335954516
1343,785666.0777422515
1344,810222.7335954516
1345,810222.7335954516
1346,810222.7335954516
1347,810222.7335954516
1348,810222.7335954516
1349,810222.7335954516
1350,810222.7335954516
1351,815295.1520085833
1352,817604.8004800181
1353,814714.5578279792
1354,826979.9927351838
1355,887344.9500768932
1356,857418.223229269
1357,936395.5991640479
1358,916603.28005185
1359,973043.8444145033
1360,817837.587141681
1361,810222.7335954516
1362,810222.7335954516
1363,810222.7335954516
1364,810222.7335954516
1365,810222.7335954516
1366,810222.7335954516
1367,810222.7335954516
1368,810222.7335954516
1369,591385.1588413774
1370,473737.35008897143
1371,315646.3324078463
1372,239537.69512373308
1373,175270.69370888532
1374,157931.05187677417
1375,150316.57754058825
1376,185425.68066828922
1377,201676.36526864726
1378,314579.533530431
1379,337118.59416799137
1380,383191.327428755
1381,340965.42784451443
1382,428190.91129069775
1383,483657.09086068446
1384,508790.35745678726
1385,447096.06325896084
1386,385356.53238239087
1387,436967.22030578065
1388,536994.6562038095
