,Generation profile (kW)
116,433357.44664455595
117,810222.7335954516
118,810222.7335954516
119,714806.6146219309
120,548007.9319623628
121,589522.8437220358
122,640941.5899558555
123,398898.43165659986
124,360812.11134686065
125,225214.55885972176
126,99384.27542516986
127,49714.60947873019
128,48074.571626113335
129,171699.03115656323
130,192446.49957086268
131,283661.1408031174
132,266097.2656225857
133,266566.7098527693
134,283914.1463932299
135,297415.797302501
136,319402.09566343384
137,117879.49031713398
138,94031.9555015028
139,238745.09439381745
140,251679.9379445207
141,238783.31750615442
142,349331.79831992666
143,475899.0211712692
144,530858.4964408018
145,460212.14729604934
146,368177.51769556926
147,323903.5838602873
148,518151.4499589915
149,296788.02194048435
150,345695.70297921385
151,325788.7628823
152,353764.51245137077
153,381935.48018784774
154,291466.3372448086
155,228795.1282896998
156,303891.2584763773
157,306094.6600852658
158,341586.2500857344
159,372571.5901249178
160,328448.5895576059
161,132977.12531290844
162,254329.63930426826
163,236874.83314184166
164,520284.5145543027
165,538652.246798302
166,685312.0411733087
167,440295.7041214812
168,583682.8648008428
169,607756.6691870295
170,619590.4353879686
171,544772.7926954464
172,365161.98506643454
173,423225.22119551006
174,375165.54251720867
175,136019.89771526246
176,228389.74273355474
177,242931.4328823362
178,220667.99580889053
179,276733.13722728065
180,254897.38225405876
181,261444.23085434263
182,320730.5487966125
183,274540.3903928873
184,240980.20417608813
185,60521.43005079322
186,9870.268935819458
187,0.0
188,23219.664723251997
189,39848.334009272665
190,70514.29901472076
191,330020.96243463905
192,810222.7335954516
193,810222.7335954516
194,810222.7335954516
195,810222.7335954516
196,810222.7335954516
197,810222.7335954516
198,810222.7335954516
199,810222.7335954516
200,844991.5135596547
201,927657.8710442254
202,556229.592054307
203,705564.2513760014
204,999901.1724658528
205,981569.8723633605
206,888520.7576094762
207,940155.7717204202
208,841004.7702796543
209,760056.7699035032
210,810222.7335954516
211,810222.7335954516
212,810222.7335954516
213,810222.7335954516
214,810222.7335954516
215,450964.8212270872
216,117768.79301778611
217,251701.93042318118
218,415472.4851858674
219,316373.9330944524
220,240645.26567178319
221,288801.27154346154
222,299044.9686001244
223,227823.50195686257
224,161798.44414998568
225,289926.67231529666
226,294460.53782126005
227,332043.51220657764
228,279748.89409990225
229,174931.86039742854
230,440450.6727686911
231,315718.8806173183
232,308317.7822910178
233,222142.49039296937
234,790775.1630438475
235,810222.7335954516
236,810222.7335954516
237,810222.7335954516
238,810222.7335954516
239,810222.7335954516
240,810222.7335954516
241,810222.7335954516
242,810222.7335954516
243,810222.7335954516
244,810222.7335954516
245,810222.7335954516
246,810222.7335954516
247,810222.7335954516
248,881759.3846297127
249,923083.0503413059
250,1000000.0
251,952868.4356280963
252,1000000.0
253,1000000.0
254,1000000.0
255,1000000.0
256,942343.5095573381
257,887187.4033730831
258,810222.7335954516
259,385889.007548577
260,328672.95560564526
261,431591.95825303247
262,35737.468706356914
263,133109.71973118806
264,810222.7335954516
265,810222.7335954516
266,810222.7335954516
267,802388.7735591704
268,432578.83129692136
269,118397.3207709042
270,47015.653657445044
271,0.0
272,72730.07470585567
273,115756.82620272461
274,72715.3731868834
275,49167.23032196621
276,95592.85984852431
277,179946.51629384854
278,214876.50044142958
279,299684.3760718281
280,266159.0901274093
281,78863.42162225166
282,0.0
283,304890.9609318397
284,501656.91351492837
285,560894.9019315994
286,246453.8200319383
287,257190.54464745935
288,266945.4087516864
289,153441.99818670534
290,90395.34676601375
291,76992.31449364565
292,56135.39919571906
293,42341.17160213629
294,109674.30640472083
295,48759.448830877875
296,68854.3835483046
297,123620.1389797057
298,156668.82012346596
299,291936.112076001
300,275740.58871617983
301,275703.3555539688
302,292492.93344878475
303,308739.87903815205
304,284866.7599448337
305,128044.02541191792
306,104538.48614648846
307,290732.3842745062
308,305724.79622252454
309,338018.74793212925
310,216676.2448669616
311,270440.78879496834
312,249303.13826534656
313,307885.288573095
314,324449.63477144996
315,353101.41750116367
316,307481.4445910175
317,286067.8419626986
318,173517.24540534837
319,116158.06689964526
320,181347.3977072822
321,249238.1324927457
322,255108.86990578187
323,223994.68630141023
324,238819.2089144744
325,236308.80848580034
326,181594.33582240157
327,189774.74850470724
328,166035.8827461608
329,177447.52855873638
330,194621.6511892758
331,198479.27710428368
332,343544.61748580984
333,172183.9983706786
334,94188.8284426599
335,69906.12928883915
336,8345.72813861348
337,69503.44489287773
338,3347.633406022638
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,88137.86785797596
345,294773.60128920665
346,142769.18613998024
347,190931.47605987152
348,135920.3644085198
349,177963.34330532805
350,289861.4088700971
351,294725.62471735536
352,380561.0796132805
353,166295.27906032646
354,117658.22534279857
355,104794.78006193413
356,159248.3137252909
357,190983.53768201772
358,189244.59549792428
359,174201.44162025812
360,223103.8877246145
361,260263.62917911613
362,507130.45563582715
363,655150.4958679264
364,495319.31531386095
365,757734.2894858643
366,810222.7335954516
367,810222.7335954516
368,814521.5525709548
369,348425.4319279841
370,162071.35761305733
371,397322.0437625382
372,563728.2266021438
373,654992.7336014451
374,774714.9543821028
375,834364.3549498629
376,597568.3092909792
377,400475.6042373844
378,346222.22628939606
379,462814.0364218966
380,407321.4913673075
381,457324.32126020786
382,377275.21297272935
383,319350.9002246382
384,280486.6018855554
385,227664.59826622537
386,226596.9612482328
387,296309.18627232127
388,500604.0665752918
389,447208.05471947603
390,375249.0293632889
391,288576.933868586
392,290393.51622797694
393,380231.7571509709
394,302699.77697110665
395,284666.71289929916
396,266727.9577870854
397,264725.8513316592
398,278957.7502539219
399,294457.98962322524
400,278702.8395727238
401,107651.04613559005
402,26958.191362163678
403,40147.728946332085
404,69286.58842584644
405,56952.20505571403
406,99280.17300746178
407,73051.0892904108
408,65815.04564229322
409,144436.71221802098
410,299118.0622356361
411,329291.807096804
412,404804.50587685
413,623865.7818904048
414,664548.9555295901
415,599352.3457722248
416,484902.7317649391
417,600618.1533921063
418,538301.9295161592
419,425583.91420043644
420,632111.0128567504
421,857105.0346644407
422,811942.0027100298
423,810030.4181539566
424,783777.2434693179
425,608995.5786685185
426,810222.7335954516
427,810222.7335954516
428,810222.7335954516
429,810222.7335954516
430,810222.7335954516
431,810222.7335954516
432,810222.7335954516
433,810222.7335954516
434,810222.7335954516
435,810222.7335954516
436,622026.628228105
437,806653.8614192038
438,810222.7335954516
439,810222.7335954516
440,737647.5459940657
441,435574.37098592066
442,348903.4306479348
443,317409.3571234363
444,306739.6165772954
445,566577.2363677946
446,450581.7301937023
447,430866.3492804394
448,403902.82070650253
449,262364.71198941435
450,275450.3870260157
451,722180.5934310893
452,734753.825762791
453,458385.93920812255
454,419072.198335324
455,453069.2986944421
456,198422.15157553088
457,38413.50803734665
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,57995.80572602237
464,122327.61929777004
465,289697.99778409174
466,305844.1842875149
467,337891.5948166593
468,334363.3546068203
469,363082.53434241866
470,368058.2728490913
471,343269.6656656589
472,311259.81330764684
473,204898.4032785162
474,70640.83946547566
475,141365.62916872764
476,810222.7335954516
477,810222.7335954516
478,810222.7335954516
479,810222.7335954516
480,810222.7335954516
481,810222.7335954516
482,810222.7335954516
483,810222.7335954516
484,806680.9401337991
485,553208.9191319288
486,302940.25367944356
487,181590.6054796368
488,198706.74950173267
489,197033.16742943728
490,218122.40154954628
491,296243.3858224841
492,277719.2597996784
493,277293.01126833406
494,292080.0241603815
495,307583.1149461439
496,289935.0761917624
497,126403.28728889271
498,17981.750971447334
499,132688.32239557762
500,154381.63634466985
501,261072.14074690852
502,246916.44581548948
503,327168.16105504986
504,220616.82189139788
505,426820.7345895817
506,87724.40204516216
507,84968.33382246792
508,155186.187446439
509,274230.17256979516
510,591362.5757519784
511,454696.91449525376
512,494332.1825004189
513,430835.2683848601
514,279048.63652270776
515,364074.8899621012
516,376420.79389490414
517,379894.93315385474
518,397939.2764213767
519,392694.53652558324
520,372019.31414701615
521,193799.85493890138
522,104221.13992043571
523,135552.03870080138
524,76648.72728407584
525,213800.69971840765
526,202009.9247975117
527,260935.00671426585
528,302753.2823974162
529,670114.1802799782
530,301897.6899216101
531,113849.5931176434
532,165562.15757823776
533,155394.0830518416
534,81047.72912506915
535,0.0
536,83264.99296238861
537,267919.22618538275
538,326739.0961341276
539,303024.3105788136
540,333747.2081716128
541,378954.2513905484
542,480673.9689287245
543,412286.0764750734
544,456761.63117687695
545,332757.202407053
546,341796.60771785135
547,409183.50043122954
548,810222.7335954516
549,810222.7335954516
550,810222.7335954516
551,810222.7335954516
552,810222.7335954516
553,810222.7335954516
554,810222.7335954516
555,810222.7335954516
556,810222.7335954516
557,810222.7335954516
558,771538.4576919826
559,698516.7030965574
560,504751.6955392214
561,603038.6946287353
562,329628.4064175588
563,333375.0118395313
564,449256.7592771824
565,620892.061122833
566,587803.965673529
567,831462.4451666039
568,739962.1221629018
569,825644.0435375036
570,810222.7335954516
571,810222.7335954516
572,810222.7335954516
573,810222.7335954516
574,810222.7335954516
575,810222.7335954516
576,810222.7335954516
577,810222.7335954516
578,810222.7335954516
579,810222.7335954516
580,810222.7335954516
581,714934.5705173198
582,619930.5968892869
583,442210.0753803034
584,350539.8255890196
585,360204.51414567407
586,283971.52054492483
587,308329.6699689026
588,312395.19483002124
589,269810.1755455477
590,164563.64034801556
591,107444.43685663091
592,108619.82053718691
593,25684.601055427884
594,0.0
595,60232.9788295633
596,179038.0979578235
597,143017.9093594561
598,154388.1215810722
599,198675.32551274635
600,212660.33040952103
601,211965.87361706467
602,257212.96706633642
603,331681.8247567515
604,306563.89487671235
605,336374.8110996619
606,131708.68377572056
607,284066.9516281215
608,340897.546196176
609,327216.7902332132
610,205014.24829050552
611,150313.91768675507
612,154493.60206736307
613,318523.8205543007
614,466084.58277223347
615,782440.6762612006
616,221083.75204806816
617,56086.81952925909
618,183468.7074917764
619,225125.2917961363
620,235592.43005085358
621,448464.48455759167
622,345034.8686757044
623,794863.0315330115
624,810222.7335954516
625,377109.45415527164
626,810222.7335954516
627,214478.0421242469
628,123131.10389917907
629,680317.7529998417
630,427957.6629765476
631,810222.7335954516
632,557459.9666065618
633,778231.0706988767
634,1000000.0
635,855820.8899275266
636,850346.589811889
637,846585.4194932191
638,716946.746584058
639,899011.6585095853
640,893254.2575617755
641,578797.6615506756
642,289726.02649404685
643,683018.0940218862
644,282111.9747562925
645,549423.7791486011
646,647315.5623451556
647,810222.7335954516
648,810222.7335954516
649,810222.7335954516
650,468003.68611637
651,373403.1242206184
652,688015.4604795543
653,186218.3223951311
654,205055.47586741942
655,246895.42609445594
656,519102.1703026888
657,727161.4912856274
658,1000000.0
659,1000000.0
660,1000000.0
661,1000000.0
662,1000000.0
663,1000000.0
664,1000000.0
665,880491.4171917402
666,810222.7335954516
667,786653.0186309211
668,810222.7335954516
669,810222.7335954516
670,810222.7335954516
671,810222.7335954516
672,806885.449089653
673,810222.7335954516
674,810222.7335954516
675,810222.7335954516
676,810222.7335954516
677,764573.9226745955
678,801163.4775239363
679,810222.7335954516
680,811006.4226424383
681,827848.5909921243
682,746108.6383794787
683,930247.0969894296
684,1000000.0
685,1000000.0
686,1000000.0
687,1000000.0
688,1000000.0
689,909419.8591099023
690,810222.7335954516
691,810222.7335954516
692,810222.7335954516
693,782807.2659883429
694,810222.7335954516
695,810222.7335954516
696,810222.7335954516
697,611013.7586926696
698,493784.10420679307
699,810222.7335954516
700,810222.7335954516
701,810222.7335954516
702,711831.9495142276
703,494621.39082803257
704,585326.1060667901
705,478468.2006221654
706,617175.0479048834
707,590531.1558924862
708,729127.974648647
709,1000000.0
710,1000000.0
711,1000000.0
712,1000000.0
713,551921.1822269843
714,420649.73126672994
715,508992.4969697843
716,810222.7335954516
717,810222.7335954516
718,810222.7335954516
719,810222.7335954516
720,810222.7335954516
721,810222.7335954516
722,810222.7335954516
723,738892.4279233011
724,810222.7335954516
725,810222.7335954516
726,810222.7335954516
727,810222.7335954516
728,857082.4382879736
729,639016.9704406115
730,553920.1456599624
731,484740.24895081035
732,428767.6425546587
733,389311.0860085896
734,356100.623700812
735,345880.7547619413
736,280192.5199591021
737,262801.36260160245
738,51790.542332346726
739,37117.00094450305
740,24660.42966835454
741,23144.587077054348
742,0.0
743,76339.33235192837
744,810222.7335954516
745,810222.7335954516
746,810222.7335954516
747,768500.672337553
748,401271.2192477831
749,212366.28293942087
750,94202.08865249559
751,396437.561078505
752,222302.89645844634
753,299120.6336959101
754,385443.86135073216
755,368040.7651419889
756,452827.0788362181
757,516816.95281013893
758,910128.5439396002
759,1000000.0
760,898190.3645499139
761,526315.6078022806
762,486841.89883579436
763,499231.947878415
764,810222.7335954516
765,810222.7335954516
766,255145.81465575972
767,792039.3431187063
768,484498.4075739413
769,119477.34956363494
770,659243.5626422125
771,807247.087501127
772,810222.7335954516
773,810222.7335954516
774,525970.4467806183
775,633679.9093834677
776,675962.2880054025
777,361652.7632845951
778,227000.97123200833
779,243254.33175422775
780,338484.7893277253
781,312447.3054550494
782,322902.1687598357
783,328285.31419173384
784,187261.8292951595
785,114007.14618847826
786,0.0
787,33442.61717412571
788,7944.53313703647
789,0.0
790,13426.290603582223
791,68522.68217100215
792,288513.7009497744
793,548012.6833948835
794,657971.5218925538
795,668889.5096153859
796,810222.7335954516
797,622438.9767751448
798,533038.2790320406
799,578814.148080443
800,480497.1304897068
801,446779.0799700505
802,275564.73941852135
803,312536.53971196176
804,684127.6397129217
805,782188.6979201282
806,899923.6021319588
807,697428.7724338102
808,524975.1284431249
809,627478.5583458423
810,477003.80439490726
811,810222.7335954516
812,810222.7335954516
813,810222.7335954516
814,756102.7417261441
815,810222.7335954516
816,810222.7335954516
817,810222.7335954516
818,810222.7335954516
819,810222.7335954516
820,810222.7335954516
821,783889.7678290938
822,810222.7335954516
823,810222.7335954516
824,804414.4642460663
825,867391.6596905654
826,689181.1127827065
827,713036.9538454341
828,609029.8744710053
829,459414.76566906966
830,400530.4492200412
831,392843.23290800053
832,345579.5226816321
833,189696.06452508003
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,29716.37094105225
841,62843.897331806664
842,89275.79936811667
843,163149.9708180604
844,115189.06411799732
845,384270.4442900205
846,810222.7335954516
847,810222.7335954516
848,875207.009136358
849,544565.8250679758
850,460107.2427615618
851,365732.1916244743
852,295889.3628445924
853,284397.73356134456
854,291435.72953426273
855,310326.6817791789
856,301320.4732413223
857,188468.25062757422
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,33591.45993560428
868,40694.74919999809
869,41416.32883190318
870,57293.99829676096
871,47500.9279264094
872,93072.88572729277
873,205377.7917269485
874,370502.6940208285
875,319501.6884168297
876,296178.0211021505
877,347362.17908895225
878,371484.11112108856
879,393786.22347230196
880,330112.13842982176
881,531981.9810394892
882,206341.36095430897
883,803787.5830145859
884,810222.7335954516
885,810222.7335954516
886,810222.7335954516
887,810222.7335954516
888,810222.7335954516
889,810222.7335954516
890,810222.7335954516
891,810222.7335954516
892,810222.7335954516
893,810222.7335954516
894,810222.7335954516
895,810222.7335954516
896,894811.8844796664
897,974176.0272141173
898,1000000.0
899,1000000.0
900,1000000.0
901,1000000.0
902,778181.4926369963
903,801551.7026957148
904,650397.8342601084
905,455878.75451186433
906,260320.41152362246
907,480226.0089084431
908,532615.0066742856
909,528520.2051595985
910,580199.5559086291
911,423995.0126825064
912,463840.38110720867
913,527284.1088059085
914,776200.9563915882
915,810222.7335954516
916,810222.7335954516
917,810222.7335954516
918,810222.7335954516
919,810222.7335954516
920,658496.7922300787
921,382463.3030341056
922,224842.7101480171
923,401997.121322385
924,515041.8709690276
925,521794.5228835445
926,696239.681545973
927,905556.531075612
928,913373.9807576246
929,836505.3796287797
930,586584.8844082528
931,810222.7335954516
932,638545.5857963123
933,749708.9663376402
934,726918.4327988272
935,550029.4181680846
936,464614.5840962225
937,810222.7335954516
938,810222.7335954516
939,810222.7335954516
940,810222.7335954516
941,810222.7335954516
942,739832.2244402946
943,810222.7335954516
944,620464.6625180994
945,499558.66298885806
946,563987.3248525586
947,661582.6928105433
948,998504.4876558667
949,1000000.0
950,1000000.0
951,1000000.0
952,981975.3160918953
953,912486.7304564808
954,810222.7335954516
955,810222.7335954516
956,810222.7335954516
957,810222.7335954516
958,810222.7335954516
959,810222.7335954516
960,810222.7335954516
961,810222.7335954516
962,810222.7335954516
963,810222.7335954516
964,810222.7335954516
965,810222.7335954516
966,810222.7335954516
967,810222.7335954516
968,987508.4592815952
969,1000000.0
970,1000000.0
971,1000000.0
972,1000000.0
973,1000000.0
974,1000000.0
975,1000000.0
976,859525.6639208423
977,674937.2262453055
978,301234.1314652952
979,100686.82669774971
980,79676.91579594101
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,14103.13000081537
987,154515.51402925287
988,786504.1233828249
989,796402.8836517616
990,772069.3532253278
991,784682.5592648344
992,895809.0720230739
993,889761.422981948
994,865203.0994585474
995,783095.872751165
996,658060.3950157422
997,627595.0178581451
998,611983.7910824176
999,675430.9954927289
1000,692771.099293672
1001,700873.491690529
1002,705795.0741091988
1003,810222.7335954516
1004,810222.7335954516
1005,590929.6015186806
1006,810222.7335954516
1007,810222.7335954516
1008,764236.3759846841
1009,369468.59337328013
1010,677961.8691762186
1011,394321.2646969599
1012,127906.50682511435
1013,147266.5262500463
1014,59423.9137409624
1015,91428.25601768849
1016,69798.02918064226
1017,109821.51701495
1018,194816.8983735089
1019,448703.447210427
1020,715746.4980565808
1021,846356.1389869491
1022,604457.9676705903
1023,721247.2461482404
1024,604493.6891616508
1025,390992.1142798358
1026,127530.28439825318
1027,75752.27209976848
1028,2240.3194234600896
1029,4306.849833100075
1030,0.0
1031,4841.594830149294
1032,26891.444922236344
1033,36254.86410009226
1034,60576.6300218411
1035,79986.10879380794
1036,98135.93698069733
1037,64187.59235637312
1038,55334.13118388882
1039,50061.255060400734
1040,285559.576191397
1041,400017.84282548697
1042,349403.2769266666
1043,335034.8441630294
1044,321642.6812378299
1045,346623.45841620944
1046,369976.4855859332
1047,427297.1710421187
1048,384390.608317939
1049,282607.9955978305
1050,50486.18050677052
1051,0.0
1052,0.0
1053,81150.64129226314
1054,177733.74150767413
1055,88637.9224256223
1056,46816.37434740731
1057,46303.80410906193
1058,44399.67358879402
1059,54012.75936628648
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,84075.26926263297
1065,201442.8318955254
1066,365563.6954091942
1067,359269.72877118917
1068,341042.0226982285
1069,329181.9108172974
1070,317465.4875498684
1071,356291.1245930207
1072,360598.74702375184
1073,432822.3670993508
1074,577266.6473010271
1075,810222.7335954516
1076,810222.7335954516
1077,810222.7335954516
1078,810222.7335954516
1079,810222.7335954516
1080,810222.7335954516
1081,810222.7335954516
1082,810222.7335954516
1083,810222.7335954516
1084,779067.5940955057
1085,565593.8160585718
1086,628643.0656071978
1087,552101.2847225565
1088,473129.5451696635
1089,386835.43868795765
1090,97061.07962466491
1091,78953.57144380627
1092,85148.28065848311
1093,184841.2632613606
1094,119828.70229734507
1095,339461.8688552774
1096,325008.07926664036
1097,255198.80585829803
1098,0.0
1099,29399.6146969693
1100,85443.20046045679
1101,112376.47320395001
1102,26853.952880940386
1103,117449.97186227713
1104,127299.74320355689
1105,76491.5630284982
1106,115179.95003447183
1107,37989.082875368054
1108,0.0
1109,0.0
1110,0.0
1111,0.0
1112,93402.76365124588
1113,363294.39656867535
1114,371598.6846821723
1115,421113.12209136947
1116,449192.9252326661
1117,492703.62325790955
1118,527188.2184239167
1119,651478.7341800458
1120,523231.2993658632
1121,413114.213418556
1122,45828.15841417024
1123,204208.86416095946
1124,810222.7335954516
1125,382043.7352521095
1126,632547.3531523042
1127,635311.6101201889
1128,810222.7335954516
1129,810222.7335954516
1130,810222.7335954516
1131,810222.7335954516
1132,810222.7335954516
1133,810222.7335954516
1134,810222.7335954516
1135,810222.7335954516
1136,912956.1907035753
1137,662548.7944886573
1138,828896.01305186
1139,788006.7238828093
1140,1000000.0
1141,1000000.0
1142,891030.396880493
1143,1000000.0
1144,870718.1560294954
1145,901726.2552903998
1146,810222.7335954516
1147,491473.98984387505
1148,810222.7335954516
1149,810222.7335954516
1150,810222.7335954516
1151,810222.7335954516
1152,810222.7335954516
1153,810222.7335954516
1154,810222.7335954516
1155,810222.7335954516
1156,810222.7335954516
1157,810222.7335954516
1158,810222.7335954516
1159,810222.7335954516
1160,914535.85266475
1161,1000000.0
1162,719402.3803422713
1163,809969.0286356092
1164,713128.1252535817
1165,543982.6565627622
1166,593550.7317933241
1167,532458.253962011
1168,425239.2726172085
1169,347514.05770956
1170,143729.29812681416
1171,86372.9758831209
1172,167285.94737208713
1173,439621.1602093336
1174,434026.31851546135
1175,512782.1285728879
1176,735776.1858839456
1177,527996.4433049171
1178,739726.8961944724
1179,810222.7335954516
1180,810222.7335954516
1181,810222.7335954516
1182,794625.9388238793
1183,684189.5420952557
1184,818303.9927862645
1185,443169.4930024926
1186,453023.6448613005
1187,630856.0822325083
1188,780878.5613446585
1189,912335.7226485792
1190,1000000.0
1191,1000000.0
1192,938727.8964583045
1193,887217.0060595289
1194,810222.7335954516
1195,810222.7335954516
1196,764048.6904443889
1197,810222.7335954516
1198,810222.7335954516
1199,810222.7335954516
1200,810222.7335954516
1201,810222.7335954516
1202,810222.7335954516
1203,810222.7335954516
1204,144559.97730736676
1205,156782.80768169757
1206,143628.25940238044
1207,810222.7335954516
1208,368917.8623544073
1209,331178.0891551958
1210,587996.1370515667
1211,768387.9353357595
1212,845780.9966170059
1213,853717.810971033
1214,795177.9199284405
1215,820741.0306083885
1216,732604.4097754109
1217,761236.6635106003
1218,626171.9988314791
1219,354276.0684558575
1220,466763.2894210164
1221,494774.96224607254
1222,386249.3675803825
1223,168423.7874774881
1224,324742.11475195026
1225,810222.7335954516
1226,482868.5102864468
1227,76060.00659624473
1228,23182.65632190156
1229,76762.72459137329
1230,244103.76122150285
1231,365140.7732775423
1232,947077.8580199641
1233,1000000.0
1234,1000000.0
1235,1000000.0
1236,1000000.0
1237,1000000.0
1238,1000000.0
1239,1000000.0
1240,629102.7276157767
1241,162780.5919580816
1242,208082.25674454134
1243,398240.62145042367
1244,523754.65099905577
1245,354192.86238679214
1246,321599.00335687486
1247,289106.0542102609
1248,557100.879656139
1249,384324.5333741246
1250,104158.89415665876
1251,102507.76148591502
1252,135257.41404889256
1253,89073.92861317287
1254,21026.40384808271
1255,33633.224166928805
1256,186598.71202877982
1257,209072.12540062604
1258,268331.46329959016
1259,379265.41332321346
1260,367618.2537415883
1261,353428.73490794265
1262,346804.9478411214
1263,352543.97639574425
1264,335124.5788163323
1265,305048.99972074653
1266,70545.53767914316
1267,334198.99063595576
1268,409071.2937785872
1269,335581.20745622134
1270,306806.7309773603
1271,220562.8153748608
1272,661828.1840185205
1273,347197.4312945869
1274,69934.93150821274
1275,254050.951371163
1276,79328.01395671279
1277,280596.1993274357
1278,194496.11456163452
1279,187351.46667298782
1280,378280.7730992086
1281,423465.94385796605
1282,394960.97545264236
1283,463822.8564589164
1284,713800.3557745788
1285,657469.1683493411
1286,754686.3180792832
1287,1000000.0
1288,901245.1824660366
1289,1000000.0
1290,623835.9963374349
1291,810222.7335954516
1292,810222.7335954516
1293,810222.7335954516
1294,810222.7335954516
1295,743380.5088360742
1296,104262.6040505011
1297,145719.04227526122
1298,80250.89191600271
1299,140523.25988679778
1300,414761.7101324701
1301,340304.57410436537
1302,688010.7368890778
1303,597430.0810844193
1304,687058.3994835534
1305,407025.6027135481
1306,280860.5641932019
1307,361754.39709009073
1308,355860.75760575535
1309,353675.6720461312
1310,170610.85426474936
1311,740470.396186553
1312,1000000.0
1313,870539.3927460783
1314,812443.3479816709
1315,810222.7335954516
1316,481896.5853722693
1317,810222.7335954516
1318,578747.462801193
1319,717928.6834068106
1320,810222.7335954516
1321,810222.7335954516
1322,810222.7335954516
1323,810222.7335954516
1324,810222.7335954516
1325,810222.7335954516
1326,810222.7335954516
1327,810222.7335954516
1328,815061.6364123977
1329,820460.5312287242
1330,834383.3626374156
1331,859206.3578657521
1332,923762.4056798087
1333,984992.0537881048
1334,1000000.0
1335,894793.6407779579
1336,1000000.0
1337,823349.1459499298
1338,825382.3259428748
1339,810222.7335954516
1340,810222.7335954516
1341,810222.7335954516
1342,810222.7335954516
1343,810222.7335954516
1344,810222.7335954516
1345,527726.871025338
1346,261000.91488381498
1347,31709.36837639018
1348,162055.18696548798
1349,15243.087880941652
1350,40898.94780973038
1351,20890.36511756415
1352,272002.0757849246
1353,373010.44731577585
1354,384615.38461538457
1355,372721.46989672934
1356,357042.3542596505
1357,355047.245769866
1358,364456.67821715237
1359,374638.23523454356
1360,615293.1716454602
1361,669646.0455348205
1362,820180.1249160774
1363,360396.6821200004
1364,810222.7335954516
1365,810222.7335954516
1366,810222.7335954516
1367,511790.7403406684
1368,560439.4311604901
1369,810222.7335954516
1370,606694.647892532
1371,368161.0927441188
1372,628200.1249857076
1373,693966.2318368312
1374,781231.6804719657
1375,810222.7335954516
1376,1000000.0
1377,1000000.0
1378,1000000.0
1379,1000000.0
1380,1000000.0
1381,827322.1188796303
1382,631345.4653811503
1383,595287.488305685
1384,552918.9702649144
1385,402965.7422996035
1386,136956.3809293683
1387,48055.0120490961
1388,54053.53456850378
1389,40175.565919813314
1390,18696.07856107751
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,6377.567122277928
1400,264802.34146036336
1401,355389.6251920624
