,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Wind,-28947600.000000007,855648.283174282,1679124.0178896687,824554.9042168148,268492.48892283987,297865.0124536051,-126318.41222325328,-550593.1154595475,-521905.57358560734,-548719.3591296531,-521138.48637464247,-1594259.7628994978,-1622834.586745752,-1651940.6674523444,-1681714.4900992215,-1712047.1143383207,-1752867.4323725034,-1794306.1609206179,-1826617.2464445208,-1859607.7634971752,-1893293.4144107066,-1933450.1299509825,-1974334.5325523603,-2010203.643335271,-2046834.589362445,-2084245.0675897368
Solar,-27625000.0,6834368.45449592,1063226.8884318161,315345.95273082174,-138840.81523255754,-152453.75378385023,-496768.4814360887,-840920.5510375598,-854437.7335015286,-868162.0828984065,-882205.4119146436,-896456.1317251555,-911037.3121999006,-925837.6347577617,-940980.4461009415,-956354.7112318748,-981428.430792209,-1006775.8195884658,-1023088.509294034,-1039717.7008422124,-1056670.3936250661,-1079450.4372629218,-1102568.482534384,-1120535.3542818122,-1138855.4244197672,-1157536.5631739798
