,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Wind,-100814499.04840346,-5857660.21132104,-1993519.0517528942,-6264064.218479304,-8875984.967282888,-8999010.439303592,-10993340.104555745,-12988881.000341648,-13117475.068508271,-13249298.053480119,-13385009.154079404,-13524176.026284952,-11606507.443688855,-11716661.067586418,-12934855.041090684,-13719595.283616334,-13899217.420714103,-14573677.990921076,-13831253.815810306,-12634483.845871408,-12764187.463710632,-12924744.975844556,-13089212.122559253,-13230646.82836602,-11082236.209980827,-6808704.190729364,-8477160.968457706,-9562760.820790205,-9771982.941131802,-10646461.811282549,-6539754.034089556
Solar,-1660986.4716423976,418533.6937719426,46323.523784600344,-1602.0508579397358,-30567.6861653264,-31091.528092263306,-52964.67810106479,-74827.9011529939,-75347.30578090329,-75881.19298118394,-76437.08814685978,-77008.12386744186,-56571.78967004421,-56805.7167964119,-68325.1460760684,-75397.89110000871,-76407.21506203023,-82440.52646065105,-84709.13576696672,-82058.29844210774,-82481.56469341728,-83278.8252768509,-84095.67939762663,-84577.73709022113,-61672.75272032378,-17061.078366108508,-33059.64841219422,-43087.87521613146,-44150.10630548687,-51976.750308067654,-35164.81961247444
H2,-22127897.339531366,-6346308.692024838,-12821388.557361238,-13023338.56979087,-13361881.306381375,-13700692.882759303,-14039849.932210721,-14380148.608615965,-21472574.657946743,-14898346.074739486,-15208367.002297796,-15523071.484325498,-15843246.21261917,-16168428.69817122,-16499392.2461783,-24537281.49043536,-17028648.727338627,-17382039.4449585,-17741351.516645335,-18106325.95087912,-18477591.598046586,-19175274.602334693,-28667305.989722863,-20104460.169968948,-20511167.847635612,-20924403.701597035,-21344456.98450972,-21771462.86968349,-22244838.77883762,-32749069.348456785,-50425085.922782585
