,Site Name,Scenario Choice,Site Lat,Site Lon,ATB Year,Resource Year,Critical Load Factor,kW continuous load,Useful Life,PTC,ITC,Hub Height (m),Storage Enabled,Wind Cost kW,Solar Cost kW,Storage Cost kW,Storage Cost kWh,Storage Hours,Wind MW built,Solar MW built,Storage MW built,Storage MWh built,Electrolyzer Size,Electrolyzer Total System Size,Battery Can Grid Charge,Grid Connected HOPP,Built Interconnection Size,REOpt Interconnection Size,Total Installed Cost $(HOPP),Total Yearly Electrical Output,LCOE,Total Annual H2 production (kg),Levelized Cost H2/kg (new method - no operational costs),Levelized Cost H2/kg (new method - with operational costs),Total H2 cost/kg (H2A),H2A scaled total install cost,H2A scaled total install cost per kw,REOpt Energy Shortfall,REOpt Curtailment,HOPP Total Generation,Wind Capacity Factor,HOPP Energy Shortfall,HOPP Curtailment,Battery Generation,Electricity to Grid
0,Central Georgia,3MW 160HH GA,33.162,-83.8,2030,2013,0.9,5000,30,no,no,160,False,1359,9999,101,116,13.700527711349219,150,0,0,0,45.4054054054054,50,False,True,50000,150000,203850000.0,715970199.957028,7.620767711195212,4708468.443244996,3.789099411586701,5.620523810663318,5.145037024663204,17537904.540426355,350.7580908085271,3990574.0919999997,239174203.379,269402060.41246164,37.50501220791821,7912243.653652952,223260327.00569546,0.0,223260327.00569546
1,Central Georgia,3MW 90HH GA,33.162,-83.8,2030,2013,0.9,5000,30,no,no,90,False,1133,9999,101,116,13.700527711349219,150,0,0,0,45.4054054054054,50,False,True,50000,150000,169950000.0,522027613.03717566,8.01632533636353,4052932.8166936506,3.690850720930758,5.791096143278653,5.4341596950988516,15673993.08855104,313.4798617710208,3990574.0919999997,239174203.379,231894609.61493242,28.692613857771622,10345590.015736802,145066501.71112162,0.0,145066501.71112162
2,Central Georgia,2018 COE 160HH GA,33.162,-83.8,2030,2013,0.9,5000,30,no,no,160,False,1380,9999,101,116,13.700527711349219,150,0,0,0,45.4054054054054,50,False,True,50000,150000,207000000.0,712364490.958591,7.7142581399081145,4698909.3175834045,3.8502907377335807,5.685042018548677,5.197647062047512,17506445.686546534,350.12891373093066,3990574.0919999997,239174203.379,268855120.7483191,37.34699665759173,7927828.339304097,221730942.33854818,0.0,221730942.33854818
3,Central Georgia,2018 COE 90HH GA,33.162,-83.8,2030,2013,0.9,5000,30,no,no,90,False,1185,9999,101,116,13.700527711349219,150,0,0,0,45.4054054054054,50,False,True,50000,150000,177750000.0,518654662.9605515,8.260686918504742,4041783.571791814,3.855915877296376,5.961485331795538,5.571153023081356,15642145.176436596,312.84290352873194,3990574.0919999997,239174203.379,231256688.9014768,28.539993203658977,10365224.689028185,143698987.02953732,0.0,143698987.02953732
4,Central Georgia,ATB ADV GA,33.162,-83.8,2030,2013,0.9,5000,30,no,no,135,False,940,9999,101,116,13.700527711349219,150,0,0,0,45.4054054054054,50,False,True,50000,150000,138180000.0,510103324.42038745,7.355105291114519,3896301.627857138,3.172905833742055,5.350760978461831,5.087247581948148,15227989.765196972,304.55979530393944,3990574.0919999997,239174203.379,222932722.00624675,28.46714484834629,10167451.190399282,143585301.20707035,0.0,143585301.20707035
5,North TX High Resource,3MW 160HH High TX,35.23328,-102.287,2030,2013,0.9,5000,30,no,no,160,False,1359,9999,101,116,13.700527711349219,150,0,0,0,45.4054054054054,50,False,True,50000,150000,203850000.0,1123780757.0218349,5.639147979917349,6174032.806631023,2.9437517402957742,4.380432131379404,3.9424889614569754,21682087.63879564,433.64175277591283,3990574.0919999997,239174203.379,353256516.25570124,56.214179080865804,3521559.426944582,385239610.4263123,0.0,385239610.4263123
6,North TX High Resource,3MW 90HH High TX,35.23328,-102.287,2030,2013,0.9,5000,30,no,no,90,False,1133,9999,101,116,13.700527711349219,150,0,0,0,45.4054054054054,50,False,True,50000,150000,169950000.0,1058507621.9972812,5.124534090638968,6055801.982683603,2.5456528296146983,4.007089672874463,3.6633130975127797,21347399.823523253,426.94799647046506,3990574.0919999997,239174203.379,346491762.9267485,53.46896629616545,3577303.849489431,356001512.4238903,0.0,356001512.4238903
7,North TX High Resource,2018 COE 90HH High TX,35.23328,-102.287,2030,2013,0.9,5000,30,no,no,90,False,1185,9999,101,116,13.700527711349219,150,0,0,0,45.4054054054054,50,False,True,50000,150000,177750000.0,1056901572.0343086,5.275270553226269,6052039.420662366,2.6510847166622766,4.113421034593493,3.7474498431252665,21346479.22857629,426.9295845715258,3990574.0919999997,239174203.379,346276482.3162556,53.399661479823514,3582151.5880829575,355306127.7476504,0.0,355306127.7476504
8,North TX High Resource,ATB ADV High TX,35.23328,-102.287,2030,2013,0.9,5000,30,no,no,135,False,940,9999,101,116,13.700527711349219,150,0,0,0,45.4054054054054,50,False,True,50000,150000,138180000.0,961432278.784191,4.762534214843842,5736354.861067225,2.2283420100402274,3.761731994191346,3.4810050259916974,20439319.94088958,408.78639881779156,3990574.0919999997,239174203.379,328214118.33941597,50.08026424135775,3981729.641370702,316607070.28399915,0.0,316607070.28399915
9,Central TX Moderate Resource,3MW 160HH Moderate,32.183170000000004,-101.515,2030,2013,0.9,5000,30,no,no,160,False,1359,9999,101,116,13.700527711349219,150,0,0,0,45.4054054054054,50,False,True,50000,150000,203850000.0,1048931892.6002399,5.756548931062626,6062245.61118298,2.993799671712992,4.453841663651975,4.013666023359432,21363536.401345264,427.27072802690526,3990574.0919999997,239174203.379,346860444.76356846,53.12231037007679,3360419.580930681,351003111.03145903,0.0,351003111.03145903
