,Site Name,Scenario Choice,Site Lat,Site Lon,ATB Year,Resource Year,Critical Load Factor,kW continuous load,Useful Life,PTC,ITC,Hub Height (m),Storage Enabled,Wind Cost kW,Solar Cost kW,Storage Cost kW,Storage Cost kWh,Storage Hours,Wind MW built,Solar MW built,Storage MW built,Storage MWh built,Electrolyzer Size,Electrolyzer Total System Size,Battery Can Grid Charge,Grid Connected HOPP,Built Interconnection Size,REOpt Interconnection Size,Total Installed Cost $(HOPP),Total Yearly Electrical Output,LCOE,Total Annual H2 production (kg),Levelized Cost H2/kg (new method - no operational costs),Levelized Cost H2/kg (new method - with operational costs),Levelized cost of H2 (excl. electricity) (H2A),Levelized H2 Elec Feedstock Cost/kg (HOPP),Total H2 cost/kg,H2 Elec Feedstock Cost/kg (HOPP) Net Cap Cost Method,H2A scaled total install cost,H2A scaled total install cost per kw,REOpt Energy Shortfall,REOpt Curtailment,HOPP Total Generation,HOPP Energy Shortfall,HOPP Curtailment,Battery Generation,Electricity to Grid
10,Central TX Moderate Resource,3MW 90HH Moderate,32.183170000000004,-101.515,2030,2013,0.9,5000,30,no,no,90,False,1133,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,45.4054054054054,50,False,True,100000,100000,178916040.42550534,691972650.2571554,3.0914343830378934,5738431.872195598,2.799814681333465,4.332806107920545,0.8379382310200324,1.715746082586031,2.5536843136060634,1.1422420393052741,20454388.128113803,409.08776256227605,3990574.0919999997,239174203.379,546265931.0810632,4086502.7121952586,74211741.91850883,1751403.367737965,71494977.25758342
11,Central TX Moderate Resource,2018 COE 160HH Moderate,32.183170000000004,-101.515,2030,2013,0.9,5000,30,no,no,160,False,1380,999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,45.4054054054054,50,False,True,100000,100000,215966040.42550534,783168829.6768183,3.183125596951824,6025510.584920253,3.1728054297412203,4.640795965853234,0.8210396476207064,1.7666347063082624,2.5876743539289686,1.3009518605597756,21267188.35560326,425.34376711206517,3990574.0919999997,239174203.379,595273119.9168173,3385883.039758818,95215009.40588436,1628263.1046099376,92663820.25975184
12,Central TX Moderate Resource,2018 COE 90HH Moderate,32.183170000000004,-101.515,2030,2013,0.9,5000,30,no,no,90,False,1185,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,45.4054054054054,50,False,True,100000,100000,186716040.42550534,691972650.2571554,3.1846844754029826,5738431.872195598,2.9093522625727393,4.442343689159819,0.8379382310200324,1.7674998838486553,2.605438114868688,1.1875193711449297,20454388.128113803,409.08776256227605,3990574.0919999997,239174203.379,546265931.0810632,4086502.7121952586,74211741.91850883,1751403.367737965,71494977.25758342
13,Central TX Moderate Resource,ATB ADV Moderate,32.183170000000004,-101.515,2030,2013,0.9,5000,30,no,no,135,False,940,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,45.4054054054054,50,False,True,100000,100000,147146040.42550534,573884431.2690563,3.2573774421064794,5199321.204608681,2.5739986043632577,4.248415193519206,0.8746087641090491,1.8078444803690958,2.682453244478145,1.0414669858469676,18924722.646255188,378.49445292510376,3990574.0919999997,239174203.379,466861790.26643986,4352631.0283889705,54809240.82617735,1730271.4650017715,52213400.17643905
14,Central Georgia,3MW 160HH GA,33.162,-83.8,2030,2013,0.9,5000,30,no,no,160,False,1359,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,90.8108108108108,100,False,True,100000,100000,212816040.42550534,539236899.0125313,4.648696491740253,7500893.084738355,2.6045536577515622,3.8500889349038063,0.8476240094441982,2.580026552915841,3.4276505623600393,1.0084716834963965,29612926.1130623,296.129261130623,3990574.0919999997,239174203.379,429174810.51851463,7965704.774483502,56518262.304860696,2122081.0119965365,53543826.18915597
15,Central Georgia,3MW 90HH GA,33.162,-83.8,2030,2013,0.9,5000,30,no,no,90,False,1133,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,90.8108108108108,100,False,True,100000,100000,178916040.42550534,412155518.0988442,5.220620274215803,6129783.34281282,2.6903512739366926,4.17669680908456,0.9289591544086725,2.897444252189771,3.8264034065984434,1.0367588163644317,25724813.450280115,257.2481345028011,3990574.0919999997,239174203.379,350724717.0372196,10079435.749698892,31992370.967320595,1907530.3017212634,29438430.094304044
16,Central Georgia,2018 COE 160HH GA,33.162,-83.8,2030,2013,0.9,5000,30,no,no,160,False,1380,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,90.8108108108108,100,False,True,100000,100000,215966040.42550534,539236899.0125313,4.696622752080341,7500893.084738355,2.63839591735882,3.8839311945110646,0.8476240094441982,2.606625627404589,3.454249636848787,1.022460373050299,29612926.1130623,296.129261130623,3990574.0919999997,239174203.379,429174810.51851463,7965704.774483502,56518262.304860696,2122081.0119965365,53543826.18915597
17,Central Georgia,2018 COE 90HH GA,33.162,-83.8,2030,2013,0.9,5000,30,no,no,90,False,1185,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,90.8108108108108,100,False,True,100000,100000,186716040.42550534,412155518.0988442,5.36584752778482,6129783.34281282,2.79289550955371,4.279241044701577,0.9289591544086725,2.9780453779205747,3.907004532329247,1.0791454505382636,25724813.450280115,257.2481345028011,3990574.0919999997,239174203.379,350724717.0372196,10079435.749698892,31992370.967320595,1907530.3017212634,29438430.094304044
18,Central Georgia,ATB ADV GA,33.162,-83.8,2030,2013,0.9,5000,30,no,no,135,False,940,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,90.8108108108108,100,False,True,100000,100000,147146040.42550534,369623253.5568218,5.173744275232195,5510232.0967253465,2.5025728686480586,4.13708138285966,0.9791008411888995,2.8714280727538686,3.8505289139427683,0.954621148065655,23971626.381864198,239.71626381864198,3990574.0919999997,239174203.379,315276166.3590222,10219942.937248943,28300809.436754104,1628526.9656791661,26046277.761045452
19,North TX High Resource,3MW 160HH High TX,35.23328,-102.287,2030,2013,0.9,5000,30,no,no,160,False,1359,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,90.8108108108108,100,False,True,100000,100000,212816040.42550534,836733232.7403729,2.976035798782779,10888507.678701995,1.865342474148824,2.77594465219406,0.7345273444581126,1.6516998683244424,2.386227212782555,0.7128868656257402,39221461.786366075,392.21461786366075,3990574.0919999997,239174203.379,623002243.472122,3533355.841830948,108470541.17760953,2012850.2460967777,105260448.09064144
20,North TX High Resource,3MW 90HH High TX,35.23328,-102.287,2030,2013,0.9,5000,30,no,no,90,False,1133,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,90.8108108108108,100,False,True,100000,100000,178916040.42550534,805504531.8230712,2.7169132004411782,10584797.427947886,1.6542185434980867,2.5861048546087644,0.7417266868322882,1.507886826244854,2.249613513077142,0.6249805363180602,38360912.281138815,383.60912281138815,3990574.0919999997,239174203.379,605625007.4753615,3469563.105986968,101384695.4977962,1823039.0657737816,98494828.84991375
21,North TX High Resource,2018 COE 90HH High TX,35.23328,-102.287,2030,2013,0.9,5000,30,no,no,90,False,1185,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,90.8108108108108,100,False,True,100000,100000,186716040.42550534,805504531.8230712,2.8010205740033767,10584797.427947886,1.713603142179871,2.6454894532905486,0.7417266868322882,1.5545664185718742,2.296293105404162,0.6495271453472165,38360912.281138815,383.60912281138815,3990574.0919999997,239174203.379,605625007.4753615,3469563.105986968,101384695.4977962,1823039.0657737816,98494828.84991375
22,North TX High Resource,ATB ADV High TX,35.23328,-102.287,2030,2013,0.9,5000,30,no,no,135,False,940,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,90.8108108108108,100,False,True,100000,100000,147146040.42550534,675566987.287391,2.7962630894897225,9227196.95553159,1.5865918522723987,2.630784951145958,0.7798032120224151,1.5519260146667961,2.331729226689211,0.5936004492122893,34519784.96327233,345.1978496327233,3990574.0919999997,239174203.379,527947867.0432808,4015134.1333127017,75181123.26836586,1808889.991258878,72437996.97574434
23,Central TX Moderate Resource,3MW 160HH Moderate,32.183170000000004,-101.515,2030,2013,0.9,5000,30,no,no,160,False,1359,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,90.8108108108108,100,False,True,100000,100000,212816040.42550534,783168829.6768183,3.1485698945895355,10403872.546294117,1.9416167405452855,2.886787016347272,0.7462547058633636,1.747456291497192,2.4937109973605556,0.7433743067421624,37850724.9625165,378.507249625165,3990574.0919999997,239174203.379,595273119.9168173,3385883.039758818,95215009.40588436,1628263.1046099376,92663820.25975184
24,Central TX Moderate Resource,3MW 90HH Moderate,32.183170000000004,-101.515,2030,2013,0.9,5000,30,no,no,90,False,1133,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,90.8108108108108,100,False,True,100000,100000,178916040.42550534,691972650.2571554,3.0914343830378934,9547350.507182831,1.809215903011301,2.824061709821029,0.769890701153981,1.715746082586031,2.485636783740012,0.6865442008418724,35428037.68981312,354.28037689813124,3990574.0919999997,239174203.379,546265931.0810632,4086502.7121952586,74211741.91850883,1751403.367737965,71494977.25758342
25,Central TX Moderate Resource,2018 COE 160HH Moderate,32.183170000000004,-101.515,2030,2013,0.9,5000,30,no,no,160,False,1380,999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,90.8108108108108,100,False,True,100000,100000,215966040.42550534,783168829.6768183,3.183125596951824,10403872.546294117,1.966016037050549,2.911186312852535,0.7462547058633636,1.7666347063082624,2.512889412171626,0.753459749856976,37850724.9625165,378.507249625165,3990574.0919999997,239174203.379,595273119.9168173,3385883.039758818,95215009.40588436,1628263.1046099376,92663820.25975184
26,Central TX Moderate Resource,2018 COE 90HH Moderate,32.183170000000004,-101.515,2030,2013,0.9,5000,30,no,no,90,False,1185,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,90.8108108108108,100,False,True,100000,100000,186716040.42550534,691972650.2571554,3.1846844754029826,9547350.507182831,1.875053430073261,2.889899236882989,0.769890701153981,1.7674998838486553,2.5373905850026364,0.7137581262048496,35428037.68981312,354.28037689813124,3990574.0919999997,239174203.379,546265931.0810632,4086502.7121952586,74211741.91850883,1751403.367737965,71494977.25758342
27,Central TX Moderate Resource,ATB ADV Moderate,32.183170000000004,-101.515,2030,2013,0.9,5000,30,no,no,135,False,940,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,90.8108108108108,100,False,True,100000,100000,147146040.42550534,573884431.2690563,3.2573774421064794,8159566.4244769355,1.7642862106042632,2.9229986893084754,0.8185051123921829,1.8078444803690958,2.6263495927612786,0.6636285682006869,31492165.27664277,314.9216527664277,3990574.0919999997,239174203.379,466861790.26643986,4352631.0283889705,54809240.82617735,1730271.4650017715,52213400.17643905
28,Central Georgia,3MW 160HH GA,33.162,-83.8,2030,2013,0.9,5000,30,no,no,160,False,1359,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,136.2162162162162,150,False,True,100000,100000,212816040.42550534,539236899.0125313,4.648696491740253,9417845.383489735,2.1567146492274305,3.209577192525192,0.8479508869932807,2.580026552915841,3.4279774399091214,0.8032026401870703,39231503.79739442,261.5433586492961,3990574.0919999997,239174203.379,429174810.51851463,7965704.774483502,56518262.304860696,2122081.0119965365,53543826.18915597
29,Central Georgia,3MW 90HH GA,33.162,-83.8,2030,2013,0.9,5000,30,no,no,90,False,1133,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,136.2162162162162,150,False,True,100000,100000,178916040.42550534,412155518.0988442,5.220620274215803,7200911.198301284,2.37088684318592,3.695820082475322,0.9598374398825312,2.897444252189771,3.857281692072302,0.8825420489235053,32937881.267981373,219.58587511987582,3990574.0919999997,239174203.379,350724717.0372196,10079435.749698892,31992370.967320595,1907530.3017212634,29438430.094304044
30,Central Georgia,2018 COE 160HH GA,33.162,-83.8,2030,2013,0.9,5000,30,no,no,160,False,1380,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,136.2162162162162,150,False,True,100000,100000,215966040.42550534,539236899.0125313,4.696622752080341,9417845.383489735,2.183668497026314,3.236531040324076,0.8479508869932807,2.606625627404589,3.4545765143978695,0.8143440064409022,39231503.79739442,261.5433586492961,3990574.0919999997,239174203.379,429174810.51851463,7965704.774483502,56518262.304860696,2122081.0119965365,53543826.18915597
31,Central Georgia,2018 COE 90HH GA,33.162,-83.8,2030,2013,0.9,5000,30,no,no,90,False,1185,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,136.2162162162162,150,False,True,100000,100000,186716040.42550534,412155518.0988442,5.36584752778482,7200911.198301284,2.4581777331964716,3.783110972485874,0.9598374398825312,2.9780453779205747,3.937882817803106,0.9186237165016234,32937881.267981373,219.58587511987582,3990574.0919999997,239174203.379,350724717.0372196,10079435.749698892,31992370.967320595,1907530.3017212634,29438430.094304044
32,Central Georgia,ATB ADV GA,33.162,-83.8,2030,2013,0.9,5000,30,no,no,135,False,940,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,136.2162162162162,150,False,True,100000,100000,147146040.42550534,369623253.5568218,5.173744275232195,6460082.089191254,2.220223773670011,3.67770060671621,1.0143435732078063,2.8714280727538686,3.885771645961675,0.8142596359704619,30834700.858037323,205.56467238691548,3990574.0919999997,239174203.379,315276166.3590222,10219942.937248943,28300809.436754104,1628526.9656791661,26046277.761045452
33,North TX High Resource,3MW 160HH High TX,35.23328,-102.287,2030,2013,0.9,5000,30,no,no,160,False,1359,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,136.2162162162162,150,False,True,100000,100000,212816040.42550534,836733232.7403729,2.976035798782779,14612044.221218226,1.4712646992695297,2.209899428893194,0.7185182161525857,1.6516998683244424,2.370218084477028,0.5312243785260402,53955820.70959987,359.7054713973325,3990574.0919999997,239174203.379,623002243.472122,3533355.841830948,108470541.17760953,2012850.2460967777,105260448.09064144
34,North TX High Resource,3MW 90HH High TX,35.23328,-102.287,2030,2013,0.9,5000,30,no,no,90,False,1133,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,136.2162162162162,150,False,True,100000,100000,178916040.42550534,805504531.8230712,2.7169132004411782,14064517.454134349,1.32544158079681,2.0862808056343227,0.7277235583728329,1.507886826244854,2.235610384617687,0.47035331250502943,52409536.04077602,349.3969069385068,3990574.0919999997,239174203.379,605625007.4753615,3469563.105986968,101384695.4977962,1823039.0657737816,98494828.84991375
35,North TX High Resource,2018 COE 90HH High TX,35.23328,-102.287,2030,2013,0.9,5000,30,no,no,90,False,1185,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,136.2162162162162,150,False,True,100000,100000,186716040.42550534,805504531.8230712,2.8010205740033767,14064517.454134349,1.370133760918631,2.1309729857561437,0.7277235583728329,1.5545664185718742,2.282289976944707,0.4888268139930083,52409536.04077602,349.3969069385068,3990574.0919999997,239174203.379,605625007.4753615,3469563.105986968,101384695.4977962,1823039.0657737816,98494828.84991375
36,North TX High Resource,ATB ADV High TX,35.23328,-102.287,2030,2013,0.9,5000,30,no,no,135,False,940,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,136.2162162162162,150,False,True,100000,100000,147146040.42550534,675566987.287391,2.7962630894897225,11807206.804843068,1.31828607568665,2.192261252391539,0.7742579537909458,1.5519260146667961,2.326183968457742,0.4638919558457432,46004114.506413795,306.6940967094253,3990574.0919999997,239174203.379,527947867.0432808,4015134.1333127017,75181123.26836586,1808889.991258878,72437996.97574434
37,Central TX Moderate Resource,3MW 160HH Moderate,32.183170000000004,-101.515,2030,2013,0.9,5000,30,no,no,160,False,1359,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,136.2162162162162,150,False,True,100000,100000,212816040.42550534,783168829.6768183,3.1485698945895355,13676775.175081827,1.5562857115115527,2.333905333451841,0.7346335270646012,1.747456291497192,2.4820898185617932,0.5654820995833861,51310026.2204768,342.0668414698453,3990574.0919999997,239174203.379,595273119.9168173,3385883.039758818,95215009.40588436,1628263.1046099376,92663820.25975184
38,Central TX Moderate Resource,3MW 90HH Moderate,32.183170000000004,-101.515,2030,2013,0.9,5000,30,no,no,90,False,1133,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,136.2162162162162,150,False,True,100000,100000,178916040.42550534,691972650.2571554,3.0914343830378934,12085035.412912212,1.5050413446000206,2.3627767133325155,0.7674960373369145,1.715746082586031,2.4832421199229455,0.5423797200550823,46785531.48892376,311.9035432594917,3990574.0919999997,239174203.379,546265931.0810632,4086502.7121952586,74211741.91850883,1751403.367737965,71494977.25758342
39,Central TX Moderate Resource,2018 COE 160HH Moderate,32.183170000000004,-101.515,2030,2013,0.9,5000,30,no,no,160,False,1380,999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,136.2162162162162,150,False,True,100000,100000,215966040.42550534,783168829.6768183,3.183125596951824,13676775.175081827,1.5748461665757327,2.352465788516021,0.7346335270646012,1.7666347063082624,2.5012682333728637,0.5731540590472363,51310026.2204768,342.0668414698453,3990574.0919999997,239174203.379,595273119.9168173,3385883.039758818,95215009.40588436,1628263.1046099376,92663820.25975184
40,Central TX Moderate Resource,2018 COE 90HH Moderate,32.183170000000004,-101.515,2030,2013,0.9,5000,30,no,no,90,False,1185,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,136.2162162162162,150,False,True,100000,100000,186716040.42550534,691972650.2571554,3.1846844754029826,12085035.412912212,1.5570539309028353,2.4147892996353297,0.7674960373369145,1.7674998838486553,2.53499592118557,0.5638791096091296,46785531.48892376,311.9035432594917,3990574.0919999997,239174203.379,546265931.0810632,4086502.7121952586,74211741.91850883,1751403.367737965,71494977.25758342
41,Central TX Moderate Resource,ATB ADV Moderate,32.183170000000004,-101.515,2030,2013,0.9,5000,30,no,no,135,False,940,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,136.2162162162162,150,False,True,100000,100000,147146040.42550534,573884431.2690563,3.2573774421064794,10030052.222179959,1.511403982672275,2.5103196352530395,0.8257492869572057,1.8078444803690958,2.6335937673263015,0.5398697098944051,40968333.89228536,273.12222594856905,3990574.0919999997,239174203.379,466861790.26643986,4352631.0283889705,54809240.82617735,1730271.4650017715,52213400.17643905
42,Central Georgia,3MW 160HH GA,33.162,-83.8,2030,2013,0.9,5000,30,no,no,160,False,1359,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,181.6216216216216,200,False,True,100000,100000,212816040.42550534,539236899.0125313,4.648696491740253,9424500.757516216,2.1909868876961203,3.2695702932409074,0.9217108697799073,2.580026552915841,3.501737422695748,0.802635436244173,43417724.61592774,217.0886230796387,3990574.0919999997,239174203.379,429174810.51851463,7965704.774483502,56518262.304860696,2122081.0119965365,53543826.18915597
43,Central Georgia,3MW 90HH GA,33.162,-83.8,2030,2013,0.9,5000,30,no,no,90,False,1133,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,181.6216216216216,200,False,True,100000,100000,178916040.42550534,412155518.0988442,5.220620274215803,7203438.784790603,2.4168757770450346,3.7759598423467704,1.0567577752834192,2.897444252189771,3.9542020274731904,0.8822323771923003,37123092.13097708,185.6154606548854,3990574.0919999997,239174203.379,350724717.0372196,10079435.749698892,31992370.967320595,1907530.3017212634,29438430.094304044
44,Central Georgia,2018 COE 160HH GA,33.162,-83.8,2030,2013,0.9,5000,30,no,no,160,False,1380,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,181.6216216216216,200,False,True,100000,100000,215966040.42550534,539236899.0125313,4.696622752080341,9424500.757516216,2.2179217012837316,3.2965051068285187,0.9217108697799073,2.606625627404589,3.528336497184496,0.8137689347115308,43417724.61592774,217.0886230796387,3990574.0919999997,239174203.379,429174810.51851463,7965704.774483502,56518262.304860696,2122081.0119965365,53543826.18915597
45,Central Georgia,2018 COE 90HH GA,33.162,-83.8,2030,2013,0.9,5000,30,no,no,90,False,1185,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,181.6216216216216,200,False,True,100000,100000,186716040.42550534,412155518.0988442,5.36584752778482,7203438.784790603,2.5041360378962607,3.8632201031979965,1.0567577752834192,2.9780453779205747,4.034803153203994,0.9183013842150632,37123092.13097708,185.6154606548854,3990574.0919999997,239174203.379,350724717.0372196,10079435.749698892,31992370.967320595,1907530.3017212634,29438430.094304044
46,Central Georgia,ATB ADV GA,33.162,-83.8,2030,2013,0.9,5000,30,no,no,135,False,940,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,181.6216216216216,200,False,True,100000,100000,147146040.42550534,369623253.5568218,5.173744275232195,6460082.089191254,2.2722429139246962,3.7681787589067612,1.1223951336732905,2.8714280727538686,3.993823206427159,0.8142596359704619,35004733.29046976,175.02366645234878,3990574.0919999997,239174203.379,315276166.3590222,10219942.937248943,28300809.436754104,1628526.9656791661,26046277.761045452
47,North TX High Resource,3MW 160HH High TX,35.23328,-102.287,2030,2013,0.9,5000,30,no,no,160,False,1359,9999,101,116,13.700527711349219,150,0,15.869098098239538,217.41501824904998,181.6216216216216,200,False,True,100000,100000,212816040.42550534,836733232.7403729,2.976035798782779,14623986.229876291,1.4932190553022213,2.248370307526422,0.7660372086432079,1.6516998683244424,2.4177370769676503,0.5307905784644146,58157895.02152978,290.7894751076489,3990574.0919999997,239174203.379,623002243.472122,3533355.841830948,108470541.17760953,2012850.2460967777,105260448.09064144
