,Site Name,Scenario Choice,Site Lat,Site Lon,ATB Year,Resource Year,Critical Load Factor,kW continuous load,Useful Life,PTC,ITC,Discount Rate,Debt Equity,Hub Height (m),Storage Enabled,Wind Cost kW,Solar Cost kW,Storage Cost kW,Storage Cost kWh,Storage Hours,Wind MW built,Solar MW built,Storage MW built,Storage MWh built,Electrolyzer Size,Electrolyzer Total System Size,Battery Can Grid Charge,Grid Connected HOPP,Built Interconnection Size,REOpt Interconnection Size,Total Installed Cost $(HOPP),Total Yearly Electrical Output,LCOE,Total Annual H2 production (kg),Levelized Cost H2/kg (CF Method),Levelized Cost H2/kg (new method - no operational costs),Levelized Cost H2/kg (new method - with operational costs),Total H2 cost/kg (H2A),H2A scaled total install cost,H2A scaled total install cost per kw,REOpt Energy Shortfall,REOpt Curtailment,HOPP Total Generation,Wind Capacity Factor,HOPP Energy Shortfall,HOPP Curtailment,Battery Generation,Electricity to Grid
0,Georgia,PC2 Georgia 2035,33.162,-83.8,2035,2013,1,100000,30,yes,no,0.03,60,135,True,656,598,97,104,13.700527711349219,100,1,0,0,90.8108108108108,100,False,True,100000,150000,64886000.0,875900000,3.478284421051582,11824901.388179941,2.648460199990874,0.7188282522470526,4.05449133834375,2.6530831962339176,40591758.37504833,405.91758375048335,831494657.476,239174203.379,245307472.64034137,28.420106497349764,630592527.3596586,0,0.0,0.0
1,Georgia,PC2 Georgia 2035,33.162,-83.8,2035,2013,1,100000,30,yes,no,0.07,60,135,True,656,598,97,104,13.700527711349219,100,1,0,0,90.8108108108108,100,False,True,100000,150000,64886000.0,875900000,3.478284421051582,11824901.388179941,1.3168841465864511,0.7188282522470526,4.05449133834375,2.6530831962339176,40591758.37504833,405.91758375048335,831494657.476,239174203.379,245307472.64034137,28.420106497349764,630592527.3596586,0,0.0,0.0
2,Georgia,PC2 Georgia 2035,33.162,-83.8,2035,2013,1,100000,30,yes,no,0.1,60,135,True,656,598,97,104,13.700527711349219,100,1,0,0,90.8108108108108,100,False,True,100000,150000,64886000.0,875900000,3.478284421051582,11824901.388179941,0.8942336675616874,0.7188282522470526,4.05449133834375,2.6530831962339176,40591758.37504833,405.91758375048335,831494657.476,239174203.379,245307472.64034137,28.420106497349764,630592527.3596586,0,0.0,0.0
3,Georgia,PC2 Georgia 2035,33.162,-83.8,2035,2013,1,100000,30,yes,no,0.03,90,135,True,656,598,97,104,13.700527711349219,100,1,0,0,90.8108108108108,100,False,True,100000,150000,64886000.0,875900000,3.478284421051582,11824901.388179941,2.648460199990874,0.7188282522470526,4.05449133834375,2.6530831962339176,40591758.37504833,405.91758375048335,831494657.476,239174203.379,245307472.64034137,28.420106497349764,630592527.3596586,0,0.0,0.0
4,Georgia,PC2 Georgia 2035,33.162,-83.8,2035,2013,1,100000,30,yes,no,0.07,90,135,True,656,598,97,104,13.700527711349219,100,1,0,0,90.8108108108108,100,False,True,100000,150000,64886000.0,875900000,3.478284421051582,11824901.388179941,1.3168841465864511,0.7188282522470526,4.05449133834375,2.6530831962339176,40591758.37504833,405.91758375048335,831494657.476,239174203.379,245307472.64034137,28.420106497349764,630592527.3596586,0,0.0,0.0
5,Georgia,PC2 Georgia 2035,33.162,-83.8,2035,2013,1,100000,30,yes,no,0.1,90,135,True,656,598,97,104,13.700527711349219,100,1,0,0,90.8108108108108,100,False,True,100000,150000,64886000.0,875900000,3.478284421051582,11824901.388179941,0.8942336675616874,0.7188282522470526,4.05449133834375,2.6530831962339176,40591758.37504833,405.91758375048335,831494657.476,239174203.379,245307472.64034137,28.420106497349764,630592527.3596586,0,0.0,0.0
6,Georgia,PC2 Georgia 2035,33.162,-83.8,2035,2013,1,100000,30,no,no,0.03,60,135,True,656,598,97,104,13.700527711349219,100,1,0,0,90.8108108108108,100,False,True,100000,150000,64886000.0,875900000,4.637341425273878,11824901.388179941,2.7925455697164954,0.7188282522470526,4.05449133834375,3.296359833577292,40591758.37504833,405.91758375048335,831494657.476,239174203.379,245307472.64034137,28.420106497349764,630592527.3596586,0,0.0,0.0
7,Georgia,PC2 Georgia 2035,33.162,-83.8,2035,2013,1,100000,30,no,no,0.07,60,135,True,656,598,97,104,13.700527711349219,100,1,0,0,90.8108108108108,100,False,True,100000,150000,64886000.0,875900000,4.637341425273878,11824901.388179941,1.434656061793496,0.7188282522470526,4.05449133834375,3.296359833577292,40591758.37504833,405.91758375048335,831494657.476,239174203.379,245307472.64034137,28.420106497349764,630592527.3596586,0,0.0,0.0
8,Georgia,PC2 Georgia 2035,33.162,-83.8,2035,2013,1,100000,30,no,no,0.1,60,135,True,656,598,97,104,13.700527711349219,100,1,0,0,90.8108108108108,100,False,True,100000,150000,64886000.0,875900000,4.637341425273878,11824901.388179941,0.9967281052505393,0.7188282522470526,4.05449133834375,3.296359833577292,40591758.37504833,405.91758375048335,831494657.476,239174203.379,245307472.64034137,28.420106497349764,630592527.3596586,0,0.0,0.0
9,Georgia,PC2 Georgia 2035,33.162,-83.8,2035,2013,1,100000,30,no,no,0.03,90,135,True,656,598,97,104,13.700527711349219,100,1,0,0,90.8108108108108,100,False,True,100000,150000,64886000.0,875900000,4.637341425273878,11824901.388179941,2.7925455697164954,0.7188282522470526,4.05449133834375,3.296359833577292,40591758.37504833,405.91758375048335,831494657.476,239174203.379,245307472.64034137,28.420106497349764,630592527.3596586,0,0.0,0.0
