,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Wind,-34636032.8996857,-3506725.5432399446,-1250207.7516590802,-3586006.3900091024,-4793045.543727328,-4915685.761537036,-5795958.514829214,-6678609.748459532,-6809423.691604116,-6699870.464590212,-6838349.995906932,-13568226.540706553,-11653995.70770803,-11768096.303669246,-12990507.413747167,-13780035.133812374,-13943380.82051908,-14602138.463358134,-13676073.974470776,-12293945.250875711,-12414506.002273258,-12553104.044968745,-12695377.436292436,-12826966.274942532,-10668463.642721752,-6384587.309288812,-8042441.164981142,-9117173.022226725,-9315255.447604233,-10178316.130416794,-6391886.731943431
Solar,-924020.8648494799,224457.51355163162,-891.6493050234137,-30070.951017465006,-47788.23516552009,-48307.786888710994,-61751.349768420245,-75197.98422401912,-75742.10945373967,-76305.00288360038,-76891.72738610236,-77498.67186559735,-57100.6205624041,-57378.5013013464,-68944.89275457386,-76070.95128810828,-76899.02015558096,-82757.46323117177,-82981.0478768996,-78266.04928762544,-78587.50027322791,-79140.21947241154,-79709.92319275356,-80082.33698022619,-57064.967607578976,-12338.098625545084,-28218.59417811672,-38125.79462620202,-39063.9737008092,-46763.46438827303,-33518.164402816605
H2,-22127897.339531366,-6346308.692024838,-12821388.557361238,-13023338.56979087,-13361881.306381375,-13700692.882759303,-14039849.932210721,-14380148.608615965,-21472574.657946743,-14898346.074739486,-15208367.002297796,-15523071.484325498,-15843246.21261917,-16168428.69817122,-16499392.2461783,-24537281.49043536,-17028648.727338627,-17382039.4449585,-17741351.516645335,-18106325.95087912,-18477591.598046586,-19175274.602334693,-28667305.989722863,-20104460.169968948,-20511167.847635612,-20924403.701597035,-21344456.98450972,-21771462.86968349,-22244838.77883762,-32749069.348456785,-50425085.922782585
