,Scenario Choice,Count,Site Lat,Site Lon,ATB Year,Resource Year,Site Name,Critical Load Factor,kW continuous load,PTC,ITC,Hub Height (m),Useful Life,Storage Enabled,Wind Cost kW,Solar Cost kW,Storage Cost kW,Storage Cost kWh,Storage Hours,Wind MW built,Solar MW built,Storage MW built,Storage MWh built,Battery Can Grid Charge,Built Interconnection Size,REOpt Interconnection Size,LCOE,Levelized cost of H2 (excl. electricity) (H2A),Levelized H2 Elec Feedstock Cost/kg (HOPP),Total H2 cost/kg,H2 Elec Feedstock Cost/kg (HOPP) Net Cap Cost Method,H2 Elec Feedstock Cost/kg (REopt) Net Cap Cost Method,REOpt Energy Shortfall,REOpt Curtailment,Grid Connected HOPP,HOPP Total Generation,HOPP Energy Shortfall,HOPP Curtailment,Battery Generation,Electricity to Grid
0,ATB 2018,1,42.952,-94.453,2018,2013,IOWA,0.9,5000,yes,yes,90,30,True,1751,1600,292,335,13.700527715165354,57.0301982,0.001,15.869098093819366,217.4150182490499,True,100000000,100000,4.079314867310173,0.8914199986496719,2.264019751357146,3.155439750006818,1.0156490982537307,7.2426410831506844,3990389.948,239174347.645,True,243692419.53235573,6193485.1959263375,0.0,0.0,0.0
1,ATB 2020 Conservative,1,42.952,-94.453,2020,2013,IOWA,0.9,5000,yes,yes,90,30,True,1694,1389,269,309,13.700527715165606,57.0301982,0.001,15.869098093819073,217.4150182490499,True,100000000,100000,3.9382255150886363,0.8914199986496719,2.185715160874193,3.077135159523865,0.9757103288652892,6.838861607922374,3990390.0579999997,239174644.20099998,True,243692419.53235573,6193485.1959263375,0.0,0.0,0.0
2,ATB 2020 Moderate,1,42.952,-94.453,2020,2013,IOWA,0.9,5000,yes,yes,90,30,True,1679,1354,260,299,13.700527715165604,57.0301982,0.001,15.869098093819074,217.4150182490499,True,100000000,100000,3.894471762753567,0.8914199986496719,2.16143182832823,3.0528518269779017,0.9633247661217206,6.697342519474886,3990539.456,239173903.317,True,243692419.53235573,6193485.1959263375,0.0,0.0,0.0
3,ATB 2020 Advanced,1,42.952,-94.453,2020,2013,IOWA,0.9,5000,yes,yes,90,30,True,1629,1340,215,247,7.223849547262508,50.9983514,0.001,31.65901298196691,228.69994659655953,True,100000000,100000,4.34216964711244,0.9274633083912315,2.409904154147404,3.337367462538636,1.0899893254989186,5.970102536723744,3996365.677,209618621.90800002,True,217988907.0448716,6438932.504285008,0.0,0.0,0.0
4,ATB 2025 Conservative,1,42.952,-94.453,2025,2013,IOWA,0.9,5000,no,no,100,30,True,1553,1306,233,267,13.700527711349794,57.0301982,0.001,15.869098098238865,217.4150182490499,True,100000000,100000,3.564613934389218,0.8864484394326976,1.978360733586016,2.8648091730187137,0.8765333816120556,6.089276852956622,3990390.3800000004,239174988.228,True,247748443.5017817,6030404.223476877,0.0,0.0,0.0
5,ATB 2025 Moderate,1,42.952,-94.453,2025,2013,IOWA,0.9,5000,no,no,100,30,True,1492,1095,179,206,7.223849547262508,50.9983514,0.001,31.65901298196691,228.69994659655953,True,100000000,100000,3.866621153393135,0.9215137921308963,2.1459747401331897,3.067488532264086,0.9619599856168835,5.218506986769407,3996151.396,209618600.22100002,True,221618313.89140087,6274663.744255282,0.0,0.0,0.0
6,ATB 2025 Advanced,1,42.952,-94.453,2025,2013,IOWA,0.9,5000,no,no,100,30,True,1301,1014,139,160,7.619831234307787,49.8827785,0.001,30.86804663865101,235.20930591926245,True,100000000,100000,3.352420635525586,0.9215137921308963,1.8605934527167003,2.7821072448475967,0.8164027109929595,4.302579577682649,3993187.208,204149274.167,True,221618313.89140087,6274663.744255282,0.0,0.0,0.0
7,ATB 2030 Conservative,1,42.952,-94.453,2030,2013,IOWA,0.9,5000,no,no,110,30,True,1414,1223,205,236,13.700527711349794,57.0301982,0.001,15.869098098238865,217.4150182490499,True,100000000,100000,3.1762224558256738,0.87806131189715,1.762803462983249,2.640864774880399,0.7779950506340046,5.46480357107306,3990389.525,239174988.14599997,True,255103968.90934247,5780995.720832368,0.0,0.0,0.0
8,ATB 2030 Moderate,1,42.952,-94.453,2030,2013,IOWA,0.9,5000,no,no,120,30,True,1296,836,146,168,7.223849547262508,50.9983514,0.001,31.65901298196691,228.69994659655953,True,100000000,100000,3.2342719044852744,0.9083938292619081,1.7950209069893273,2.7034147362512355,0.7987857399268293,4.39855423543379,3996000.1,209618584.89000002,True,230854252.87479493,5893133.429304065,0.0,0.0,0.0
9,ATB 2030 Advanced,1,42.952,-94.453,2030,2013,IOWA,0.9,5000,no,no,135,30,True,940,688,101,116,7.223849547001536,50.9983514,0.001,31.659012982803585,228.6999465943414,True,100000000,100000,2.4312658420916913,0.9023231819954982,1.3493525423608888,2.251675724356387,0.5788717977861065,3.119163894691781,3995871.6130000004,209618571.94900003,True,235439691.99828666,5682184.495321194,0.0,0.0,0.0
