SiteID,525331,Site Timezone,-9,Data Timezone,0,Longitude,-162.50232,Latitude,66.67967
Year,Month,Day,Hour,Minute,air pressure at 100m (Pa),air temperature at 80m (C),wind speed at 80m (m/s),wind direction at 80m (deg),air temperature at 100m (C),wind speed at 100m (m/s),wind direction at 100m (deg)
2019,1,2,7,0,95960,-6.42,8.19,304.09000000000003,-6.43,7.59,309.46
2019,1,2,8,0,96000,-8.66,12.26,296.98,-7.66,11.83,301.82
2019,1,2,9,0,96050,-11.71,14.34,293.66,-11.27,14.36,296.27
2019,1,2,10,0,96120,-14.49,14.26,290.22,-13.950000000000001,14.290000000000001,291.03000000000003
2019,1,2,11,0,96230,-17.11,15.5,283.91,-17.28,15.66,284.42
2019,1,2,12,0,96350,-18.92,17.45,281.62,-19.11,17.740000000000002,282
2019,1,2,13,0,96480,-20.240000000000002,18.900000000000002,280.40000000000003,-20.43,19.23,280.66
2019,1,2,14,0,96640,-21.22,18.5,279.29,-21.43,18.96,279.64
2019,1,2,15,0,96820,-22.12,18.79,277.17,-22.330000000000002,19.25,277.42
2019,1,2,16,0,96950,-22.81,18.34,275.44,-23.01,18.81,275.67
2019,1,2,17,0,97090,-22.98,17.56,274.09000000000003,-23.18,18.03,274.34000000000003
2019,1,2,18,0,97280,-23.06,15.92,273.93,-23.26,16.35,274.19
2019,1,2,19,0,97400,-23.25,15.120000000000001,273.12,-23.45,15.5,273.40000000000003
2019,1,2,20,0,97590,-23.19,13.21,270.6,-23.400000000000002,13.52,270.91
2019,1,2,21,0,97770,-23.29,12.33,262.67,-23.5,12.620000000000001,262.94
2019,1,2,22,0,97930,-23.44,11.4,259.99,-23.64,11.66,260.33
2019,1,2,23,0,98040,-23.78,9.97,256.49,-23.97,10.22,257.1
2019,1,3,0,0,98140,-23.95,9.18,257.75,-24.09,9.540000000000001,259.22
2019,1,3,1,0,98330,-24.23,7.28,248.20000000000002,-24.310000000000002,7.68,251.48000000000002
2019,1,3,2,0,98390,-24.13,7.09,271,-24.07,7.33,273.85
2019,1,3,3,0,98440,-24.25,3.42,295.19,-24.11,3.59,299.13
2019,1,3,4,0,98470,-24.22,3.0500000000000003,20.26,-24.05,3.25,20.63
2019,1,3,5,0,98530,-24.21,5.5,67.55,-24,5.72,66.74
2019,1,3,6,0,98560,-24.42,8.65,87.39,-24.18,9.19,86.12
2019,1,3,7,0,98570,-24.650000000000002,10.15,100.37,-23.85,10.53,102.15
2019,1,3,8,0,98570,-22.830000000000002,11.370000000000001,109.06,-22.330000000000002,11.52,109.87
2019,1,3,9,0,98590,-22.01,11.23,104.35000000000001,-21.46,11.370000000000001,105.81
2019,1,3,10,0,98600,-19.990000000000002,11.620000000000001,100.65,-19.16,11.67,107.81
2019,1,3,11,0,98660,-19.69,10.57,101.60000000000001,-18.51,10.8,109.42
2019,1,3,12,0,98710,-14.96,10.200000000000001,123.64,-14.290000000000001,10.25,125.93
2019,1,3,13,0,98750,-16.34,9.73,117.78,-15.81,9.92,125.35000000000001
2019,1,3,14,0,98770,-16.02,12.32,122.22,-14.57,12.44,126.74000000000001
2019,1,3,15,0,98840,-18.63,10.56,120.77,-16.63,10.67,122.49000000000001
2019,1,3,16,0,98900,-17.35,6.93,137.12,-17.04,7.33,142.87
2019,1,3,17,0,98980,-16.46,4.5,148.66,-16.12,4.86,156.59
2019,1,3,18,0,99050,-16.490000000000002,2.74,221.09,-16.51,2.88,231.5
2019,1,3,19,0,99160,-18.48,6.34,289.88,-18.3,5.95,291.95
2019,1,3,20,0,99280,-19.95,5.22,301.8,-19.32,4.61,303.14
2019,1,3,21,0,99370,-18.66,2.57,288.76,-17.650000000000002,2.15,283.52
2019,1,3,22,0,99470,-19.48,1.51,261.94,-17.91,1.48,237.06
2019,1,3,23,0,99560,-21.38,0.35000000000000003,194.73000000000002,-19.650000000000002,1.46,196.77
2019,1,4,0,0,99580,-18.7,2.0300000000000002,170.32,-17.25,2.58,176.64000000000001
2019,1,4,1,0,99650,-18.03,3.15,165.89000000000001,-17.03,3.43,170.29
2019,1,4,2,0,99670,-20.22,5.07,114.12,-18.47,4.89,120.75
2019,1,4,3,0,99720,-18.18,7.22,113.16,-16.66,7.45,116.10000000000001
2019,1,4,4,0,99710,-15.72,8.94,122.02,-15.450000000000001,9.05,125.33
2019,1,4,5,0,99740,-14.950000000000001,9.8,124.47,-14.73,10.16,126.98
2019,1,4,6,0,99770,-16.01,10.94,117.55,-15.75,11.35,120.01
2019,1,4,7,0,99780,-16.080000000000002,11.42,119.61,-15.8,12,122.53
2019,1,4,8,0,99780,-15.17,12.38,120.46000000000001,-14.92,12.72,122.96000000000001
2019,1,4,9,0,99800,-15.51,11.99,112.36,-15.11,12.200000000000001,116.42
2019,1,4,10,0,99820,-14.280000000000001,11.64,117.7,-13.77,12.14,121.83
2019,1,4,11,0,99880,-16.03,11.05,109.43,-14.4,10.91,117.82000000000001
2019,1,4,12,0,99870,-15.77,11.33,113.11,-14.43,11.53,117.72
2019,1,4,13,0,99870,-15.540000000000001,11.75,109.38,-14,11.76,112.92
2019,1,4,14,0,99870,-16.88,12.46,106.10000000000001,-14.59,12.83,107.59
2019,1,4,15,0,99880,-17.05,12.71,104.64,-15.610000000000001,13.27,105.48
2019,1,4,16,0,99870,-16.990000000000002,12.92,103.92,-16.41,14.22,104.85000000000001
2019,1,4,17,0,99880,-17.150000000000002,13.25,98.72,-16.81,14.41,99.91
2019,1,4,18,0,99860,-17.09,14.16,97.18,-16.6,15.43,99.01
2019,1,4,19,0,99830,-16.080000000000002,14.46,96.56,-15.96,15.6,97.29
2019,1,4,20,0,99810,-16.12,14.47,93.71000000000001,-16.12,15.41,94.95
2019,1,4,21,0,99800,-16.080000000000002,15.84,94.62,-16.04,16.85,95.64
2019,1,4,22,0,99810,-16.07,16.64,100.69,-15.99,17.68,101.15
2019,1,4,23,0,99780,-16.36,17.150000000000002,101.38,-16.330000000000002,17.91,101.63
2019,1,5,0,0,99760,-15.93,17.05,104.67,-15.75,18.28,105.18
2019,1,5,1,0,99760,-15.89,16.77,102.31,-15.55,17.18,103.23
2019,1,5,2,0,99760,-14.8,15.74,105.03,-14.11,16.22,106.54
2019,1,5,3,0,99760,-14.36,15.780000000000001,106.26,-13.450000000000001,16.38,107.62
2019,1,5,4,0,99770,-14.06,15.33,108.34,-12.74,16,109.99000000000001
2019,1,5,5,0,99780,-13.790000000000001,14.58,109.98,-12.27,15.16,111.48
2019,1,5,6,0,99800,-14.42,13.96,109.27,-13.5,14.39,110.61
2019,1,5,7,0,99810,-14.13,13.33,109.48,-12.77,13.72,111.14
2019,1,5,8,0,99810,-12.76,13.46,109.3,-11.66,14.030000000000001,114.29
2019,1,5,9,0,99820,-12.83,12.32,112.79,-11.89,12.96,118.42
2019,1,5,10,0,99870,-12.48,11.53,110.92,-11.86,11.91,115.39
2019,1,5,11,0,99890,-12.200000000000001,10.89,114.60000000000001,-11.67,11.28,120.26
2019,1,5,12,0,99900,-11.65,10.52,125.36,-11.13,10.69,128.44
2019,1,5,13,0,99950,-11.33,9.28,123.4,-10.82,9.34,130.38
2019,1,5,14,0,99990,-10.98,8.1,126.28,-10.78,7.890000000000001,132.89000000000001
2019,1,5,15,0,100030,-11.07,7.76,113.87,-10.98,7.28,119.64
2019,1,5,16,0,100080,-13.07,9.05,108.98,-12.02,9.07,113.11
2019,1,5,17,0,100130,-14.43,8.98,98.7,-14.31,9.31,99.29
2019,1,5,18,0,100170,-14.47,8.370000000000001,101.86,-14.56,8.73,101.62
2019,1,5,19,0,100220,-14.85,8.49,101.41,-14.85,9.22,101.52
2019,1,5,20,0,100270,-14.61,8.19,100.18,-14.5,9.06,101.24000000000001
2019,1,5,21,0,100340,-14.57,6.94,91.68,-14.540000000000001,7.640000000000001,92.91
2019,1,5,22,0,100400,-14.96,6.9,85.42,-15.11,7.28,87.78
2019,1,5,23,0,100420,-15.34,6.8100000000000005,91.4,-15.44,7.26,93.37
2019,1,6,0,0,100450,-15.22,6.98,91.94,-15.23,7.4,93.45
2019,1,6,1,0,100500,-15.17,7.32,87.88,-15.22,7.6000000000000005,89.36
2019,1,6,2,0,100530,-15.08,7.44,90.87,-15.07,8.14,92.34
2019,1,6,3,0,100560,-15.280000000000001,7.930000000000001,95.38,-15.14,8.540000000000001,96.55
2019,1,6,4,0,100600,-15.52,6.890000000000001,95.82000000000001,-15.13,7.38,96.52
2019,1,6,5,0,100630,-15.790000000000001,7.2,100.71000000000001,-15,7.13,103.46000000000001
2019,1,6,6,0,100670,-17.68,6.140000000000001,91.13,-17.45,7.08,93.52
2019,1,6,7,0,100720,-17.82,7.0200000000000005,91.07000000000001,-17.36,7.74,92.95
2019,1,6,8,0,100740,-16.89,7.73,89.8,-16.45,8.43,89.78
2019,1,6,9,0,100760,-16.39,5.39,83.14,-15.870000000000001,5.63,80.08
2019,1,6,10,0,100790,-16.27,4.54,82.04,-15.73,4.94,80.44
2019,1,6,11,0,100820,-16.52,4.69,98.03,-15.9,5.65,96.89
2019,1,6,12,0,100810,-16.48,5.28,98.38,-15.81,5.8500000000000005,97.28
2019,1,6,13,0,100840,-16.02,3.0500000000000003,60.730000000000004,-15.540000000000001,3.31,56.370000000000005
2019,1,6,14,0,100850,-15.72,2.84,79.58,-15.4,3.14,86.17
2019,1,6,15,0,100840,-16.03,1.83,90.26,-15.77,1.92,95.34
2019,1,6,16,0,100850,-16.31,2.02,90.63,-15.97,1.6500000000000001,85
2019,1,6,17,0,100880,-16.7,0.66,96.04,-16.21,0.51,87.32000000000001
2019,1,6,18,0,100880,-16.62,1.02,302.90000000000003,-16.13,1.55,310.74
2019,1,6,19,0,100900,-17.67,0.93,282.73,-17.02,1.08,303.56
2019,1,6,20,0,100880,-17.79,1.17,297.07,-17.22,1.29,318.81
2019,1,6,21,0,100900,-18.080000000000002,1.74,306.67,-17.31,2.29,317.71
2019,1,6,22,0,100910,-18.51,2.47,341.41,-18.42,2.96,350.3
2019,1,6,23,0,100910,-20.11,3.6,5.0200000000000005,-18.72,4.32,13.05
2019,1,7,0,0,100900,-20.080000000000002,3.62,11.6,-17.84,4.42,13.88
2019,1,7,1,0,100890,-18.52,5.16,12.26,-17.45,5.04,12.44
2019,1,7,2,0,100930,-18.66,5.13,6.88,-17.95,5.55,6.88
2019,1,7,3,0,100920,-18.67,4.8500000000000005,353.64,-18.21,5.4,354.61
2019,1,7,4,0,100930,-18.84,4.2700000000000005,347.79,-18.28,4.83,345.01
2019,1,7,5,0,100940,-19.3,3.13,311.14,-18.75,3.77,327.25
2019,1,7,6,0,100910,-19.61,2.94,332.53000000000003,-19.42,3.37,339.17
2019,1,7,7,0,100920,-19.95,3.96,337.5,-19.81,4.51,343.47
2019,1,7,8,0,100920,-20.6,6.29,4.0200000000000005,-19.900000000000002,6.74,0.89
2019,1,7,9,0,100940,-22.26,4.26,359.03000000000003,-20.92,4.64,355.67
2019,1,7,10,0,100950,-21.72,4.3100000000000005,25.150000000000002,-19.900000000000002,4.41,19.89
2019,1,7,11,0,100970,-21.96,4.09,41,-21.28,4.28,38.34
2019,1,7,12,0,101000,-23.27,3.5700000000000003,69.45,-21.81,4.3500000000000005,69.77
2019,1,7,13,0,101020,-23.13,3.7800000000000002,82.84,-21.93,4.09,79.63
2019,1,7,14,0,101040,-22.82,3.52,83.62,-21.34,3.94,78.3
2019,1,7,15,0,101040,-22.27,3.25,73.19,-21.04,3.83,70.33
2019,1,7,16,0,101040,-21.82,2.71,62.730000000000004,-20.41,3.15,61.95
2019,1,7,17,0,101040,-20.13,2.6,59.15,-18.84,3.2,58.43
2019,1,7,18,0,101050,-19.64,2.41,52.86,-18.68,3.92,59.39
2019,1,7,19,0,101070,-20.1,3.02,30.22,-19.45,3.98,40.9
2019,1,7,20,0,101090,-19.34,3.62,5.3,-18.55,3.97,13.39
2019,1,7,21,0,101090,-18.64,4.21,21.68,-17.71,4.0200000000000005,35.480000000000004
2019,1,7,22,0,101110,-18.51,4.32,30.8,-18.1,4.61,40.31
2019,1,7,23,0,101100,-18.28,4.24,34.75,-18.09,4.8500000000000005,41.550000000000004
2019,1,8,0,0,101090,-18.81,4.54,39.97,-18.900000000000002,4.79,43.800000000000004
2019,1,8,1,0,101080,-20.57,3.86,73.62,-19.6,3.52,84.45
2019,1,8,2,0,101110,-19.21,2.69,98.86,-18.26,2.57,101.05
2019,1,8,3,0,101120,-19.55,2.7600000000000002,99.11,-18.61,2.5500000000000003,105.29
2019,1,8,4,0,101120,-19.26,2.9,93.73,-18.87,2.85,95.53
2019,1,8,5,0,101130,-19.98,3.11,102.62,-19.46,3.3200000000000003,102.54
2019,1,8,6,0,101130,-20.78,2.93,97.86,-20.03,3.67,89.94
2019,1,8,7,0,101140,-20.240000000000002,3.7800000000000002,78.9,-19.73,3.99,73.93
2019,1,8,8,0,101160,-20.44,4.04,83.14,-19.95,4.43,81.37
2019,1,8,9,0,101180,-21.86,4.51,88.17,-21.03,5.53,88.46000000000001
2019,1,8,10,0,101200,-20.900000000000002,6.18,82.38,-20.21,6.390000000000001,80.43
2019,1,8,11,0,101190,-20.39,6.17,84.93,-19.79,5.68,80.85000000000001
2019,1,8,12,0,101210,-21.23,5.48,73.95,-20.62,5.36,73.48
2019,1,8,13,0,101220,-22.13,4.4,79.60000000000001,-21.54,4.71,83.7
2019,1,8,14,0,101230,-21.400000000000002,6.09,80.46000000000001,-20.96,6.640000000000001,79.38
2019,1,8,15,0,101230,-21.38,8,80.8,-20.63,8,78.77
2019,1,8,16,0,101250,-22.18,7.08,80.07000000000001,-21.73,6.91,82.22
2019,1,8,17,0,101280,-22,7.43,81.79,-21.64,7.63,83.71000000000001
2019,1,8,18,0,101300,-21.72,7.62,84.48,-21.02,7.84,82.39
2019,1,8,19,0,101320,-22.71,7.2,84.25,-21.93,8.09,84.33
2019,1,8,20,0,101340,-22.72,7.53,82.11,-21.98,8.27,81.38
2019,1,8,21,0,101360,-22.09,7.53,77.62,-21.740000000000002,7.19,74.13
2019,1,8,22,0,101380,-22.07,5.43,71.73,-21.66,5.19,66
2019,1,8,23,0,101400,-22.11,4.78,71.11,-21.51,4.84,66.89
2019,1,9,0,0,101400,-22.13,5.09,82.19,-21.650000000000002,4.51,76.49
2019,1,9,1,0,101430,-22.45,4.93,83.3,-22.01,4.1,75.27
2019,1,9,2,0,101450,-22.080000000000002,3.79,80.34,-21.95,3.23,72.73
2019,1,9,3,0,101480,-22.54,4.66,75.79,-22.12,4.32,76.42
2019,1,9,4,0,101490,-22.59,5.24,80.12,-22.26,4.63,76.97
2019,1,9,5,0,101470,-22.43,3.22,40.68,-21.91,3.91,39.050000000000004
2019,1,9,6,0,101480,-23.01,4.6000000000000005,52.49,-22.3,5.03,54.86
2019,1,9,7,0,101510,-22.3,5.43,52.85,-21.77,5,57.82
2019,1,9,8,0,101510,-23.51,3.94,52.620000000000005,-23.19,3.27,60.26
2019,1,9,9,0,101510,-23.41,1.83,87.87,-22.98,1.3900000000000001,98.62
2019,1,9,10,0,101540,-22.44,0.51,14.56,-21.87,1.02,31.28
2019,1,9,11,0,101580,-21.63,2.43,24.12,-20.86,3.27,42.47
2019,1,9,12,0,101560,-21.36,4,34.36,-20.85,4.5600000000000005,43.83
2019,1,9,13,0,101540,-19.81,4.84,353.89,-19.77,4.89,353.34000000000003
2019,1,9,14,0,101520,-19.14,5.09,12.15,-18.95,4.58,16.56
2019,1,9,15,0,101510,-19.400000000000002,5.97,9.370000000000001,-19.080000000000002,4.97,11.700000000000001
2019,1,9,16,0,101510,-18.87,3.98,22.740000000000002,-18.63,3.77,31.98
2019,1,9,17,0,101490,-19.080000000000002,3.3000000000000003,19.25,-19.2,3.37,21.96
2019,1,9,18,0,101500,-19.25,2.81,15.21,-18.94,2.79,17.21
2019,1,9,19,0,101490,-18.43,3.09,14.4,-18.26,3.5300000000000002,20.37
2019,1,9,20,0,101490,-18.75,3.7,24.71,-18.81,3.89,27.25
2019,1,9,21,0,101440,-19.32,4.04,11.870000000000001,-19.23,4.04,18.34
2019,1,9,22,0,101440,-19.21,5,20.400000000000002,-19.37,4.99,24.490000000000002
2019,1,9,23,0,101420,-20.07,6.26,20.73,-20.18,6.54,25.23
2019,1,10,0,0,101370,-20.55,5.2,33.22,-20.72,5.6000000000000005,36.54
2019,1,10,1,0,101370,-21.78,5.74,35.1,-21.97,6.15,36.89
2019,1,10,2,0,101380,-23.59,9.790000000000001,38.730000000000004,-23.67,10.620000000000001,39.92
2019,1,10,3,0,101310,-24.68,11.92,30.42,-24.57,12.81,30.82
2019,1,10,4,0,101310,-23.98,10.57,33.97,-24.080000000000002,11.36,34.32
2019,1,10,5,0,101300,-25.400000000000002,10.75,29.17,-25.52,11.200000000000001,30.46
2019,1,10,6,0,101290,-26.02,9.56,33.06,-26.13,9.89,35.29
2019,1,10,7,0,101290,-26.7,7.54,42.84,-26.38,7.29,50.1
2019,1,10,8,0,101300,-25.37,7.86,51.410000000000004,-25.080000000000002,8.120000000000001,53.42
2019,1,10,9,0,101270,-26.12,6.54,46.08,-25.830000000000002,7.09,52.65
2019,1,10,10,0,101320,-25.47,6.82,48.39,-25.01,6.890000000000001,53.25
2019,1,10,11,0,101300,-25.25,6.88,40.32,-24.94,7.03,46.230000000000004
2019,1,10,12,0,101270,-25.35,7.75,32.95,-25.28,8.290000000000001,37.54
2019,1,10,13,0,101260,-24.580000000000002,6.67,28.25,-24.560000000000002,7.3100000000000005,31.11
2019,1,10,14,0,101210,-23.86,6.97,12.74,-23.96,7.19,17.240000000000002
2019,1,10,15,0,101140,-23.71,8.8,14.200000000000001,-23.79,9.08,17.66
2019,1,10,16,0,101100,-24.580000000000002,10.17,20.06,-24.72,10.55,21.95
2019,1,10,17,0,101070,-25.04,10.75,18.98,-25.060000000000002,11.370000000000001,22.14
2019,1,10,18,0,101040,-25.88,11.9,22.39,-25.8,12.6,25.91
2019,1,10,19,0,101020,-26.650000000000002,11.81,25.69,-26.5,12.81,28.63
2019,1,10,20,0,101000,-26.64,11.46,27.16,-26.48,12.370000000000001,30.05
2019,1,10,21,0,100960,-26.060000000000002,10.94,25.17,-26.11,11.55,27.830000000000002
2019,1,10,22,0,100940,-26.43,10.44,20.740000000000002,-26.5,11.05,23.61
2019,1,10,23,0,100860,-27.13,10.620000000000001,17.95,-27.16,11.23,21.73
2019,1,11,0,0,100780,-28.14,10.61,24.03,-28.21,11.17,26.87
2019,1,11,1,0,100750,-29.18,8.46,38.980000000000004,-29.060000000000002,8.99,44.03
2019,1,11,2,0,100690,-28.29,7.62,48.28,-28,7.42,50.57
2019,1,11,3,0,100640,-28.62,5.46,45.88,-28.46,5.26,49.56
2019,1,11,4,0,100590,-28.740000000000002,3.83,51.27,-28.55,3.77,55.53
2019,1,11,5,0,100540,-28.810000000000002,4.2700000000000005,51.38,-28.51,3.7800000000000002,52.2
2019,1,11,6,0,100520,-28.82,4.61,52.59,-28.52,3.95,52.29
2019,1,11,7,0,100480,-28.900000000000002,4.68,55.19,-28.5,3.96,53.67
2019,1,11,8,0,100400,-29.16,5.47,49.54,-28.830000000000002,4.87,48.620000000000005
2019,1,11,9,0,100350,-29.150000000000002,7.33,52.02,-28.89,7.3100000000000005,53.61
2019,1,11,10,0,100310,-29.46,6.94,49.4,-29.35,7.19,51.2
2019,1,11,11,0,100250,-29.54,8.5,46.24,-29.310000000000002,8.61,48.26
2019,1,11,12,0,100170,-29.6,8.34,44.64,-29.22,8.4,46.46
2019,1,11,13,0,100120,-30.38,7.54,48.84,-29.86,7.7,50.6
2019,1,11,14,0,100070,-30.41,7.47,46.61,-29.92,8.18,46.95
2019,1,11,15,0,100010,-29.490000000000002,9.19,29.13,-29.36,9.8,29.2
2019,1,11,16,0,99970,-27.990000000000002,6.46,345.6,-27.88,6.57,354.11
2019,1,11,17,0,99930,-28.18,4.93,18.43,-28.35,5.33,22.78
2019,1,11,18,0,99900,-29.240000000000002,4.09,26.69,-29.09,4.8100000000000005,36.550000000000004
2019,1,11,19,0,99860,-29.080000000000002,4.9,33.06,-29.05,5.53,39.06
2019,1,11,20,0,99820,-29.66,3.7,24.8,-29.21,3.1,35.660000000000004
2019,1,11,21,0,99780,-30.400000000000002,1.94,14.11,-29.44,0.77,14.91
2019,1,11,22,0,99780,-29.95,1.09,89.88,-29.5,0.6,80.37
2019,1,11,23,0,99780,-29.94,0.91,140.59,-28.92,1.54,118.08
2019,1,12,0,0,99760,-30.48,0.53,201.92000000000002,-29.39,1.16,146.75
2019,1,12,1,0,99760,-30.16,0.56,22.68,-29.47,0.25,146.9
2019,1,12,2,0,99770,-29.14,1.41,60.64,-29,1.2,45.29
2019,1,12,3,0,99780,-29.17,1,21.41,-28.63,1.2,16.18
2019,1,12,4,0,99780,-29.580000000000002,1.17,7.2700000000000005,-28.68,1.42,8.48
2019,1,12,5,0,99810,-29.28,1.78,31.080000000000002,-28.63,2.08,38.1
2019,1,12,6,0,99860,-28.98,1.97,60.99,-28.490000000000002,2.7800000000000002,60.57
2019,1,12,7,0,99880,-29.75,1.53,15.14,-29.35,1.54,26.990000000000002
2019,1,12,8,0,99910,-29.32,3.09,350.96,-29,3.43,354.40000000000003
2019,1,12,9,0,99920,-29.48,3.8200000000000003,351.06,-29.16,4.55,358.08
2019,1,12,10,0,99960,-30.28,4.07,351.41,-29.75,4.93,0.91
2019,1,12,11,0,100000,-31.01,3.98,354.23,-30.1,4.25,6.82
2019,1,12,12,0,100020,-31.59,2.81,6.71,-30.73,2.33,25.66
2019,1,12,13,0,100040,-31.53,1.69,56.5,-30.47,1.74,53.050000000000004
2019,1,12,14,0,100050,-30.91,1.79,68.89,-29.810000000000002,2.16,73.02
2019,1,12,15,0,100070,-31.52,2.71,82.66,-30.04,3.41,84.86
2019,1,12,16,0,100110,-31.27,3.89,88.76,-29.78,4.14,88.15
2019,1,12,17,0,100110,-30.8,4.13,92.86,-29.6,4.3100000000000005,89.41
2019,1,12,18,0,100160,-30.89,4.19,116.49000000000001,-30.25,4.48,115.4
2019,1,12,19,0,100150,-31.92,3.89,118.64,-31.35,4.43,115.28
2019,1,12,20,0,100140,-32.65,3.59,106.53,-31.95,4.3100000000000005,103.10000000000001
2019,1,12,21,0,100140,-33.17,3.48,93.67,-32.33,4.25,95.39
2019,1,12,22,0,100130,-33.07,4.23,89.05,-32.29,4.96,89.99
2019,1,12,23,0,100070,-32.7,4.79,85.06,-32.08,5.16,79.88
2019,1,13,0,0,100000,-32.1,4.5,61.050000000000004,-31.35,5.2,60.57
2019,1,13,1,0,99960,-31.41,4.1,30.42,-30.830000000000002,4.15,38.82
2019,1,13,2,0,99880,-29.76,4.21,30.900000000000002,-29.43,4.25,38.06
2019,1,13,3,0,99800,-28.830000000000002,4.66,25.91,-28.63,4.8500000000000005,31.82
2019,1,13,4,0,99710,-27.400000000000002,5.17,27.48,-27.39,5.33,31.93
2019,1,13,5,0,99610,-26.78,5.75,24.62,-26.94,5.74,28.060000000000002
2019,1,13,6,0,99530,-25.87,5.68,27.92,-25.88,5.71,32.980000000000004
2019,1,13,7,0,99460,-25.12,5.0600000000000005,34.01,-25.05,5.14,40.12
2019,1,13,8,0,99370,-24.69,4.89,31.77,-24.45,4.93,34.03
2019,1,13,9,0,99230,-24.32,4.72,30.38,-23.93,4.8100000000000005,32.910000000000004
2019,1,13,10,0,99140,-23.27,4.99,17.26,-22.95,5.11,22.46
2019,1,13,11,0,99060,-21.7,5.7700000000000005,8.45,-21.47,5.69,17.580000000000002
2019,1,13,12,0,98960,-19.86,4.96,19.42,-19.59,5.17,31.36
2019,1,13,13,0,98870,-18.22,4.25,32.52,-18,4.58,42.35
2019,1,13,14,0,98820,-17.400000000000002,2.72,60.15,-17.19,3.0100000000000002,70.84
2019,1,13,15,0,98770,-17.63,3.06,103.32000000000001,-17.63,3.72,105.36
2019,1,13,16,0,98750,-18.41,4.1,110.47,-18.34,4.8,110.48
2019,1,13,17,0,98760,-19.31,4.42,116.59,-19.06,4.97,116.17
2019,1,13,18,0,98770,-19.400000000000002,3.43,127.17,-18.900000000000002,4.3100000000000005,123.51
2019,1,13,19,0,98750,-17.57,4.7,117.88,-16.6,6.16,113.82000000000001
2019,1,13,20,0,98760,-16.53,5.19,112.55,-15.42,6.8100000000000005,111.08
2019,1,13,21,0,98760,-15.040000000000001,5.55,100.64,-13.99,6.87,100.64
2019,1,13,22,0,98760,-12.64,6.7700000000000005,95.49,-11.82,8.07,94.58
2019,1,13,23,0,98720,-10.39,8.93,97.46000000000001,-9.790000000000001,10.3,96.4
2019,1,14,0,0,98640,-7.17,15.120000000000001,90.65,-7.12,15.88,90.87
2019,1,14,1,0,98580,-6.0600000000000005,18.28,91.37,-6.11,19.01,91.93
2019,1,14,2,0,98540,-5.2,19.19,93.45,-5.28,19.92,93.82000000000001
2019,1,14,3,0,98490,-3.5500000000000003,20.98,98.94,-3.63,21.56,99.34
