,Hydrogen Hourly Production [kg/hr],Hourly Water Consumption [kg/hr]
0,2364.5644608492266,23645.64460849226
1,-0.0,-0.0
2,312.21855231727505,3122.1855231727504
3,829.2492616635606,8292.492616635604
4,3011.9709684217596,30119.709684217567
5,3670.9257455516145,36709.25745551615
6,4001.9423569247074,40019.42356924708
7,6670.697233130639,66706.97233130639
8,8410.063841114323,84100.63841114321
9,6822.665575839448,68226.65575839447
10,2971.368005541309,29713.680055413093
11,2818.300737124626,28183.007371246236
12,3645.443881583227,36454.43881583228
13,4402.472634495156,44024.72634495155
14,4033.8739962402774,40338.73996240278
15,3709.9833592096984,37099.83359209698
16,9460.640793524779,94606.40793524776
17,7266.74614347132,72667.46143471322
18,10289.598722044231,102895.98722044227
19,10096.826966218954,100968.26966218959
20,9167.76479622073,91677.64796220731
21,9792.840342980833,97928.40342980831
22,12436.236264308758,124362.36264308746
23,11751.310855515341,117513.1085551534
24,13075.168737618513,130751.68737618516
25,12571.890601509851,125718.9060150985
26,12320.11219074749,123201.12190747494
27,9453.578408774101,94535.78408774102
28,8859.534815101219,88595.34815101222
29,8845.868353106263,88458.6835310626
30,9698.87181373278,96988.71813732777
31,10713.208430921199,107132.08430921203
32,9863.169171863145,98631.69171863145
33,6369.71426248342,63697.142624834174
34,3812.361450450888,38123.61450450888
35,2761.2312708313725,27612.312708313715
36,2820.13752672087,28201.375267208703
37,2052.15758139845,20521.5758139845
38,1346.2016595713994,13462.016595713996
39,1361.1199279728417,13611.19927972842
40,1047.985477580341,10479.85477580341
41,1886.8161896763502,18868.161896763493
42,2386.6936540104502,23866.9365401045
43,2700.0245913430795,27000.245913430786
44,3028.65931321064,30286.593132106405
45,5326.421726994905,53264.21726994908
46,11635.554074250827,116355.54074250828
47,11527.04388444685,115270.43884446849
48,13753.913419168584,137539.13419168582
49,15308.809550938364,153088.09550938368
50,13462.465728609004,134624.65728609005
51,11138.466151622733,111384.66151622731
52,9434.999973837603,94349.99973837602
53,7293.85561496091,72938.55614960911
54,7804.633504921024,78046.33504921025
55,5986.947821769517,59869.478217695134
56,5364.761373673861,53647.613736738596
57,2512.679161673719,25126.791616737173
58,1651.4313924137773,16514.313924137772
59,1565.3435195344919,15653.43519534492
60,2991.969681572745,29919.696815727457
