,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Wind,-21710700.000000004,641736.2123807111,1259343.0134172514,618416.1781626112,201369.36669213,223398.75934020418,-94738.80916743958,-412944.8365946603,-391429.1801892052,-411539.51934723917,-390853.8647809811,-1195694.8221746255,-1217125.9400593163,-1238955.5005892606,-1261285.8675744184,-1284035.3357537426,-1314650.5742793798,-1345729.6206904657,-1369962.934833393,-1394705.8226228836,-1419970.0608080323,-1450087.5974632392,-1480750.8994142725,-1507652.7325014553,-1535125.9420218363,-1563183.800692305
Solar,-27625000.0,6834368.45449592,1063226.8884318161,315345.95273082174,-138840.81523255754,-152453.75378385023,-496768.4814360887,-840920.5510375598,-854437.7335015286,-868162.0828984065,-882205.4119146436,-896456.1317251555,-911037.3121999006,-925837.6347577617,-940980.4461009415,-956354.7112318748,-981428.430792209,-1006775.8195884658,-1023088.509294034,-1039717.7008422124,-1056670.3936250661,-1079450.4372629218,-1102568.482534384,-1120535.3542818122,-1138855.4244197672,-1157536.5631739798
