cost_formatted,name,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2159,2160,2161,2162,2163,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,2179,2180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192,2193,2194,2195,2196,2197,2198,2199,2200
East South Central,Electricity (industrial),0.069198523,0.069718082,0.068892477,0.071656592,0.069430804,0.066785458,0.067205053,0.064908643,0.062438814,0.062542486,0.060258578,0.058288772,0.0555,0.056041274,0.056503247,0.050164771,0.049026117,0.048126083,0.047369213,0.047513572,0.048087291,0.04888736,0.048529232,0.048252203,0.048153791,0.048362403,0.048318513,0.048220173,0.047566986,0.047116006,0.046770233,0.046439973,0.046312484,0.046199797,0.045755245,0.045622828,0.045139241,0.044830235,0.044632845,0.044426287,0.044472795,0.044077238,0.043869635,0.043396163,0.042927801,0.042464495,0.042006188,0.041552828,0.041104361,0.040660734,0.040221895,0.039787793,0.039358375,0.038933592,0.038513394,0.03809773,0.037686553,0.037279813,0.036877464,0.036479456,0.036085745,0.035696282,0.035311023,0.034929922,0.034552934,0.034180015,0.03381112,0.033446207,0.033085232,0.032728153,0.032374928,0.032025515,0.031679874,0.031337963,0.030999741,0.030665171,0.030334211,0.030006823,0.029682968,0.029362609,0.029045707,0.028732226,0.028422128,0.028115376,0.027811935,0.02751177,0.027214844,0.026921122,0.02663057,0.026343155,0.026058841,0.025777596,0.025499386,0.025224179,0.024951942,0.024682643,0.024416251,0.024152734,0.023892061,0.023634201,0.023379124,0.023126801,0.0228772,0.022630293,0.022386051,0.022144446,0.021905447,0.021669028,0.021435161,0.021203818,0.020974972,0.020748595,0.020524662,0.020303145,0.02008402,0.019867259,0.019652838,0.019440731,0.019230913,0.019023359,0.018818046,0.018614948,0.018414043,0.018215306,0.018018714,0.017824243,0.017631871,0.017441576,0.017253334,0.017067124,0.016882924,0.016700712,0.016520466,0.016342166,0.01616579,0.015991317,0.015818728,0.015648001,0.015479117,0.015312055,0.015146797,0.014983322,0.014821612,0.014661647,0.014503408,0.014346877,0.014192036,0.014038865,0.013887348,0.013737466,0.013589202,0.013442538,0.013297456,0.013153941,0.013011975,0.01287154,0.012732622,0.012595202,0.012459266,0.012324797,0.012191779,0.012060197,0.011930035,0.011801278,0.01167391,0.011547917,0.011423284,0.011299996,0.011178039,0.011057397,0.010938058,0.010820007,0.01070323,0.010587713,0.010473443,0.010360407,0.01024859,0.01013798,0.010028564,0.009920329,0.009813262,0.00970735,0.009602582,0.009498944,0.009396425,0.009295012,0.009194694,0.009095458,0.008997294,0.008900188,0.008804131,0.008709111,0.008615116
East South Central,Electricity (solar),0.145793883,0.163020444,0.135727537,0.109862752,0.085112513,0.069961354,0.056873839,0.047560206,0.040368901,0.039796004,0.026182097,0.038343007,0.037870241,0.035983457,0.034137264,0.032330353,0.030561472,0.028829419,0.027133046,0.025471251,0.023842979,0.022247217,0.020682992,0.020450053,0.020218912,0.019989546,0.019761936,0.019536059,0.019311897,0.019089429,0.018868636,0.018649497,0.018431995,0.01821611,0.018001824,0.017789119,0.017577976,0.017368379,0.01716031,0.016953752,0.016748689,0.016545103,0.016342978,0.015513237,0.014725623,0.013977996,0.013268326,0.012594687,0.011955249,0.011348275,0.010772117,0.010225212,0.009706073,0.009213291,0.008745528,0.008301513,0.007880041,0.007479968,0.007100206,0.006739725,0.006397546,0.00607274,0.005764424,0.005471761,0.005193957,0.004930258,0.004679946,0.004442343,0.004216803,0.004002714,0.003799494,0.003606592,0.003423484,0.003249672,0.003084684,0.002928073,0.002779414,0.002638302,0.002504354,0.002377207,0.002256515,0.00214195,0.002033202,0.001929976,0.00183199,0.001738979,0.00165069,0.001566884,0.001487332,0.00141182,0.001340141,0.001272101,0.001207516,0.00114621,0.001088016,0.001032777,0.000980343,0.00093057,0.000883325,0.000838478,0.000795908,0.000755499,0.000717142,0.000680733,0.000646172,0.000613365,0.000582224,0.000552664,0.000524605,0.000497971,0.000472689,0.00044869,0.00042591,0.000404286,0.00038376,0.000364277,0.000345782,0.000328227,0.000311562,0.000295744,0.000280729,0.000266476,0.000252947,0.000240105,0.000227915,0.000216343,0.00020536,0.000194933,0.000185037,0.000175642,0.000166725,0.00015826,0.000150225,0.000142598,0.000135358,0.000128486,0.000121963,0.000115771,0.000109893,0.000104314,9.90E-05,9.40E-05,8.92E-05,8.47E-05,8.04E-05,7.63E-05,7.24E-05,6.88E-05,6.53E-05,6.20E-05,5.88E-05,5.58E-05,5.30E-05,5.03E-05,4.77E-05,4.53E-05,4.30E-05,4.08E-05,3.88E-05,3.68E-05,3.49E-05,3.32E-05,3.15E-05,2.99E-05,2.84E-05,2.69E-05,2.55E-05,2.43E-05,2.30E-05,2.19E-05,2.07E-05,1.97E-05,1.87E-05,1.77E-05,1.68E-05,1.60E-05,1.52E-05,1.44E-05,1.37E-05,1.30E-05,1.23E-05,1.17E-05,1.11E-05,1.05E-05,1.00E-05,9.49E-06,9.01E-06,8.55E-06,8.12E-06,7.71E-06,7.32E-06,6.94E-06,6.59E-06
East South Central,Electricity (on-shore wind),0.089692206,0.094022641,0.081779469,0.058781616,0.048394796,0.033842839,0.030528446,0.035558684,0.029045362,0.020298907,0.018559661,0.032793548,0.031785579,0.030794738,0.029820592,0.028862722,0.027920724,0.026994207,0.026082792,0.025186114,0.024303816,0.023435557,0.022581003,0.02235293,0.022125426,0.021898488,0.021672115,0.021446304,0.021221054,0.020996361,0.020772225,0.020548643,0.020325613,0.020103134,0.019881202,0.019659816,0.019438974,0.019218674,0.018998913,0.018779691,0.018561005,0.018342853,0.018125233,0.017448117,0.016796297,0.016168827,0.015564798,0.014983334,0.014423592,0.013884761,0.013366059,0.012866735,0.012386064,0.01192335,0.011477922,0.011049134,0.010636365,0.010239015,0.00985651,0.009488294,0.009133834,0.008792616,0.008464144,0.008147944,0.007843556,0.00755054,0.007268469,0.006996937,0.006735548,0.006483924,0.0062417,0.006008524,0.00578406,0.005567981,0.005359975,0.005159739,0.004966983,0.004781429,0.004602806,0.004430856,0.00426533,0.004105987,0.003952597,0.003804937,0.003662794,0.003525961,0.003394239,0.003267438,0.003145375,0.003027871,0.002914757,0.002805868,0.002701048,0.002600143,0.002503008,0.002409501,0.002319488,0.002232838,0.002149424,0.002069127,0.001991829,0.001917419,0.001845789,0.001776835,0.001710456,0.001646558,0.001585046,0.001525833,0.001468831,0.001413959,0.001361137,0.001310288,0.001261339,0.001214218,0.001168858,0.001125192,0.001083158,0.001042693,0.001003741,0.000966243,0.000930147,0.000895399,0.000861949,0.000829748,0.000798751,0.000768912,0.000740187,0.000712535,0.000685917,0.000660292,0.000635625,0.00061188,0.000589022,0.000567017,0.000545835,0.000525444,0.000505814,0.000486918,0.000468728,0.000451218,0.000434361,0.000418134,0.000402514,0.000387477,0.000373002,0.000359067,0.000345653,0.000332741,0.00032031,0.000308344,0.000296825,0.000285736,0.000275062,0.000264786,0.000254895,0.000245372,0.000236206,0.000227382,0.000218887,0.00021071,0.000202839,0.000195261,0.000187966,0.000180945,0.000174185,0.000167678,0.000161414,0.000155384,0.000149579,0.000143991,0.000138612,0.000133434,0.000128449,0.00012365,0.000119031,0.000114584,0.000110304,0.000106183,0.000102216,9.84E-05,9.47E-05,9.12E-05,8.78E-05,8.45E-05,8.13E-05,7.83E-05,7.54E-05,7.26E-05,6.99E-05,6.72E-05,6.47E-05,6.23E-05,6.00E-05
East South Central,Natural Gas (commercial),15.75977421,13.25583522,11.42090586,10.65522623,10.01837306,9.878470095,10.22854049,9.488343505,8.847701769,9.829774369,9.24522111,9.043702389,8.912729026,9.08922946,9.313159709,9.171238605,9.035198753,9.024250501,9.12219328,9.28461283,9.40895163,9.575921589,9.622981211,9.699449016,9.737274351,9.826727002,9.863775532,9.844523432,9.86771237,9.914312054,9.939540467,9.96810175,9.992325789,10.02588013,10.0241172,10.04183585,10.00689689,10.00014377,10.00546427,10.01509512,10.02587917,10.03809586,10.04994478,9.942866776,9.836929644,9.732121228,9.628429503,9.52584257,9.424348658,9.323936123,9.224593441,9.126309214,9.029072165,8.932871137,8.83769509,8.743533105,8.650374378,8.558208217,8.46702405,8.376811411,8.287559951,8.199259429,8.111899712,8.025470776,7.939962706,7.855365688,7.771670016,7.688866088,7.6069444,7.525895555,7.445710251,7.366379289,7.287893565,7.210244075,7.133421907,7.057418248,6.982224376,6.907831664,6.834231576,6.761415666,6.689375579,6.61810305,6.5475899,6.477828038,6.408809461,6.340526247,6.272970563,6.206134657,6.14001086,6.074591585,6.009869324,5.945836653,5.882486223,5.819810766,5.757803091,5.696456081,5.635762698,5.575715978,5.516309031,5.45753504,5.399387263,5.341859025,5.284943727,5.228634838,5.172925897,5.117810512,5.063282358,5.00933518,4.955962786,4.903159053,4.850917921,4.799233398,4.748099552,4.697510515,4.647460484,4.597943715,4.548954527,4.500487299,4.452536469,4.405096535,4.358162054,4.31172764,4.265787966,4.22033776,4.175371807,4.130884948,4.086872078,4.043328147,4.000248158,3.957627169,3.915460289,3.873742679,3.832469554,3.791636176,3.751237861,3.711269974,3.671727928,3.632607186,3.593903259,3.555611707,3.517728135,3.480248197,3.443167592,3.406482066,3.370187409,3.334279457,3.298754088,3.263607228,3.228834843,3.194432944,3.160397583,3.126724854,3.093410894,3.060451881,3.027844032,2.995583607,2.963666903,2.932090258,2.900850049,2.869942692,2.83936464,2.809112385,2.779182454,2.749571415,2.720275869,2.691292455,2.662617848,2.634248756,2.606181925,2.578414135,2.550942199,2.523762966,2.496873315,2.470270163,2.443950457,2.417911176,2.392149332,2.366661971,2.341446167,2.316499027,2.291817688,2.267399318,2.243241117,2.219340311,2.195694158,2.172299945,2.149154988,2.126256631,2.103602246,2.081189234,2.059015024,2.037077071,2.015372857
East South Central,Natural Gas (industrial),12.23181298,7.570644473,7.133436838,6.337878145,4.969463693,5.724073977,6.271919011,4.772956027,4.251560352,4.78012825,4.633785278,4.242513746,3.678881389,4.805955987,4.552463921,4.219251838,3.913265394,3.747865369,3.723658614,3.810114466,3.964237849,4.077100285,4.159847827,4.236001646,4.262571464,4.326523964,4.318318056,4.31251554,4.319232171,4.334176794,4.349939511,4.34857602,4.375985057,4.380772637,4.355932147,4.355937908,4.290227274,4.258934209,4.244471609,4.232482496,4.241674534,4.222465643,4.217643496,4.112063802,4.00912707,3.908767139,3.810919504,3.715521276,3.622511139,3.531829312,3.443417511,3.35721891,3.273178107,3.191241086,3.111355184,3.033469054,2.957532637,2.883497126,2.811314936,2.740939673,2.672326104,2.605430129,2.540208752,2.476620053,2.414623161,2.354178229,2.295246407,2.237789817,2.18177153,2.127155541,2.073906746,2.021990922,1.971374699,1.922025545,1.873911742,1.827002365,1.781267264,1.736677043,1.693203044,1.650817323,1.609492638,1.569202429,1.529920799,1.4916225,1.454282917,1.417878052,1.382384504,1.347779461,1.314040682,1.281146481,1.249075716,1.217807774,1.187322558,1.157600474,1.12862242,1.100369769,1.072824362,1.045968496,1.01978491,0.994256773,0.969367679,0.94510163,0.92144303,0.898376672,0.875887732,0.853961754,0.832584646,0.811742668,0.791422424,0.771610855,0.752295226,0.733463122,0.71510244,0.697201378,0.679748431,0.662732381,0.646142292,0.6299675,0.61419761,0.598822485,0.583832243,0.56921725,0.554968112,0.541075671,0.527530998,0.514325386,0.501450349,0.488897611,0.476659104,0.464726962,0.453093515,0.441751287,0.430692987,0.419911508,0.409399921,0.399151468,0.389159564,0.379417786,0.369919872,0.360659719,0.351631373,0.342829033,0.33424704,0.32587988,0.317722173,0.309768678,0.302014281,0.294453998,0.287082971,0.279896463,0.272889853,0.266058638,0.259398429,0.252904943,0.246574008,0.240401555,0.234383615,0.228516322,0.222795904,0.217218685,0.211781079,0.206479592,0.201310817,0.196271431,0.191358195,0.186567951,0.181897621,0.177344203,0.17290477,0.168576468,0.164356516,0.160242202,0.156230881,0.152319975,0.148506969,0.144789415,0.141164921,0.137631159,0.134185857,0.130826801,0.127551831,0.124358844,0.121245786,0.118210656,0.115251505,0.11236643,0.109553576,0.106811137,0.104137348,0.101530492,0.098988893,0.096510918,0.094094973
East South Central,Biomass,33.63425435,33.32504376,33.01867585,32.71512447,32.41436374,32.116368,31.82111183,31.52857005,31.2387177,30.95153005,30.66698261,30.38505112,30.1057115,29.82893995,28.54353724,27.89895312,28.20292122,28.27778606,28.37400546,28.47901112,28.5673361,28.6095828,28.68517432,28.78065052,22.01500282,22.0610646,22.1007679,22.1472756,22.21363495,22.27545253,22.33636176,22.35294334,22.44833696,22.49912218,22.52863541,22.60470588,22.7028576,22.73631804,22.80852388,22.83384217,22.83081983,22.83517992,22.82005171,22.61025959,22.40239615,22.19644367,21.99238458,21.79020147,21.58987709,21.39139436,21.19473635,20.99988627,20.80682752,20.61554362,20.42601825,20.23823525,20.0521786,19.86783243,19.68518102,19.50420878,19.32490027,19.14724021,18.97121343,18.79680492,18.62399981,18.45278335,18.28314094,18.1150581,17.94852051,17.78351395,17.62002435,17.45803776,17.29754037,17.13851848,16.98095853,16.82484708,16.67017082,16.51691654,16.36507118,16.21462178,16.06555551,15.91785966,15.77152162,15.62652892,15.48286918,15.34053015,15.19949969,15.05976577,14.92131647,14.78413997,14.64822459,14.51355872,14.38013087,14.24792967,14.11694384,13.98716221,13.8585737,13.73116734,13.60493228,13.47985773,13.35593303,13.23314762,13.11149101,12.99095283,12.87152279,12.75319072,12.6359465,12.51978016,12.40468176,12.29064151,12.17764966,12.06569659,11.95477273,11.84486864,11.73597492,11.62808231,11.52118158,11.41526363,11.31031942,11.20633999,11.10331648,11.00124009,10.90010213,10.79989396,10.70060704,10.6022329,10.50476314,10.40818945,10.31250359,10.21769741,10.12376281,10.03069178,9.938476384,9.847108753,9.756581094,9.666885686,9.578014876,9.489961084,9.4027168,9.31627458,9.230627052,9.145766909,9.061686913,8.978379891,8.895838738,8.814056413,8.733025939,8.652740404,8.57319296,8.494376822,8.416285266,8.33891163,8.262249316,8.186291783,8.111032553,8.036465205,7.962583378,7.889380771,7.81685114,7.744988297,7.673786112,7.603238512,7.533339478,7.46408305,7.395463318,7.327474429,7.260110585,7.193366038,7.127235095,7.061712115,6.99679151,6.93246774,6.86873532,6.805588812,6.743022831,6.681032039,6.619611149,6.55875492,6.498458163,6.438715733,6.379522535,6.320873519,6.262763682,6.205188068,6.148141765,6.091619908,6.035617674,5.980130287,5.925153013,5.870681163,5.81671009,5.763235191,5.710251904
East South Central,Coal,3.14795781,3.175074887,3.275622044,3.311565043,3.27705424,3.001243316,2.935701522,2.676242477,2.480776868,2.311312945,2.247500551,2.179444622,2.037792895,1.839157439,1.820988449,1.817715112,1.877944899,1.860485501,1.839862229,1.816036675,1.803253472,1.795875261,1.784848273,1.77925028,1.776027834,1.744011736,1.740480104,1.736181268,1.730118537,1.726810632,1.723495046,1.720625955,1.718632571,1.716860033,1.713402337,1.712638014,1.711642282,1.710476594,1.709278259,1.706522472,1.699770314,1.701606225,1.700067017,1.675311221,1.650915911,1.626875836,1.603185825,1.57984078,1.556835678,1.534165568,1.511825572,1.489810884,1.468116766,1.446738551,1.425671638,1.404911494,1.384453652,1.36429371,1.34442733,1.324850238,1.305558221,1.286547128,1.267812867,1.249351409,1.23115878,1.213231066,1.195564409,1.178155008,1.160999117,1.144093044,1.127433151,1.111015854,1.09483762,1.078894968,1.063184468,1.047702738,1.032446449,1.017412316,1.002597105,0.987997628,0.973610743,0.959433356,0.945462415,0.931694913,0.91812789,0.904758425,0.891583641,0.878600705,0.865806821,0.853199237,0.840775241,0.828532159,0.816467356,0.804578237,0.792862243,0.781316854,0.769939584,0.758727987,0.747679649,0.736792193,0.726063276,0.715490591,0.705071861,0.694804845,0.684687334,0.67471715,0.664892149,0.655210217,0.645669269,0.636267253,0.627002147,0.617871955,0.608874715,0.600008489,0.59127137,0.582661478,0.57417696,0.565815991,0.557576772,0.549457529,0.541456516,0.533572011,0.525802317,0.518145763,0.510600702,0.503165508,0.495838584,0.488618352,0.481503258,0.474491772,0.467582384,0.460773609,0.454063981,0.447452056,0.440936412,0.434515647,0.428188378,0.421953245,0.415808906,0.409754038,0.40378734,0.397907526,0.392113333,0.386403512,0.380776836,0.375232094,0.369768092,0.364383655,0.359077625,0.353848859,0.348696232,0.343618637,0.338614979,0.333684184,0.328825188,0.324036948,0.319318433,0.314668627,0.310086529,0.305571155,0.301121532,0.296736703,0.292415725,0.288157667,0.283961613,0.279826661,0.27575192,0.271736515,0.267779581,0.263880266,0.260037731,0.256251151,0.252519709,0.248842603,0.245219042,0.241648246,0.238129446,0.234661887,0.23124482,0.227877512,0.224559238,0.221289283,0.218066944,0.214891527,0.21176235,0.208678739,0.20564003,0.20264557,0.199694715,0.196786828,0.193921286,0.19109747,0.188314774
East South Central,Diesel,4.524981652,2.895153982,3.471802686,4.370010238,4.404481147,4.282980466,4.057518758,2.796064629,2.33957485,2.619823532,3.048981048,2.85270918,2.313,3.025101775,2.894050374,2.771091361,2.866520217,2.853074634,2.840897666,2.838935184,2.862445398,2.880022655,2.875107413,2.909665809,2.923510827,2.935066085,2.939377953,2.952384395,2.977258599,3.002309699,3.019623261,3.030855461,3.057991856,3.072816203,3.073685251,3.108138116,3.145740819,3.157332089,3.180336151,3.188465738,3.182039818,3.177318357,3.167563196,3.140779116,3.114221516,3.08788848,3.061778108,3.03588852,3.010217847,2.984764238,2.959525858,2.934500887,2.909687521,2.885083971,2.860688461,2.836499233,2.812514543,2.788732661,2.765151873,2.741770478,2.718586789,2.695599136,2.67280586,2.650205318,2.62779588,2.605575931,2.583543867,2.561698101,2.540037057,2.518559174,2.497262901,2.476146704,2.45520906,2.434448459,2.413863405,2.393452412,2.373214009,2.353146737,2.333249148,2.313519809,2.293957295,2.274560197,2.255327115,2.236256663,2.217347466,2.198598161,2.180007394,2.161573826,2.143296127,2.12517298,2.107203078,2.089385124,2.071717834,2.054199934,2.036830161,2.019607262,2.002529995,1.985597129,1.968807443,1.952159726,1.935652778,1.919285408,1.903056437,1.886964693,1.871009017,1.855188258,1.839501275,1.823946937,1.808524122,1.793231719,1.778068624,1.763033745,1.748125996,1.733344303,1.718687601,1.704154831,1.689744947,1.675456909,1.661289687,1.647242259,1.633313613,1.619502743,1.605808655,1.59223036,1.57876688,1.565417243,1.552180488,1.539055659,1.52604181,1.513138002,1.500343306,1.487656799,1.475077565,1.462604698,1.450237298,1.437974473,1.42581534,1.413759022,1.401804648,1.389951357,1.378198295,1.366544613,1.354989472,1.343532038,1.332171486,1.320906995,1.309737753,1.298662956,1.287681804,1.276793506,1.265997277,1.255292338,1.244677916,1.234153248,1.223717573,1.21337014,1.203110202,1.192937019,1.182849858,1.172847992,1.162930698,1.153097263,1.143346976,1.133679135,1.124093043,1.114588009,1.105163346,1.095818376,1.086552425,1.077364824,1.068254911,1.059222029,1.050265527,1.041384758,1.032579083,1.023847867,1.015190479,1.006606296,0.998094698,0.989655073,0.98128681,0.972989307,0.964761966,0.956604193,0.9485154,0.940495004,0.932542426,0.924657093,0.916838437,0.909085892,0.901398902,0.89377691,0.886219368
East South Central,Water,0.002533173,0.002619301,0.002708358,0.002800442,0.002895657,0.002994109,0.003095909,0.00320117,0.003310009,0.00342255,0.003538916,0.00365924,0.003783654,0.003912298,0.004045316,0.004182857,0.004325074,0.004472127,0.004624179,0.004781401,0.004943969,0.005112063,0.005285874,0.005465593,0.005651423,0.005843572,0.006042253,0.00624769,0.006460111,0.006679755,0.006906867,0.0071417,0.007384518,0.007635592,0.007895202,0.008163639,0.008441202,0.008728203,0.009024962,0.009331811,0.009649093,0.009977162,0.010316385,0.010667142,0.011029825,0.011404839,0.011792604,0.012193552,0.012608133,0.01303681,0.013480061,0.013938383,0.014412288,0.014902306,0.015408984,0.01593289,0.016474608,0.017034745,0.017613926,0.0182128,0.018832035,0.019472324,0.020134383,0.020818952,0.021526796,0.022258707,0.023015503,0.023798031,0.024607164,0.025443807,0.026308897,0.027203399,0.028128315,0.029084677,0.030073556,0.031096057,0.032153323,0.033246536,0.034376919,0.035545734,0.036754289,0.038003934,0.039296068,0.040632135,0.042013627,0.04344209,0.044919122,0.046446372,0.048025548,0.049658417,0.051346803,0.053092594,0.054897743,0.056764266,0.058694251,0.060689856,0.062753311,0.064886923,0.067093079,0.069374243,0.071732967,0.074171888,0.076693733,0.079301319,0.081997564,0.084785482,0.087668188,0.090648906,0.093730969,0.096917822,0.100213028,0.103620271,0.10714336,0.110786234,0.114552966,0.118447767,0.122474991,0.126639141,0.130944872,0.135396997,0.140000495,0.144760512,0.14968237,0.15477157,0.160033804,0.165474953,0.171101101,0.176918539,0.182933769,0.189153517,0.195584737,0.202234618,0.209110595,0.216220355,0.223571847,0.23117329,0.239033182,0.24716031,0.255563761,0.264252928,0.273237528,0.282527604,0.292133542,0.302066083,0.31233633,0.322955765,0.333936261,0.345290094,0.357029957,0.369168976,0.381720721,0.394699225,0.408118999,0.421995045,0.436342876,0.451178534,0.466518604,0.482380237,0.498781165,0.515739725,0.533274875,0.551406221,0.570154032,0.58953927,0.609583605,0.630309447,0.651739969,0.673899127,0.696811698,0.720503296,0.745000408,0.770330421,0.796521656,0.823603392,0.851605907,0.880560508,0.910499566,0.941456551,0.973466073,1.00656392,1.040787093,1.076173854,1.112763765,1.150597733,1.189718056,1.23016847,1.271994198,1.315242001,1.359960229,1.406198877,1.454009639,1.503445966,1.554563129
Middle Atlantic,Electricity (commercial),0.168363014,0.159885207,0.164609297,0.15801494,0.147384212,0.145855867,0.149649098,0.142516803,0.134119863,0.132573196,0.128036603,0.123560054,0.1247,0.129427033,0.132925205,0.132002843,0.129372141,0.130930129,0.132399891,0.134307843,0.134241552,0.134312718,0.132801434,0.134467745,0.133070135,0.137375188,0.138668273,0.137084601,0.13637051,0.136517691,0.134782577,0.137707852,0.138517993,0.137436492,0.13968482,0.142481653,0.139164706,0.141026615,0.141111227,0.137759245,0.139871071,0.139878633,0.136203659,0.13551798,0.134835753,0.13415696,0.133481584,0.132809609,0.132141016,0.13147579,0.130813912,0.130155366,0.129500135,0.128848203,0.128199553,0.127554169,0.126912033,0.12627313,0.125637444,0.125004957,0.124375655,0.123749521,0.123126538,0.122506693,0.121889967,0.121276346,0.120665815,0.120058357,0.119453956,0.118852599,0.118254269,0.117658951,0.11706663,0.116477291,0.115890919,0.115307499,0.114727016,0.114149455,0.113574802,0.113003041,0.112434159,0.111868141,0.111304972,0.110744639,0.110187126,0.10963242,0.109080506,0.108531371,0.107985001,0.10744138,0.106900497,0.106362337,0.105826885,0.10529413,0.104764056,0.104236651,0.103711901,0.103189792,0.102670312,0.102153447,0.101639185,0.101127511,0.100618413,0.100111878,0.099607893,0.099106445,0.098607521,0.098111109,0.097617197,0.09712577,0.096636818,0.096150327,0.095666285,0.09518468,0.0947055,0.094228731,0.093754363,0.093282383,0.09281278,0.09234554,0.091880652,0.091418105,0.090957886,0.090499984,0.090044387,0.089591084,0.089140063,0.088691313,0.088244821,0.087800577,0.08735857,0.086918788,0.08648122,0.086045854,0.085612681,0.085181688,0.084752864,0.0843262,0.083901684,0.083479304,0.083059051,0.082640914,0.082224881,0.081810943,0.081399089,0.080989308,0.08058159,0.080175925,0.079772302,0.07937071,0.078971141,0.078573583,0.078178026,0.077784461,0.077392877,0.077003264,0.076615613,0.076229913,0.075846155,0.075464329,0.075084425,0.074706434,0.074330345,0.07395615,0.073583839,0.073213402,0.072844829,0.072478112,0.072113242,0.071750208,0.071389002,0.071029614,0.070672035,0.070316257,0.069962269,0.069610064,0.069259632,0.068910964,0.068564051,0.068218884,0.067875455,0.067533756,0.067193776,0.066855508,0.066518942,0.066184072,0.065850886,0.065519379,0.06518954,0.064861361,0.064534835,0.064209953,0.063886706
Middle Atlantic,Electricity (industrial),0.099886563,0.096146378,0.099261888,0.09457744,0.085112394,0.081192355,0.083430742,0.079453389,0.075549891,0.072772876,0.071692257,0.066485631,0.0638,0.085169304,0.086505765,0.084659166,0.080662693,0.079508431,0.079357833,0.079849227,0.080207116,0.078712503,0.077286179,0.077115382,0.077222516,0.077997249,0.07951231,0.077181099,0.07751054,0.077215711,0.07593445,0.077502041,0.077628669,0.076598764,0.077626949,0.077276674,0.075114097,0.075914871,0.075632947,0.073600373,0.07450672,0.074317281,0.072236171,0.071680904,0.071129905,0.070583141,0.07004058,0.06950219,0.068967938,0.068437793,0.067911723,0.067389697,0.066871683,0.066357652,0.065847571,0.065341412,0.064839143,0.064340736,0.063846159,0.063355384,0.062868382,0.062385123,0.061905579,0.061429721,0.060957521,0.060488951,0.060023982,0.059562588,0.05910474,0.058650412,0.058199576,0.057752205,0.057308274,0.056867754,0.056430621,0.055996849,0.05556641,0.05513928,0.054715434,0.054294845,0.05387749,0.053463343,0.053052379,0.052644574,0.052239904,0.051838344,0.051439871,0.051044462,0.050652091,0.050262737,0.049876376,0.049492984,0.04911254,0.04873502,0.048360402,0.047988664,0.047619783,0.047253737,0.046890506,0.046530066,0.046172397,0.045817478,0.045465286,0.045115802,0.044769005,0.044424873,0.044083386,0.043744524,0.043408268,0.043074595,0.042743488,0.042414926,0.042088889,0.041765359,0.041444316,0.04112574,0.040809613,0.040495917,0.040184631,0.039875739,0.039569221,0.039265059,0.038963235,0.038663731,0.038366529,0.038071612,0.037778962,0.037488561,0.037200393,0.036914439,0.036630684,0.03634911,0.036069701,0.035792439,0.035517308,0.035244293,0.034973376,0.034704541,0.034437773,0.034173056,0.033910373,0.03364971,0.03339105,0.033134378,0.03287968,0.032626939,0.032376141,0.032127271,0.031880314,0.031635256,0.031392081,0.031150775,0.030911324,0.030673714,0.03043793,0.030203959,0.029971786,0.029741398,0.029512781,0.029285921,0.029060805,0.028837419,0.028615751,0.028395786,0.028177513,0.027960917,0.027745986,0.027532707,0.027321068,0.027111055,0.026902657,0.026695861,0.026490654,0.026287025,0.026084961,0.02588445,0.02568548,0.02548804,0.025292118,0.025097702,0.02490478,0.024713341,0.024523374,0.024334867,0.024147808,0.023962188,0.023777995,0.023595217,0.023413845,0.023233867,0.023055272,0.02287805,0.02270219
