cost_formatted,name,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2159,2160,2161,2162,2163,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,2179,2180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192,2193,2194,2195,2196,2197,2198,2199,2200
US Average,Electricity (commercial),0.123474233,0.121498407,0.120414123,0.118540145,0.114657417,0.114585084,0.117745883,0.115489626,0.112088956,0.11242882,0.109907526,0.108077098,0.1059,0.108714182,0.108380188,0.105633987,0.102790152,0.102315739,0.102030965,0.102112111,0.10227662,0.10245657,0.102424996,0.102719737,0.102648365,0.103189395,0.103422233,0.102585665,0.102150962,0.101444239,0.10066451,0.100668933,0.100469943,0.099832585,0.099651304,0.099362988,0.098359523,0.098292315,0.098031324,0.097493868,0.097566433,0.097251388,0.096342754,0.095775275,0.095211138,0.094650324,0.094092814,0.093538588,0.092987626,0.092439909,0.091895418,0.091354135,0.09081604,0.090281114,0.089749339,0.089220697,0.088695168,0.088172735,0.087653379,0.087137082,0.086623826,0.086113594,0.085606367,0.085102127,0.084600858,0.084102541,0.083607159,0.083114695,0.082625132,0.082138453,0.08165464,0.081173677,0.080695547,0.080220233,0.079747719,0.079277988,0.078811024,0.07834681,0.077885331,0.07742657,0.076970511,0.076517139,0.076066437,0.075618389,0.075172981,0.074730196,0.07429002,0.073852436,0.07341743,0.072984985,0.072555088,0.072127724,0.071702876,0.071280531,0.070860674,0.070443289,0.070028364,0.069615882,0.06920583,0.068798193,0.068392957,0.067990108,0.067589632,0.067191515,0.066795742,0.066402301,0.066011178,0.065622358,0.065235829,0.064851576,0.064469586,0.064089847,0.063712344,0.063337065,0.062963996,0.062593125,0.062224439,0.061857924,0.061493567,0.061131357,0.060771281,0.060413325,0.060057478,0.059703727,0.059352059,0.059002463,0.058654926,0.058309436,0.057965981,0.057624549,0.057285129,0.056947707,0.056612273,0.056278815,0.055947321,0.055617779,0.055290179,0.054964508,0.054640756,0.05431891,0.05399896,0.053680895,0.053364703,0.053050374,0.052737896,0.052427259,0.052118451,0.051811462,0.051506282,0.051202899,0.050901303,0.050601484,0.05030343,0.050007133,0.04971258,0.049419762,0.04912867,0.048839291,0.048551618,0.048265638,0.047981344,0.047698723,0.047417768,0.047138467,0.046860812,0.046584792,0.046310397,0.046037619,0.045766448,0.045496874,0.045228888,0.04496248,0.044697642,0.044434363,0.044172635,0.043912449,0.043653796,0.043396666,0.04314105,0.04288694,0.042634327,0.042383202,0.042133556,0.04188538,0.041638667,0.041393406,0.04114959,0.040907211,0.040666258,0.040426726,0.040188604,0.039951884,0.039716559
US Average,Electricity (industrial),0.083760299,0.081676587,0.080000355,0.078949589,0.075794348,0.076948463,0.077839457,0.075003131,0.072648259,0.07256194,0.071280233,0.06891433,0.0667,0.071846849,0.071208081,0.068169896,0.065876294,0.065108143,0.064369483,0.064342129,0.064622486,0.064698082,0.064799835,0.064847998,0.064927351,0.065065262,0.065119149,0.064576103,0.064404471,0.063942384,0.063597581,0.06347766,0.063346573,0.063098831,0.062858118,0.062514854,0.062021157,0.061813187,0.061612032,0.061415572,0.061353836,0.061160888,0.060788763,0.060326574,0.0598679,0.059412713,0.058960987,0.058512695,0.058067812,0.057626311,0.057188167,0.056753355,0.056321848,0.055893622,0.055468653,0.055046914,0.054628382,0.054213032,0.05380084,0.053391782,0.052985834,0.052582972,0.052183174,0.051786415,0.051392673,0.051001925,0.050614148,0.050229319,0.049847415,0.049468416,0.049092298,0.04871904,0.04834862,0.047981016,0.047616207,0.047254172,0.04689489,0.046538339,0.046184499,0.04583335,0.04548487,0.04513904,0.044795839,0.044455248,0.044117246,0.043781814,0.043448933,0.043118582,0.042790743,0.042465397,0.042142525,0.041822107,0.041504125,0.041188562,0.040875397,0.040564614,0.040256193,0.039950118,0.039646369,0.03934493,0.039045783,0.038748911,0.038454295,0.03816192,0.037871768,0.037583822,0.037298065,0.03701448,0.036733052,0.036453764,0.036176599,0.035901541,0.035628575,0.035357684,0.035088853,0.034822066,0.034557307,0.034294561,0.034033813,0.033775047,0.033518249,0.033263404,0.033010496,0.03275951,0.032510434,0.032263251,0.032017947,0.031774508,0.031532921,0.03129317,0.031055242,0.030819123,0.030584799,0.030352257,0.030121483,0.029892464,0.029665186,0.029439636,0.029215801,0.028993667,0.028773223,0.028554455,0.02833735,0.028121895,0.027908079,0.027695889,0.027485312,0.027276336,0.027068948,0.026863138,0.026658892,0.0264562,0.026255048,0.026055426,0.025857322,0.025660724,0.02546562,0.025272,0.025079852,0.024889166,0.024699928,0.02451213,0.02432576,0.024140806,0.023957259,0.023775108,0.023594341,0.023414949,0.02323692,0.023060246,0.022884914,0.022710916,0.02253824,0.022366878,0.022196818,0.022028052,0.021860568,0.021694358,0.021529412,0.021365719,0.021203272,0.021042059,0.020882072,0.020723302,0.020565739,0.020409374,0.020254197,0.020100201,0.019947375,0.019795711,0.019645201,0.019495835,0.019347604
US Average,Electricity (solar),0.145793883,0.163020444,0.135727537,0.109862752,0.085112513,0.069961354,0.056873839,0.047560206,0.040368901,0.039796004,0.026182097,0.038343007,0.037870241,0.035983457,0.034137264,0.032330353,0.030561472,0.028829419,0.027133046,0.025471251,0.023842979,0.022247217,0.020682992,0.020450053,0.020218912,0.019989546,0.019761936,0.019536059,0.019311897,0.019089429,0.018868636,0.018649497,0.018431995,0.01821611,0.018001824,0.017789119,0.017577976,0.017368379,0.01716031,0.016953752,0.016748689,0.016545103,0.016342978,0.015513237,0.014725623,0.013977996,0.013268326,0.012594687,0.011955249,0.011348275,0.010772117,0.010225212,0.009706073,0.009213291,0.008745528,0.008301513,0.007880041,0.007479968,0.007100206,0.006739725,0.006397546,0.00607274,0.005764424,0.005471761,0.005193957,0.004930258,0.004679946,0.004442343,0.004216803,0.004002714,0.003799494,0.003606592,0.003423484,0.003249672,0.003084684,0.002928073,0.002779414,0.002638302,0.002504354,0.002377207,0.002256515,0.00214195,0.002033202,0.001929976,0.00183199,0.001738979,0.00165069,0.001566884,0.001487332,0.00141182,0.001340141,0.001272101,0.001207516,0.00114621,0.001088016,0.001032777,0.000980343,0.00093057,0.000883325,0.000838478,0.000795908,0.000755499,0.000717142,0.000680733,0.000646172,0.000613365,0.000582224,0.000552664,0.000524605,0.000497971,0.000472689,0.00044869,0.00042591,0.000404286,0.00038376,0.000364277,0.000345782,0.000328227,0.000311562,0.000295744,0.000280729,0.000266476,0.000252947,0.000240105,0.000227915,0.000216343,0.00020536,0.000194933,0.000185037,0.000175642,0.000166725,0.00015826,0.000150225,0.000142598,0.000135358,0.000128486,0.000121963,0.000115771,0.000109893,0.000104314,9.90E-05,9.40E-05,8.92E-05,8.47E-05,8.04E-05,7.63E-05,7.24E-05,6.88E-05,6.53E-05,6.20E-05,5.88E-05,5.58E-05,5.30E-05,5.03E-05,4.77E-05,4.53E-05,4.30E-05,4.08E-05,3.88E-05,3.68E-05,3.49E-05,3.32E-05,3.15E-05,2.99E-05,2.84E-05,2.69E-05,2.55E-05,2.43E-05,2.30E-05,2.19E-05,2.07E-05,1.97E-05,1.87E-05,1.77E-05,1.68E-05,1.60E-05,1.52E-05,1.44E-05,1.37E-05,1.30E-05,1.23E-05,1.17E-05,1.11E-05,1.05E-05,1.00E-05,9.49E-06,9.01E-06,8.55E-06,8.12E-06,7.71E-06,7.32E-06,6.94E-06,6.59E-06
US Average,Electricity (on-shore wind),0.084566937,0.088649919,0.077106357,0.055422667,0.045629379,0.031908962,0.028783964,0.033526759,0.027385627,0.019138969,0.017499109,0.030919631,0.029969261,0.029035039,0.028116558,0.027213424,0.026325254,0.025451681,0.024592347,0.023746907,0.022915027,0.022096382,0.02129066,0.02107562,0.020861116,0.020647146,0.020433708,0.020220801,0.020008422,0.019796569,0.019585241,0.019374435,0.01916415,0.018954383,0.018745133,0.018536398,0.018328175,0.018120464,0.017913261,0.017706566,0.017500376,0.01729469,0.017089505,0.016451082,0.015836509,0.015244894,0.014675381,0.014127144,0.013599387,0.013091346,0.012602285,0.012131493,0.011678289,0.011242016,0.010822041,0.010417755,0.010028573,0.009653929,0.009293281,0.008946106,0.008611901,0.008290181,0.007980479,0.007682347,0.007395353,0.00711908,0.006853128,0.006597112,0.006350659,0.006113414,0.005885031,0.00566518,0.005453542,0.005249811,0.005053691,0.004864897,0.004683156,0.004508204,0.004339788,0.004177664,0.004021596,0.003871359,0.003726734,0.003587512,0.003453491,0.003324477,0.003200283,0.003080728,0.002965639,0.00285485,0.002748199,0.002645533,0.002546702,0.002451563,0.002359979,0.002271816,0.002186946,0.002105247,0.0020266,0.001950891,0.00187801,0.001807852,0.001740315,0.001675301,0.001612716,0.001552469,0.001494472,0.001438642,0.001384898,0.001333161,0.001283358,0.001235414,0.001189262,0.001144834,0.001102066,0.001060895,0.001021263,0.000983111,0.000946384,0.00091103,0.000876996,0.000844233,0.000812695,0.000782334,0.000753108,0.000724974,0.00069789,0.000671819,0.000646721,0.000622561,0.000599304,0.000576915,0.000555363,0.000534616,0.000514644,0.000495418,0.000476911,0.000459094,0.000441944,0.000425434,0.000409541,0.000394241,0.000379513,0.000365335,0.000351687,0.000338549,0.000325902,0.000313727,0.000302007,0.000290725,0.000279864,0.000269409,0.000259344,0.000249656,0.000240329,0.000231351,0.000222708,0.000214388,0.000206379,0.00019867,0.000191248,0.000184103,0.000177226,0.000170605,0.000164231,0.000158096,0.00015219,0.000146505,0.000141032,0.000135763,0.000130691,0.000125809,0.000121109,0.000116585,0.000112229,0.000108037,0.000104001,0.000100115,9.64E-05,9.28E-05,8.93E-05,8.60E-05,8.28E-05,7.97E-05,7.67E-05,7.38E-05,7.11E-05,6.84E-05,6.59E-05,6.34E-05,6.10E-05,5.88E-05,5.66E-05
US Average,Natural Gas (commercial),14.1930809,11.60101803,10.79131739,9.94636623,8.875999099,8.701884804,9.409200033,8.279403985,7.544511728,8.014342682,7.737875095,7.426228776,7.222757956,8.093638552,8.435445426,8.165007672,7.878443283,7.741401938,7.721883861,7.760035666,7.852424622,8.000601459,8.061339194,8.314547999,8.327395535,8.445883809,8.471460776,8.424063162,8.42846858,8.467276205,8.482940981,8.508981726,8.523208116,8.537617905,8.532818803,8.535599555,8.51331993,8.523989723,8.530783169,8.544055116,8.544801195,8.571924091,8.579530831,8.477317802,8.376322497,8.276530409,8.177927203,8.080498715,7.984230951,7.889110081,7.795122443,7.702254535,7.610493018,7.51982471,7.430236587,7.34171578,7.254249574,7.167825405,7.082430858,6.998053667,6.914681711,6.832303015,6.750905745,6.670478209,6.591008853,6.512486263,6.43489916,6.358236397,6.282486963,6.207639977,6.133684687,6.060610471,5.988406831,5.917063396,5.846569917,5.776916269,5.708092446,5.640088562,5.572894848,5.506501653,5.440899439,5.376078784,5.312030375,5.248745013,5.186213606,5.124427174,5.063376839,5.003053834,4.943449492,4.884555252,4.826362654,4.768863339,4.712049047,4.655911618,4.600442987,4.545635186,4.491480343,4.437970679,4.385098508,4.332856234,4.281236353,4.23023145,4.179834198,4.130037359,4.08083378,4.032216391,3.984178211,3.936712337,3.889811953,3.843470321,3.797680784,3.752436764,3.707731764,3.663559361,3.61991321,3.576787041,3.53417466,3.492069945,3.450466848,3.409359394,3.368741678,3.328607864,3.288952188,3.249768954,3.211052533,3.172797363,3.13499795,3.097648864,3.06074474,3.024280276,2.988250235,2.952649441,2.91747278,2.8827152,2.848371707,2.814437369,2.780907311,2.747776716,2.715040826,2.682694937,2.650734404,2.619154636,2.587951097,2.557119303,2.526654828,2.496553293,2.466810376,2.437421804,2.408383355,2.379690858,2.351340193,2.323327285,2.295648112,2.268298697,2.241275112,2.214573475,2.18818995,2.162120748,2.136362124,2.110910377,2.085761852,2.060912937,2.036360061,2.012099698,1.988128363,1.964442613,1.941039046,1.917914299,1.89506505,1.872488019,1.85017996,1.828137671,1.806357985,1.784837773,1.763573944,1.742563444,1.721803254,1.701290393,1.681021913,1.660994904,1.641206489,1.621653824,1.602334103,1.583244548,1.564382418,1.545745005,1.527329629,1.509133647,1.491154445,1.473389439,1.455836079,1.438491842,1.421354237
US Average,Natural Gas (industrial),11.1989559,6.146463829,6.256001316,5.726695708,4.251713149,4.997121967,5.941539796,4.11353447,3.63753244,4.14955814,4.161963626,3.805820266,3.201542912,4.857038866,4.650992425,4.358063801,4.041869422,3.876841957,3.854939692,3.930183237,4.069015363,4.184974459,4.266773319,4.30889941,4.331581361,4.39764343,4.393005642,4.37430662,4.376977909,4.392162583,4.400680557,4.404579947,4.42703817,4.433585804,4.413339893,4.408623368,4.365237488,4.353192683,4.345842318,4.34322,4.345927776,4.336708853,4.332791219,4.235927147,4.141228574,4.048647085,3.958135353,3.869647105,3.783137104,3.698561124,3.615875929,3.535039247,3.456009754,3.378747048,3.303211631,3.229364886,3.157169062,3.086587252,3.017583371,2.950122145,2.884169084,2.819690473,2.756653349,2.695025485,2.634775377,2.575872223,2.51828591,2.461986999,2.40694671,2.353136903,2.300530071,2.249099319,2.198818356,2.149661476,2.101603549,2.054620008,2.008686833,1.963780541,1.919878177,1.876957296,1.834995956,1.793972706,1.753866573,1.714657055,1.676324106,1.638848131,1.60220997,1.566390893,1.531372589,1.497137156,1.463667092,1.430945286,1.39895501,1.367679911,1.337103998,1.307211643,1.277987562,1.249416815,1.221484798,1.19417723,1.167480151,1.141379914,1.115863174,1.090916888,1.066528302,1.042684948,1.019374638,0.996585453,0.974305745,0.952524123,0.931229452,0.910410845,0.89005766,0.870159492,0.850706168,0.831687744,0.813094496,0.79491692,0.777145722,0.759771818,0.742786326,0.726180562,0.709946037,0.694074452,0.678557693,0.663387828,0.6485571,0.634057929,0.619882902,0.606024773,0.592476456,0.579231027,0.566281712,0.553621893,0.541245098,0.529144999,0.51731541,0.505750284,0.494443708,0.483389903,0.472583217,0.462018126,0.451689228,0.441591244,0.431719011,0.422067481,0.412631722,0.403406909,0.394388327,0.385571364,0.376951514,0.368524369,0.360285622,0.352231061,0.344356568,0.336658117,0.329131773,0.321773689,0.314580102,0.307547336,0.300671794,0.293949962,0.287378404,0.280953759,0.274672745,0.268532149,0.262528832,0.256659726,0.25092183,0.245312211,0.239828,0.234466395,0.229224654,0.224100097,0.219090106,0.214192117,0.209403629,0.204722192,0.200145414,0.195670954,0.191296526,0.187019892,0.182838867,0.178751314,0.174755141,0.170848308,0.167028815,0.163294712,0.159644088,0.156075078,0.152585857,0.14917464,0.145839686
US Average,Biomass,53.84630212,53.67075359,53.49577739,53.32137163,53.14753447,52.97426405,52.80155852,52.62941604,52.45783478,52.2868129,52.11634858,51.94644001,51.77708537,51.60828286,49.40704517,50.43630872,51.20477574,49.2047466,49.07391067,50.30046859,50.38517668,49.34245298,48.90735168,49.38245357,48.85004284,46.13862431,48.56670262,48.52021144,47.28569304,47.22795479,47.22556004,47.44627342,47.41423331,47.45975008,46.18792313,47.44320153,46.25527341,47.57464853,46.40962743,47.58224567,47.43304449,46.13101065,46.9452752,46.79222525,46.63967427,46.48762063,46.33606271,46.1849989,46.03442758,45.88434716,45.73475602,45.58565257,45.43703523,45.28890241,45.14125253,44.99408401,44.84739529,44.7011848,44.55545098,44.41019228,44.26540715,44.12109404,43.97725143,43.83387776,43.69097152,43.54853117,43.40655521,43.26504211,43.12399038,42.98339849,42.84326496,42.7035883,42.564367,42.42559959,42.28728458,42.14942051,42.01200589,41.87503928,41.7385192,41.60244419,41.46681282,41.33162363,41.19687518,41.06256604,40.92869476,40.79525994,40.66226013,40.52969392,40.39755991,40.26585667,40.13458281,40.00373693,39.87331763,39.74332351,39.61375321,39.48460532,39.35587848,39.22757131,39.09968245,38.97221052,38.84515418,38.71851207,38.59228282,38.46646511,38.34105759,38.21605892,38.09146777,37.9672828,37.8435027,37.72012615,37.59715182,37.47457842,37.35240462,37.23062914,37.10925066,36.9882679,36.86767956,36.74748436,36.62768102,36.50826826,36.38924481,36.2706094,36.15236076,36.03449763,35.91701875,35.79992288,35.68320876,35.56687514,35.4509208,35.33534449,35.22014498,35.10532104,34.99087144,34.87679497,34.76309042,34.64975655,34.53679218,34.42419609,34.31196708,34.20010397,34.08860554,33.97747062,33.86669802,33.75628655,33.64623505,33.53654234,33.42720724,33.3182286,33.20960524,33.10133602,32.99341977,32.88585535,32.77864161,32.6717774,32.56526159,32.45909304,32.35327062,32.2477932,32.14265966,32.03786887,31.93341971,31.82931108,31.72554186,31.62211095,31.51901724,31.41625963,31.31383704,31.21174835,31.1099925,31.00856839,30.90747493,30.80671107,30.7062757,30.60616778,30.50638623,30.40692998,30.30779797,30.20898916,30.11050248,30.01233688,29.91449132,29.81696475,29.71975614,29.62286445,29.52628864,29.43002768,29.33408055,29.23844623,29.14312369,29.04811192,28.95340991,28.85901664,28.76493111
US Average,Coal,2.467547742,2.611045641,2.636098671,2.697318435,2.620841736,2.533582863,2.523023871,2.33002104,2.200802705,2.082254339,2.032612508,1.970372957,1.832199546,1.975390292,1.948614029,1.932119636,1.931256413,1.883668678,1.852537888,1.851176318,1.841388954,1.84832259,1.845556241,1.844360787,1.833638183,1.830269786,1.823631892,1.810534703,1.795910788,1.792853497,1.79220632,1.789664658,1.794447437,1.790451066,1.780172077,1.769319846,1.764243244,1.761292536,1.758575157,1.753293072,1.745027632,1.746296062,1.743693908,1.729338004,1.715100293,1.700979801,1.686975564,1.673086624,1.659312033,1.645650848,1.632102137,1.618664972,1.605338436,1.592121619,1.579013615,1.566013531,1.553120477,1.540333572,1.527651942,1.51507472,1.502601047,1.49023007,1.477960945,1.465792831,1.453724898,1.441756321,1.429886281,1.418113968,1.406438577,1.39485931,1.383375376,1.371985989,1.360690372,1.349487752,1.338377363,1.327358447,1.31643025,1.305592025,1.294843032,1.284182536,1.273609808,1.263124125,1.252724772,1.242411037,1.232182216,1.222037609,1.211976522,1.20199827,1.192102168,1.182287542,1.172553719,1.162900036,1.153325832,1.143830453,1.134413249,1.125073578,1.115810801,1.106624284,1.097513401,1.088477527,1.079516047,1.070628347,1.061813819,1.053071862,1.044401878,1.035803274,1.027275463,1.018817861,1.010429892,1.00211098,0.993860559,0.985678064,0.977562936,0.96951462,0.961532566,0.953616228,0.945765066,0.937978544,0.930256127,0.92259729,0.915001509,0.907468263,0.899997039,0.892587327,0.885238618,0.877950412,0.87072221,0.863553518,0.856443846,0.849392708,0.842399623,0.835464112,0.828585702,0.821763921,0.814998305,0.80828839,0.801633718,0.795033835,0.788488288,0.781996632,0.775558421,0.769173216,0.762840581,0.756560083,0.750331293,0.744153784,0.738027135,0.731950927,0.725924745,0.719948177,0.714020814,0.708142251,0.702312086,0.696529922,0.690795362,0.685108015,0.679467493,0.673873409,0.668325381,0.66282303,0.657365981,0.65195386,0.646586297,0.641262925,0.635983381,0.630747303,0.625554334,0.62040412,0.615296307,0.610230547,0.605206494,0.600223804,0.595282136,0.590381154,0.585520521,0.580699906,0.57591898,0.571177415,0.566474888,0.561811077,0.557185663,0.55259833,0.548048765,0.543536657,0.539061697,0.53462358,0.530222002,0.525856662,0.521527263,0.517233507,0.512975102,0.508751757,0.504563183
US Average,Diesel,4.58996809,2.957338206,3.536795589,4.445255448,4.509025075,4.380143257,4.193463726,2.938255804,2.476059005,2.794900306,3.273534382,3.092543191,2.551,3.127978751,3.008530229,2.90206203,3.005183575,3.001767533,2.99855055,3.006347582,3.02996003,3.047696639,3.042852235,3.123751307,3.136519777,3.153815926,3.159068735,3.172172794,3.196158822,3.222583277,3.240249708,3.251908122,3.278780689,3.293931127,3.295527548,3.329919469,3.367660154,3.381216149,3.405204947,3.413074664,3.40640721,3.40363016,3.395588164,3.371308314,3.347202076,3.323268207,3.299505475,3.275912657,3.252488537,3.229231908,3.206141575,3.183216346,3.160455043,3.137856492,3.11541953,3.093143002,3.071025759,3.049066665,3.027264586,3.005618402,2.984126997,2.962789264,2.941604104,2.920570427,2.89968715,2.878953197,2.858367499,2.837928999,2.817636641,2.797489383,2.777486185,2.757626019,2.737907861,2.718330696,2.698893516,2.679595319,2.660435113,2.641411909,2.62252473,2.603772602,2.585154559,2.566669643,2.548316901,2.530095389,2.512004169,2.494042308,2.476208881,2.458502971,2.440923666,2.42347006,2.406141254,2.388936356,2.371854481,2.354894748,2.338056284,2.321338221,2.3047397,2.288259865,2.271897868,2.255652866,2.239524022,2.223510506,2.207611493,2.191826165,2.176153708,2.160593315,2.145144186,2.129805525,2.114576541,2.099456451,2.084444475,2.069539842,2.054741782,2.040049535,2.025462344,2.010979456,1.996600128,1.982323617,1.96814919,1.954076115,1.940103669,1.926231131,1.912457788,1.89878293,1.885205852,1.871725857,1.858342249,1.845054339,1.831861443,1.818762881,1.80575798,1.792846069,1.780026484,1.767298564,1.754661654,1.742115103,1.729658265,1.717290498,1.705011166,1.692819636,1.680715281,1.668697477,1.656765605,1.644919051,1.633157204,1.62147946,1.609885216,1.598373876,1.586944847,1.57559754,1.564331371,1.553145759,1.54204013,1.53101391,1.520066532,1.509197432,1.498406051,1.487691833,1.477054225,1.466492681,1.456006657,1.445595611,1.435259009,1.424996318,1.41480701,1.404690559,1.394646445,1.38467415,1.374773162,1.364942969,1.355183067,1.345492951,1.335872124,1.32632009,1.316836357,1.307420437,1.298071844,1.288790098,1.279574719,1.270425235,1.261341173,1.252322066,1.243367449,1.234476861,1.225649845,1.216885945,1.208184711,1.199545695,1.190968451,1.182452537,1.173997516,1.165602952,1.157268413
US Average,Water,0.002621816,0.002710958,0.002803131,0.002898437,0.002996984,0.003098881,0.003204243,0.003313188,0.003425836,0.003542314,0.003662753,0.003787287,0.003916054,0.0040492,0.004186873,0.004329227,0.00447642,0.004628619,0.004785992,0.004948715,0.005116972,0.005290949,0.005470841,0.00565685,0.005849183,0.006048055,0.006253689,0.006466314,0.006686169,0.006913498,0.007148557,0.007391608,0.007642923,0.007902782,0.008171477,0.008449307,0.008736584,0.009033627,0.009340771,0.009658357,0.009986741,0.01032629,0.010677384,0.011040415,0.011415789,0.011803926,0.01220526,0.012620239,0.013049327,0.013493004,0.013951766,0.014426126,0.014916614,0.015423779,0.015948188,0.016490426,0.017051101,0.017630838,0.018230286,0.018850116,0.01949102,0.020153715,0.020838941,0.021547465,0.022280079,0.023037602,0.02382088,0.02463079,0.025468237,0.026334157,0.027229518,0.028155322,0.029112603,0.030102431,0.031125914,0.032184195,0.033278458,0.034409925,0.035579863,0.036789578,0.038040424,0.039333798,0.040671147,0.042053966,0.043483801,0.04496225,0.046490967,0.04807166,0.049706096,0.051396103,0.053143571,0.054950452,0.056818768,0.058750606,0.060748126,0.062813563,0.064949224,0.067157497,0.069440852,0.071801841,0.074243104,0.076767369,0.07937746,0.082076294,0.084866887,0.087752362,0.090735942,0.093820964,0.097010877,0.100309247,0.103719761,0.107246233,0.110892605,0.114662953,0.118561494,0.122592585,0.126760732,0.131070597,0.135526998,0.140134916,0.144899503,0.149826086,0.154920173,0.160187459,0.165633832,0.171265382,0.177088405,0.183109411,0.189335131,0.195772526,0.202428791,0.20931137,0.216427957,0.223786508,0.231395249,0.239262687,0.247397619,0.255809138,0.264506648,0.273499874,0.28279887,0.292414032,0.302356109,0.312636216,0.323265848,0.334256887,0.345621621,0.357372756,0.36952343,0.382087226,0.395078192,0.40851085,0.422400219,0.436761827,0.451611729,0.466966528,0.48284339,0.499260065,0.516234907,0.533786894,0.551935648,0.57070146,0.59010531,0.61016889,0.630914633,0.65236573,0.674546165,0.697480735,0.72119508,0.745715712,0.771070047,0.797286428,0.824394167,0.852423568,0.88140597,0.911373773,0.942360481,0.974400737,1.007530362,1.041786395,1.077207132,1.113832175,1.151702469,1.190860353,1.231349605,1.273215491,1.316504818,1.361265982,1.407549025,1.455405692,1.504889485,1.556055728,1.608961623
