lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,generation,battery_MWh,biomass_MWh,beccs_MWh,canada_MWh,coal_MWh,coal-ccs_MWh,csp_MWh,distpv_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,o-g-s_MWh,phs_MWh,upv_MWh,wind-ons_MWh,wind-ofs_MWh
56.0,1.5,0.18,6.2,395.9,0.02,56.1,18.0,74.1,12600.9,0.0,18.1,0.0,0.0,202.0,0.0,0.0,840.2,288.0,0.0,0.0,0.0,326.0,0.0,0.0,0.0,3360.2,7566.4,0.0
110.8,2.4,0.25,12.8,820.9,0.05,111.0,37.3,148.3,11755.9,0.0,18.1,0.0,0.0,202.0,0.0,0.0,800.3,288.0,0.0,0.0,0.0,326.0,0.0,0.0,0.0,3283.6,6838.0,0.0
71.6,1.8,0.2,8.1,517.0,0.03,71.7,23.5,95.2,9620.7,0.0,18.1,0.0,0.0,202.0,0.0,0.0,334.1,288.0,0.0,0.0,0.0,326.0,0.0,0.0,217.3,1248.3,6986.9,0.0
102.8,2.8,0.33,11.3,725.1,0.05,102.9,32.9,135.9,10916.0,224.0,18.1,0.0,0.0,408.8,0.0,0.0,0.0,492.5,0.0,0.0,0.0,787.9,0.0,0.0,1497.6,0.0,7487.0,0.0
66.2,2.9,0.38,6.3,408.5,0.03,66.4,18.5,84.9,10108.8,3.1,18.1,0.0,0.0,408.8,0.0,0.0,0.0,492.5,0.0,0.0,0.0,787.9,0.0,0.0,695.9,0.0,7702.4,0.0
69.9,3.1,0.4,6.7,430.5,0.03,70.1,19.5,89.7,10591.5,49.9,18.1,0.0,0.0,408.8,0.0,0.0,0.0,492.5,0.0,0.0,0.0,787.9,0.0,0.0,837.7,0.0,7996.6,0.0
73.5,3.2,0.42,7.0,451.7,0.03,73.7,20.5,94.2,10931.7,199.7,18.1,0.0,0.0,408.8,0.0,0.0,0.0,492.5,0.0,0.0,0.0,787.9,0.0,0.0,807.5,0.0,8217.2,0.0
60.9,2.6,0.34,5.9,377.5,0.03,61.1,17.1,78.2,11005.0,219.2,18.1,0.0,0.0,408.8,0.0,0.0,0.0,492.5,0.0,0.0,0.0,787.9,0.0,0.0,735.2,0.0,8343.4,0.0
71.2,3.1,0.41,6.8,437.7,0.03,71.4,19.8,91.2,10594.7,224.0,18.1,0.0,0.0,408.8,0.0,0.0,0.0,492.5,0.0,0.0,0.0,787.9,0.0,0.0,622.9,0.0,8040.4,0.0
103.2,3.4,0.43,10.8,695.4,0.05,103.4,31.6,135.0,10995.1,0.0,18.1,0.0,0.0,408.8,0.0,0.0,0.0,288.0,0.0,0.0,0.0,787.9,0.0,0.0,917.3,0.0,8575.0,0.0
81.9,3.6,0.47,7.8,503.8,0.04,82.2,22.8,105.0,11245.9,0.0,18.1,0.0,0.0,408.8,0.0,0.0,0.0,288.0,0.0,0.0,0.0,787.9,0.0,0.0,355.6,0.0,9387.5,0.0
124.9,2.9,0.31,14.3,914.6,0.05,125.1,41.6,166.6,11774.0,0.0,18.1,0.0,0.0,408.8,0.0,0.0,0.0,160.0,0.0,0.0,0.0,672.8,0.0,0.0,422.1,0.0,10092.2,0.0
139.1,3.5,0.4,15.6,999.0,0.06,139.4,45.4,184.8,12276.6,0.0,18.1,0.0,0.0,408.8,0.0,0.0,0.0,160.0,0.0,0.0,0.0,547.1,0.0,0.0,479.5,0.0,10663.1,0.0
147.2,3.5,0.4,16.7,1068.2,0.06,147.4,48.5,195.9,12454.9,0.0,18.1,0.0,0.0,408.8,0.0,0.0,0.0,160.0,0.0,0.0,0.0,547.1,0.0,0.0,390.0,0.0,10930.9,0.0
162.7,3.9,0.43,18.5,1182.4,0.07,163.0,53.7,216.7,12894.3,0.0,18.1,0.0,0.0,408.8,0.0,0.0,0.0,160.0,0.0,0.0,0.0,547.1,0.0,0.0,641.2,0.0,11119.1,0.0
130.0,3.8,0.45,14.2,907.1,0.06,130.2,41.2,171.4,12530.5,0.0,18.1,0.0,0.0,408.8,0.0,0.0,0.0,160.0,0.0,0.0,0.0,547.1,0.0,0.0,55.6,0.0,11340.9,0.0
60.0,2.8,0.38,5.6,358.9,0.03,60.2,16.3,76.5,12811.6,0.0,18.1,0.0,0.0,408.8,0.0,0.0,0.0,160.0,0.0,0.0,0.0,547.1,0.0,0.0,471.1,0.0,11206.5,0.0
109.4,2.7,0.31,12.3,789.7,0.05,109.6,35.9,145.4,13692.9,0.0,18.1,0.0,0.0,408.8,0.0,0.0,0.0,160.0,0.0,0.0,0.0,547.1,0.0,0.0,1240.7,0.0,11318.2,0.0
104.2,2.2,0.23,12.1,772.4,0.05,104.3,35.1,139.4,14899.4,0.0,18.1,0.0,0.0,408.8,0.0,0.0,196.6,0.0,0.0,0.0,0.0,574.7,0.0,0.0,316.9,1258.9,12125.5,0.0
60.5,1.5,0.18,6.8,434.0,0.03,60.6,19.7,80.3,16870.7,0.0,18.1,0.0,0.0,202.0,0.0,0.0,820.7,0.0,0.0,0.0,0.0,326.0,0.0,0.0,217.3,3451.5,11835.1,0.0
99.0,2.2,0.23,11.4,729.8,0.04,99.1,33.2,132.3,16376.0,0.0,18.1,0.0,0.0,202.0,0.0,0.0,952.1,0.0,0.0,0.0,0.0,326.0,0.0,0.0,217.3,3682.8,10977.7,0.0
88.8,2.2,0.25,10.0,641.3,0.04,88.9,29.1,118.1,15456.9,0.0,18.1,0.0,0.0,202.0,0.0,0.0,846.2,0.0,0.0,0.0,0.0,326.0,0.0,0.0,217.3,3278.0,10569.4,0.0
79.4,2.1,0.24,8.9,567.3,0.03,79.5,25.8,105.3,14968.6,0.0,18.1,0.0,0.0,202.0,0.0,0.0,755.3,0.0,0.0,0.0,0.0,326.0,0.0,0.0,132.4,3031.2,10503.7,0.0
78.3,1.9,0.21,8.9,566.8,0.03,78.4,25.8,104.1,15512.2,0.0,18.1,0.0,0.0,202.0,0.0,0.0,803.1,0.0,0.0,0.0,0.0,326.0,0.0,0.0,217.3,3233.1,10712.7,0.0
95.6,2.1,0.22,11.1,706.8,0.04,95.7,32.1,127.9,16360.2,0.0,18.1,0.0,0.0,202.0,0.0,0.0,905.7,0.0,0.0,0.0,0.0,326.0,0.0,0.0,217.3,3563.2,11128.0,0.0
81.4,1.8,0.2,9.3,597.6,0.04,81.5,27.2,108.7,17039.8,0.0,18.1,0.0,0.0,202.0,0.0,0.0,910.7,0.0,0.0,0.0,0.0,326.0,0.0,0.0,102.1,3524.3,11956.7,0.0
74.3,1.7,0.19,8.5,541.4,0.03,74.4,24.6,99.0,15574.7,0.0,18.1,0.0,0.0,202.0,0.0,0.0,436.7,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,1463.7,13369.1,0.0
128.6,4.7,0.6,13.1,841.4,0.06,128.9,38.2,167.1,15683.1,0.0,18.1,0.0,0.0,408.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.1,0.0,0.0,91.2,0.0,14617.9,0.0
213.4,6.9,0.85,22.6,1447.2,0.09,213.8,65.7,279.5,16979.5,161.0,18.1,0.0,0.0,408.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.1,0.0,0.0,1280.3,0.0,14564.2,0.0
172.0,5.6,0.69,18.2,1164.9,0.08,172.4,52.9,225.3,16536.0,224.0,18.1,0.0,0.0,408.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.1,0.0,0.0,1280.3,0.0,14057.7,0.0
176.4,5.6,0.69,18.8,1203.8,0.08,176.8,54.7,231.4,16229.5,224.0,18.1,0.0,0.0,408.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.1,0.0,0.0,1280.3,0.0,13751.1,0.0
164.9,5.0,0.6,17.8,1140.2,0.07,165.2,51.8,217.0,15982.8,196.6,18.1,0.0,0.0,408.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.1,0.0,0.0,1280.3,0.0,13531.9,0.0
141.9,4.8,0.59,14.8,953.0,0.06,142.2,43.3,185.4,15936.4,114.3,18.1,0.0,0.0,408.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.1,0.0,0.0,1280.3,0.0,13567.8,0.0
119.7,3.5,0.42,13.0,834.9,0.05,119.9,37.9,157.8,14294.4,0.0,18.1,0.0,0.0,408.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.9,0.0,0.0,0.0,0.0,13674.6,0.0
290.2,24.9,3.54,16.7,1108.6,0.14,291.9,49.8,341.7,14435.6,0.0,18.1,0.0,0.0,152.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,14180.1,0.0
92.1,2.2,0.24,10.5,671.6,0.04,92.2,30.5,122.7,14317.7,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,14214.4,0.0
39.7,1.2,0.14,4.3,275.5,0.02,39.8,12.5,52.3,15520.1,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,15416.8,0.0
161.3,3.4,0.36,18.7,1196.8,0.07,161.5,54.4,215.9,16014.5,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,15911.2,0.0
124.6,3.0,0.33,14.1,905.1,0.05,124.8,41.1,165.9,15850.2,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,15747.0,0.0
65.9,1.7,0.2,7.4,470.6,0.03,66.1,21.4,87.4,15993.4,13.7,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,15876.4,0.0
100.3,2.3,0.25,11.5,735.0,0.04,100.4,33.4,133.8,16413.2,219.2,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,152.9,0.0,15937.9,0.0
24.3,0.9,0.11,2.5,158.8,0.01,24.3,7.2,31.5,15982.3,158.1,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,216.6,0.0,15504.4,0.0
73.1,2.0,0.23,8.1,518.2,0.03,73.2,23.5,96.7,16737.2,0.0,18.1,0.0,0.0,0.0,0.0,0.0,130.4,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,670.6,15832.9,0.0
75.2,2.6,0.33,7.8,500.1,0.03,75.4,22.7,98.1,17248.9,0.0,18.1,0.0,0.0,0.0,0.0,0.0,549.8,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,1202.2,15393.7,0.0
52.3,1.4,0.16,5.8,372.1,0.02,52.4,16.9,69.3,17773.5,0.0,18.1,0.0,0.0,0.0,0.0,0.0,796.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,1435.8,15438.5,0.0
51.8,1.4,0.16,5.8,369.7,0.02,51.9,16.8,68.7,17291.2,0.0,18.1,0.0,0.0,0.0,0.0,0.0,740.1,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,1633.2,14814.6,0.0
28.3,1.0,0.12,3.0,189.8,0.01,28.4,8.6,37.0,17301.9,0.0,18.1,0.0,0.0,0.0,0.0,0.0,707.8,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,1760.2,14730.7,0.0
43.7,1.2,0.14,4.8,307.5,0.02,43.8,14.0,57.7,17018.0,0.0,18.1,0.0,0.0,0.0,0.0,0.0,648.3,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,1732.0,14534.4,0.0
52.0,1.4,0.16,5.8,370.8,0.02,52.1,16.8,69.0,17181.7,0.0,18.1,0.0,0.0,0.0,0.0,0.0,737.5,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,1746.4,14594.6,0.0
48.3,1.7,0.21,5.0,323.1,0.02,48.4,14.7,63.1,16761.0,0.0,18.1,0.0,0.0,0.0,0.0,0.0,730.3,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,1571.8,14355.7,0.0
57.3,2.1,0.26,5.9,376.3,0.03,57.5,17.1,74.5,16381.6,0.0,18.1,0.0,0.0,0.0,0.0,0.0,328.6,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,750.1,15199.6,0.0
60.8,2.7,0.35,5.8,372.5,0.03,61.0,16.9,77.9,16052.2,3.1,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,979.0,0.0,14966.8,0.0
79.8,2.7,0.33,8.4,536.2,0.04,80.0,24.3,104.3,16286.1,224.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,1497.6,0.0,14220.3,0.0
82.7,2.7,0.34,8.7,558.0,0.04,82.8,25.3,108.2,15839.8,224.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,1497.6,0.0,13774.1,0.0
71.0,2.4,0.3,7.4,474.5,0.03,71.1,21.5,92.7,15634.1,224.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,1497.6,0.0,13568.3,0.0
64.4,2.8,0.36,6.2,400.2,0.03,64.6,18.2,82.8,15169.0,125.9,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,1497.6,0.0,13442.2,0.0
64.3,2.7,0.34,6.3,404.8,0.03,64.4,18.4,82.8,14348.9,118.8,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,375.9,0.0,13750.9,0.0
25.2,0.9,0.11,2.6,165.4,0.01,25.2,7.5,32.7,14461.9,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.1,0.0,0.0,217.3,0.0,13964.3,0.0
64.3,1.9,0.23,7.0,447.4,0.03,64.4,20.3,84.7,15053.8,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,14950.5,0.0
119.1,3.1,0.36,13.3,848.7,0.05,119.3,38.6,157.8,15381.3,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,15278.1,0.0
72.6,1.8,0.21,8.2,522.7,0.03,72.7,23.8,96.5,14613.0,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,14509.7,0.0
156.6,3.5,0.38,18.0,1152.1,0.07,156.8,52.4,209.2,14351.6,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,14248.4,0.0
250.5,7.7,0.94,27.0,1715.8,0.11,251.0,78.1,329.1,15150.1,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,15046.8,0.0
181.0,3.7,0.38,21.1,1350.5,0.08,181.2,61.4,242.6,15439.1,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,15335.9,0.0
256.8,4.8,0.49,30.3,1937.4,0.11,257.1,88.1,345.2,15881.7,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,15778.4,0.0
171.1,10.0,1.37,14.0,911.7,0.08,171.8,41.2,213.0,15948.2,121.4,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,15723.5,0.0
62.1,2.8,0.37,5.9,378.9,0.03,62.3,17.2,79.4,16765.8,69.9,18.1,0.0,0.0,0.0,0.0,0.0,118.8,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,1287.7,15186.2,0.0
72.2,2.2,0.27,7.8,497.6,0.03,72.3,22.6,94.9,18350.5,0.0,18.1,0.0,0.0,0.0,0.0,0.0,528.5,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,3303.5,14415.2,0.0
53.2,2.1,0.27,5.3,339.3,0.02,53.3,15.4,68.7,17872.2,0.0,18.1,0.0,0.0,0.0,0.0,0.0,646.8,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,3518.9,13603.3,0.0
85.0,1.9,0.21,9.7,622.5,0.04,85.2,28.3,113.5,16939.4,0.0,18.1,0.0,0.0,0.0,0.0,0.0,579.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,3175.2,13081.9,0.0
88.9,1.9,0.21,10.3,656.2,0.04,89.0,29.8,118.9,16317.0,0.0,18.1,0.0,0.0,0.0,0.0,0.0,553.4,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,2904.3,12756.0,0.0
90.9,4.3,0.57,8.4,542.6,0.04,91.2,24.6,115.8,16521.2,0.0,18.1,0.0,0.0,0.0,0.0,0.0,509.6,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,2964.1,12944.3,0.0
43.1,1.3,0.15,4.7,299.0,0.02,43.2,13.6,56.8,16327.8,0.0,18.1,0.0,0.0,0.0,0.0,0.0,439.7,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,3019.5,12765.4,0.0
81.3,1.9,0.21,9.3,592.6,0.04,81.4,26.9,108.3,15856.6,0.0,18.1,0.0,0.0,0.0,0.0,0.0,327.6,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,2593.9,12831.9,0.0
59.6,1.7,0.2,6.5,416.2,0.03,59.7,18.9,78.6,14687.9,0.0,18.1,0.0,0.0,0.0,0.0,0.0,227.4,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,941.3,13415.9,0.0
257.7,11.1,1.45,24.8,1596.8,0.12,258.5,72.4,330.9,16435.2,154.4,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.1,0.0,0.0,1280.3,0.0,14435.2,0.0
132.9,5.6,0.73,12.9,831.5,0.06,133.2,37.7,171.0,16131.1,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.1,0.0,0.0,1280.3,0.0,14285.6,0.0
199.0,7.2,0.91,20.4,1308.4,0.09,199.4,59.4,258.8,15952.1,224.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.1,0.0,0.0,1280.3,0.0,13882.6,0.0
231.8,12.0,1.62,20.5,1323.0,0.11,232.6,59.9,292.5,15455.3,219.7,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.1,0.0,0.0,1280.3,0.0,13390.1,0.0
165.0,4.1,0.47,18.6,1187.3,0.07,165.2,54.0,219.2,16042.2,224.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.1,0.0,0.0,1280.3,0.0,13972.7,0.0
108.6,3.5,0.42,11.6,740.6,0.05,108.8,33.6,142.5,15784.3,97.8,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.1,0.0,0.0,1280.3,0.0,13841.0,0.0
115.8,3.2,0.37,12.8,817.7,0.05,116.0,37.2,153.1,16266.2,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.1,0.0,0.0,1280.3,0.0,14498.6,0.0
146.9,3.0,0.32,17.1,1093.8,0.06,147.1,49.7,196.8,15231.6,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,522.5,0.0,14605.9,0.0
105.6,2.7,0.31,11.8,755.5,0.05,105.8,34.3,140.1,14443.0,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,14339.8,0.0
122.8,2.6,0.27,14.3,911.8,0.05,123.0,41.5,164.4,14279.8,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,14176.5,0.0
127.0,2.6,0.28,14.8,944.3,0.06,127.1,42.9,170.1,14148.3,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,14045.1,0.0
117.5,2.7,0.3,13.4,860.1,0.05,117.7,39.1,156.8,13813.9,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,13710.6,0.0
72.7,3.0,0.39,7.1,458.9,0.03,72.9,20.8,93.7,13659.7,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.6,0.0,0.0,0.0,0.0,13538.0,0.0
78.0,3.4,0.45,7.5,481.1,0.04,78.2,21.8,100.0,14049.5,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,227.8,0.0,13653.6,0.0
103.8,3.9,0.5,10.5,674.6,0.05,104.1,30.6,134.7,14964.9,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.6,0.0,0.0,872.8,0.0,13575.4,0.0
125.4,3.5,0.41,13.8,883.5,0.06,125.6,40.1,165.8,16850.8,0.0,18.1,0.0,0.0,0.0,0.0,0.0,214.3,0.0,0.0,0.0,0.0,133.6,0.0,0.0,1012.0,1297.0,14175.9,0.0
131.1,4.2,0.51,13.9,893.2,0.06,131.4,40.6,171.9,17478.9,0.0,18.1,0.0,0.0,0.0,0.0,0.0,807.8,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,3326.5,13241.3,0.0
81.1,2.6,0.32,8.6,552.7,0.04,81.2,25.1,106.3,17714.7,0.0,18.1,0.0,0.0,0.0,0.0,0.0,938.3,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,3525.9,13147.3,0.0
62.5,1.8,0.22,6.8,436.4,0.03,62.6,19.8,82.5,16802.2,29.0,18.1,0.0,0.0,0.0,0.0,0.0,844.4,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,3175.7,12649.9,0.0
65.0,2.2,0.27,6.8,436.4,0.03,65.1,19.8,84.9,16691.2,224.0,18.1,0.0,0.0,0.0,0.0,0.0,751.3,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,2961.1,12651.6,0.0
114.8,3.7,0.46,12.1,778.4,0.05,115.0,35.3,150.4,15886.6,0.0,18.1,0.0,0.0,0.0,0.0,0.0,782.3,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,3171.6,11829.4,0.0
79.3,2.2,0.26,8.7,559.6,0.03,79.4,25.4,104.8,16494.4,0.0,18.1,0.0,0.0,0.0,0.0,0.0,795.3,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,3491.7,12104.2,0.0
107.2,3.0,0.36,11.8,753.0,0.05,107.4,34.2,141.6,16175.6,0.0,18.1,0.0,0.0,0.0,0.0,0.0,842.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,3489.0,11741.3,0.0
85.9,2.2,0.26,9.6,614.2,0.04,86.0,27.9,113.9,14342.0,0.0,18.1,0.0,0.0,0.0,0.0,0.0,458.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,1560.4,12220.4,0.0
68.5,3.0,0.39,6.6,423.6,0.03,68.7,19.2,87.9,14796.6,80.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,3.7,14609.6,0.0
