lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,generation,battery_MWh,biomass_MWh,beccs_MWh,canada_MWh,coal_MWh,coal-ccs_MWh,csp_MWh,distpv_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,o-g-s_MWh,phs_MWh,upv_MWh,wind-ons_MWh,wind-ofs_MWh
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18298.1,0.0,18.1,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,18126.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16744.2,0.0,18.1,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,16572.6,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15882.0,0.0,18.1,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.3,0.0,0.0,0.0,0.0,15697.3,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15523.8,0.0,18.1,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,235.4,0.0,15116.8,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15240.5,0.0,18.1,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,627.6,0.0,14441.3,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15179.2,0.0,18.1,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,851.6,0.0,14156.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15312.9,0.0,18.1,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,948.9,0.0,14192.4,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16293.0,0.0,18.1,68.4,0.0,0.0,0.0,0.0,209.1,0.0,0.0,0.0,0.0,131.4,0.0,0.0,550.6,1141.9,14173.4,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14943.6,0.0,18.1,68.4,0.0,0.0,0.0,0.0,908.7,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,2516.5,11346.9,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18359.2,0.0,18.1,68.4,0.0,0.0,0.0,0.0,1298.8,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,3735.3,13153.5,0.0
