lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,generation,battery_MWh,biomass_MWh,beccs_MWh,canada_MWh,coal_MWh,coal-ccs_MWh,csp_MWh,distpv_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,o-g-s_MWh,phs_MWh,upv_MWh,wind-ons_MWh,wind-ofs_MWh
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17770.7,0.0,18.1,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,17599.1,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16017.5,0.0,18.1,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,15845.9,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15634.1,0.0,18.1,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,15462.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15312.0,97.4,18.1,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,120.6,0.0,14922.4,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15127.6,0.3,18.1,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,693.2,0.0,14262.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15085.5,81.5,18.1,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,876.0,0.0,13956.3,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15450.5,199.7,18.1,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,852.1,0.0,14227.1,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16913.0,224.0,18.1,68.4,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,1180.0,1144.9,13998.4,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14821.3,0.0,18.1,68.4,0.0,0.0,0.0,0.0,852.5,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,2522.1,11275.1,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15425.8,0.0,18.1,68.4,0.0,0.0,0.0,0.0,1200.4,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,3743.3,10310.4,0.0
