Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,543124,-,-,-,34.21,-102.74,-6,1178,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle,Pressure,Dew Point
2013,1,1,0,30,0,0,0,1.6,-4,167.55,880,-6
2013,1,1,1,30,0,0,0,1.3,-5,166.34,880,-7
2013,1,1,2,30,0,0,0,1,-5,156.31,880,-7
2013,1,1,3,30,0,0,0,1,-6,144.32,880,-7
2013,1,1,4,30,0,0,0,1.1,-6,131.95,880,-8
2013,1,1,5,30,0,0,0,1.4000000000000001,-6,119.61,880,-8
2013,1,1,6,30,0,0,0,1.8,-6,107.52,880,-8
2013,1,1,7,30,0,0,0,2,-6,95.87,880,-8
2013,1,1,8,30,64,32,368,2.3000000000000003,-5,84.92,880,-8
2013,1,1,9,30,180,90,349,2.4000000000000004,-3,75.03,880,-8
2013,1,1,10,30,411,80,836,2.1,-1,66.7,880,-7
2013,1,1,11,30,532,89,901,1.6,0,60.59,880,-7
2013,1,1,12,30,594,87,942,1.8,1,57.45,880,-7
2013,1,1,13,30,589,86,943,2.3000000000000003,2,57.75,880,-7
2013,1,1,14,30,519,80,919,2.4000000000000004,2,61.45,880,-7
2013,1,1,15,30,392,66,870,2,2,68,880,-7
2013,1,1,16,30,219,51,728,1.3,0,76.64,880,-7
2013,1,1,17,30,41,21,345,1.1,-1,86.74,880,-7
2013,1,1,18,30,0,0,0,1.2000000000000002,-2,97.84,880,-8
2013,1,1,19,30,0,0,0,1.2000000000000002,-3,109.57000000000001,880,-8
2013,1,1,20,30,0,0,0,1.1,-4,121.72,880,-8
2013,1,1,21,30,0,0,0,0.9,-4,134.09,880,-8
2013,1,1,22,30,0,0,0,0.8,-4,146.43,880,-8
2013,1,1,23,30,0,0,0,0.7000000000000001,-5,158.24,880,-8
2013,1,2,0,30,0,0,0,0.7000000000000001,-5,167.43,880,-8
2013,1,2,1,30,0,0,0,0.7000000000000001,-5,166.33,880,-8
2013,1,2,2,30,0,0,0,0.9,-5,156.35,880,-8
2013,1,2,3,30,0,0,0,1.1,-5,144.38,880,-9
2013,1,2,4,30,0,0,0,1.1,-5,132.01,880,-9
2013,1,2,5,30,0,0,0,1.1,-5,119.66,880,-10
2013,1,2,6,30,0,0,0,1.1,-6,107.56,880,-10
2013,1,2,7,30,0,0,0,1.5,-5,95.91,880,-10
2013,1,2,8,30,71,26,507,2,-3,84.94,880,-10
2013,1,2,9,30,258,49,807,2,-1,75.03,880,-9
