Bus7001,Bus7002,Bus7003,Bus7004,Bus7005,Bus7006,Bus7007,Bus7008,Bus7009,Bus7010,Bus7011,Bus7012
0.0,0.0,1.11,1.225,1.2999999999999998,0.0,0.0,1.2999999999999998,80.65,82.95,0.0,84.45
0.0,0.0,1.11,1.175,1.2999999999999998,0.0,0.0,1.2999999999999998,80.3,81.6,0.0,84.1
0.0,0.0,1.1400000000000001,1.1749999999999998,1.25,0.0,0.0,1.25,81.25,81.95,0.0,83.45
0.0,0.0,1.1800000000000002,1.175,1.2999999999999998,0.0,0.0,1.2999999999999998,82.05000000000001,81.95,0.0,84.45
0.0,0.0,1.1,1.275,1.2999999999999998,0.0,0.0,1.2999999999999998,81.5,85.0,0.0,85.49999999999999
0.0,0.0,1.12,1.2249999999999999,1.25,0.0,0.0,1.25,82.95,85.05,0.0,85.55
0.0,0.0,1.15,1.225,1.4,0.0,0.0,1.4,84.25,85.75,0.0,89.25
0.0,0.0,1.03,1.1500000000000001,1.4,0.0,0.0,1.4,81.5,83.9,0.0,88.9
0.0,0.0,0.85,0.8250000000000001,1.3,0.0,0.0,1.3,76.85,76.35,0.0,85.85
0.0,0.0,0.7300000000000001,0.8250000000000001,1.25,0.0,0.0,1.25,72.0,73.9,0.0,82.4
0.0,0.0,0.84,0.85,1.15,0.0,0.0,1.15,74.55,74.75,0.0,80.75
0.0,0.0,0.69,0.7999999999999999,1.15,0.0,0.0,1.15,71.2,73.39999999999999,0.0,80.4
0.0,0.0,0.72,0.8500000000000001,1.2,0.0,0.0,1.2,71.8,74.4,0.0,81.4
0.0,0.0,0.78,0.825,1.15,0.0,0.0,1.15,73.0,73.9,0.0,80.4
0.0,0.0,0.76,0.875,1.15,0.0,0.0,1.15,72.95,75.25,0.0,80.75
0.0,0.0,0.82,0.8250000000000001,1.15,0.0,0.0,1.15,74.15,74.25,0.0,80.75
0.0,0.0,0.8099999999999999,1.025,1.15,0.0,0.0,1.15,73.6,77.9,0.0,80.4
