Bus8001,Bus8002,Bus8003,Bus8004,Bus8005,Bus8006,Bus8007,Bus8008,Bus8009,Bus8010,Bus8011,Bus8012,Bus8013,Bus8014,Bus8015,Bus8016,Bus8017,Bus8018,Bus8019,Bus8020,Bus8021,Bus8022,Bus8023,Bus8024,Bus8025,Bus8026,Bus8027,Bus8028,Bus8029,Bus8030,Bus8031
0.0,0.0,3.3200000000000003,0.0,0.005,0.005,0.0,3.9749999999999996,3.195,0.005,0.0,0.005,0.005,0.0,0.005,0.005,4.26,0.005,0.0,7.207,5.769,0.005,3.2139999999999995,0.0,0.0,0.0,0.0,5.632499999999999,0.005,0.005,3.99
0.0,0.0,3.46,0.0,0.005,0.005,0.0,3.912,2.391,0.005,0.0,0.005,0.005,0.0,0.005,0.005,1.245,0.005,0.0,3.973,5.533,0.005,2.821,0.0,0.0,0.0,0.0,5.35425,0.005,0.005,2.963
0.0,0.0,3.3200000000000003,0.0,0.005,0.005,0.0,3.0080000000000005,1.9989999999999999,0.005,0.0,0.005,0.005,0.0,0.005,0.005,1.035,0.005,0.0,3.575,5.403,0.005,3.02,0.0,0.0,0.0,0.0,5.635,0.005,0.005,2.395
0.0,0.0,3.3600000000000003,0.0,0.005,0.005,0.0,3.004,0.84,0.005,0.0,0.005,0.005,0.0,0.005,0.005,1.254,0.005,0.0,4.311,4.983,0.005,2.9179999999999997,0.0,0.0,0.0,0.0,5.35525,0.005,0.005,2.063
0.0,0.0,3.26,0.0,0.005,0.005,0.0,2.981,1.0579999999999998,0.005,0.0,0.005,0.005,0.0,0.005,0.005,1.043,0.005,0.0,3.4779999999999998,5.494,0.005,2.945,0.0,0.0,0.0,0.0,5.421749999999999,0.005,0.005,2.216
0.0,0.0,3.3,0.0,0.005,0.005,0.0,3.0300000000000002,0.855,0.005,0.0,0.005,0.005,0.0,0.005,0.005,1.056,0.005,0.0,3.3760000000000003,7.484,0.005,3.5119999999999996,0.0,0.0,0.0,0.0,5.27825,0.005,0.005,2.289
0.0,0.0,3.4799999999999995,0.0,0.005,0.005,0.0,2.5640000000000005,1.597,0.005,0.0,0.005,0.005,0.0,0.005,0.005,0.997,0.005,0.0,3.1719999999999997,7.414,0.005,2.694,0.0,0.0,0.0,0.0,5.8172500000000005,0.005,0.005,2.167
0.0,0.0,3.26,0.0,0.005,0.005,0.0,3.294,1.17,0.005,0.0,0.005,0.005,0.0,0.005,0.005,0.933,0.005,0.0,3.449,7.516000000000001,0.005,3.016,0.0,0.0,0.0,0.0,5.66325,0.005,0.005,3.764
0.0,0.0,3.08,0.0,0.005,0.005,0.0,4.058,1.782,0.005,0.0,0.005,0.005,0.0,0.005,0.005,0.974,0.005,0.0,3.784,7.797,0.005,5.13,0.0,0.0,0.0,0.0,5.416,0.005,0.005,5.755
0.0,0.0,3.0,0.0,0.005,0.005,0.0,3.606,2.378,0.005,0.0,0.005,0.005,0.0,0.005,0.005,2.573,0.005,0.0,7.388999999999999,7.196,0.005,6.2700000000000005,0.0,0.0,0.0,0.0,4.9125,0.005,0.005,5.743
0.0,0.0,3.1199999999999997,0.0,0.005,0.005,0.0,5.0520000000000005,3.768,0.005,0.0,0.005,0.005,0.0,0.005,0.005,1.641,0.005,0.0,5.634,8.174000000000001,0.005,8.003,0.0,0.0,0.0,0.0,4.67425,0.005,0.005,4.305
0.0,0.0,2.92,0.0,0.005,0.005,0.0,3.096000000000001,2.435,0.005,0.0,0.005,0.005,0.0,0.005,0.005,2.059,0.005,0.0,6.398,8.333,0.005,8.89,0.0,0.0,0.0,0.0,4.0475,0.005,0.005,6.901
0.0,0.0,3.1799999999999997,0.0,0.005,0.005,0.0,4.812,6.295999999999999,0.005,0.0,0.005,0.005,0.0,0.005,0.005,2.533,0.005,0.0,6.446,4.406,0.005,6.561,0.0,0.0,0.0,0.0,4.003500000000001,0.005,0.005,9.706
0.0,0.0,2.96,0.0,0.005,0.005,0.0,6.361,3.6430000000000002,0.005,0.0,0.005,0.005,0.0,0.005,0.005,0.615,0.005,0.0,5.0,4.27,0.005,11.196000000000002,0.0,0.0,0.0,0.0,5.2405,0.005,0.005,7.321000000000001
