Bus6001,Bus6002,Bus6003,Bus6004,Bus6005,Bus6006,Bus6007,Bus6008,Bus6009,Bus6010,Bus6011,Bus6012,Bus6013,Bus6014,Bus6015,Bus6016,Bus6017
0.0,0.0,3.832035216,3.337947947,1.942927522,2.29629184,2.016232922,6.422327336,6.750843165,2.820327664,1.027137829,1.11897958,0.448291667,0.195107183,0.161025518,1.493165049,0.621541667
0.0,0.0,4.897721851,3.039853007,2.43069781,0.966559225,0.437451308,5.903480145,3.72925,1.4372492,0.560035786,0.984142517,1.151717965,0.153086123,0.16975704,0.984142517,0.694689237
0.0,0.0,5.184005707,2.045458333,1.803412995,1.47,0.712126723,7.162639608,2.558616581,0.853671265,0.775930741,0.680319151,0.404757153,0.148529988,0.291450082,0.227560175,1.041991637
0.0,0.0,7.179101293,3.12484622,1.39475,2.044791437,1.338912393,5.357527597,4.862593933,2.310649259,1.511269848,0.403624081,0.448,0.19226888,0.282376294,0.358166667,2.192590218
0.0,0.0,5.026237336,1.853833333,1.473162159,0.712461413,1.034368879,2.159613035,4.623109781,2.75327214,0.575062127,0.459251786,0.807802665,0.057566882,0.345426903,0.291224651,1.223043287
0.0,0.0,4.612416667,1.719528687,1.96150311,1.857352222,0.677403692,4.045094849,1.379040311,1.771875,1.292958333,0.819193002,0.234542297,0.127033037,0.268534914,0.652586859,1.557449478
0.0,0.0,5.273407783,4.078960767,1.370833333,2.070980516,1.091231229,1.954033491,3.686266273,0.813060965,1.263208333,0.50853821,0.226277745,0.121041667,0.121688409,0.478394133,0.913504988
0.0,0.0,4.473291667,3.971925582,1.168908584,1.032569332,0.508982434,2.354107704,4.341996276,2.813427107,3.510366616,0.808817915,0.730586941,0.168132571,0.331970946,0.548902456,0.483482671
0.0,0.0,5.801243707,3.278952633,0.605022232,1.327883785,1.646695156,1.94205303,4.402691564,1.185050343,2.048847899,0.701567672,0.317038885,0.159411791,0.558582102,1.673332872,1.158169416
0.0,0.0,6.467888682,6.508826744,1.269408657,1.301589057,3.027013155,4.106567127,1.452281344,2.10653643,1.936161892,2.486551588,1.031566838,0.218694461,0.341831469,0.831727454,0.511910883
0.0,0.0,5.67765085,4.256875,1.160683304,1.858902918,3.902183199,4.557955329,3.217928303,1.883583333,1.324596944,2.348823894,1.181830992,0.258674391,0.418543581,1.953369637,0.616032869
0.0,0.0,7.39575503,7.232866314,1.978497798,2.403333333,2.433727809,2.228545268,4.192292139,2.710626649,0.731214237,3.228021366,2.621208333,0.325725948,0.196496858,3.018197361,2.580952497
0.0,0.0,4.316490682,1.477929955,0.622691275,6.0055941,2.359178121,2.580375,1.212181848,0.80964115,1.064607817,0.864928156,1.9145,0.235159047,1.505160012,1.770416667,2.600219956
0.0,0.0,2.255795326,3.701680059,0.634660627,5.558484215,4.12922479,4.647712908,2.612381268,4.338073093,0.453552936,1.676249244,3.065274602,0.505275327,0.576633697,3.761089114,0.575671303
0.0,0.0,2.139521624,2.85034856,0.910921152,0.779745257,1.296964756,3.893381108,2.50687367,1.718024945,1.537427562,2.423427394,1.980650418,0.743434431,0.329341473,2.423427394,0.72167048
0.0,0.0,2.64402682,2.295201106,2.943262953,1.182943507,2.030875,5.821067378,2.555541753,2.992791667,0.502997758,2.26420584,0.875900061,1.253259392,0.144772159,1.363541667,1.138752969
0.0,0.0,4.088583333,3.100841015,1.949096744,1.343342627,1.157637424,2.560120323,2.340916667,2.021245908,1.314914537,2.027958333,0.605040208,1.725158388,0.308871756,2.523602018,1.96743149
0.0,0.0,5.332483941,0.977212074,2.391375,1.913576533,2.641924218,3.578369769,1.901732062,1.74041578,0.821183025,1.113291667,0.595971504,1.40664611,0.171178451,1.254587229,1.936164329
0.0,0.0,3.758853118,2.228478233,1.511761702,1.354178513,2.391487659,3.445574072,3.99904762,3.019125984,2.46907409,1.111297312,0.645604273,0.531404515,0.226410407,2.274708333,1.140862529
0.0,0.0,5.560780456,2.855107489,2.583253183,1.735452075,2.239741714,1.237972951,1.172996471,3.171130721,2.86125253,2.520453662,0.639157652,0.236588701,1.652873079,2.356622132,0.470893034
0.0,0.0,4.3855,2.63650296,2.551890991,1.696009983,2.04160238,4.084574671,2.608375,2.98247957,1.470291667,1.133110676,0.382201027,0.53249777,1.476777685,0.623300954,1.068898885
0.0,0.0,2.976636906,1.18708093,1.803161001,0.958436878,0.991746287,1.748944244,1.834228882,4.581687112,0.982916667,0.538088921,0.444791667,0.443854439,1.746949832,0.538088921,0.534329567
