Bus2001,Bus2002,Bus2003,Bus2004,Bus2005,Bus2006,Bus2007,Bus2008,Bus2009,Bus2010,Bus2011,Bus2012,Bus2013,Bus2014,Bus2015,Bus2016,Bus2017,Bus2018,Bus2019,Bus2020,Bus2021,Bus2022,Bus2023,Bus2024,Bus2025,Bus2026,Bus2027,Bus2028,Bus2029,Bus2030,Bus2031,Bus2032,Bus2033,Bus2034,Bus2035,Bus2036,Bus2037,Bus2038,Bus2039,Bus2040,Bus2041,Bus2042,Bus2043,Bus2044,Bus2045,Bus2046,Bus2047,Bus2048,Bus2049,Bus2050,Bus2051,Bus2052,Bus2053,Bus2054,Bus2055,Bus2056,Bus2057,Bus2058,Bus2059,Bus2060
0.0,24.68,8.328,0.0,5.484,0.0,0.0,1.684,1.384,2.026,4.441,0.0,0.0,2.86,1.307,4.673,5.134,4.321,0.0,2.375,0.0,3.292,0.942,1.52,2.513,0.0,0.0,1.3648,5.009,3.528,3.77,1.886,0.0,2.035,11.168,0.0,4.312,0.0,0.0,82.48,1.984,3.94,8.238,0.0,2.11,8.291,11.362,6.146,4.739,3.351,7.795,38.504,4.24,5.867,7.787,5.513,0.0,39.64,2.116,1.808
0.0,23.44,10.765,0.0,7.465,0.0,0.0,1.777,4.845,1.782,4.347,0.0,0.0,2.942,1.17,6.095,4.996,3.453,0.0,2.299,0.0,4.384,0.895,2.066,2.294,0.0,0.0,2.0976,4.62,4.079,4.38,2.746,0.0,2.115,9.772,0.0,5.213,0.0,0.0,91.04,1.874,3.361,7.309,0.0,2.077,10.48,8.428,6.271,4.721,3.463,7.989,36.802,3.32,10.763,9.247,4.775,0.0,41.56,2.569,2.662
0.0,25.04,7.968,0.0,9.934,0.0,0.0,2.183,1.507,1.822,4.257,0.0,0.0,3.056,1.295,4.774,4.357,5.343,0.0,2.341,0.0,3.06,1.221,2.054,2.021,0.0,0.0,1.9201,5.201,4.461,5.285,1.196,0.0,1.887,10.048,0.0,4.243,0.0,0.0,82.56,1.784,2.952,11.067,0.0,2.039,6.779,10.031,6.802,5.281,4.448,9.786,35.126,3.28,9.193,5.141,4.84,0.0,39.36,2.1,2.007
0.0,23.82,6.735,0.0,9.041,0.0,0.0,2.108,1.506,2.291,4.307,0.0,0.0,6.836,2.726,6.648,3.81,4.571,0.0,2.436,0.0,3.573,1.978,2.965,1.999,0.0,0.0,2.5253,5.581,4.477,3.641,1.75,0.0,2.371,9.813,0.0,8.503,0.0,0.0,73.32,1.896,2.956,6.888,0.0,2.064,6.493,13.026,7.979,4.887,3.589,13.056,36.65,3.28,8.272,7.841,5.565,0.0,39.36,2.017,1.83
0.0,24.3,6.905,0.0,8.663,0.0,0.0,1.96,1.391,3.021,4.638,0.0,0.0,4.925,3.103,5.745,3.82,3.711,0.0,2.341,0.0,3.291,1.884,6.994,2.688,0.0,0.0,1.9816,9.967,3.101,4.086,2.244,0.0,1.954,10.443,0.0,4.19,0.0,0.0,78.2,2.793,2.931,6.659,0.0,2.532,5.648,13.516,6.675,4.382,4.468,11.525,36.347,3.68,7.355,5.658,4.411,0.0,37.72,1.787,3.562
0.0,23.94,7.583,0.0,5.576,0.0,0.0,2.215,1.555,2.324,4.337,0.0,0.0,3.22,3.226,4.809,4.704,4.062,0.0,3.134,0.0,2.321,1.749,5.551,2.832,0.0,0.0,1.9356,12.115,3.316,3.755,1.223,0.0,3.628,7.35,0.0,7.198,0.0,0.0,83.16,2.768,2.932,5.68,0.0,2.273,6.616,12.894,6.011,5.261,3.116,10.456,38.107,3.64,11.795,9.462,5.658,0.0,37.76,1.763,3.251
0.0,24.94,10.209,0.0,4.04,0.0,0.0,2.77,2.2,2.076,4.874,0.0,0.0,2.592,2.775,8.207,4.845,4.894,0.0,2.346,0.0,2.429,1.412,4.872,5.773,0.0,0.0,1.2789,12.65,4.011,4.229,2.508,0.0,3.252,4.29,0.0,3.832,0.0,0.0,86.08,2.362,3.214,6.066,0.0,2.359,6.842,12.937,7.606,5.319,3.133,13.537,38.568,3.84,7.033,10.482,6.571,0.0,39.64,2.376,2.063
0.0,26.26,14.527,0.0,8.804,0.0,0.0,4.11,1.555,2.41,5.611,0.0,0.0,3.224,1.556,5.322,5.332,4.778,0.0,2.742,0.0,2.804,1.084,5.774,3.871,0.0,0.0,1.5505,15.827,4.639,3.284,1.063,0.0,3.947,4.252,0.0,3.975,0.0,0.0,91.4,1.672,4.337,5.752,0.0,2.412,7.746,13.376,7.218,5.289,3.116,14.992,45.739,4.08,10.762,9.001,5.511,0.0,44.68,2.103,2.225
0.0,26.48,12.716,0.0,10.795,0.0,0.0,4.329,2.639,2.367,5.233,0.0,0.0,2.868,1.329,6.066,5.882,6.938,0.0,2.557,0.0,3.098,0.7,2.916,5.195,0.0,0.0,1.9765,15.888,4.614,3.635,0.943,0.0,3.173,4.75,0.0,3.632,0.0,0.0,93.96,2.088,4.834,5.731,0.0,2.758,8.708,8.309,6.723,7.111,3.37,11.047,42.589,4.44,8.439,8.717,5.263,0.0,43.56,2.223,2.839
0.0,26.7,13.107,0.0,13.07,0.0,0.0,4.15,3.463,2.466,5.601,0.0,0.0,2.958,1.665,4.713,7.265,5.312,0.0,2.545,0.0,3.331,0.728,5.217,5.197,0.0,0.0,1.7807,9.579,4.704,4.389,1.024,0.0,4.307,4.064,0.0,3.729,0.0,0.0,84.84,1.823,3.996,8.097,0.0,2.508,7.871,9.23,6.516,5.853,3.086,9.267,41.829,5.0,10.428,5.996,5.421,0.0,45.2,2.365,2.009
0.0,26.64,12.66,0.0,12.755,0.0,0.0,2.595,3.187,2.481,5.466,0.0,0.0,3.278,1.548,2.929,9.151,4.509,0.0,2.706,0.0,2.576,0.742,4.071,5.437,0.0,0.0,1.4837,9.458,4.725,5.331,1.107,0.0,2.691,4.714,0.0,6.225,0.0,0.0,83.28,1.96,4.064,9.502,0.0,2.281,7.514,9.122,6.9,7.818,2.727,11.035,43.558,4.56,7.092,8.159,5.101,0.0,40.88,2.323,1.928
0.0,26.44,12.359,0.0,12.593,0.0,0.0,2.365,1.766,4.193,5.131,0.0,0.0,2.954,1.539,2.661,5.381,4.298,0.0,2.566,0.0,2.893,0.662,4.114,5.508,0.0,0.0,1.2439,9.402,5.042,4.027,1.361,0.0,3.781,4.432,0.0,3.835,0.0,0.0,81.72,1.817,4.025,8.345,0.0,2.211,6.949,7.047,7.058,4.735,3.62,11.157,40.108,4.68,8.666,5.048,5.836,0.0,36.6,2.716,1.981
0.0,26.72,12.591,0.0,12.004,0.0,0.0,2.242,1.031,2.762,5.323,0.0,0.0,3.951,1.541,2.251,3.645,4.297,0.0,2.416,0.0,2.499,0.729,5.181,6.497,0.0,0.0,1.1889,9.48,4.589,3.574,1.406,0.0,3.147,4.712,0.0,3.225,0.0,0.0,75.68,1.984,3.985,7.108,0.0,2.226,6.807,7.69,6.62,4.857,2.783,8.338,40.013,4.52,6.51,8.373,4.635,0.0,36.76,2.167,2.291
0.0,26.9,13.631,0.0,9.351,0.0,0.0,2.003,1.154,2.249,5.218,0.0,0.0,2.585,1.472,1.972,3.558,3.647,0.0,3.533,0.0,1.966,0.688,3.275,3.457,0.0,0.0,1.1409,9.309,4.705,5.787,1.584,0.0,2.628,4.151,0.0,3.21,0.0,0.0,66.48,1.872,3.999,6.19,0.0,2.654,5.669,5.9,5.44,4.259,4.401,6.438,40.445,4.16,4.099,3.08,4.679,0.0,33.6,2.292,1.859
0.0,27.42,14.623,0.0,7.463,0.0,0.0,1.989,0.783,2.263,5.435,0.0,0.0,3.044,1.506,1.813,3.822,3.732,0.0,2.784,0.0,1.417,0.701,2.656,2.372,0.0,0.0,1.2289,8.842,4.908,3.081,1.148,0.0,2.317,4.826,0.0,3.147,0.0,0.0,69.0,2.272,4.161,6.129,0.0,4.666,6.772,5.49,4.422,3.533,2.388,5.906,39.409,4.56,4.339,2.992,4.025,0.0,32.12,2.4,1.846
0.0,26.88,13.396,0.0,7.755,0.0,0.0,2.052,0.666,2.03,5.124,0.0,0.0,2.607,0.955,1.849,3.376,3.612,0.0,3.068,0.0,1.469,0.756,3.3,2.812,0.0,0.0,1.2353,8.926,4.932,3.607,1.171,0.0,2.624,4.223,0.0,3.193,0.0,0.0,69.88,1.797,4.078,6.227,0.0,2.971,11.541,5.252,3.155,3.652,2.172,5.526,38.828,4.12,4.946,3.128,4.213,0.0,32.8,2.525,1.849
0.0,26.72,12.974,0.0,8.788,0.0,0.0,2.193,0.582,1.982,5.402,0.0,0.0,2.719,0.998,1.662,2.936,3.887,0.0,3.05,0.0,1.349,0.665,4.543,2.425,0.0,0.0,1.2892,9.024,4.577,5.407,1.098,0.0,2.58,4.787,0.0,3.041,0.0,0.0,68.36,2.136,4.211,6.08,0.0,2.082,14.439,4.634,3.208,3.077,2.126,5.155,38.733,4.2,4.309,2.957,4.156,0.0,31.72,2.191,2.315
0.0,26.88,12.877,0.0,7.752,0.0,0.0,1.819,0.681,1.659,5.508,0.0,0.0,3.091,1.272,1.721,2.997,3.702,0.0,2.972,0.0,1.347,0.745,3.989,2.45,0.0,0.0,1.27,9.321,4.712,4.168,1.204,0.0,2.327,4.173,0.0,3.492,0.0,0.0,83.08,1.821,4.02,5.729,0.0,2.085,10.76,4.162,3.182,3.805,2.64,5.028,37.041,4.44,4.089,2.582,3.926,0.0,32.92,2.251,1.844
0.0,27.02,13.155,0.0,7.879,0.0,0.0,1.946,0.905,1.803,5.763,0.0,0.0,2.557,1.004,1.651,3.697,3.405,0.0,2.973,0.0,1.499,0.64,2.674,2.961,0.0,0.0,1.3318,9.484,4.933,4.358,1.051,0.0,2.631,4.361,0.0,3.034,0.0,0.0,81.4,1.892,3.913,5.866,0.0,2.432,9.54,4.24,3.195,2.849,2.005,4.901,36.898,4.84,5.14,2.679,4.613,0.0,32.76,2.334,1.831
0.0,26.88,12.636,0.0,7.726,0.0,0.0,1.759,1.381,1.766,5.629,0.0,0.0,2.722,1.119,2.298,4.326,4.391,0.0,3.583,0.0,1.365,0.738,2.696,2.357,0.0,0.0,2.2442,10.276,4.821,4.644,1.253,0.0,2.444,4.317,0.0,3.053,0.0,0.0,90.56,1.914,3.976,6.093,0.0,2.134,7.1,4.803,3.471,3.539,2.098,5.004,37.216,7.84,4.327,4.156,4.225,0.0,31.84,2.272,1.843
0.0,26.8,14.26,0.0,8.863,0.0,0.0,1.984,0.63,1.592,5.544,0.0,0.0,2.658,1.149,1.905,3.942,3.977,0.0,3.675,0.0,2.133,0.697,4.684,2.209,0.0,0.0,3.79,10.314,4.521,4.094,1.092,0.0,2.268,4.685,0.0,2.965,0.0,0.0,90.88,1.849,4.062,6.298,0.0,2.106,8.18,5.413,3.608,3.198,2.563,6.679,40.091,5.6,4.719,2.784,4.412,0.0,38.24,2.212,1.846
0.0,26.56,14.443,0.0,7.899,0.0,0.0,2.077,0.665,2.345,5.504,0.0,0.0,2.901,1.147,2.258,3.916,3.738,0.0,2.698,0.0,5.558,0.695,2.712,2.345,0.0,0.0,3.6439,12.636,5.342,5.654,1.057,0.0,3.168,10.918,0.0,3.013,0.0,0.0,90.36,1.986,3.993,6.113,0.0,2.166,9.057,6.746,4.209,4.029,3.167,7.035,48.083,9.24,4.615,3.457,5.151,0.0,41.24,2.216,1.854
0.0,26.38,12.566,0.0,7.384,0.0,0.0,3.229,1.041,2.788,5.224,0.0,0.0,3.61,1.119,1.757,4.708,4.763,0.0,2.606,0.0,2.424,1.478,2.943,2.317,0.0,0.0,3.1901,11.097,5.625,3.645,1.224,0.0,2.68,18.705,0.0,5.323,0.0,0.0,86.56,1.674,3.409,8.066,0.0,2.462,11.219,11.112,5.985,4.959,2.862,6.693,57.308,8.4,8.36,3.001,5.026,0.0,42.88,2.143,2.354
0.0,24.72,14.755,0.0,9.166,0.0,0.0,2.876,1.96,3.624,4.757,0.0,0.0,2.852,1.084,2.74,4.36,6.451,0.0,2.482,0.0,2.088,1.781,3.163,2.817,0.0,0.0,2.8847,8.753,4.941,3.453,1.881,0.0,4.083,17.657,0.0,3.693,0.0,0.0,86.6,1.88,2.999,9.373,0.0,2.413,7.704,14.118,10.571,5.182,3.174,10.314,66.664,8.16,12.117,4.183,5.254,0.0,42.56,2.239,1.823
0.0,27.38,13.164,0.0,11.037,0.0,0.0,2.013,1.745,2.216,6.34,0.0,0.0,2.99,1.326,2.321,5.955,4.523,0.0,2.862,0.0,2.395,1.817,2.812,2.564,0.0,0.0,2.3316,8.954,5.005,5.059,3.605,0.0,4.213,17.62,0.0,4.829,0.0,0.0,90.44,2.47,3.597,8.38,0.0,3.075,6.969,14.129,10.785,8.612,4.883,9.214,59.523,7.24,11.645,4.236,4.568,0.0,39.4,2.139,1.909
0.0,28.82,12.206,0.0,13.919,0.0,0.0,2.994,0.733,2.413,5.502,0.0,0.0,4.629,1.931,2.701,6.03,8.753,0.0,2.522,0.0,2.678,1.655,2.825,2.823,0.0,0.0,1.8888,8.029,6.028,4.902,1.346,0.0,4.546,15.008,0.0,4.431,0.0,0.0,90.84,2.104,4.577,6.697,0.0,2.679,7.984,9.919,9.185,7.57,5.976,10.891,50.348,7.24,5.651,5.324,6.66,0.0,40.8,2.54,2.474
0.0,24.94,11.567,0.0,12.997,0.0,0.0,2.515,1.467,5.521,4.369,0.0,0.0,2.996,1.228,3.01,5.98,4.481,0.0,2.459,0.0,4.025,0.615,2.232,3.639,0.0,0.0,2.0009,8.426,5.658,3.671,3.208,0.0,4.798,14.076,0.0,3.089,0.0,0.0,90.16,1.903,2.907,5.929,0.0,2.623,8.437,12.944,8.279,8.681,9.004,8.616,44.533,5.2,5.529,5.77,5.38,0.0,38.68,2.411,5.346
0.0,25.26,11.225,0.0,11.967,0.0,0.0,1.822,1.421,3.957,4.117,0.0,0.0,2.794,1.156,2.18,8.066,5.8,0.0,3.117,0.0,2.969,1.344,2.721,2.586,0.0,0.0,1.9088,5.4,3.416,4.421,3.907,0.0,7.392,15.192,0.0,4.016,0.0,0.0,88.64,1.92,2.941,5.854,0.0,2.908,12.486,10.987,8.151,6.745,3.444,14.024,41.243,5.8,5.545,6.014,4.756,0.0,43.28,1.683,5.326
0.0,25.24,12.204,0.0,11.976,0.0,0.0,1.772,0.843,4.019,4.354,0.0,0.0,2.593,1.193,3.453,4.759,5.213,0.0,2.618,0.0,2.66,1.612,2.568,3.273,0.0,0.0,1.8098,5.724,3.674,6.269,2.248,0.0,4.406,13.662,0.0,4.464,0.0,0.0,84.68,1.719,2.994,5.842,0.0,2.777,8.815,14.03,6.658,6.103,6.919,7.334,39.217,6.6,5.33,5.395,5.827,0.0,40.56,1.796,2.444
0.0,24.84,10.471,0.0,11.275,0.0,0.0,1.747,0.713,2.944,4.474,0.0,0.0,3.011,1.333,3.584,6.65,4.582,0.0,3.978,0.0,2.38,2.505,2.477,4.43,0.0,0.0,2.042,6.295,3.867,3.652,1.035,0.0,4.118,13.374,0.0,8.127,0.0,0.0,92.6,1.748,3.05,6.664,0.0,2.748,9.775,13.69,8.229,5.623,3.425,9.12,39.738,6.24,4.476,7.302,8.179,0.0,41.52,1.915,1.839
0.0,25.56,11.516,0.0,14.778,0.0,0.0,2.058,0.853,1.979,5.431,0.0,0.0,2.686,1.328,4.619,7.756,4.08,0.0,4.142,0.0,3.223,2.508,2.465,2.973,0.0,0.0,2.2701,6.423,5.687,5.783,0.917,0.0,3.468,23.669,0.0,7.357,0.0,0.0,91.28,1.941,3.468,7.695,0.0,2.786,8.36,14.195,7.714,7.243,4.69,7.151,44.783,6.36,6.006,9.589,5.558,0.0,42.0,2.406,2.228
0.0,26.32,14.328,0.0,11.116,0.0,0.0,3.258,1.162,2.379,6.026,0.0,0.0,4.041,1.557,4.66,9.154,4.63,0.0,2.87,0.0,5.22,2.087,2.94,6.634,0.0,0.0,2.2235,9.387,5.628,3.734,1.518,0.0,3.583,19.29,0.0,5.321,0.0,0.0,98.52,1.875,3.978,7.781,0.0,2.971,9.841,9.741,8.085,6.13,3.643,8.718,52.066,4.88,11.902,12.625,5.785,0.0,44.16,2.671,0.462
0.0,26.98,13.581,0.0,11.116,0.0,0.0,3.311,1.444,2.338,5.464,0.0,0.0,4.83,1.445,4.487,7.757,4.145,0.0,3.045,0.0,4.658,2.031,2.895,4.484,0.0,0.0,1.9961,9.377,4.857,4.137,1.259,0.0,3.929,4.958,0.0,4.928,0.0,0.0,90.56,1.926,5.11,6.877,0.0,2.646,8.222,9.13,7.283,5.523,8.255,12.334,49.146,4.72,11.409,6.443,5.687,0.0,42.6,2.506,0.452
0.0,26.52,14.148,0.0,10.566,0.0,0.0,3.048,1.153,2.396,5.429,0.0,0.0,6.563,1.517,4.577,6.574,4.487,0.0,3.7,0.0,2.865,2.258,2.729,3.718,0.0,0.0,1.0205,9.885,4.6,3.488,1.305,0.0,4.399,3.573,0.0,3.213,0.0,0.0,75.96,2.673,4.958,7.12,0.0,2.758,6.758,9.497,6.927,5.695,4.877,10.98,47.368,5.12,8.133,3.801,7.537,0.0,44.84,2.263,0.387
0.0,26.78,14.544,0.0,9.609,0.0,0.0,2.5,1.139,2.53,5.583,0.0,0.0,5.19,1.543,4.619,6.003,4.08,0.0,3.125,0.0,2.694,1.099,2.438,6.134,0.0,0.0,0.8891,9.13,4.544,3.697,1.403,0.0,3.241,3.891,0.0,3.275,0.0,0.0,76.04,1.924,4.708,6.929,0.0,2.597,6.185,8.697,6.783,5.299,3.529,12.475,44.268,4.44,6.618,4.361,7.25,0.0,43.96,2.17,0.901
0.0,26.58,14.474,0.0,10.461,0.0,0.0,2.145,1.144,2.294,5.958,0.0,0.0,5.598,1.516,3.174,4.877,3.846,0.0,3.046,0.0,2.16,0.772,2.508,3.963,0.0,0.0,0.8465,9.425,4.684,3.38,1.204,0.0,2.642,3.413,0.0,4.349,0.0,0.0,80.08,1.679,4.474,5.914,0.0,2.529,6.943,10.017,6.964,6.391,3.557,9.663,41.057,4.48,6.465,4.924,5.829,0.0,39.84,2.112,0.344
0.0,26.56,14.107,0.0,9.23,0.0,0.0,1.848,1.125,2.3,5.29,0.0,0.0,2.839,1.658,3.854,6.712,3.811,0.0,2.815,0.0,2.017,0.82,2.395,2.326,0.0,0.0,0.8423,9.338,4.707,3.765,1.071,0.0,3.328,3.739,0.0,4.956,0.0,0.0,71.08,1.806,4.005,5.536,0.0,2.226,8.337,7.907,5.845,4.461,3.559,8.62,41.466,4.28,4.807,3.786,5.291,0.0,35.0,2.413,0.438
0.0,27.56,13.199,0.0,8.21,0.0,0.0,1.733,1.046,2.125,5.36,0.0,0.0,3.12,1.458,3.514,4.042,3.28,0.0,3.026,0.0,2.357,0.759,2.17,2.923,0.0,0.0,1.1269,9.115,4.579,3.259,1.212,0.0,2.143,3.87,0.0,4.946,0.0,0.0,63.48,1.883,3.976,5.793,0.0,2.345,8.692,6.831,3.865,3.77,2.776,5.11,41.84,4.56,5.255,3.238,4.421,0.0,33.0,2.137,0.405
0.0,26.64,12.744,0.0,8.168,0.0,0.0,1.816,0.772,1.623,5.106,0.0,0.0,2.651,1.226,2.11,4.053,3.624,0.0,2.998,0.0,1.831,0.806,2.351,4.183,0.0,0.0,1.1546,8.581,4.654,4.419,0.937,0.0,2.856,3.433,0.0,4.962,0.0,0.0,67.88,1.878,3.889,5.503,0.0,2.047,5.375,4.856,3.548,4.184,2.961,5.826,40.916,4.12,4.465,3.679,4.2,0.0,32.16,2.323,0.569
0.0,26.76,12.534,0.0,8.028,0.0,0.0,1.662,0.566,1.71,5.187,0.0,0.0,2.869,0.976,2.291,3.839,3.262,0.0,3.25,0.0,1.722,0.791,2.25,3.083,0.0,0.0,1.112,8.483,5.174,3.955,0.949,0.0,2.57,3.7,0.0,5.338,0.0,0.0,68.8,2.085,4.356,5.736,0.0,2.104,5.212,4.933,3.413,3.212,2.24,4.754,40.889,4.16,3.847,2.766,3.801,0.0,32.28,2.437,0.742
0.0,26.34,13.47,0.0,7.987,0.0,0.0,2.016,0.909,1.712,5.155,0.0,0.0,2.633,1.079,2.085,4.061,3.835,0.0,2.821,0.0,1.768,0.776,2.101,2.087,0.0,0.0,1.1447,9.2,4.599,3.601,0.945,0.0,2.499,3.538,0.0,4.902,0.0,0.0,71.16,1.826,4.559,5.636,0.0,2.209,5.942,5.158,3.258,3.941,1.809,5.271,41.366,4.68,3.987,2.69,4.309,0.0,32.24,2.143,0.365
0.0,27.04,14.315,0.0,8.053,0.0,0.0,1.767,1.385,1.738,5.284,0.0,0.0,2.499,0.96,2.215,2.874,4.156,0.0,2.917,0.0,1.814,0.756,2.117,2.151,0.0,0.0,1.3282,9.481,4.544,5.093,0.992,0.0,2.492,4.379,0.0,4.927,0.0,0.0,84.56,1.872,3.834,5.844,0.0,2.474,5.574,4.419,3.125,3.626,1.741,4.966,40.366,4.16,3.901,2.952,4.049,0.0,33.44,2.208,0.447
0.0,27.0,13.699,0.0,8.971,0.0,0.0,1.826,0.631,1.979,5.598,0.0,0.0,2.915,1.014,2.222,3.438,4.674,0.0,2.954,0.0,1.627,0.783,2.097,2.336,0.0,0.0,1.4345,9.826,4.863,3.385,0.961,0.0,2.505,3.605,0.0,4.955,0.0,0.0,85.24,2.111,4.024,5.541,0.0,2.191,5.13,5.715,4.13,3.431,2.153,5.468,40.364,4.52,4.378,2.956,4.192,0.0,33.36,2.365,0.419
0.0,26.74,13.122,0.0,8.293,0.0,0.0,1.919,0.679,1.824,5.634,0.0,0.0,4.435,1.03,2.811,4.079,3.186,0.0,3.101,0.0,1.815,0.809,2.72,2.418,0.0,0.0,2.4116,10.472,8.413,5.442,1.169,0.0,2.306,3.987,0.0,5.202,0.0,0.0,95.48,2.38,3.989,8.376,0.0,2.111,5.378,6.504,4.532,3.671,2.407,4.853,40.222,6.6,6.526,4.311,5.224,0.0,31.96,5.889,0.38
0.0,33.62,20.351,0.0,9.258,0.0,0.0,1.918,0.693,2.002,5.736,0.0,0.0,2.645,1.039,2.423,4.628,3.177,0.0,3.557,0.0,2.748,0.738,3.316,4.076,0.0,0.0,3.7229,13.092,8.778,8.426,1.47,0.0,2.792,3.905,0.0,4.983,0.0,0.0,100.04,2.631,4.368,9.166,0.0,2.202,7.952,8.099,3.971,3.458,5.577,9.36,40.7,43.48,10.398,4.041,4.637,0.0,39.2,5.975,1.002
