Bus6001,Bus6002,Bus6003,Bus6004,Bus6005,Bus6006,Bus6007,Bus6008,Bus6009,Bus6010,Bus6011,Bus6012,Bus6013,Bus6014,Bus6015,Bus6016,Bus6017
0.0,0.0,40.44,12.854,20.655,15.36,3.345,19.776,7.477,4.447,6.338,3.939,1.194,0.563,0.487,3.939,5.803
0.0,0.0,38.973,13.449,18.981,16.0,3.152,12.034,7.001,4.659,8.97,4.729,1.928,0.459,0.664,4.729,9.148
0.0,0.0,30.367,7.36,9.547,9.32,4.013,12.091,7.729,5.176,9.012,5.881,2.343,1.282,0.927,5.881,4.205
0.0,0.0,20.169,6.904,11.172,2.48,6.246,11.069,8.633,7.047,12.466,6.799,1.581,2.802,0.958,6.799,4.252
0.0,0.0,14.088,7.065,9.981,3.88,6.96,11.12,8.756,6.561,11.318,5.663,1.571,0.752,0.912,5.663,7.203
0.0,0.0,13.694,6.839,7.94,3.8,7.076,11.155,8.64,6.189,8.025,8.044,1.752,0.834,0.91,8.044,5.827
0.0,0.0,13.52,6.637,4.939,4.44,6.501,11.209,9.136,5.26,6.075,5.926,1.605,1.68,2.977,5.926,10.345
0.0,0.0,13.807,6.82,4.036,4.84,4.215,11.411,8.996,8.29,4.217,5.449,1.761,0.747,1.108,5.449,4.101
0.0,0.0,14.232,7.035,4.559,4.04,3.435,11.665,8.676,6.319,3.895,3.714,1.569,0.538,0.661,3.714,3.953
0.0,0.0,14.516,7.211,5.081,4.04,3.554,12.677,8.402,6.863,3.431,3.999,2.432,0.46,0.543,3.999,3.224
0.0,0.0,14.983,6.188,4.336,4.64,3.973,12.874,9.08,6.911,2.933,2.044,1.741,0.44,0.591,2.044,3.365
0.0,0.0,14.408,6.135,4.56,4.68,3.873,13.024,9.153,7.046,3.686,1.527,1.745,0.318,0.597,1.527,3.024
0.0,0.0,14.447,6.156,4.489,4.32,3.543,11.635,8.71,6.848,3.019,1.233,1.871,0.34,0.489,1.233,2.676
0.0,0.0,14.056,6.059,4.231,5.32,3.331,11.907,8.113,7.825,3.266,1.568,1.75,0.501,0.414,1.568,2.966
0.0,0.0,13.637,5.961,4.435,4.4,3.636,12.265,7.189,7.094,3.134,1.584,1.819,0.417,0.566,1.584,3.501
0.0,0.0,13.817,5.836,7.591,4.48,4.597,13.688,7.076,8.084,4.74,1.326,1.736,0.565,1.069,1.326,3.517
0.0,0.0,18.129,8.09,27.5,7.84,8.431,14.355,8.633,8.363,3.633,1.977,1.566,0.54,0.784,1.977,3.772
0.0,0.0,29.849,17.224,25.75,18.96,5.257,14.103,8.041,6.86,9.258,3.893,1.91,0.347,0.522,3.893,6.366
0.0,0.0,43.912,17.677,22.758,20.04,4.662,15.764,9.678,7.431,5.823,6.236,1.304,0.569,0.544,6.236,3.663
0.0,0.0,44.057,16.953,22.24,19.0,4.544,17.477,8.989,5.938,6.117,5.823,1.15,0.519,1.208,5.823,3.166
0.0,0.0,42.847,15.701,22.125,20.6,3.291,13.21,8.081,7.37,4.755,6.81,1.684,0.393,0.904,6.81,4.086
0.0,0.0,42.917,14.638,20.742,19.12,4.11,13.355,7.619,8.634,6.623,7.554,2.214,0.497,0.661,7.554,5.769
0.0,0.0,45.877,15.682,22.903,19.8,4.709,13.113,6.449,7.052,5.773,6.963,1.365,0.663,0.551,6.963,6.115
0.0,0.0,48.116,15.037,23.32,18.44,4.041,13.041,7.89,3.308,7.187,6.786,1.523,0.537,0.546,6.786,3.383
0.0,0.0,42.937,13.142,22.454,18.8,2.754,11.279,7.454,3.433,3.601,6.598,1.497,0.649,1.671,6.598,6.153
0.0,0.0,37.273,13.404,23.689,17.12,2.543,10.006,7.54,3.625,3.623,4.06,1.719,0.528,0.606,4.06,3.502
0.0,0.0,31.427,8.626,10.173,8.36,3.338,8.89,8.632,3.672,3.41,4.048,1.479,0.53,0.869,4.048,2.896
0.0,0.0,19.694,5.749,3.021,3.6,4.255,8.757,8.802,5.71,4.954,6.14,2.024,0.722,1.154,6.14,4.983
0.0,0.0,14.486,6.448,3.366,4.04,4.82,8.797,8.984,6.974,4.924,7.725,1.428,0.678,2.262,7.725,5.001
0.0,0.0,14.283,5.776,4.393,4.48,6.214,6.066,7.816,6.604,5.806,2.556,1.694,0.582,3.602,2.556,5.431
0.0,0.0,14.436,6.766,4.608,4.4,6.097,6.043,9.46,6.534,4.714,1.909,2.038,0.596,1.35,1.909,9.335
0.0,0.0,13.939,6.124,3.773,4.92,3.206,5.971,8.794,6.461,3.65,1.806,1.96,0.511,0.913,1.806,1.874
0.0,0.0,14.591,6.813,3.514,5.36,3.345,6.198,9.163,6.866,5.006,2.232,2.75,0.667,0.754,2.232,2.334
0.0,0.0,15.067,6.707,3.588,8.96,3.499,6.092,9.317,7.156,3.047,2.162,2.07,0.582,0.49,2.162,3.073
0.0,0.0,14.518,7.293,3.779,7.16,3.399,6.21,9.218,7.0,4.084,1.38,2.174,0.567,0.528,1.38,2.395
0.0,0.0,15.115,7.489,3.84,5.4,3.516,6.231,8.391,6.885,3.009,0.952,2.172,0.352,0.509,0.952,2.425
0.0,0.0,14.933,7.586,3.488,4.96,3.389,6.496,8.767,7.604,3.029,1.933,2.346,0.362,0.557,1.933,2.349
0.0,0.0,15.366,8.178,3.795,4.92,3.768,6.24,7.639,7.515,4.425,1.219,2.256,0.362,0.57,1.219,4.231
0.0,0.0,15.382,8.101,4.642,5.04,3.568,6.918,8.078,7.767,3.164,1.191,2.229,0.379,0.488,1.191,2.983
0.0,0.0,14.371,7.242,3.917,4.76,4.144,8.04,7.875,11.278,3.009,1.166,2.255,0.513,0.848,1.166,3.616
0.0,0.0,19.526,11.18,22.345,9.68,3.387,9.087,7.992,8.014,4.747,3.635,2.817,0.601,0.892,3.635,4.485
0.0,0.0,29.962,18.83,23.343,17.84,4.702,16.456,8.882,6.218,6.687,3.35,3.66,0.566,0.653,3.35,7.013
0.0,0.0,45.983,21.873,23.41,18.44,5.56,18.923,9.176,5.644,11.082,3.985,3.267,0.445,0.548,3.985,2.916
0.0,0.0,43.674,20.73,25.241,19.08,3.634,19.889,8.443,4.538,9.157,4.871,3.496,0.467,0.416,4.871,2.234
0.0,0.0,41.528,17.26,26.144,20.76,3.028,14.995,7.914,7.018,5.461,3.27,3.269,1.035,0.429,3.27,3.019
0.0,0.0,42.169,17.575,21.934,18.32,2.953,15.965,7.923,4.077,6.46,3.038,2.985,0.622,0.472,3.038,4.194
0.0,0.0,41.099,16.156,23.572,17.84,2.516,18.266,6.926,4.926,6.067,5.098,3.97,1.311,0.487,5.098,7.743
0.0,0.0,39.551,15.847,24.567,20.08,2.374,15.632,8.31,2.321,6.651,4.717,3.168,0.944,0.358,4.717,3.613
0.0,0.0,37.746,14.67,21.742,17.16,1.691,12.806,7.449,2.096,3.389,7.788,3.22,2.017,0.691,7.788,4.132
0.0,0.0,39.25,14.984,24.209,16.44,2.251,9.746,7.86,1.913,4.529,5.352,3.356,0.591,0.938,5.352,4.429
0.0,0.0,31.894,13.527,5.728,10.08,3.317,6.909,7.737,4.031,8.374,5.08,3.081,0.549,4.065,5.08,2.045
0.0,0.0,16.546,15.384,3.414,4.56,3.332,7.155,7.057,7.143,7.356,9.384,0.792,0.518,2.882,9.384,6.693
0.0,0.0,17.45,15.745,3.268,4.2,3.865,8.908,8.072,7.651,7.919,7.997,1.003,0.618,2.514,7.997,7.186
0.0,0.0,16.051,9.636,4.077,4.96,4.347,10.109,7.717,6.851,5.437,5.802,1.167,0.925,1.098,5.802,4.333
0.0,0.0,16.421,6.637,3.821,5.0,3.437,9.794,9.696,10.849,4.623,5.784,1.289,0.691,0.735,5.784,9.045
0.0,0.0,15.53,5.949,3.943,5.16,3.253,10.528,9.293,8.614,3.756,4.542,1.86,0.59,0.653,4.542,4.826
0.0,0.0,16.257,6.198,3.419,4.36,2.767,10.877,9.017,5.684,4.058,2.714,1.518,0.495,0.626,2.714,2.504
0.0,0.0,15.966,6.203,4.14,5.2,3.408,10.259,8.501,4.605,3.12,1.043,1.321,0.558,0.47,1.043,3.123
0.0,0.0,16.228,6.245,3.486,4.32,3.064,10.076,7.384,4.818,3.654,1.593,1.293,0.575,0.56,1.593,2.635
0.0,0.0,17.058,6.522,3.363,3.04,3.33,10.412,8.482,6.073,2.757,1.895,1.487,0.415,0.483,1.895,2.504
0.0,0.0,16.31,6.415,3.523,4.24,3.081,10.382,8.256,5.679,2.603,1.448,1.272,0.283,0.499,1.448,5.186
0.0,0.0,15.862,6.112,3.466,4.28,3.097,9.84,7.703,5.509,2.421,1.44,1.333,0.386,0.446,1.44,2.516
0.0,0.0,15.966,6.061,3.551,4.48,3.019,11.661,8.014,5.584,3.249,1.137,1.468,0.31,0.509,1.137,3.789
0.0,0.0,16.028,6.056,6.912,4.24,3.13,13.261,7.694,6.324,4.9,1.162,2.023,0.319,0.782,1.162,4.431
0.0,0.0,18.521,10.102,21.856,11.64,3.37,13.13,7.985,6.064,4.623,1.494,1.093,0.403,0.728,1.494,4.019
0.0,0.0,31.578,19.652,23.158,15.64,7.228,13.835,7.681,4.21,6.02,1.826,2.863,0.546,0.403,1.826,3.336
0.0,0.0,44.256,20.298,22.604,15.48,5.51,15.665,8.17,5.231,6.356,5.518,2.836,0.698,0.431,5.518,3.33
0.0,0.0,43.169,17.247,22.3,16.12,3.269,12.472,7.949,3.486,6.695,7.459,3.58,0.696,0.444,7.459,2.211
0.0,0.0,50.441,18.72,23.578,18.16,3.212,12.215,7.798,2.61,6.425,5.711,2.905,1.355,0.358,5.711,3.171
0.0,0.0,45.846,16.794,20.383,18.56,2.828,13.385,6.689,2.087,7.187,5.944,1.894,0.583,0.478,5.944,2.177
0.0,0.0,49.898,17.424,30.557,18.04,5.776,12.886,6.818,2.226,4.275,7.122,2.814,0.599,0.386,7.122,8.978
0.0,0.0,44.845,14.381,30.948,18.08,3.464,13.194,7.076,1.615,3.403,8.575,3.532,0.391,0.504,8.575,6.388
0.0,0.0,45.323,12.616,24.659,18.76,3.975,13.322,6.559,2.152,2.729,4.485,3.165,0.342,0.538,4.485,3.572
0.0,0.0,39.192,13.495,24.67,18.6,3.547,11.837,7.037,4.319,3.376,2.774,2.61,0.435,0.772,2.774,6.279
0.0,0.0,30.513,9.275,5.09,6.72,3.352,10.784,7.062,5.549,6.998,2.823,0.776,0.753,1.054,2.823,6.373
0.0,0.0,17.142,6.777,5.83,2.32,3.009,10.281,7.485,9.458,6.703,5.323,1.029,0.624,0.84,5.323,8.817
0.0,0.0,14.18,6.17,3.082,2.6,5.204,8.213,7.546,6.755,4.378,7.97,1.423,0.628,1.059,7.97,6.441
0.0,0.0,14.716,5.779,3.294,4.24,5.803,4.991,6.724,7.583,4.359,2.107,1.604,0.5,2.258,2.107,3.64
0.0,0.0,14.656,5.701,3.394,3.36,5.622,4.725,7.96,6.647,4.347,2.492,2.013,0.344,3.253,2.492,9.886
0.0,0.0,14.454,5.467,3.297,4.28,5.196,5.316,6.291,7.152,4.118,2.724,1.437,0.441,0.657,2.724,3.944
0.0,0.0,14.896,5.647,3.196,4.08,2.696,4.856,6.694,4.344,4.26,2.126,1.591,0.34,0.677,2.126,3.029
0.0,0.0,15.143,6.268,3.308,3.96,3.132,9.421,5.223,8.423,2.817,1.341,1.399,0.284,0.491,1.341,2.649
0.0,0.0,14.571,5.709,3.497,3.64,3.198,10.311,2.741,5.576,3.22,1.421,1.43,0.399,0.463,1.421,1.848
0.0,0.0,14.232,5.53,3.252,3.84,2.888,10.231,2.665,5.837,3.234,1.516,1.645,0.369,0.585,1.516,3.042
0.0,0.0,14.959,6.047,3.888,4.04,3.062,10.469,2.657,4.948,2.684,1.889,1.424,0.358,0.475,1.889,3.367
0.0,0.0,14.425,5.696,3.158,3.72,2.816,5.504,2.618,4.76,3.8,0.964,1.438,0.363,0.485,0.964,2.435
0.0,0.0,14.312,5.753,3.386,3.52,2.974,4.905,2.565,5.123,2.772,1.408,2.283,0.342,0.539,1.408,2.879
0.0,0.0,14.64,5.422,9.986,5.72,2.762,6.179,3.848,5.695,2.875,1.447,1.46,0.284,0.958,1.447,4.007
0.0,0.0,23.983,10.438,21.023,12.56,6.193,7.138,5.561,4.361,5.803,3.649,1.271,0.404,0.652,3.649,7.541
0.0,0.0,34.273,17.932,22.871,15.52,4.335,8.257,4.459,5.329,7.596,2.029,2.302,0.586,0.577,2.029,3.7
0.0,0.0,50.225,18.818,21.092,14.92,5.101,9.193,3.911,5.706,7.217,3.125,2.268,0.593,0.602,3.125,2.992
0.0,0.0,46.619,16.62,23.675,18.84,5.458,9.499,3.868,4.076,6.443,6.784,2.077,0.602,0.332,6.784,2.774
0.0,0.0,47.392,16.526,20.463,19.76,4.158,10.023,3.4735,4.304,4.965,8.352,1.343,1.499,0.311,8.352,3.874
0.0,0.0,43.256,13.752,20.99,19.8,2.518,11.622,3.32925,4.445,3.151,4.218,1.5,1.801,0.461,4.218,2.207
0.0,0.0,47.292,14.844,23.642,18.84,2.275,12.456,3.335125,3.771,2.272,2.576,0.98,1.904,0.274,2.576,5.107
0.0,0.0,46.546,14.403,25.349,19.44,1.735,15.318,3.338,3.579,3.546,1.072,0.792,0.343,0.364,1.072,4.21
0.0,0.0,43.237,14.714,21.259,19.84,1.99,15.883,3.428,4.341,4.238,4.057,0.693,0.444,0.514,4.057,3.15
0.0,0.0,34.935,13.254,20.348,19.28,1.859,16.77,3.479,4.098,4.159,3.71,1.146,0.447,0.634,3.71,4.555
0.0,0.0,27.165,10.636,2.961,9.32,3.389,11.755,3.648,4.765,4.78,6.724,2.076,0.939,0.632,6.724,5.721
0.0,0.0,14.112,11.056,2.389,2.68,3.548,8.662,3.764,6.069,6.088,10.242,0.848,0.921,0.9625,10.242,3.225
0.0,0.0,12.361,8.851,2.864,3.2,4.071,9.42,3.75,5.384,8.7375,11.369,1.369,0.867,1.96725,11.369,5.492
0.0,0.0,12.465,8.467,2.887,3.52,4.386,5.385,2.721,6.51,3.85125,6.739,2.013,1.066,3.741625,6.739,3.15
0.0,0.0,12.425,8.236,3.209,3.44,4.564,4.876,8.174,5.488,3.206,4.551,1.395,0.556,5.1598125,4.551,5.331
0.0,0.0,12.596,5.929,2.951,4.32,2.816,4.678,8.089,6.118,3.521,2.254,1.318,0.526,0.93690625,2.254,3.623
0.0,0.0,12.875,5.779,3.211,3.84,2.796,4.672,5.425,5.369,4.294,3.572,1.583,0.716,0.712953125,3.572,2.452
0.0,0.0,11.978,5.523,4.022,4.12,2.326,7.246,2.892,4.837,4.723,2.275,2.011,0.502,0.666,2.275,2.0465
0.0,0.0,12.528,5.849,3.811,3.24,3.28,10.021,6.23,5.867,2.792,1.084,2.199,0.403,0.674,1.084,2.564
0.0,0.0,12.425,5.677,3.053,4.28,3.093,10.34,8.536,5.047,2.5145,1.184,2.15,0.386,0.472,1.184,4.075
0.0,0.0,12.307,5.699,3.634,3.52,2.983,10.535,7.451,5.48,3.02275,1.836,2.342,0.2955,0.543,1.836,3.65585
0.0,0.0,12.057,5.526,3.119,4.04,3.04,10.634,4.185,5.811,2.891375,1.059,2.7745,0.29675,0.509,1.059,6.084775
0.0,0.0,12.137,5.622,3.626,4.4,2.858,10.316,4.318,5.175,2.91596875,1.212,2.18625,0.278875,0.527,1.212,3.7097375
0.0,0.0,12.759,6.071,3.188,3.72,3.031,11.471,5.747,5.239,4.235984375,1.376,2.223125,0.2774375,0.515,1.376,3.51971875
0.0,0.0,11.867,6.401,2.94,7.32,4.84,12.915,5.176,4.954,3.022992188,2.4,2.012,0.288,0.855,2.4,2.5087
0.0,0.0,14.214,5.447,2.372,11.32,4.672,14.918,5.167,5.505,4.831996094,2.973,2.075,0.524,1.124,2.973,4.5645
0.0,0.0,28.156,5.362,2.618,13.88,4.16,10.217,5.204,4.924,6.249498047,7.391,4.312,1.118,1.004,7.391,4.9271
0.0,0.0,26.961,5.305,2.267,14.6,5.091,12.934,6.695,4.187,6.834749023,13.19,3.944,1.607,0.933,13.19,3.2025
0.0,0.0,28.709,5.491,2.415,14.84,4.573,9.601,6.804,4.448,4.892374512,7.693,2.819,2.321,0.866,7.693,4.5925
0.0,0.0,23.352,5.247,2.443,14.24,3.529,9.097,6.8,4.988,8.660687256,12.37,2.175,1.444,0.94,12.37,3.9861
0.0,0.0,22.723,5.481,2.255,12.2,3.428,8.295,6.925,6.261,4.908019409,6.961,1.447,0.8765,0.789,6.961,3.72695
0.0,0.0,12.875,5.36,2.394,8.28,3.15,7.299,2.753,5.033,3.565009705,8.876,1.533,0.59,0.641,8.876,6.222225
0.0,0.0,13.267,5.566,2.392,3.96,3.47,5.529,3.89,6.069,3.711,8.879,1.398,0.714,0.905,8.879,4.1662625
0.0,0.0,12.467,5.174,3.142,2.44,3.772,4.844,5.453,4.11,3.567,8.063,2.664,2.446,0.787,8.063,6.57278125
0.0,0.0,11.472,5.452,2.513,3.0,3.686,4.029,7.558,3.41,5.078,9.176,1.544,2.596,1.986,9.176,2.408190625
0.0,0.0,10.78,5.082,2.121,2.76,3.77,4.234,5.159,3.765,3.566,7.695,1.386,0.689,0.875,7.695,4.212345313
0.0,0.0,11.716,5.292,2.504,2.88,4.175,4.152,4.457,4.004,5.042,8.544,2.323,0.8655,1.26,8.544,3.530272656
0.0,0.0,12.569,5.442,3.295,4.28,4.287,4.236,7.817,4.318,4.173,6.101,2.188,1.56375,3.575,6.101,2.673486328
0.0,0.0,12.609,5.315,2.952,3.48,4.21,4.221,8.458,5.474,3.667,2.713,3.681,0.923375,1.365,2.713,3.221543164
0.0,0.0,12.99,5.687,2.881,3.68,4.015,4.516,9.251,4.58,3.781,2.555,2.192,0.4396875,0.559,2.555,6.496421582
0.0,0.0,12.95,5.734,3.171,3.76,2.092,4.635,8.648,4.226,4.4705,1.837,2.2635,0.48834375,0.368,1.837,5.316160791
0.0,0.0,12.644,5.417,3.053,4.36,3.43,4.93,8.512,4.297,3.751,1.688,2.058,0.526,0.472,1.688,3.143
0.0,0.0,12.518,5.279,3.348,4.44,3.02,5.208,8.109,3.994,2.492,2.749,2.236,0.586,0.36,2.749,2.512
0.0,0.0,13.037,5.751,2.849,3.68,2.818,9.97,7.987,4.739,2.788,1.495,2.165,0.383,0.451,1.495,2.543
0.0,0.0,13.021,5.636,3.408,4.76,3.01,10.14,8.347,4.378,3.184,1.087,2.899,0.305,0.42,1.087,4.297
0.0,0.0,13.42,5.972,3.061,4.12,2.609,10.133,8.805,5.32,3.792,1.363,2.374,0.304,0.421,1.363,4.919
0.0,0.0,12.922,5.428,3.353,4.32,3.047,10.59,8.73,4.402,2.638,1.42,2.213,0.311,0.425,1.42,2.59
0.0,0.0,13.157,5.913,3.106,4.28,2.796,11.078,8.811,4.288,3.742,1.122,1.93,0.336,0.482,1.122,1.914
0.0,0.0,12.089,11.496,4.088,3.6,3.569,10.866,7.817,4.445,3.453,1.494,1.956,0.518,0.501,1.494,7.115
0.0,0.0,11.149,14.805,3.641,3.2,6.432,10.475,7.427,5.164,4.789,2.152,2.346,0.485,0.999,2.152,4.427
0.0,0.0,11.064,15.124,2.54,3.64,8.644,10.104,8.038,4.757,7.109,4.319,3.302,0.378,1.65,4.319,4.867
0.0,0.0,10.881,14.603,2.23,3.24,8.841,9.955,8.408,7.382,4.589,5.798,1.952,2.074,3.844,5.798,4.542
0.0,0.0,10.914,14.544,2.571,3.36,6.802,9.083,7.446,6.404,4.612,7.611,2.36,2.691,3.808,7.611,1.947
0.0,0.0,14.244,12.474,2.207,2.88,7.282,5.183,7.0,5.526,4.174,6.722,1.574,1.666,4.097,6.722,3.755
0.0,0.0,20.619,9.584,2.146,3.6,6.224,5.704,6.198,5.329,3.219,4.669,1.523,1.278,0.581,4.669,6.863
0.0,0.0,18.487,6.139,2.365,3.16,5.338,5.214,6.261,5.522,3.509,11.838,1.626,0.537,0.446,11.838,6.298
0.0,0.0,20.621,4.583,2.06,5.2,5.261,4.534,5.602,5.579,3.624,8.404,1.54,0.603,0.462,8.404,5.362
0.0,0.0,21.753,5.363,1.923,4.76,5.238,3.846,6.619,6.563,4.605,2.426,1.931,0.865,0.405,2.426,6.267
0.0,0.0,15.45,5.079,2.817,2.28,4.209,3.976,6.25,5.467,8.025,4.617,4.238,2.176,0.708,4.617,4.691
0.0,0.0,10.643,5.354,2.985,3.0,4.014,3.869,6.592,5.402,7.129,5.631,4.7,0.875,0.796,5.631,5.27
0.0,0.0,13.403,5.63,2.929,3.52,3.1,4.262,5.496,6.504,9.531,8.697,2.706,2.236,2.676,8.697,4.813
0.0,0.0,13.442,6.388,3.18,3.24,3.958,4.047,6.091,4.405,8.293,3.925,1.905,0.975,1.726,3.925,3.875
0.0,0.0,13.584,6.155,4.022,3.12,3.509,4.244,6.619,5.131,5.297,3.793,1.937,1.741,2.496,3.793,7.632
0.0,0.0,13.772,6.167,3.164,4.04,2.255,4.454,7.169,5.885,5.717,1.945,2.089,0.488,2.1,1.945,3.128
0.0,0.0,13.388,6.201,3.354,3.28,2.141,4.412,6.495,2.702,3.517,1.294,2.087,0.392,0.275,1.294,3.782
0.0,0.0,12.671,5.3,3.128,3.68,2.5,4.405,6.868,2.274,2.975,2.353,2.214,0.373,0.303,2.353,3.43
0.0,0.0,12.539,5.904,3.396,3.28,2.517,4.439,5.882,2.923,2.801,1.389,2.123,0.41,0.475,1.389,5.561
0.0,0.0,12.517,5.662,3.212,4.08,2.472,4.731,6.236,3.691,2.306,2.125,2.881,0.367,0.288,2.125,4.716
0.0,0.0,12.387,5.513,3.565,3.92,2.74,4.451,6.225,4.528,2.277,1.079,2.207,0.334,0.502,1.079,3.369
0.0,0.0,13.072,5.802,3.491,3.36,2.914,3.904,6.845,2.301,3.288,1.156,2.309,0.3,0.407,1.156,3.383
0.0,0.0,12.778,5.942,3.54,4.16,3.11,4.877,5.536,3.73,3.26,1.361,2.258,0.315,0.357,1.361,2.463
0.0,0.0,14.373,6.005,7.092,4.0,2.715,7.074,5.898,4.55,3.087,2.896,2.277,0.354,0.923,2.896,4.156
0.0,0.0,19.356,9.76,25.4,14.24,3.173,8.033,5.903,6.347,3.918,2.151,2.018,0.399,0.607,2.151,1.931
0.0,0.0,29.694,17.295,25.681,16.68,3.481,9.525,4.871,3.35,7.925,3.334,6.469,0.324,0.298,3.334,5.373
0.0,0.0,43.246,15.393,22.482,17.24,3.49,9.664,6.296,5.506,4.26,7.694,8.588,0.347,0.247,7.694,5.359
0.0,0.0,45.969,16.206,24.473,16.6,2.286,11.886,6.181,3.599,3.99,5.221,9.86,1.012,0.308,5.221,3.059
0.0,0.0,46.094,13.834,24.031,15.6,1.591,12.046,5.793,4.127,4.038,5.529,11.132,2.399,0.375,5.529,2.426
0.0,0.0,40.452,13.164,21.355,16.52,2.022,12.777,5.573,3.668,5.695,6.505,11.1875,2.352,0.374,6.505,5.289
0.0,0.0,42.485,12.642,24.33,15.88,1.9,11.746,5.492,3.541,3.356,7.155,11.243,1.957,0.364,7.155,6.107
0.0,0.0,40.581,12.526,21.593,15.44,3.86,12.701,5.638,3.684,2.756,2.96,2.898,2.662,0.327,2.96,6.07
0.0,0.0,44.146,13.108,25.006,15.68,2.183,13.688,9.068,3.789,2.259,2.021,2.809,2.549,0.41,2.021,5.576
0.0,0.0,34.811,12.406,24.378,12.96,2.336,12.143,9.287,7.07,5.154,2.947,3.144,1.68,0.451,2.947,3.304
0.0,0.0,26.828,6.622,5.649,5.24,2.697,6.81,9.759,6.639,6.835,5.423,3.569,0.54,0.473,5.423,2.586
0.0,0.0,16.09,7.907,4.379,2.6,3.125,9.196,10.276,8.084,9.645,7.577,1.483,0.594,0.748,7.577,3.269
0.0,0.0,12.839,8.119,3.824,3.0,3.882,5.032,11.996,7.452,5.569,10.246,1.731,0.706,0.928,10.246,3.99
0.0,0.0,13.203,8.43,3.631,3.16,4.393,5.115,9.521,6.838,6.597,4.899,2.037,0.415,1.13,4.899,6.428
0.0,0.0,13.13,8.195,4.036,4.04,4.023,5.069,10.09,7.245,4.472,5.857,1.954,0.387,0.686,5.857,5.93
0.0,0.0,12.705,7.989,3.59,3.2,3.329,5.073,10.491,4.968,4.523,4.754,2.083,0.543,0.61,4.754,2.997
0.0,0.0,12.289,6.245,3.754,3.92,2.869,5.063,10.075,5.9,2.809,1.818,2.482,0.454,0.456,1.818,2.334
0.0,0.0,12.46,6.046,3.394,3.36,2.597,5.245,10.41,5.413,4.378,0.86,2.128,0.325,0.355,0.86,2.874
0.0,0.0,12.381,6.164,3.404,3.28,2.857,5.19,10.252,3.695,3.018,1.72,2.045,0.435,0.338,1.72,1.969
0.0,0.0,11.709,6.675,3.508,3.72,2.544,5.583,9.867,6.463,2.748,0.86,2.13,0.312,0.424,0.86,2.016
0.0,0.0,11.283,5.929,3.59,3.76,2.292,5.614,9.789,4.171,2.209,0.951,2.049,0.251,0.33,0.951,3.652
0.0,0.0,11.587,6.523,3.525,3.76,2.786,5.839,9.924,4.279,2.539,1.156,2.111,0.256,0.289,1.156,2.094
0.0,0.0,10.982,5.888,4.07,3.52,2.672,10.418,9.574,6.041,2.488,1.568,2.161,0.281,0.368,1.568,3.204
0.0,0.0,11.888,6.498,7.37,4.28,2.692,12.68,9.148,6.098,4.408,2.523,2.626,0.433,1.155,2.523,3.3
0.0,0.0,21.135,9.726,26.115,11.76,4.75,13.035,9.036,6.19,2.791,2.5,2.05,0.561,0.488,2.5,3.378
0.0,0.0,35.117,15.356,26.915,16.32,3.04,15.399,8.127,5.895,4.928,5.063,4.167,0.411,0.209,5.063,4.518
0.0,0.0,42.794,16.773,24.275,18.32,3.092,17.185,9.714,6.668,4.531,2.662,3.965,0.477,0.242,2.662,3.838
0.0,0.0,45.071,14.885,23.979,20.6,2.996,13.154,16.844,4.89,4.944,4.706,3.221,0.47,1.432,4.706,2.672
0.0,0.0,47.473,14.652,22.501,19.0,2.625,13.002,17.347,4.891,4.054,8.096,2.684,0.373,0.401,8.096,2.536
0.0,0.0,44.669,13.23,20.921,18.0,2.665,13.08,17.419,7.23,3.687,9.973,1.589,0.388,0.347,9.973,3.662
0.0,0.0,44.855,15.217,25.451,18.4,2.255,13.954,15.43,4.768,5.623,8.432,1.517,0.621,0.397,8.432,7.566
0.0,0.0,43.26,14.698,25.502,19.0,1.829,15.588,11.662,4.306,6.482,4.433,2.131,0.484,0.431,4.433,8.455
0.0,0.0,42.919,14.13,26.18,17.88,1.743,13.601,10.998,3.942,6.066,3.696,1.557,0.432,0.377,3.696,8.151
0.0,0.0,33.367,12.957,25.933,17.28,2.368,13.545,18.223,3.252,5.536,9.559,1.445,0.389,3.362,9.559,6.205
0.0,0.0,27.75,6.491,6.437,9.16,2.322,9.891,22.844,2.237,4.879,7.554,2.481,0.618,3.906,7.554,4.573
0.0,0.0,14.544,5.559,3.236,2.88,2.444,7.351,22.93,3.215,5.672,10.327,1.557,0.462,0.676,10.327,5.131
0.0,0.0,13.157,5.398,3.373,2.48,3.94,7.119,24.014,3.688,6.334,7.793,1.803,0.519,1.137,7.793,4.09
0.0,0.0,14.307,5.595,4.188,3.56,4.939,5.18,18.784,5.252,6.162,4.221,2.078,0.407,2.14,4.221,4.244
0.0,0.0,14.254,5.395,3.582,4.2,6.116,4.248,16.285,5.654,6.882,3.945,2.674,0.406,3.549,3.945,7.96
0.0,0.0,13.864,5.418,3.959,3.56,4.964,5.297,13.095,5.543,4.095,1.881,2.096,0.594,1.376,1.881,3.94
0.0,0.0,14.466,5.307,3.63,4.0,2.422,5.419,12.849,6.059,4.92,2.091,2.12,0.575,0.726,2.091,5.241
0.0,0.0,13.82,5.413,3.917,3.84,2.878,4.895,12.602,5.083,3.798,1.404,2.182,0.497,0.711,1.404,3.41
0.0,0.0,14.817,6.547,3.959,4.64,2.593,4.885,12.014,5.94,3.446,1.406,2.301,0.47,0.499,1.406,2.586
