Run on a MSNT machine on 09/30/22 18:35:45.
Optimal solution found within time limit:,Yes

Renewable Capacity (MW),     1.000000
Renewable Penetration for Input (%),     0.442702
hydrogen use,     1.000000

NPV of actual operating profit, 2.0206698E+6
total electricity input (MWh),  8694.899712
total electricity output (MWh),     0.000000
output to input ratio,     0.000000
input capacity factor,     0.992568
output capacity factor,     0.000000
average regup (MW),     0.000000
average regdn (MW),     0.000000
average spinres (MW),     0.000000
average nonspinres (MW),     0.000000
number of input power system starts,  8760.000000
number of output power system starts,  8760.000000
arbitrage revenue ($),-1.852433E+5
regup revenue ($),     0.000000
regdn revenue ($),     0.000000
spinres revenue ($),     0.000000
nonspinres revenue ($),     0.000000
hydrogen revenue ($), 9.2097395E+5
REC revenue ($),     0.000000
LCFS revenue ($),     0.000000
startup costs ($),     0.000000

Interval,Input Power (MW),Output Power (MW),Storage Level (MW-h),Input Reg Up (MW),Output Reg Up (MW),Input Reg Dn (MW),Output Reg Dn (MW),Input Spin (MW),Output Spin (MW),Input Nonspin (MW),Output Nonspin (MW),Product Sold (units of product),Non-Ren Import (MW),Load Profile (MW),Renewable Input (MW),Renewables Sold (MW),Curtailment (MW)
    1.000000,    1.000000,    0.000000,  510.176636,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.996374,    0.000000,    0.003626,    0.000000,    0.000000
    2.000000,    1.000000,    0.000000,  510.181096,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
    3.000000,    1.000000,    0.000000,  510.185557,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.994211,    0.000000,    0.005789,    0.000000,    0.000000
    4.000000,    1.000000,    0.000000,  510.190017,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.957989,    0.000000,    0.042011,    0.000000,    0.000000
    5.000000,    1.000000,    0.000000,  510.194477,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.895204,    0.000000,    0.104796,    0.000000,    0.000000
    6.000000,    1.000000,    0.000000,  510.198937,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.899057,    0.000000,    0.100943,    0.000000,    0.000000
    7.000000,    1.000000,    0.000000,  510.203397,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.944766,    0.000000,    0.055234,    0.000000,    0.000000
    8.000000,    1.000000,    0.000000,  510.207857,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.943206,    0.000000,    0.056794,    0.000000,    0.000000
    9.000000,    1.000000,    0.000000,  510.212318,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.982566,    0.000000,    0.017434,    0.000000,    0.000000
   10.000000,    1.000000,    0.000000,  510.216778,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.986108,    0.000000,    0.013892,    0.000000,    0.000000
   11.000000,    1.000000,    0.000000,  510.221238,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
   12.000000,    1.000000,    0.000000,  510.225698,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.986783,    0.000000,    0.013217,    0.000000,    0.000000
   13.000000,    1.000000,    0.000000,  510.230158,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.951653,    0.000000,    0.048347,    0.000000,    0.000000
   14.000000,    1.000000,    0.000000,  510.234618,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.964959,    0.000000,    0.035041,    0.000000,    0.000000
   15.000000,    1.000000,    0.000000,  510.239079,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
   16.000000,    1.000000,    0.000000,  510.243539,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
   17.000000,    1.000000,    0.000000,  510.247999,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
   18.000000,    1.000000,    0.000000,  510.252459,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
   19.000000,    1.000000,    0.000000,  510.256919,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
   20.000000,    1.000000,    0.000000,  510.261379,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
   21.000000,    1.000000,    0.000000,  510.265840,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
   22.000000,    1.000000,    0.000000,  510.270300,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
   23.000000,    1.000000,    0.000000,  510.274760,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
   24.000000,    1.000000,    0.000000,  510.279220,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
   25.000000,    1.000000,    0.000000,  510.283680,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
   26.000000,    1.000000,    0.000000,  510.288140,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    1.000000,    0.000000,    0.000000,    0.000000,    0.000000
   27.000000,    1.000000,    0.000000,  510.292600,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.985013,    0.000000,    0.014987,    0.000000,    0.000000
   28.000000,    1.000000,    0.000000,  510.297061,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.953177,    0.000000,    0.046823,    0.000000,    0.000000
   29.000000,    1.000000,    0.000000,  510.301521,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.932998,    0.000000,    0.067002,    0.000000,    0.000000
   30.000000,    1.000000,    0.000000,  510.305981,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.891576,    0.000000,    0.108424,    0.000000,    0.000000
   31.000000,    1.000000,    0.000000,  510.310441,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.856799,    0.000000,    0.143201,    0.000000,    0.000000
   32.000000,    1.000000,    0.000000,  510.314901,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.847533,    0.000000,    0.152467,    0.000000,    0.000000
   33.000000,    1.000000,    0.000000,  510.319361,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.904228,    0.000000,    0.095772,    0.000000,    0.000000
   34.000000,    1.000000,    0.000000,  510.323822,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.894529,    0.000000,    0.105471,    0.000000,    0.000000
   35.000000,    1.000000,    0.000000,  510.328282,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.878921,    0.000000,    0.121079,    0.000000,    0.000000
   36.000000,    1.000000,    0.000000,  510.332742,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.778784,    0.000000,    0.221216,    0.000000,    0.000000
   37.000000,    1.000000,    0.000000,  510.337202,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.878155,    0.819358,    0.000000,    0.180642,    0.000000,    0.000000
