Run on a MSNT machine on 10/01/22 00:24:15.
Optimal solution found within time limit:,Yes

Renewable Capacity (MW),     1.000000
Renewable Penetration for Input (%),     0.474094
hydrogen use,     1.000000

NPV of actual operating profit, 1.5201375E+6
total electricity input (MWh),  7847.322011
total electricity output (MWh),     0.000000
output to input ratio,     0.000000
input capacity factor,     0.895813
output capacity factor,     0.000000
average regup (MW),     0.000000
average regdn (MW),     0.000000
average spinres (MW),     0.000000
average nonspinres (MW),     0.000000
number of input power system starts,  8760.000000
number of output power system starts,  8760.000000
arbitrage revenue ($),-1.760731E+5
regup revenue ($),     0.000000
regdn revenue ($),     0.000000
spinres revenue ($),     0.000000
nonspinres revenue ($),     0.000000
hydrogen revenue ($), 6.9284307E+5
REC revenue ($),     0.000000
LCFS revenue ($),     0.000000
startup costs ($),     0.000000

Interval,Input Power (MW),Output Power (MW),Storage Level (MW-h),Input Reg Up (MW),Output Reg Up (MW),Input Reg Dn (MW),Output Reg Dn (MW),Input Spin (MW),Output Spin (MW),Input Nonspin (MW),Output Nonspin (MW),Product Sold (units of product),Non-Ren Import (MW),Load Profile (MW),Renewable Input (MW),Renewables Sold (MW),Curtailment (MW)
    1.000000,    0.003626,    0.000000,  254.551685,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   16.135395,    0.000000,    0.000000,    0.003626,    0.000000,    0.000000
    2.000000,    0.000000,    0.000000,  254.014018,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   16.135395,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
    3.000000,    0.005789,    0.000000,  253.479825,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   16.135395,    0.000000,    0.000000,    0.005789,    0.000000,    0.000000
    4.000000,    0.042011,    0.000000,  252.967373,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   16.135395,    0.000000,    0.000000,    0.042011,    0.000000,    0.000000
    5.000000,    0.104796,    0.000000,  252.492604,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   16.135395,    0.000000,    0.000000,    0.104796,    0.000000,    0.000000
    6.000000,    0.100943,    0.000000,  252.015523,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   16.135395,    0.000000,    0.000000,    0.100943,    0.000000,    0.000000
    7.000000,    0.055234,    0.000000,  251.511007,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   16.135395,    0.000000,    0.000000,    0.055234,    0.000000,    0.000000
    8.000000,    1.000000,    0.000000,  251.573540,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   16.135395,    0.943206,    0.000000,    0.056794,    0.000000,    0.000000
    9.000000,    1.000000,    0.000000,  251.636073,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   16.135395,    0.982566,    0.000000,    0.017434,    0.000000,    0.000000
   10.000000,    1.000000,    0.000000,  251.698606,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   16.135395,    0.986108,    0.000000,    0.013892,    0.000000,    0.000000
