Run on a MSNT machine on 09/30/22 21:50:04.
Optimal solution found within time limit:,Yes

Renewable Capacity (MW),     1.000000
Renewable Penetration for Input (%),     0.467661
hydrogen use,     1.000000

NPV of actual operating profit, 1.5951358E+6
total electricity input (MWh),  8682.205346
total electricity output (MWh),     0.000000
output to input ratio,     0.000000
input capacity factor,     0.991119
output capacity factor,     0.000000
average regup (MW),     0.000000
average regdn (MW),     0.000000
average spinres (MW),     0.000000
average nonspinres (MW),     0.000000
number of input power system starts,  8760.000000
number of output power system starts,  8760.000000
arbitrage revenue ($),-2.017736E+5
regup revenue ($),     0.000000
regdn revenue ($),     0.000000
spinres revenue ($),     0.000000
nonspinres revenue ($),     0.000000
hydrogen revenue ($), 7.2702551E+5
REC revenue ($),     0.000000
LCFS revenue ($),     0.000000
startup costs ($),     0.000000

Interval,Input Power (MW),Output Power (MW),Storage Level (MW-h),Input Reg Up (MW),Output Reg Up (MW),Input Reg Dn (MW),Output Reg Dn (MW),Input Spin (MW),Output Spin (MW),Input Nonspin (MW),Output Nonspin (MW),Product Sold (units of product),Non-Ren Import (MW),Load Profile (MW),Renewable Input (MW),Renewables Sold (MW),Curtailment (MW)
    1.000000,    1.000000,    0.000000,  510.663513,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.186540,    0.000000,    0.813460,    0.000000,    0.000000
    2.000000,    1.000000,    0.000000,  510.668788,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.186540,    0.000000,    0.813460,    0.000000,    0.000000
    3.000000,    1.000000,    0.000000,  510.674062,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.186540,    0.000000,    0.813460,    0.000000,    0.000000
    4.000000,    1.000000,    0.000000,  510.679337,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.186540,    0.000000,    0.813460,    0.000000,    0.000000
    5.000000,    1.000000,    0.000000,  510.684611,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.186540,    0.000000,    0.813460,    0.000000,    0.000000
    6.000000,    1.000000,    0.000000,  510.689886,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.186540,    0.000000,    0.813460,    0.000000,    0.000000
    7.000000,    1.000000,    0.000000,  510.695160,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.186540,    0.000000,    0.813460,    0.000000,    0.000000
    8.000000,    1.000000,    0.000000,  510.700434,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.186540,    0.000000,    0.813460,    0.000000,    0.000000
    9.000000,    1.000000,    0.000000,  510.705709,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.186540,    0.000000,    0.813460,    0.000000,    0.000000
   10.000000,    1.000000,    0.000000,  510.710983,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.186540,    0.000000,    0.813460,    0.000000,    0.000000
   11.000000,    1.000000,    0.000000,  510.716258,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.186540,    0.000000,    0.813460,    0.000000,    0.000000
   12.000000,    1.000000,    0.000000,  510.721532,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.186540,    0.000000,    0.813460,    0.000000,    0.000000
   13.000000,    1.000000,    0.000000,  510.726807,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.247245,    0.000000,    0.752755,    0.000000,    0.000000
   14.000000,    1.000000,    0.000000,  510.732081,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.252924,    0.000000,    0.747076,    0.000000,    0.000000
   15.000000,    1.000000,    0.000000,  510.737356,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.198025,    0.000000,    0.801975,    0.000000,    0.000000
   16.000000,    1.000000,    0.000000,  510.742630,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.361775,    0.000000,    0.638225,    0.000000,    0.000000
   17.000000,    1.000000,    0.000000,  510.747904,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.224528,    0.000000,    0.775472,    0.000000,    0.000000
   18.000000,    1.000000,    0.000000,  510.753179,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.254817,    0.000000,    0.745183,    0.000000,    0.000000
   19.000000,    1.000000,    0.000000,  510.758453,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.247227,    0.000000,    0.752773,    0.000000,    0.000000
   20.000000,    1.000000,    0.000000,  510.763728,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.372270,    0.000000,    0.627730,    0.000000,    0.000000
   21.000000,    1.000000,    0.000000,  510.769002,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.213309,    0.000000,    0.786691,    0.000000,    0.000000
   22.000000,    1.000000,    0.000000,  510.774277,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.211005,    0.000000,    0.788995,    0.000000,    0.000000
   23.000000,    1.000000,    0.000000,  510.779551,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.264931,    0.000000,    0.735069,    0.000000,    0.000000
   24.000000,    1.000000,    0.000000,  510.784826,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.428910,    0.000000,    0.571090,    0.000000,    0.000000
   25.000000,    1.000000,    0.000000,  510.790100,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.387943,    0.000000,    0.612057,    0.000000,    0.000000
   26.000000,    1.000000,    0.000000,  510.795374,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.240147,    0.000000,    0.759853,    0.000000,    0.000000
   27.000000,    1.000000,    0.000000,  510.800649,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.382733,    0.000000,    0.617267,    0.000000,    0.000000
   28.000000,    1.000000,    0.000000,  510.805923,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.441206,    0.000000,    0.558794,    0.000000,    0.000000
   29.000000,    1.000000,    0.000000,  510.811198,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.428552,    0.000000,    0.571448,    0.000000,    0.000000
   30.000000,    1.000000,    0.000000,  510.816472,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.551289,    0.000000,    0.448711,    0.000000,    0.000000
   31.000000,    1.000000,    0.000000,  510.821747,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   17.853718,    0.614357,    0.000000,    0.385643,    0.000000,    0.000000
