,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Wind,-36184500.00000001,1069560.3539678524,2098905.0223620865,1030693.6302710185,335615.61115355,372331.265567007,-157898.01527906605,-688241.3943244335,-652381.9669820087,-685899.1989120655,-651423.1079683022,-1992824.7036243756,-2028543.2334321935,-2064925.834315434,-2102143.1126240306,-2140058.8929229043,-2191084.2904656334,-2242882.701150776,-2283271.5580556546,-2324509.704371473,-2366616.768013387,-2416812.6624387316,-2467918.165690454,-2512754.5541690923,-2558543.2367030606,-2605306.3344871756
Solar,-5525000.0,1366869.5685001072,212641.2140632957,63064.98528686617,-27772.410358402667,-30495.040541780123,-99358.02897007791,-168188.48621720076,-170891.96647009137,-173636.88054716482,-176445.59099008708,-179295.78003826103,-182212.06167014234,-185172.1721740162,-188200.7808948768,-191275.68083781033,-196290.47213579156,-201359.99775481637,-204622.58403430122,-207948.47116569188,-211339.05903223512,-215895.11756287847,-220518.77691827377,-224112.20207187344,-227776.26741161954,-231512.54698773875
