,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
Curtailment,8559.205582429535,4695.381981760191,4204.565229919872,0.0,0.0,2945.392823279177,5222.2295423916,0.0,0.0,0.0,0.0,0.0,3293.2089401068442,9526.5194116839,4339.8798828425715,0.0,7196.306380973558,0.0,0.0,0.0,0.0,0.0,0.0,1330.4264755133445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shortfall,0.0,0.0,0.0,2596.107490811515,3299.3124044563556,0.0,0.0,3985.226798579507,8325.87557439186,356.08026254713695,1248.6380421482745,4311.094298380252,0.0,0.0,0.0,6022.920870285307,0.0,2750.536373693146,4871.852536758902,7496.514778181414,5234.532948119496,3448.2122821572484,6934.811170767232,0.0,4880.695813528817,10082.028743971694,10285.18558566881,9781.719795699652,10551.026981921957,10608.7,10489.22,10039.008,9630.475,8876.52,8600.646,8411.759,8400.591,8210.023151978303,8318.610100792126,6636.224748628829,6733.087640921331,6457.736425206618,6495.224475677367,6634.259714557035,6575.498287860204,6256.100334649549,5897.114313382513,5008.7763725342975
Wind + PV + Storage,20903.060582429534,16931.25898176019,16247.439229919872,11854.521,10868.55310473213,14622.288823279177,16557.6375423916,10840.310999999998,3212.0796270286355,8579.403737452863,7565.704957851726,4527.934701619748,12100.818940106845,18426.0974116839,13349.23288284257,8229.045129714694,17024.678380973557,10347.292,8067.762089547952,3259.509221818585,5644.652051880504,7367.65271784275,3727.4908292327673,11950.348475513347,7092.914661984527,661.007256028306,530.5454143311898,881.9392043003479,93.08801807804359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.04884802169667,134.97089920787366,2043.009251371172,2452.54035907867,3113.538574793381,3490.0695243226332,3598.4712854429645,3675.828712139795,3780.6146653504516,4102.144686617486,4837.609627465703
Wind + PV Generation,20903.060582429534,16931.25898176019,16247.439229919872,9258.413509188485,8464.660595543644,14622.288823279177,16557.6375423916,6855.084201420491,2197.3064256081425,8579.403737452863,7565.704957851726,4527.934701619748,12100.818940106845,18426.0974116839,13349.23288284257,3229.0451297146938,17024.678380973557,7596.755626306854,5818.298463241098,3259.509221818585,5644.652051880504,7367.65271784275,3727.4908292327673,11950.348475513347,5762.488186471182,661.007256028306,530.5454143311898,881.9392043003479,93.08801807804359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.04884802169667,134.97089920787366,2043.009251371172,2452.54035907867,3113.538574793381,3490.0695243226332,3598.4712854429645,3675.828712139795,3780.6146653504516,4102.144686617486,4837.609627465703
Load,12343.855,12235.877,12042.874,11854.521,11763.973,11676.896,11335.408,10840.310999999998,10523.182,8935.484,8814.343,8839.029,8807.61,8899.578,9009.353,9251.966,9828.372,10347.292,10690.151,10756.024,10879.185,10815.864999999998,10662.302,10619.922000000002,10643.184,10743.036,10815.731,10663.659,10644.115000000002,10608.7,10489.22,10039.008,9630.475,8876.52,8600.646,8411.759,8400.591,8405.072,8453.581,8679.234,9185.628,9571.275,9985.294,10232.731,10251.327,10036.715,9999.258999999998,9846.386
State of Charge,5000.0,5000.0,5000.0,2403.892509188485,0.0,2945.392823279177,5000.0,1014.773201420493,0.0,0.0,0.0,0.0,3293.2089401068442,5000.0,5000.0,0.0,5000.0,2249.463626306854,0.0,0.0,0.0,0.0,0.0,1330.4264755133445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery Used,0.0,0.0,0.0,2596.107490811515,2403.892509188485,0.0,0.0,3985.226798579507,1014.773201420493,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,2750.536373693146,2249.463626306854,0.0,0.0,0.0,0.0,0.0,1330.4264755133445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
