Wind Speed [m/s],Power [kW],Cp [-]
2.999999831,83.77244475,0.100335552
3.499999916,360.8863208,0.272197208
4,711.092388,0.359305118
4.500000084,1152.948396,0.409156685
4.750000126,1416.075032,0.42729002
5.000000169,1707.802723,0.441819614
5.249999874,2025.716883,0.452708049
5.999999663,3174.51223,0.475270298
6.199999966,3533.678081,0.479478644
6.40000027,3914.298936,0.482871263
6.499999747,4114.049425,0.484447627
6.55000016,4216.1412,0.485186337
6.599999899,4319.829076,0.485905846
6.700000051,4530.413257,0.487114154
6.800000202,4745.845586,0.488094793
6.900000354,4966.154867,0.488866488
6.919999845,5010.708745,0.488988058
6.929999928,5033.102101,0.489050152
6.94000001,5055.322131,0.489088858
6.950000093,5077.473311,0.489114531
6.960000175,5099.560153,0.489127764
6.969999584,5121.864448,0.48915576
6.980000341,5144.040761,0.489165047
6.989999749,5166.06845,0.489154466
6.999999831,5188.372043,0.489163867
7.499999916,6382.257537,0.489224161
8,7746.312804,0.489263048
8.500000084,9291.889251,0.48928802
9.000000169,11030.09646,0.489293116
9.500000253,12972.76464,0.489304304
10.00000034,15131.25336,0.489319143
10.2499997,16296.82564,0.48938292
10.49999975,17518.42315,0.489378059
10.60000057,17918.00155,0.486507177
10.70000005,17917.91123,0.472991558
10.72000022,17917.91826,0.470349316
10.73999971,17917.85387,0.467724941
10.76000055,17917.7613,0.465119143
10.78000004,17917.83197,0.462537044
10.78400034,17917.8079,0.462021882
10.78600049,17917.82286,0.461765284
10.78699989,17917.8076,0.461636557
10.78799997,17917.81831,0.46150846
10.78899937,17917.84625,0.461380941
10.78950042,17917.88899,0.461317766
10.8000002,17917.84187,0.459972382
10.89999968,18000,0.449480026
11,18000,0.437332545
11.5,18000,0.382733372
12,18000,0.336857417
12.5,18000,0.298029884
13,18000,0.264947482
13.5,18000,0.236585731
14,18000,0.212131785
14.5,18000,0.190935132
15,18000,0.172470998
15.5,18000,0.156312878
16,18000,0.142111723
16.5,18000,0.129580013
17,18000,0.118479466
17.5,18000,0.108611474
18,18000,0.099809605
18.5,18000,0.091933685
19,18000,0.084865085
19.5,18000,0.078502958
20,18000,0.072761202
20.5,18000,0.067566009
21,18000,0.062853862
21.5,18000,0.058569899
22,18000,0.054666568
22.5,18000,0.051102518
23,18000,0.047841671
23.5,18000,0.04485246
24,18000,0.042107177
24.5,18000,0.039581441
25,18000,0.037253735
25.5,18000,0.035105027
26,18000,0.033118435
26.5,18000,0.031278955
27,18000,0.029573216
27.5,18000,0.027989283
28,18000,0.026516473
28.5,18000,0.02514521
29,18000,0.023866892
29.5,18000,0.022673774
30,18000,0.021558875
30.001,0,0
50,0,0
