,0,1,2,3,4,5,6
Curtailment,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shortfall,9788.783768383324,2712.055818463581,4779.037544253935,3908.202344702955,1365.4249397069889,2366.755178764073,654.6761428705486
Wind + PV + Storage,1713.2822316166762,8965.79518153642,7122.307455746064,8432.773655297045,11377.962060293014,10841.566821235927,12662.923857129454
Wind + PV Generation,1713.2822316166762,8965.79518153642,7122.307455746064,8432.773655297045,11377.962060293014,10841.566821235927,12662.923857129454
Load,11502.066,11677.851,11901.345,12340.976,12743.387000000002,13208.322,13317.600000000002
State of Charge,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery Used,0.0,0.0,0.0,0.0,0.0,0.0,0.0
