,Site Name,Scenario Choice,Site Lat,Site Lon,ATB Year,Resource Year,Turbine Model,Critical Load Factor,kW continuous load,Useful Life,PTC,ITC,Discount Rate,Debt Equity,Hub Height (m),Storage Enabled,Wind Cost kW,Solar Cost kW,Storage Cost kW,Storage Cost kWh,Storage Hours,Wind MW built,Solar MW built,Storage MW built,Storage MWh built,Battery Can Grid Charge,Built Interconnection Size,Total Installed Cost $(HOPP),Total Yearly Electrical Output,LCOE,Grid Connected HOPP,HOPP Total Generation,Wind Capacity Factor,HOPP Energy Shortfall,HOPP Curtailment,Battery Generation,Electricity to Grid,Percentage Time 50% Load met without storage,Percentage Time 75% Load met without storage,Percentage Time 90% Load met without storage,Percentage Time 95% Load met without storage,Percentage Time 100% Load met without storage,Percentage Time 50% Load met with storage,Percentage Time 75% Load met with storage,Percentage Time 90% Load met with storage,Percentage Time 95% Load met with storage,Percentage Time 100% Load met with storage
0,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,1.0,25,20,5,5,True,50000.0,60809500.00000001,101830273.93072003,5.23872656927598,False,100070304.1004063,31.71547541732039,33141089.751831602,21967476.04023789,1759969.8303137342,20207506.20992416,71.5378467861628,57.81481904326978,48.33885146706245,45.06222171480763,42.17376412832515,72.32560794611257,60.52060737527115,52.73433040301404,50.21121132549378,48.20184952620162
1,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,2.0,25,20,5,10,True,50000.0,62239500.00000001,102804485.82394308,5.331828580631972,False,100070304.1004063,31.71547541732039,33141089.751831602,21967476.04023789,2734181.723536778,19233294.316701114,71.5378467861628,57.81481904326978,48.33885146706245,45.06222171480763,42.17376412832515,73.12478593446741,61.89062678387944,54.69802488868592,52.220573124785936,50.222628153898846
2,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,3.0,25,20,5,15,True,50000.0,63669500.00000001,103540631.17248948,5.424930591987963,False,100070304.1004063,31.71547541732039,33141089.751831602,21967476.04023789,3470327.0720831784,18497148.968154714,71.5378467861628,57.81481904326978,48.33885146706245,45.06222171480763,42.17376412832515,73.9011302660121,62.86105719831031,55.497202877040756,53.12250256878639,51.13597442630437
3,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,4.0,25,20,5,20,True,50000.0,65099500.00000001,104181115.58570455,5.518032603343955,False,100070304.1004063,31.71547541732039,33141089.751831602,21967476.04023789,4110811.4852982513,17856664.55493964,71.5378467861628,57.81481904326978,48.33885146706245,45.06222171480763,42.17376412832515,74.48338851467062,63.66023518666515,56.45621646306656,53.95593104235643,51.84381778741866
4,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,5.0,25,20,5,25,True,50000.0,66529500.00000001,104741584.43331897,5.611134614699948,False,100070304.1004063,31.71547541732039,33141089.751831602,21967476.04023789,4671280.332912691,17296195.7073252,71.5378467861628,57.81481904326978,48.33885146706245,45.06222171480763,42.17376412832515,75.03139627811395,64.33382806256422,57.15264299577577,54.60669026144537,52.36899189405183
5,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,6.0,25,20,5,30,True,50000.0,67959500.0,105255524.51459217,5.704236626055939,False,100070304.1004063,31.71547541732039,33141089.751831602,21967476.04023789,5185220.414185882,16782255.62605201,71.5378467861628,57.81481904326978,48.33885146706245,45.06222171480763,42.17376412832515,75.68215549720287,64.79050119876699,57.72348441602923,55.14328119648361,52.89416600068501
6,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,7.0,25,20,5,35,True,50000.0,69389500.0,105729758.8451292,5.79733863741193,False,100070304.1004063,31.71547541732039,33141089.751831602,21967476.04023789,5659454.744722913,16308021.29551498,71.5378467861628,57.81481904326978,48.33885146706245,45.06222171480763,42.17376412832515,76.25299691745633,65.17867336453934,58.16874072382692,55.542870190661034,53.23667085283708
7,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,8.0,25,20,5,40,True,50000.0,70819500.0,106148129.92076874,5.890440648767922,False,100070304.1004063,31.71547541732039,33141089.751831602,21967476.04023789,6077825.820362464,15889650.219875429,71.5378467861628,57.81481904326978,48.33885146706245,45.06222171480763,42.17376412832515,76.7781710240895,65.57826235871674,58.55691288959927,55.86254138600297,53.59059253339422
8,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,9.0,25,20,5,45,True,50000.0,72249500.0,106537231.14702289,5.983542660123913,False,100070304.1004063,31.71547541732039,33141089.751831602,21967476.04023789,6466927.046616591,15500548.9936213,71.5378467861628,57.81481904326978,48.33885146706245,45.06222171480763,42.17376412832515,77.21201050348213,65.93218403927389,59.013586025802034,56.26213038018039,54.00159835597671
9,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,10.0,25,20,5,50,True,50000.0,73679500.0,106895165.39960988,6.076644671479905,False,100070304.1004063,31.71547541732039,33141089.751831602,21967476.04023789,6824861.299203581,15142614.741034312,71.5378467861628,57.81481904326978,48.33885146706245,45.06222171480763,42.17376412832515,77.65726681127983,66.2975225482361,59.23050576549834,56.524717433496974,54.229934924078094
