,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Wind,-36184500.00000001,1069560.3539678524,2098905.0223620865,1030693.6302710185,335615.61115355,372331.265567007,-157898.01527906605,-688241.3943244335,-652381.9669820087,-685899.1989120655,-651423.1079683022,-1992824.7036243756,-2028543.2334321935,-2064925.834315434,-2102143.1126240306,-2140058.8929229043,-2191084.2904656334,-2242882.701150776,-2283271.5580556546,-2324509.704371473,-2366616.768013387,-2416812.6624387316,-2467918.165690454,-2512754.5541690923,-2558543.2367030606,-2605306.3344871756
Solar,-22100000.0,5467493.201962634,850579.9334950107,252275.1691617109,-111074.2611392219,-121964.62806978793,-397416.4264420058,-672738.098536114,-683551.8610843497,-694531.3573446833,-705766.0374679326,-717166.6303957043,-728831.592025656,-740671.8674946022,-752786.1341660302,-765085.5640436294,-785144.5576424781,-805422.4868095706,-818472.6568854131,-831776.0286184577,-845338.2015241876,-863562.2553007136,-882056.7105727869,-896430.2272161823,-911086.3027644536,-926031.2334001103
