,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Wind,-14473800.000000004,427824.141587141,839562.0089448343,412277.4521084074,134246.24446141993,148932.50622680254,-63159.20611162664,-275296.55772977375,-260952.78679280367,-274359.67956482654,-260569.24318732123,-797129.8814497489,-811417.293372876,-825970.3337261722,-840857.2450496107,-856023.5571691603,-876433.7161862517,-897153.0804603089,-913308.6232222604,-929803.8817485876,-946646.7072053533,-966725.0649754913,-987167.2662761802,-1005101.8216676355,-1023417.2946812225,-1042122.5337948684
Solar,-27625000.0,6834368.45449592,1063226.8884318161,315345.95273082174,-138840.81523255754,-152453.75378385023,-496768.4814360887,-840920.5510375598,-854437.7335015286,-868162.0828984065,-882205.4119146436,-896456.1317251555,-911037.3121999006,-925837.6347577617,-940980.4461009415,-956354.7112318748,-981428.430792209,-1006775.8195884658,-1023088.509294034,-1039717.7008422124,-1056670.3936250661,-1079450.4372629218,-1102568.482534384,-1120535.3542818122,-1138855.4244197672,-1157536.5631739798
