,Scenario Choice,Count,Site Lat,Site Lon,ATB Year,Resource Year,Site Name,Critical Load Factor,kW continuous load,PTC,ITC,Hub Height (m),Useful Life,Storage Enabled,Wind Cost kW,Solar Cost kW,Storage Cost kW,Storage Cost kWh,Storage Hours,Wind MW built,Solar MW built,Storage MW built,Storage MWh built,Battery Can Grid Charge,Built Interconnection Size,REOpt Interconnection Size,LCOE,Levelized H2 Elec Feedstock Cost/kg (HOPP),H2 H2 Elec Feedstock Cost/kg (HOPP) Net Cap Cost Method,H2 H2 Elec Feedstock Cost/kg (REopt) Net Cap Cost Method,REOpt Energy Shortfall,REOpt Curtailment,Grid Connected HOPP,HOPP Total Generation,HOPP Energy Shortfall,HOPP Curtailment,Battery Generation,Electricity to Grid
10,Iowa 2030 Moderate,1,42.952,-94.453,2035,2013,IOWA,0.9,5000,yes,yes,135,25,True,863,799,137,157,89.45974199068245,5.578489800000001,14.4215102,9.01146996653082,806.1637781626309,True,20000000,20000,4.801518535653675,2.66484278728779,1.2410277033819233,7.924508163657534,2096556.868,5148499.182,True,47323678.74791486,9136961.223383673,0.0,0.0,0.0
11,Iowa 2035 Advanced,1,42.952,-94.453,2035,2013,IOWA,0.9,5000,yes,yes,145,25,True,526,645,92,105,89.45969385498776,5.578489800000001,14.4215102,9.01146996653082,806.163344389264,True,20000000,20000,4.02384100706682,2.233231758922085,0.9280126506992565,5.336102812465753,2083005.828,5135045.588,True,47514711.62147036,8993168.501307467,0.0,0.0,0.0
12,Iowa 2020 Conservative,1,42.952,-94.453,2020,2013,IOWA,0.5,5000,yes,yes,90,25,True,1148,1389,269,309,37.84092912284858,5.7563315,14.2436685,2.51514275279095,95.1753386422086,True,20000000,20000,5.878120189440917,3.262356705139709,1.5707775506780033,2.6152903104520546,12853695.392,24200360.58,True,45049402.44214835,10682184.631713908,0.0,0.0,0.0
13,Iowa 2020 Moderate,1,42.952,-94.453,2020,2013,IOWA,0.5,5000,yes,yes,90,25,True,1133,1354,260,299,37.840929122848614,5.7563315,14.2436685,2.51514275279095,95.1753386422087,True,20000000,20000,5.78793031706122,3.212301325968977,1.5354861203464925,2.540366759027397,12860319.241,24201032.487999998,True,45049402.44214835,10682184.631713908,0.0,0.0,0.0
14,Iowa 2020 Advanced,1,42.952,-94.453,2020,2013,IOWA,0.5,5000,yes,yes,90,25,True,1118,1340,215,247,37.840929122846006,5.7563315,14.2436685,2.51514275279101,95.1753386422044,True,20000000,20000,5.670043925030724,3.146874378392052,1.4893570009497776,2.2388403964520545,17063789.068,24627433.063,True,45049402.44214835,10682184.631713908,0.0,0.0,0.0
15,Iowa 2025 Conservative,1,42.952,-94.453,2025,2013,IOWA,0.5,5000,yes,yes,100,25,True,1060,1306,233,267,37.84092912284822,5.7563315,14.2436685,2.5151427527909602,95.17533864220809,True,20000000,20000,5.550100895250747,3.0803059968641646,1.463282881934568,2.3221254912054796,13558468.691000002,24271852.891999997,True,45473944.98592268,10397159.97402861,0.0,0.0,0.0
16,Iowa 2025 Moderate,1,42.952,-94.453,2025,2013,IOWA,0.5,5000,yes,yes,110,25,True,1017,1095,179,206,37.840929122843896,5.7563315,14.2436685,2.51514275279106,95.175338642201,True,20000000,20000,4.959051844284291,2.7522737735777816,1.2633901770835179,1.8785223440821917,16936611.816,24614532.181,True,46236749.80656077,9749792.34850854,0.0,0.0,0.0
17,Iowa 2025 Advanced,1,42.952,-94.453,2025,2013,IOWA,0.5,5000,yes,yes,120,25,True,844,1014,139,160,34.959436583172575,5.926771700000001,10.7103266,3.0961903880737,108.241071521291,True,20000000,20000,4.342280528697822,2.4099656934272913,0.9689080077437624,1.566161054068493,16783596.255,20707252.85,True,41698029.190813094,10084448.543308165,0.0,0.0,0.0
18,Iowa 2030 Conservative,1,42.952,-94.453,2030,2013,IOWA,0.5,5000,yes,yes,110,25,True,974,1223,205,236,37.84092912284811,5.7563315,14.2436685,2.5151427527909602,95.1753386422078,True,20000000,20000,5.208180138424346,2.890539976825512,1.3634442360745715,2.091593538547945,13445863.893000001,24260430.252,True,46236749.80656077,9749792.34850854,0.0,0.0,0.0
19,Iowa 2030 Moderate,1,42.952,-94.453,2030,2013,IOWA,0.5,5000,yes,yes,120,25,True,874,836,146,168,37.84092912284858,5.7563315,14.2436685,2.51514275279095,95.1753386422086,True,20000000,20000,4.316584768024896,2.395704546253817,1.017233968737539,1.5196908984931505,13125271.435999999,24227909.308000002,True,46545682.820429966,9552418.140001858,0.0,0.0,0.0
20,Iowa 2035 Advanced,1,42.952,-94.453,2030,2013,IOWA,0.5,5000,yes,yes,135,25,True,536,688,101,116,35.27105562696284,9.8733235,10.1266765,2.86309606075889,100.984420424365,True,20000000,20000,2.9168930970796465,1.6188756688792036,0.7430660438639529,1.1299696501369862,17605071.858,39348288.962000005,True,55116724.50992228,7640394.974663222,0.0,0.0,0.0
21,Iowa 2030 Conservative,1,42.952,-94.453,2035,2013,IOWA,0.5,5000,yes,yes,120,25,True,989,1127,193,221,37.840929122849005,5.7563315,14.2436685,2.51514275279094,95.1753386422093,True,20000000,20000,4.989495013989073,2.7691697327639355,1.2892918849987884,1.970015552287671,17188316.648000002,24640065.162,True,46545682.820429966,9552418.140001858,0.0,0.0,0.0
22,Iowa 2030 Moderate,1,42.952,-94.453,2035,2013,IOWA,0.5,5000,yes,yes,135,25,True,863,799,137,157,37.51441164212317,5.6679933,14.332006699999999,2.53586502925037,95.1314845761631,True,20000000,20000,4.186630878702288,2.32358013767977,0.9863508978285734,1.437737165109589,16989857.212,24302634.130000003,True,47200883.92183794,9146934.979036745,0.0,0.0,0.0
23,Iowa 2035 Advanced,1,42.952,-94.453,2035,2013,IOWA,0.5,5000,yes,yes,145,25,True,526,645,92,105,38.13970573764524,7.6628231,10.453584300000001,2.7433479364722,104.630483033026,True,20000000,20000,2.852979603339806,1.5834036798535922,0.7180756995464107,1.025724638260274,12130465.902,28413813.319,True,55857702.79603999,7468084.653046394,0.0,0.0,0.0
