,Scenario Choice,Count,Site Lat,Site Lon,ATB Year,Resource Year,Site Name,Critical Load Factor,kW continuous load,PTC,ITC,Hub Height (m),Useful Life,Storage Enabled,Wind Cost kW,Solar Cost kW,Storage Cost kW,Storage Cost kWh,Storage Hours,Wind MW built,Solar MW built,Storage MW built,Storage MWh built,Battery Can Grid Charge,Built Interconnection Size,REOpt Interconnection Size,LCOE,Levelized H2 Elec Feedstock Cost/kg (HOPP),H2 H2 Elec Feedstock Cost/kg (HOPP) Net Cap Cost Method,H2 H2 Elec Feedstock Cost/kg (REopt) Net Cap Cost Method,REOpt Energy Shortfall,REOpt Curtailment,Grid Connected HOPP,HOPP Total Generation,HOPP Energy Shortfall,HOPP Curtailment,Battery Generation,Electricity to Grid
0,Iowa 2020 Conservative,1,42.952,-94.453,2020,2013,IOWA,0.9,5000,yes,yes,90,25,True,1148,1389,269,309,89.45979012637792,5.578489800000001,14.4215102,9.01146996653082,806.164211936005,True,20000000,20000,7.149595385646257,3.968025439033673,2.0787765650403847,15.386737672465753,2093005.185,5144674.062,True,45293393.3105477,10660258.892068597,0.0,0.0,0.0
1,Iowa 2020 Moderate,1,42.952,-94.453,2020,2013,IOWA,0.9,5000,yes,yes,90,25,True,1133,1354,260,299,89.45976605853018,5.578489800000001,14.4215102,9.01146996653082,806.1639950493179,True,20000000,20000,7.018191374302954,3.895096212738139,2.0270469515019105,14.898128403,2096056.6929999997,5147568.4690000005,True,45293393.3105477,10660258.892068597,0.0,0.0,0.0
2,Iowa 2020 Advanced,1,42.952,-94.453,2020,2013,IOWA,0.9,5000,yes,yes,90,25,True,1118,1340,215,247,89.4597179228354,5.578489800000001,14.4215102,9.01146996653082,806.1635612759501,True,20000000,20000,6.689228993497544,3.7125220913911368,1.8975448407687638,12.44656470838356,2341057.029,5383430.206,True,45293393.3105477,10660258.892068597,0.0,0.0,0.0
3,Iowa 2025 Conservative,1,42.952,-94.453,2025,2013,IOWA,0.9,5000,yes,yes,100,25,True,1060,1306,233,267,89.45947724435861,5.578489800000001,14.4215102,9.01146996653082,806.1613924090849,True,20000000,20000,6.6408815059196264,3.685689235785393,1.9034102889642546,13.35729565179452,2100007.321,5151255.87,True,45717935.85432203,10375625.591185434,0.0,0.0,0.0
4,Iowa 2025 Moderate,1,42.952,-94.453,2025,2013,IOWA,0.9,5000,yes,yes,110,25,True,1017,1095,179,206,89.45979012637802,5.578489800000001,14.4215102,9.01146996653082,806.1642119360059,True,20000000,20000,5.787924475670832,3.2122980839973114,1.603563320921931,10.390246341849315,2087056.536,5138901.474,True,46480740.67496012,9728890.499912156,0.0,0.0,0.0
5,Iowa 2025 Advanced,1,42.952,-94.453,2025,2013,IOWA,0.9,5000,yes,yes,120,25,True,844,1014,139,160,89.45957351574933,5.578489800000001,14.4215102,9.01146996653082,806.162259955831,True,20000000,20000,5.245556703779063,2.91128397059738,1.3988236268332221,8.153827975534247,2079058.0089999998,5131200.420000001,True,46789673.68882932,9531780.082788687,0.0,0.0,0.0
6,Iowa 2030 Conservative,1,42.952,-94.453,2030,2013,IOWA,0.9,5000,yes,yes,110,25,True,974,1223,205,236,89.45959758359727,5.578489800000001,14.4215102,9.01146996653082,806.1624768425199,True,20000000,20000,6.157356195244401,3.4173326883606427,1.7528100672145355,11.844761969945205,2345557.842,5387765.049,True,46480740.67496012,9728890.499912156,0.0,0.0,0.0
7,Iowa 2030 Moderate,1,42.952,-94.453,2030,2013,IOWA,0.9,5000,yes,yes,120,25,True,874,836,146,168,89.45981419422576,5.578489800000001,14.4215102,9.01146996653082,806.1644288226929,True,20000000,20000,4.988295807348819,2.7685041730785946,1.2942018950035012,8.459857596958903,2334056.385,5376753.708,True,46789673.68882932,9531780.082788687,0.0,0.0,0.0
8,Iowa 2035 Advanced,1,42.952,-94.453,2030,2013,IOWA,0.9,5000,yes,yes,135,25,True,536,688,101,116,89.45979012637802,5.578489800000001,14.4215102,9.01146996653082,806.1642119360059,True,20000000,20000,4.181125756606365,2.3205247949165324,0.9858487970538782,5.873558928452054,2104505.185,5155748.169000001,True,47323678.74791486,9136961.223383673,0.0,0.0,0.0
9,Iowa 2030 Conservative,1,42.952,-94.453,2035,2013,IOWA,0.9,5000,yes,yes,120,25,True,989,1127,193,221,89.45974199068279,5.578489800000001,14.4215102,9.01146996653082,806.163778162634,True,20000000,20000,5.873277011842199,3.2596687415724204,1.6541021656455066,11.10271986290411,2102556.8630000004,5153828.041,True,46789673.68882932,9531780.082788687,0.0,0.0,0.0
