,Scenario Choice,Count,Site Lat,Site Lon,ATB Year,Resource Year,Site Name,Critical Load Factor,kW continuous load,PTC,ITC,Hub Height (m),Useful Life,Storage Enabled,Wind Cost kW,Solar Cost kW,Storage Cost kW,Storage Cost kWh,Storage Hours,Wind MW built,Solar MW built,Storage MW built,Storage MWh built,Battery Can Grid Charge,Built Interconnection Size,REOpt Interconnection Size,LCOE,Levelized H2 Elec Feedstock Cost/kg (HOPP),H2 H2 Elec Feedstock Cost/kg (HOPP) Net Cap Cost Method,H2 H2 Elec Feedstock Cost/kg (REopt) Net Cap Cost Method,REOpt Energy Shortfall,REOpt Curtailment,Grid Connected HOPP,HOPP Total Generation,HOPP Energy Shortfall,HOPP Curtailment,Battery Generation,Electricity to Grid
0,ATB 2020 Moderate,1,33.51,-84.969,2020,2013,Southeast,0.9,5000,yes,yes,160,25,True,1679,1354,260,299,15.204921609015328,5.9785742,16.7513046,4.96541637456951,75.49876673145049,True,50000000,50000,9.527122611060367,5.287553049138504,2.008340677197722,2.4863536501506847,11420491.953000002,19087786.751,True,34254439.349488795,18713490.507317346,0.0,0.0,0.0
1,ATB 2020 Moderate,1,33.51,-84.969,2020,2013,Southeast,0.5,5000,yes,yes,160,25,True,1679,1354,260,299,15.204921609015328,5.9785742,16.7513046,4.96541637456951,75.49876673145049,True,50000000,50000,9.527122611060367,5.287553049138504,2.008340677197722,2.4863536501506847,11420491.953000002,19087786.751,True,34254439.349488795,18713490.507317346,0.0,0.0,0.0
