,Comment,P_nodes,P_losses,P_losses_percent,s_NR,i_NR,v_NR
20,,"[[1.582+0.09325668j]
 [0.   +0.j        ]
 [3.292+0.15499495j]
 [0.   +0.j        ]
 [1.415+0.01569659j]
 [1.237+0.08328739j]
 [3.312+0.25231684j]]",(3.550309503275173e-06+0.0019022321526891983j),(3.275797659416104e-05+0.31727535188927647j),"[[-5.41900000e-06-2.98827491e-07j]
 [ 7.91000210e-07+4.66286194e-08j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 1.64600089e-06+7.74986685e-08j]
 [-1.02864345e-17-1.37826150e-17j]
 [ 7.07500180e-07+7.84853657e-09j]
 [ 6.18500043e-07+4.16437546e-08j]
 [ 1.65600045e-06+1.26159028e-07j]]","[[-5.41900000e-06+2.98827491e-07j]
 [ 7.91000000e-07-4.66283381e-08j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 1.64600000e-06-7.74974762e-08j]
 [-1.02864345e-17+1.37826150e-17j]
 [ 7.07500000e-07-7.84829579e-09j]
 [ 6.18500000e-07-4.16436975e-08j]
 [ 1.65600000e-06-1.26158419e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000029+3.38783831e-07j]
 [1.        +1.36702020e-11j]
 [1.00000057+6.97371057e-07j]
 [1.        +1.36701934e-11j]
 [1.00000026+3.37468441e-07j]
 [1.00000007+8.72576355e-08j]
 [1.0000003 +3.44803881e-07j]]"
21,,"[[0.   +0.j        ]
 [0.   +0.j        ]
 [0.881+0.01782835j]
 [0.341+0.00079495j]
 [1.854+0.1099683j ]
 [0.329+0.02890336j]
 [4.437+0.01880061j]]",(2.3812849008209014e-06+0.0019006655052140192j),(3.0365785524367525e-05+1.0781130505572394j),"[[-3.92100000e-06-8.71990471e-08j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 4.40500064e-07+8.91425931e-09j]
 [ 1.70500004e-07+3.97482862e-10j]
 [ 9.27000310e-07+5.49845653e-08j]
 [ 1.64500003e-07+1.44516817e-08j]
 [ 2.21850081e-06+9.40139066e-09j]]","[[-3.92100000e-06+8.71990471e-08j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 4.40500000e-07-8.91417407e-09j]
 [ 1.70500000e-07-3.97476572e-10j]
 [ 9.27000000e-07-5.49841506e-08j]
 [ 1.64500000e-07-1.44516776e-08j]
 [ 2.21850000e-06-9.40030409e-09j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.00000015+1.90514787e-07j]
 [1.00000003+3.68308146e-08j]
 [1.00000036+4.26117526e-07j]
 [1.00000002+2.28434013e-08j]
 [1.00000037+4.88217531e-07j]]"
22,,"[[0.   +0.j        ]
 [0.   +0.j        ]
 [1.094+0.05530083j]
 [0.   +0.j        ]
 [3.544+0.27307634j]
 [0.301+0.01088763j]
 [7.968+0.48119444j]]",(7.716748420705244e-06+0.0019078143673448844j),(5.9787312471567706e-05+0.23253006101434326j),"[[-6.45350000e-06-4.09280883e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 5.47000098e-07+2.76505448e-08j]
 [-1.02864345e-17-1.37826150e-17j]
 [ 1.77200113e-06+1.36539688e-07j]
 [ 1.50500003e-07+5.44381851e-09j]
 [ 3.98400262e-06+2.40600738e-07j]]","[[-6.45350000e-06+4.09280883e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 5.47000000e-07-2.76504131e-08j]
 [-1.02864345e-17+1.37826150e-17j]
 [ 1.77200000e-06-1.36538169e-07j]
 [ 1.50500000e-07-5.44381514e-09j]
 [ 3.98400000e-06-2.40597222e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.00000019+2.31138546e-07j]
 [1.        +1.36701934e-11j]
 [1.0000007 +8.03246276e-07j]
 [1.00000002+2.17625981e-08j]
 [1.00000071+8.39874698e-07j]]"
23,,"[[0.056+0.00131985j]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [9.204+0.69917467j]
 [0.21 +0.01985177j]
 [7.64 +0.2726864j ]]",(2.0107603686092546e-05+0.0019244137492909763j),(0.00011751960073695234+0.19379158070579539j),"[[-8.55500000e-06-4.95567610e-07j]
 [ 2.80000004e-08+6.59926910e-10j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17-1.37826150e-17j]
 [ 4.60200765e-06+3.49597577e-07j]
 [ 1.05000001e-07+9.92588542e-09j]
 [ 3.82000241e-06+1.36346428e-07j]]","[[-8.55500000e-06+4.95567610e-07j]
 [ 2.80000001e-08-6.59926558e-10j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17+1.37826150e-17j]
 [ 4.60200000e-06-3.49587332e-07j]
 [ 1.05000000e-07-9.92588376e-09j]
 [ 3.82000000e-06-1.36343202e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000001+1.23367532e-08j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.        +1.36701934e-11j]
 [1.00000182+2.08786010e-06j]
 [1.00000001+1.45080906e-08j]
 [1.00000066+8.20847155e-07j]]"
24,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 9.845+0.0059748j ]
 [ 0.   +0.j        ]
 [13.861+1.25713143j]]",(3.3349411310723553e-05+0.0019421620671347117j),(0.00014067920066955012+0.15376078610975674j),"[[-1.18530000e-05-6.30604378e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17-1.37826150e-17j]
 [ 4.92250870e-06+2.99905185e-09j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 6.93050798e-06+6.28576408e-07j]]","[[-1.18530000e-05+6.30604378e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17+1.37826150e-17j]
 [ 4.92250000e-06-2.98739788e-09j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 6.93050000e-06-6.28565717e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.        +1.36701934e-11j]
 [1.00000177+2.36641622e-06j]
 [1.        +1.36702190e-11j]
 [1.00000128+1.42641799e-06j]]"
25,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 6.061+0.07800944j]
 [ 0.   +0.j        ]
 [10.044+0.0194773j ]]",(1.4900560184827327e-05+0.0019174436714562634j),(9.252132992752144e-05+1.9668764774148453j),"[[-8.05250000e-06-4.77946314e-08j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17-1.37826150e-17j]
 [ 3.03050330e-06+3.90091359e-08j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 5.02200416e-06+9.74421717e-09j]]","[[-8.05250000e-06+4.77946314e-08j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17+1.37826150e-17j]
 [ 3.03050000e-06-3.90047181e-08j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 5.02200000e-06-9.73864944e-09j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.        +1.36701934e-11j]
 [1.00000111+1.44353101e-06j]
 [1.        +1.36702190e-11j]
 [1.00000083+1.10705814e-06j]]"
26,,"[[0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [0.166+0.01056828j]
 [0.338+0.01344564j]
 [0.   +0.j        ]
 [2.589+0.13042736j]]",(5.751262883713082e-07+0.001898242247938775j),(1.859444837928575e-05+1.2291029073470778j),"[[-1.54650000e-06-7.62719043e-08j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 8.30000013e-08+5.28414081e-09j]
 [ 1.69000010e-07+6.72283428e-09j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 1.29450028e-06+6.52140502e-08j]]","[[-1.54650000e-06+7.62719043e-08j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 8.30000002e-08-5.28413932e-09j]
 [ 1.69000000e-07-6.72282052e-09j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 1.29450000e-06-6.52136793e-08j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000001+1.71145440e-08j]
 [1.00000006+7.88810183e-08j]
 [1.        +1.36702190e-11j]
 [1.00000023+2.75040924e-07j]]"
27,,"[[0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [2.196+0.21095028j]]",(3.9753283953558594e-07+0.001898008116550276j),(1.810258832129262e-05+0.8997419111679289j),"[[-1.09800000e-06-1.04526407e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17-1.37826150e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 1.09800020e-06+1.05475411e-07j]]","[[-1.09800000e-06+1.04526407e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17+1.37826150e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 1.09800000e-06-1.05475142e-07j]]","[[1.       +0.00000000e+00j]
 [1.       +1.36702391e-11j]
 [1.       +1.36702020e-11j]
 [1.       +1.36701502e-11j]
 [1.       +1.36701934e-11j]
 [1.       +1.36702910e-11j]
 [1.       +1.36702190e-11j]
 [1.0000002+2.25028426e-07j]]"
28,,"[[0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [0.162+0.00895057j]
 [0.   +0.j        ]
 [1.476+0.02418829j]]",(-1.7763568394002505e-09+0.0018974697368889792j),(-1.0844669349207879e-07+5.725816113112757j),"[[-8.8817842e-16+4.74367212e-10j]
 [ 0.0000000e+00+4.08859613e-11j]
 [ 0.0000000e+00+6.27107255e-11j]
 [ 0.0000000e+00+4.17137436e-11j]
 [ 0.0000000e+00+8.46758219e-11j]
 [ 0.0000000e+00+3.80842025e-11j]
 [ 0.0000000e+00+1.23326238e-10j]
 [ 0.0000000e+00+8.29709634e-11j]]","[[-8.8817842e-16-4.74367212e-10j]
 [ 0.0000000e+00-4.08859613e-11j]
 [ 0.0000000e+00-6.27107255e-11j]
 [ 0.0000000e+00-4.17137436e-11j]
 [ 0.0000000e+00-8.46758219e-11j]
 [ 0.0000000e+00-3.80842025e-11j]
 [ 0.0000000e+00-1.23326238e-10j]
 [ 0.0000000e+00-8.29709634e-11j]]","[[1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]]"
29,,"[[0.   +0.j        ]
 [0.   +0.j        ]
 [0.268+0.02119347j]
 [0.117+0.0099714j ]
 [0.938+0.06963829j]
 [0.   +0.j        ]
 [0.559+0.04102636j]]",(-1.7763568394002505e-09+0.0018974697368889792j),(-9.438665459087409e-08+1.3378525101049694j),"[[-8.8817842e-16+4.74367212e-10j]
 [ 0.0000000e+00+4.08859613e-11j]
 [ 0.0000000e+00+6.27107255e-11j]
 [ 0.0000000e+00+4.17137436e-11j]
 [ 0.0000000e+00+8.46758219e-11j]
 [ 0.0000000e+00+3.80842025e-11j]
 [ 0.0000000e+00+1.23326238e-10j]
 [ 0.0000000e+00+8.29709634e-11j]]","[[-8.8817842e-16-4.74367212e-10j]
 [ 0.0000000e+00-4.08859613e-11j]
 [ 0.0000000e+00-6.27107255e-11j]
 [ 0.0000000e+00-4.17137436e-11j]
 [ 0.0000000e+00-8.46758219e-11j]
 [ 0.0000000e+00-3.80842025e-11j]
 [ 0.0000000e+00-1.23326238e-10j]
 [ 0.0000000e+00-8.29709634e-11j]]","[[1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]]"
30,,"[[0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [0.668+0.0395715j ]
 [0.702+0.00795676j]
 [0.083+0.00377124j]
 [0.045+0.00392284j]]",(-1.7763568394002505e-09+0.0018974697368889792j),(-1.1858189849133848e-07+3.4360544070952725j),"[[-8.8817842e-16+4.74367212e-10j]
 [ 0.0000000e+00+4.08859613e-11j]
 [ 0.0000000e+00+6.27107255e-11j]
 [ 0.0000000e+00+4.17137436e-11j]
 [ 0.0000000e+00+8.46758219e-11j]
 [ 0.0000000e+00+3.80842025e-11j]
 [ 0.0000000e+00+1.23326238e-10j]
 [ 0.0000000e+00+8.29709634e-11j]]","[[-8.8817842e-16-4.74367212e-10j]
 [ 0.0000000e+00-4.08859613e-11j]
 [ 0.0000000e+00-6.27107255e-11j]
 [ 0.0000000e+00-4.17137436e-11j]
 [ 0.0000000e+00-8.46758219e-11j]
 [ 0.0000000e+00-3.80842025e-11j]
 [ 0.0000000e+00-1.23326238e-10j]
 [ 0.0000000e+00-8.29709634e-11j]]","[[1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]]"
31,,"[[15.86 +0.75883689j]
 [ 5.97 +0.30964855j]
 [ 3.678+0.24782468j]
 [ 6.814+0.22119841j]
 [15.378+0.64893925j]
 [ 2.211+0.13060212j]
 [ 0.   +0.j        ]]",(9.480816907725398e-05+0.0020245078583610576j),(0.0001899544570881248+0.08737437463375979j),"[[-2.49555000e-05-1.15757621e-06j]
 [ 7.93002107e-06+3.79446684e-07j]
 [ 2.98500195e-06+1.54826883e-07j]
 [ 1.83900111e-06+1.23913831e-07j]
 [ 3.40700188e-06+1.10601717e-07j]
 [ 7.68902126e-06+3.24498111e-07j]
 [ 1.10550014e-06+6.53012407e-08j]
 [-4.44089210e-16-6.07081443e-27j]]","[[-2.4955500e-05+1.15757621e-06j]
 [ 7.9300000e-06-3.79418447e-07j]
 [ 2.9850000e-06-1.54824273e-07j]
 [ 1.8390000e-06-1.23912340e-07j]
 [ 3.4070000e-06-1.10599204e-07j]
 [ 7.6890000e-06-3.24469626e-07j]
 [ 1.1055000e-06-6.53010585e-08j]
 [-4.4408921e-16+0.00000000e+00j]]","[[1.        +0.00000000e+00j]
 [1.00000282+3.42571841e-06j]
 [1.0000007 +8.38118676e-07j]
 [1.00000066+7.66906088e-07j]
 [1.00000057+7.19135702e-07j]
 [1.00000292+3.58156779e-06j]
 [1.00000013+1.56964853e-07j]
 [1.        +1.36702588e-11j]]"
32,,"[[27.517+0.38139817j]
 [12.218+0.52658521j]
 [ 4.886+0.12554169j]
 [11.346+1.08994926j]
 [25.352+0.68635041j]
 [11.235+0.42594519j]
 [ 2.22 +0.00220555j]]",(0.00028015628014799177+0.0022728534710683146j),(0.00029560457525058744+0.07019365897338993j),"[[-4.73870000e-05-1.61803901e-06j]
 [ 1.37585633e-05+1.90783906e-07j]
 [ 6.10900815e-06+2.63303528e-07j]
 [ 2.44300196e-06+6.27734665e-08j]
 [ 5.67300524e-06+5.44981655e-07j]
 [ 1.26760577e-05+3.43252542e-07j]
 [ 5.61750350e-06+2.12977287e-07j]
 [ 1.11000020e-06+1.10304810e-09j]]","[[-4.73870e-05+1.61803901e-06j]
 [ 1.37585e-05-1.90699087e-07j]
 [ 6.10900e-06-2.63292607e-07j]
 [ 2.44300e-06-6.27708441e-08j]
 [ 5.67300e-06-5.44974629e-07j]
 [ 1.26760e-05-3.43175206e-07j]
 [ 5.61750e-06-2.12972594e-07j]
 [ 1.11000e-06-1.10277609e-09j]]","[[1.        +0.00000000e+00j]
 [1.00000469+6.09992856e-06j]
 [1.00000141+1.72692767e-06j]
 [1.00000083+1.05215781e-06j]
 [1.00000103+1.13917403e-06j]
 [1.00000472+5.97334958e-06j]
 [1.00000065+8.10721083e-07j]
 [1.00000018+2.44873872e-07j]]"
33,,"[[35.598+1.56649863j]
 [16.549+0.04036895j]
 [33.055+0.48966038j]
 [16.297+0.55784164j]
 [30.634+2.38204592j]
 [18.154+1.54253012j]
 [ 9.527+0.89316063j]]",(0.0006380293286696315+0.002752360969116907j),(0.0003992324381278434+0.03683514221830061j),"[[-7.99070000e-05-3.73510439e-06j]
 [ 1.77991061e-05+7.83391516e-07j]
 [ 8.27451492e-06+2.02044704e-08j]
 [ 1.65275895e-05+2.44950162e-07j]
 [ 8.14851073e-06+2.78935199e-07j]
 [ 1.53170847e-05+1.19113648e-06j]
 [ 9.07700920e-06+7.71277385e-07j]
 [ 4.76350377e-06+4.46585366e-07j]]","[[-7.99070e-05+3.73510439e-06j]
 [ 1.77990e-05-7.83249315e-07j]
 [ 8.27450e-06-2.01844723e-08j]
 [ 1.65275e-05-2.44830192e-07j]
 [ 8.14850e-06-2.78920820e-07j]
 [ 1.53170e-05-1.19102296e-06j]
 [ 9.07700e-06-7.71265060e-07j]
 [ 4.76350e-06-4.46580313e-07j]]","[[1.        +0.00000000e+00j]
 [1.0000063 +7.71191414e-06j]
 [1.00000181+2.41241878e-06j]
 [1.00000552+7.17696206e-06j]
 [1.00000138+1.71760822e-06j]
 [1.00000607+6.93920352e-06j]
 [1.00000112+1.26264368e-06j]
 [1.00000088+9.78018238e-07j]]"
34,,"[[38.714+2.3693563j ]
 [17.997+0.29880422j]
 [48.4  +3.83820604j]
 [27.93 +0.21581926j]
 [33.565+2.38534281j]
 [21.253+1.38508369j]
 [14.521+0.4021355j ]]",(0.0009817792418260751+0.0032129484430623023j),(0.00048511673180456335+0.02949080139987387j),"[[-1.01190000e-04-5.44642517e-06j]
 [ 1.93571257e-05+1.18484664e-06j]
 [ 8.99851766e-06+1.49425767e-07j]
 [ 2.42001931e-05+1.91936179e-06j]
 [ 1.39650315e-05+1.07951818e-07j]
 [ 1.67826016e-05+1.19280755e-06j]
 [ 1.06265126e-05+6.92558690e-07j]
 [ 7.26050869e-06+2.01079395e-07j]]","[[-1.01190e-04+5.44642517e-06j]
 [ 1.93570e-05-1.18467815e-06j]
 [ 8.99850e-06-1.49402110e-07j]
 [ 2.42000e-05-1.91910302e-06j]
 [ 1.39650e-05-1.07909630e-07j]
 [ 1.67825e-05-1.19267140e-06j]
 [ 1.06265e-05-6.92541847e-07j]
 [ 7.26050e-06-2.01067749e-07j]]","[[1.        +0.00000000e+00j]
 [1.000007  +8.27566520e-06j]
 [1.00000201+2.59571583e-06j]
 [1.00000877+9.99725543e-06j]
 [1.00000228+3.00339929e-06j]
 [1.0000066 +7.64344359e-06j]
 [1.00000128+1.50150253e-06j]
 [1.00000124+1.56970266e-06j]]"
35,,"[[38.036+0.87582562j]
 [16.038+0.09309884j]
 [34.61 +3.0613781j ]
 [35.344+2.48258256j]
 [34.352+1.17676984j]
 [21.701+1.34719228j]
 [14.792+1.04452523j]]",(0.0008255201549047797+0.0030035808765402905j),(0.00042361956500119554+0.029793372760399527j),"[[-9.74365000e-05-5.03973749e-06j]
 [ 1.90181210e-05+4.38074927e-07j]
 [ 8.01901402e-06+4.65682004e-08j]
 [ 1.73050989e-05+1.53082157e-06j]
 [ 1.76720507e-05+1.24135917e-06j]
 [ 1.71761060e-05+5.88526973e-07j]
 [ 1.08505131e-05+6.73613695e-07j]
 [ 7.39600906e-06+5.22274750e-07j]]","[[-9.74365e-05+5.03973749e-06j]
 [ 1.90180e-05-4.37912810e-07j]
 [ 8.01900e-06-4.65494178e-08j]
 [ 1.73050e-05-1.53068905e-06j]
 [ 1.76720e-05-1.24129128e-06j]
 [ 1.71760e-05-5.88384919e-07j]
 [ 1.08505e-05-6.73596141e-07j]
 [ 7.39600e-06-5.22262614e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000655+8.37347779e-06j]
 [1.00000176+2.33204543e-06j]
 [1.00000634+7.09696720e-06j]
 [1.00000312+3.62229558e-06j]
 [1.00000645+8.04960540e-06j]
 [1.0000013 +1.53687120e-06j]
 [1.00000133+1.54669551e-06j]]"
36,,"[[34.731+0.07142223j]
 [ 1.51 +0.04324512j]
 [16.178+0.86496077j]
 [31.632+1.91023745j]
 [32.472+2.55619543j]
 [21.522+0.80440967j]
 [19.717+0.79905579j]]",(0.0005741723567993517+0.0026668021235378703j),(0.00036394845197154684+0.03782952141952019j),"[[-7.88810000e-05-3.52381450e-06j]
 [ 1.73656008e-05+3.58462102e-08j]
 [ 7.55000124e-07+2.16227243e-08j]
 [ 8.08902150e-06+4.32509197e-07j]
 [ 1.58160405e-05+9.55173034e-07j]
 [ 1.62360952e-05+1.27822528e-06j]
 [ 1.07610129e-05+4.02222060e-07j]
 [ 9.85851604e-06+3.99549386e-07j]]","[[-7.88810e-05+3.52381450e-06j]
 [ 1.73655e-05-3.57111132e-08j]
 [ 7.55000e-07-2.16225577e-08j]
 [ 8.08900e-06-4.32480384e-07j]
 [ 1.58160e-05-9.55118727e-07j]
 [ 1.62360e-05-1.27809772e-06j]
 [ 1.07610e-05-4.02204837e-07j]
 [ 9.85850e-06-3.99527895e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000582+7.76765005e-06j]
 [1.00000017+2.15819615e-07j]
 [1.00000284+3.41014306e-06j]
 [1.00000276+3.26701936e-06j]
 [1.00000644+7.34994088e-06j]
 [1.00000125+1.55366125e-06j]
 [1.00000171+2.11053494e-06j]]"
37,,"[[27.661+2.66383965j]
 [30.246+1.89927323j]
 [ 3.302+0.22486028j]
 [24.904+1.58024284j]
 [27.356+2.24083309j]
 [19.179+0.51460391j]
 [22.238+1.12410634j]]",(0.00047771378584116064+0.002537555819512427j),(0.0003084292872442704+0.024762055148677464j),"[[-7.74430000e-05-5.12293093e-06j]
 [ 1.38305645e-05+1.33200631e-06j]
 [ 1.51230501e-05+9.49703680e-07j]
 [ 1.65100090e-06+1.12431340e-07j]
 [ 1.24520251e-05+7.90155095e-07j]
 [ 1.36780676e-05+1.12050713e-06j]
 [ 9.58951020e-06+2.57315624e-07j]
 [ 1.11190204e-05+5.62080534e-07j]]","[[-7.74430e-05+5.12293093e-06j]
 [ 1.38305e-05-1.33191982e-06j]
 [ 1.51230e-05-9.49636616e-07j]
 [ 1.65100e-06-1.12430138e-07j]
 [ 1.24520e-05-7.90121420e-07j]
 [ 1.36780e-05-1.12041654e-06j]
 [ 9.58950e-06-2.57301956e-07j]
 [ 1.11190e-05-5.62053171e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000522+5.75061621e-06j]
 [1.00000357+4.21011001e-06j]
 [1.00000059+6.88118645e-07j]
 [1.00000218+2.56598088e-06j]
 [1.00000545+6.17627108e-06j]
 [1.0000011 +1.39573124e-06j]
 [1.00000196+2.36202340e-06j]]"
38,,"[[11.286+0.97901301j]
 [18.342+0.26884715j]
 [13.399+0.42493955j]
 [15.238+1.48636036j]
 [17.86 +1.78022344j]
 [11.708+0.25131574j]
 [27.037+0.22195577j]]",(0.00023214174183294745+0.002208515806428224j),(0.00020209083471136715+0.040802818499661074j),"[[-5.74350000e-05-2.70537878e-06j]
 [ 5.64301073e-06+4.89520878e-07j]
 [ 9.17101834e-06+1.34448146e-07j]
 [ 6.69951472e-06+2.12489500e-07j]
 [ 7.61900946e-06+7.43192856e-07j]
 [ 8.93002891e-06+8.90150457e-07j]
 [ 5.85400380e-06+1.25662964e-07j]
 [ 1.35185301e-05+1.11018232e-07j]]","[[-5.74350e-05+2.70537878e-06j]
 [ 5.64300e-06-4.89506505e-07j]
 [ 9.17100e-06-1.34423574e-07j]
 [ 6.69950e-06-2.12469772e-07j]
 [ 7.61900e-06-7.43180180e-07j]
 [ 8.93000e-06-8.90111723e-07j]
 [ 5.85400e-06-1.25657872e-07j]
 [ 1.35185e-05-1.10977886e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000211+2.36435649e-06j]
 [1.00000204+2.64936454e-06j]
 [1.00000229+2.87211762e-06j]
 [1.00000139+1.52811992e-06j]
 [1.00000363+3.97538963e-06j]
 [1.00000067+8.55524696e-07j]
 [1.00000225+2.96605229e-06j]]"
39,,"[[ 0.528+4.27150976e-02j]
 [ 1.201+6.14064532e-02j]
 [ 0.98 +8.19589031e-02j]
 [ 1.197+9.45740248e-02j]
 [ 7.919+6.69006235e-01j]
 [ 0.897+1.02917996e-03j]
 [23.835+1.92676640e+00j]]",(5.896442499420118e-05+0.001976477425805978j),(0.0001612944853084257+0.06868835622096632j),"[[-1.82785000e-05-1.43777941e-06j]
 [ 2.64000024e-07+2.13575800e-08j]
 [ 6.00500079e-07+3.07033322e-08j]
 [ 4.90000079e-07+4.09795578e-08j]
 [ 5.98500058e-07+4.72870907e-08j]
 [ 3.95950567e-06+3.34510711e-07j]
 [ 4.48500022e-07+5.14619827e-10j]
 [ 1.19175236e-05+9.63414756e-07j]]","[[-1.82785e-05+1.43777941e-06j]
 [ 2.64000e-07-2.13575486e-08j]
 [ 6.00500e-07-3.07032265e-08j]
 [ 4.90000e-07-4.09794516e-08j]
 [ 5.98500e-07-4.72870127e-08j]
 [ 3.95950e-06-3.34503117e-07j]
 [ 4.48500e-07-5.14589946e-10j]
 [ 1.19175e-05-9.63383198e-07j]]","[[1.        +0.00000000e+00j]
 [1.0000001 +1.11142217e-07j]
 [1.00000014+1.68713979e-07j]
 [1.00000018+2.01741890e-07j]
 [1.00000011+1.21842728e-07j]
 [1.00000158+1.78426439e-06j]
 [1.00000005+6.65681271e-08j]
 [1.00000218+2.47217607e-06j]]"
