,Scenario Choice,Count,Site Lat,Site Lon,ATB Year,Resource Year,Site Name,Critical Load Factor,kW continuous load,PTC,ITC,Hub Height (m),Useful Life,Storage Enabled,Wind Cost kW,Solar Cost kW,Storage Cost kW,Storage Cost kWh,Storage Hours,Wind MW built,Solar MW built,Storage MW built,Storage MWh built,Battery Can Grid Charge,Built Interconnection Size,REOpt Interconnection Size,LCOE,Levelized H2 Elec Feedstock Cost/kg (HOPP),H2 H2 Elec Feedstock Cost/kg (HOPP) Net Cap Cost Method,H2 H2 Elec Feedstock Cost/kg (REopt) Net Cap Cost Method,REOpt Energy Shortfall,REOpt Curtailment,Grid Connected HOPP,HOPP Total Generation,HOPP Energy Shortfall,HOPP Curtailment,Battery Generation,Electricity to Grid
0,ATB 2020 Moderate,1,43.1127,-94.683,2020,2013,Iowa Lakes,1.0,10000,yes,yes,90,25,True,1679,1354,260,299,49.472307524432736,9.6039884,40.3960116,24.211083416569902,1197.77816428424,True,50000000,50000,8.809190715949969,4.889100847352233,2.6696675375270473,11.677248551856163,57818.483000000124,9164737.349000001,True,91998347.0850558,29816536.180707276,0.0,0.0,0.0
1,ATB 2020 Moderate,1,43.1127,-94.683,2020,2013,Iowa Lakes,0.9,10000,yes,yes,90,25,True,1679,1354,260,299,33.12436737681702,9.713155500000001,40.2868445,20.5434315360018,680.488173379012,True,50000000,50000,8.474878161464904,4.703557379613022,2.5305996615044117,7.189489194890411,5675257.8319999995,18403458.240000002,True,91849343.11452314,29827639.134720348,0.0,0.0,0.0
