Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,588264,-,-,-,35.21,-101.02,-6,986,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle
2013,1,1,0,30,0,0,0,3.2,-7,167.18
2013,1,1,1,30,0,0,0,3.3000000000000003,-7,164.68
2013,1,1,2,30,0,0,0,3.2,-7,154.63
2013,1,1,3,30,0,0,0,3.2,-7,142.78
2013,1,1,4,30,0,0,0,3.1,-7,130.56
2013,1,1,5,30,0,0,0,3.1,-7,118.37
2013,1,1,6,30,0,0,0,3.1,-7,106.44
2013,1,1,7,30,0,0,0,3.3000000000000003,-7,94.99
2013,1,1,8,30,42,36,58,3.8000000000000003,-5,84.28
2013,1,1,9,30,143,111,120,4.1000000000000005,-3,74.67
2013,1,1,10,30,233,178,139,4.1000000000000005,-2,66.69
2013,1,1,11,30,297,224,151,3.8000000000000003,-1,61
2013,1,1,12,30,386,238,281,3.7,0,58.300000000000004
2013,1,1,13,30,378,231,284,3.8000000000000003,0,58.99
2013,1,1,14,30,280,208,160,3.7,0,62.97
2013,1,1,15,30,205,149,160,3.1,0,69.66
2013,1,1,16,30,106,78,143,2,-2,78.37
2013,1,1,17,30,19,13,230,1.3,-4,88.47
2013,1,1,18,30,0,0,0,1.2000000000000002,-5,99.52
2013,1,1,19,30,0,0,0,1.1,-5,111.19
2013,1,1,20,30,0,0,0,1.1,-5,123.25
2013,1,1,21,30,0,0,0,1.1,-6,135.48
2013,1,1,22,30,0,0,0,1.2000000000000002,-6,147.61
2013,1,1,23,30,0,0,0,1.4000000000000001,-6,159.02
2013,1,2,0,30,0,0,0,1.5,-6,167.06
2013,1,2,1,30,0,0,0,1.6,-6,164.67000000000002
2013,1,2,2,30,0,0,0,1.7000000000000002,-7,154.66
2013,1,2,3,30,0,0,0,1.9000000000000001,-7,142.84
2013,1,2,4,30,0,0,0,2,-7,130.62
2013,1,2,5,30,0,0,0,1.9000000000000001,-7,118.42
2013,1,2,6,30,0,0,0,1.9000000000000001,-7,106.49000000000001
2013,1,2,7,30,0,0,0,2.3000000000000003,-7,95.02
2013,1,2,8,30,78,30,487,2.9000000000000004,-4,84.29
2013,1,2,9,30,260,54,779,2.8000000000000003,-1,74.67
2013,1,2,10,30,421,65,898,2.3000000000000003,1,66.67
2013,1,2,11,30,534,70,954,2,2,60.95
2013,1,2,12,30,585,75,969,2.1,3,58.21
2013,1,2,13,30,572,75,961,2.3000000000000003,4,58.88
2013,1,2,14,30,493,72,923,2.5,3,62.84
2013,1,2,15,30,359,65,838,2.2,2,69.53
2013,1,2,16,30,185,50,663,1.7000000000000002,0,78.23
2013,1,2,17,30,20,14,196,1.7000000000000002,-2,88.33
2013,1,2,18,30,0,0,0,1.9000000000000001,-3,99.38
2013,1,2,19,30,0,0,0,1.9000000000000001,-3,111.05
2013,1,2,20,30,0,0,0,1.8,-4,123.11
2013,1,2,21,30,0,0,0,1.5,-4,135.34
2013,1,2,22,30,0,0,0,1.2000000000000002,-4,147.47
2013,1,2,23,30,0,0,0,1.2000000000000002,-4,158.88
2013,1,3,0,30,0,0,0,1.2000000000000002,-4,166.94
2013,1,3,1,30,0,0,0,1.4000000000000001,-5,164.65
2013,1,3,2,30,0,0,0,1.6,-5,154.70000000000002
2013,1,3,3,30,0,0,0,1.8,-5,142.88
2013,1,3,4,30,0,0,0,1.9000000000000001,-6,130.66
2013,1,3,5,30,0,0,0,2,-6,118.47
2013,1,3,6,30,0,0,0,2,-6,106.53
2013,1,3,7,30,0,0,0,2.2,-6,95.05
2013,1,3,8,30,78,28,505,2.6,-5,84.31
2013,1,3,9,30,258,50,784,2.6,-2,74.66
2013,1,3,10,30,417,61,896,2.2,0,66.64
2013,1,3,11,30,528,68,947,1.7000000000000002,1,60.89
2013,1,3,12,30,581,70,966,1.3,2,58.120000000000005
2013,1,3,13,30,569,70,962,0.9,3,58.76
2013,1,3,14,30,493,66,931,0.5,2,62.71
2013,1,3,15,30,363,58,864,0.30000000000000004,1,69.38
2013,1,3,16,30,191,44,715,0.5,0,78.08
2013,1,3,17,30,23,14,279,0.8,0,88.18
2013,1,3,18,30,0,0,0,1,-1,99.24000000000001
2013,1,3,19,30,0,0,0,1.1,-2,110.91
2013,1,3,20,30,0,0,0,1.1,-3,122.97
2013,1,3,21,30,0,0,0,1.3,-3,135.2
2013,1,3,22,30,0,0,0,1.6,-4,147.33
2013,1,3,23,30,0,0,0,2,-4,158.73
2013,1,4,0,30,0,0,0,2.3000000000000003,-4,166.81
2013,1,4,1,30,0,0,0,2.4000000000000004,-4,164.62
2013,1,4,2,30,0,0,0,2.5,-4,154.72
2013,1,4,3,30,0,0,0,2.6,-5,142.92000000000002
2013,1,4,4,30,0,0,0,2.7,-5,130.71
2013,1,4,5,30,0,0,0,2.6,-5,118.51
2013,1,4,6,30,0,0,0,2.6,-5,106.56
2013,1,4,7,30,0,0,0,2.9000000000000004,-4,95.07000000000001
2013,1,4,8,30,75,30,454,3.6,-3,84.31
2013,1,4,9,30,249,55,734,4.3,-1,74.65
2013,1,4,10,30,172,158,34,4.7,1,66.6
2013,1,4,11,30,214,197,33,4.6000000000000005,2,60.82
2013,1,4,12,30,210,200,19,4.6000000000000005,3,58.03
2013,1,4,13,30,157,156,1,4.5,2,58.64
2013,1,4,14,30,193,181,26,4.3,2,62.57
2013,1,4,15,30,137,131,14,3.9000000000000004,1,69.24
2013,1,4,16,30,69,69,0,2.8000000000000003,0,77.93
2013,1,4,17,30,8,8,0,2.2,-1,88.03
2013,1,4,18,30,0,0,0,2.7,-2,99.09
2013,1,4,19,30,0,0,0,3.2,-2,110.77
2013,1,4,20,30,0,0,0,3.7,-2,122.83
2013,1,4,21,30,0,0,0,3.9000000000000004,-2,135.06
2013,1,4,22,30,0,0,0,3.8000000000000003,-2,147.19
2013,1,4,23,30,0,0,0,3.7,-2,158.58
2013,1,5,0,30,0,0,0,3.5,-3,166.68
2013,1,5,1,30,0,0,0,3.5,-3,164.59
2013,1,5,2,30,0,0,0,3.5,-4,154.74
2013,1,5,3,30,0,0,0,3.4000000000000004,-4,142.96
2013,1,5,4,30,0,0,0,3.4000000000000004,-4,130.75
2013,1,5,5,30,0,0,0,3.4000000000000004,-5,118.55
2013,1,5,6,30,0,0,0,3.5,-5,106.59
2013,1,5,7,30,0,0,0,4,-5,95.09
2013,1,5,8,30,52,34,181,4.5,-3,84.31
2013,1,5,9,30,263,44,825,4.7,-1,74.63
2013,1,5,10,30,426,53,936,4.9,2,66.55
2013,1,5,11,30,541,58,987,5.300000000000001,5,60.75
2013,1,5,12,30,595,62,1004,5.4,6,57.92
2013,1,5,13,30,583,63,995,5.2,7,58.51
2013,1,5,14,30,506,62,960,4.6000000000000005,7,62.42
2013,1,5,15,30,373,56,889,3.1,5,69.08
2013,1,5,16,30,199,44,732,1.8,2,77.78
2013,1,5,17,30,26,15,295,1.7000000000000002,0,87.88
2013,1,5,18,30,0,0,0,1.9000000000000001,-1,98.94
2013,1,5,19,30,0,0,0,2.1,-2,110.62
2013,1,5,20,30,0,0,0,2.2,-2,122.68
2013,1,5,21,30,0,0,0,2.3000000000000003,-2,134.91
