Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,555888,-,-,-,36.09,-102.26,-6,1173,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle,Pressure,Dew Point
2013,1,1,0,30,0,0,0,2.4000000000000004,-6,166,880,-9
2013,1,1,1,30,0,0,0,2.4000000000000004,-6,164.59,880,-10
2013,1,1,2,30,0,0,0,2.4000000000000004,-6,155.20000000000002,880,-10
2013,1,1,3,30,0,0,0,2.3000000000000003,-6,143.64000000000001,880,-10
2013,1,1,4,30,0,0,0,2,-6,131.58,880,-10
2013,1,1,5,30,0,0,0,1.8,-7,119.5,880,-10
2013,1,1,6,30,0,0,0,1.8,-7,107.66,880,-10
2013,1,1,7,30,0,0,0,2,-7,96.27,880,-10
2013,1,1,8,30,53,32,279,2.5,-6,85.60000000000001,880,-10
2013,1,1,9,30,228,73,640,3,-4,76.01,880,-9
2013,1,1,10,30,145,139,15,3.2,-3,67.99,880,-9
2013,1,1,11,30,514,99,889,3.2,-1,62.190000000000005,880,-8
2013,1,1,12,30,575,95,939,2.7,0,59.27,880,-8
2013,1,1,13,30,568,94,938,2.1,0,59.67,880,-8
2013,1,1,14,30,496,87,910,1.8,0,63.32,880,-8
2013,1,1,15,30,366,73,843,1.4000000000000001,0,69.71000000000001,880,-8
2013,1,1,16,30,194,52,690,0.9,-1,78.15,880,-8
2013,1,1,17,30,24,16,249,0.7000000000000001,-3,88.04,880,-9
2013,1,1,18,30,0,0,0,0.8,-4,98.91,880,-9
2013,1,1,19,30,0,0,0,0.8,-5,110.42,880,-9
2013,1,1,20,30,0,0,0,0.7000000000000001,-5,122.34,880,-9
2013,1,1,21,30,0,0,0,0.6000000000000001,-6,134.44,880,-9
2013,1,1,22,30,0,0,0,0.7000000000000001,-6,146.43,880,-9
2013,1,1,23,30,0,0,0,0.9,-7,157.70000000000002,880,-9
2013,1,2,0,30,0,0,0,1.2000000000000002,-7,165.88,880,-9
2013,1,2,1,30,0,0,0,1.4000000000000001,-8,164.56,880,-10
2013,1,2,2,30,0,0,0,1.5,-8,155.23,880,-10
2013,1,2,3,30,0,0,0,1.5,-8,143.69,880,-10
2013,1,2,4,30,0,0,0,1.4000000000000001,-9,131.63,880,-10
2013,1,2,5,30,0,0,0,1.4000000000000001,-9,119.55,880,-11
2013,1,2,6,30,0,0,0,1.4000000000000001,-9,107.7,880,-12
2013,1,2,7,30,0,0,0,1.7000000000000002,-8,96.3,880,-13
2013,1,2,8,30,59,26,431,2.5,-6,85.62,880,-13
2013,1,2,9,30,240,57,757,2.9000000000000004,-3,76.01,880,-12
2013,1,2,10,30,405,75,880,2.8000000000000003,0,67.97,880,-11
2013,1,2,11,30,523,87,934,2.8000000000000003,1,62.14,880,-9
2013,1,2,12,30,573,120,886,2.6,2,59.19,880,-8
2013,1,2,13,30,564,121,875,2.4000000000000004,2,59.56,880,-8
2013,1,2,14,30,490,111,840,2.5,2,63.2,880,-8
2013,1,2,15,30,360,92,766,2.4000000000000004,1,69.58,880,-8
2013,1,2,16,30,190,63,612,1.8,0,78.01,880,-7
2013,1,2,17,30,24,17,197,1.5,-2,87.9,880,-8
2013,1,2,18,30,0,0,0,1.6,-3,98.77,880,-8
2013,1,2,19,30,0,0,0,1.5,-3,110.28,880,-8
2013,1,2,20,30,0,0,0,1.3,-4,122.2,890,-8
2013,1,2,21,30,0,0,0,1.1,-4,134.3,890,-8
2013,1,2,22,30,0,0,0,0.9,-4,146.29,890,-8
2013,1,2,23,30,0,0,0,0.9,-4,157.56,890,-8
2013,1,3,0,30,0,0,0,0.9,-4,165.76,890,-9
2013,1,3,1,30,0,0,0,1,-4,164.53,890,-9
2013,1,3,2,30,0,0,0,1.1,-5,155.25,890,-9
2013,1,3,3,30,0,0,0,1.2000000000000002,-5,143.73,890,-9
2013,1,3,4,30,0,0,0,1.4000000000000001,-5,131.68,890,-10
2013,1,3,5,30,0,0,0,1.4000000000000001,-5,119.59,890,-10
2013,1,3,6,30,0,0,0,1.2000000000000002,-5,107.74000000000001,890,-10
2013,1,3,7,30,0,0,0,1.1,-6,96.33,890,-11
2013,1,3,8,30,17,17,0,1.4000000000000001,-5,85.63,890,-11
2013,1,3,9,30,237,58,742,1.5,-2,76,890,-10
2013,1,3,10,30,403,76,869,0.7000000000000001,0,67.94,890,-9
2013,1,3,11,30,522,87,929,0.5,0,62.08,890,-9
2013,1,3,12,30,579,107,918,1.2000000000000002,1,59.1,890,-9
2013,1,3,13,30,573,106,918,1.9000000000000001,2,59.45,890,-9
2013,1,3,14,30,501,99,887,2.5,2,63.07,890,-9
2013,1,3,15,30,373,79,837,2.4000000000000004,1,69.43,890,-9
2013,1,3,16,30,201,55,692,1.7000000000000002,0,77.87,890,-9
2013,1,3,17,30,28,17,275,1.3,-2,87.75,890,-9
2013,1,3,18,30,0,0,0,1.4000000000000001,-3,98.62,890,-10
2013,1,3,19,30,0,0,0,1.6,-3,110.14,890,-11
2013,1,3,20,30,0,0,0,2,-3,122.06,890,-11
2013,1,3,21,30,0,0,0,2.5,-3,134.16,890,-11
2013,1,3,22,30,0,0,0,2.9000000000000004,-3,146.15,890,-11
2013,1,3,23,30,0,0,0,2.8000000000000003,-4,157.41,890,-11
2013,1,4,0,30,0,0,0,2.6,-5,165.63,890,-11
2013,1,4,1,30,0,0,0,2.6,-5,164.49,890,-12
2013,1,4,2,30,0,0,0,2.5,-6,155.27,890,-11
2013,1,4,3,30,0,0,0,2.5,-6,143.77,890,-11
2013,1,4,4,30,0,0,0,2.5,-7,131.72,890,-11
2013,1,4,5,30,0,0,0,2.5,-7,119.63,890,-11
2013,1,4,6,30,0,0,0,2.5,-7,107.77,890,-11
2013,1,4,7,30,0,0,0,2.7,-6,96.35000000000001,890,-11
2013,1,4,8,30,58,26,423,3.5,-4,85.64,890,-11
2013,1,4,9,30,236,56,743,4.4,-1,75.99,890,-10
2013,1,4,10,30,399,74,865,5.1000000000000005,0,67.9,890,-9
2013,1,4,11,30,517,85,921,5.300000000000001,2,62.01,880,-8
2013,1,4,12,30,373,233,270,5.1000000000000005,3,59,880,-8
2013,1,4,13,30,403,213,371,4.800000000000001,3,59.33,880,-8
2013,1,4,14,30,428,97,728,4.5,3,62.93,880,-8
2013,1,4,15,30,236,145,256,3.9000000000000004,2,69.29,880,-8
2013,1,4,16,30,34,34,0,3,1,77.72,880,-7
2013,1,4,17,30,28,17,261,3,0,87.60000000000001,880,-6
2013,1,4,18,30,0,0,0,3.7,0,98.48,880,-6
2013,1,4,19,30,0,0,0,3.9000000000000004,-1,110,880,-5
2013,1,4,20,30,0,0,0,4.1000000000000005,-2,121.92,880,-5
2013,1,4,21,30,0,0,0,4.1000000000000005,-2,134.01,880,-5
2013,1,4,22,30,0,0,0,3.7,-2,146.01,880,-6
2013,1,4,23,30,0,0,0,3,-2,157.26,880,-6
2013,1,5,0,30,0,0,0,2.7,-3,165.49,880,-6
2013,1,5,1,30,0,0,0,2.5,-3,164.44,880,-7
2013,1,5,2,30,0,0,0,2.4000000000000004,-4,155.28,880,-7
2013,1,5,3,30,0,0,0,2.8000000000000003,-5,143.8,880,-8
2013,1,5,4,30,0,0,0,3.1,-5,131.75,880,-8
2013,1,5,5,30,0,0,0,3,-5,119.67,880,-10
2013,1,5,6,30,0,0,0,3,-5,107.8,880,-11
2013,1,5,7,30,0,0,0,3.7,-4,96.37,880,-12
2013,1,5,8,30,60,22,494,4.4,-2,85.64,880,-11
2013,1,5,9,30,242,48,801,4.800000000000001,0,75.97,880,-10
2013,1,5,10,30,408,63,916,5.4,3,67.85,880,-10
2013,1,5,11,30,528,72,969,5.9,5,61.940000000000005,880,-10
2013,1,5,12,30,590,85,978,5.9,6,58.9,880,-10
2013,1,5,13,30,587,86,977,5.6000000000000005,7,59.2,880,-11
2013,1,5,14,30,517,82,952,5.2,6,62.78,880,-11
2013,1,5,15,30,386,71,885,3.9000000000000004,5,69.14,880,-11
2013,1,5,16,30,210,52,736,2.4000000000000004,2,77.56,880,-9
2013,1,5,17,30,32,18,324,1.9000000000000001,-1,87.45,880,-9
2013,1,5,18,30,0,0,0,1.8,-2,98.32000000000001,890,-9
2013,1,5,19,30,0,0,0,1.5,-2,109.85000000000001,890,-9
2013,1,5,20,30,0,0,0,1.2000000000000002,-2,121.77,890,-8
2013,1,5,21,30,0,0,0,1.1,-2,133.87,890,-7
2013,1,5,22,30,0,0,0,1.1,-2,145.86,890,-7
2013,1,5,23,30,0,0,0,1,-2,157.11,890,-7
2013,1,6,0,30,0,0,0,1,-2,165.34,890,-7
2013,1,6,1,30,0,0,0,1,-2,164.38,890,-7
2013,1,6,2,30,0,0,0,1.1,-2,155.29,890,-7
2013,1,6,3,30,0,0,0,1.2000000000000002,-2,143.83,890,-7
2013,1,6,4,30,0,0,0,1.4000000000000001,-3,131.79,890,-8
2013,1,6,5,30,0,0,0,1.5,-4,119.7,890,-8
2013,1,6,6,30,0,0,0,1.6,-4,107.82000000000001,890,-9
2013,1,6,7,30,0,0,0,1.8,-3,96.38,890,-9
2013,1,6,8,30,61,24,482,2.5,-1,85.63,890,-9
2013,1,6,9,30,245,51,799,3.6,1,75.94,890,-9
2013,1,6,10,30,414,67,919,4.4,3,67.8,890,-7
2013,1,6,11,30,536,76,974,5.1000000000000005,5,61.86,890,-6
2013,1,6,12,30,597,81,995,5.300000000000001,6,58.79,890,-6
2013,1,6,13,30,592,81,993,5.300000000000001,7,59.06,890,-6
2013,1,6,14,30,521,76,968,5,7,62.63,880,-7
2013,1,6,15,30,390,69,894,3.7,5,68.98,880,-7
2013,1,6,16,30,215,50,758,2.5,2,77.41,880,-6
2013,1,6,17,30,36,18,368,2.4000000000000004,0,87.29,880,-6
2013,1,6,18,30,0,0,0,2.8000000000000003,0,98.17,880,-7
