Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone
RREDC,94018,-,-,-,40.0167,-105.25,-7,1634,-7
Year,Month,Day,Hour,GHI,DHI,DNI,Wind Speed,Temperature,Snow Depth
1990,1,1,0,0,0,0,1.5,-7,3
1990,1,1,1,0,0,0,1.5,-7.2,3
1990,1,1,2,0,0,0,1.5,-8.1,3
1990,1,1,3,0,0,0,1.5,-9.1,3
1990,1,1,4,0,0,0,1.5,-10,3
1990,1,1,5,0,0,0,1,-10,3
1990,1,1,6,0,0,0,0.5,-10,3
1990,1,1,7,0,0,0,0,-10,3
1990,1,1,8,96,63,195,0,-8,3
1990,1,1,9,229,105,407,0,-5.9,3
1990,1,1,10,321,146,438,0,-3.9,3
1990,1,1,11,399,135,588,0.7,-3.5,3
1990,1,1,12,501,73,946,1.4,-3.2,3
1990,1,1,13,444,68,918,2.1,-2.8,3
1990,1,1,14,330,62,840,1.9,-4.1,3
1990,1,1,15,106,74,170,1.7,-5.4,3
1990,1,1,16,14,14,0,1.5,-6.7,3
1990,1,1,17,0,0,0,2.2,-8,3
1990,1,1,18,0,0,0,2.9,-9.3,3
1990,1,1,19,0,0,0,3.6,-10.6,3
1990,1,1,20,0,0,0,3.3,-10.6,3
1990,1,1,21,0,0,0,2.9,-10.6,3
1990,1,1,22,0,0,0,2.6,-10.6,3
1990,1,1,23,0,0,0,2.6,-10.6,3
1990,1,2,0,0,0,0,2.6,-10.6,3
1990,1,2,1,0,0,0,2.6,-10.6,3
1990,1,2,2,0,0,0,2.6,-10.4,3
1990,1,2,3,0,0,0,2.6,-10.2,3
1990,1,2,4,0,0,0,2.6,-10,3
1990,1,2,5,0,0,0,2.9,-10.2,3
1990,1,2,6,0,0,0,3.3,-10.4,3
1990,1,2,7,0,0,0,3.6,-10.6,3
1990,1,2,8,160,36,727,3.3,-8.9,3
1990,1,2,9,320,51,885,2.9,-7.3,3
1990,1,2,10,328,141,469,2.6,-5.6,3
1990,1,2,11,505,72,959,1.7,-4.5,3
1990,1,2,12,509,72,959,0.9,-3.3,3
1990,1,2,13,451,68,932,0,-2.2,3
1990,1,2,14,337,59,863,1.2,-2.8,3
1990,1,2,15,182,43,717,2.4,-3.3,3
1990,1,2,16,26,15,306,3.6,-3.9,3
1990,1,2,17,0,0,0,3.4,-3.9,3
1990,1,2,18,0,0,0,3.3,-3.9,3
1990,1,2,19,0,0,0,3.1,-3.9,3
1990,1,2,20,0,0,0,3.4,-6.1,3
1990,1,2,21,0,0,0,3.8,-8.4,3
1990,1,2,22,0,0,0,4.1,-10.6,3
1990,1,2,23,0,0,0,4.1,-10.8,3
1990,1,3,0,0,0,0,4.1,-10.9,3
