Source,Latitude,Longitude,Time Zone,Elevation
NASA/POWER,35.2018863,-101.945027,-6.0,1097.1
year,month,day,hour,ghi,dni,dhi,tdry,twet,Tdew,wspd,wdir,rh,pres,snow,albedo,aod
2012,1,1,0,0.0,0.0,0.0,-0.689,-3.134,-5.572,3.448,7.028,68.875,902.679,0.0,0.0,0.008
2012,1,1,1,0.0,0.0,0.0,-1.65,-4.056,-6.455,3.125,358.997,69.375,903.187,0.0,0.0,0.008
2012,1,1,2,0.0,0.0,0.0,-2.353,-4.861,-7.369,3.09,351.276,68.125,903.624,0.0,0.0,0.008
2012,1,1,3,0.0,0.0,0.0,-2.861,-5.447,-8.033,3.24,344.187,67.188,903.958,0.0,0.0,0.008
2012,1,1,4,0.0,0.0,0.0,-3.181,-5.791,-8.392,3.51,339.548,66.938,904.301,0.0,0.0,0.008
2012,1,1,5,0.0,0.0,0.0,-3.548,-6.103,-8.658,3.656,335.242,67.438,904.92,0.0,0.0,0.008
2012,1,1,6,0.0,0.0,0.0,-3.994,-6.478,-8.955,3.638,330.682,68.312,905.703,0.0,0.0,0.008
2012,1,1,7,0.0,0.0,0.0,-4.369,-6.845,-9.33,3.533,324.904,68.25,906.674,0.0,0.0,0.008
2012,1,1,8,59.07,169.898,43.68,-2.705,-6.056,-9.4,3.758,318.455,58.938,907.535,0.0,0.18,0.008
2012,1,1,9,229.906,473.359,109.297,0.459,-4.525,-9.509,4.106,313.381,45.125,908.514,0.0,0.188,0.008
2012,1,1,10,389.352,681.734,126.062,3.967,-3.455,-10.869,1.985,5.419,31.125,909.257,0.0,0.188,0.008
2012,1,1,11,474.961,551.125,212.711,5.92,-2.853,-11.627,1.386,37.903,25.312,909.044,0.0,0.18,0.008
2012,1,1,12,551.82,674.852,202.5,7.116,-2.252,-11.619,0.539,358.34,23.375,908.214,0.0,0.18,0.008
2012,1,1,13,553.531,869.336,111.289,8.014,-1.736,-11.494,0.736,279.162,22.188,907.39,0.0,0.18,0.008
2012,1,1,14,483.547,906.164,76.055,8.538,-1.416,-11.369,1.069,258.198,21.688,906.892,0.0,0.18,0.008
2012,1,1,15,347.969,779.656,79.305,8.53,-1.345,-11.22,1.261,243.911,22.0,906.652,0.0,0.195,0.008
2012,1,1,16,180.797,613.109,57.828,7.741,-1.041,-9.822,1.117,227.834,26.625,906.682,0.0,0.188,0.008
2012,1,1,17,24.703,253.336,14.852,5.686,-1.462,-8.619,0.806,182.779,33.938,906.835,0.0,0.164,0.008
2012,1,1,18,0.0,0.0,0.0,4.264,-2.736,-9.736,1.325,140.021,33.688,907.173,0.0,0.0,0.008
2012,1,1,19,0.0,0.0,0.0,2.616,-3.439,-9.494,2.045,130.506,38.688,907.58,0.0,0.0,0.008
2012,1,1,20,0.0,0.0,0.0,0.991,-4.205,-9.4,2.596,129.872,43.812,907.994,0.0,0.0,0.008
2012,1,1,21,0.0,0.0,0.0,-0.166,-4.822,-9.47,2.88,132.911,47.438,908.268,0.0,0.0,0.008
2012,1,1,22,0.0,0.0,0.0,-0.783,-5.181,-9.587,2.762,134.542,49.375,908.556,0.0,0.0,0.008
