,Site Name,Scenario Choice,Site Lat,Site Lon,ATB Year,Resource Year,Turbine Model,Critical Load Factor,kW continuous load,Useful Life,PTC,ITC,Discount Rate,Debt Equity,Hub Height (m),Storage Enabled,Wind Cost kW,Solar Cost kW,Storage Cost kW,Storage Cost kWh,Storage Hours,Wind MW built,Solar MW built,Storage MW built,Storage MWh built,Battery Can Grid Charge,Built Interconnection Size,Total Installed Cost $(HOPP),Total Yearly Electrical Output,LCOE,Grid Connected HOPP,HOPP Total Generation,Wind Capacity Factor,HOPP Energy Shortfall,HOPP Curtailment,Battery Generation,Electricity to Grid,Percentage Time 50% Load met without storage,Percentage Time 75% Load met without storage,Percentage Time 90% Load met without storage,Percentage Time 95% Load met without storage,Percentage Time 100% Load met without storage,Percentage Time 50% Load met with storage,Percentage Time 75% Load met with storage,Percentage Time 90% Load met with storage,Percentage Time 95% Load met with storage,Percentage Time 100% Load met with storage
0,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,1.0,15,25,5,5,True,50000.0,51860700.0,80852503.8708895,5.37392734820068,False,80394101.59728946,31.715475417320395,542744.1365528557,73640425.98065463,458402.27360002394,73177023.70705462,91.77988354835027,90.85512044753968,90.14727708642539,89.96460783194429,89.78193857746318,98.75556570384747,98.52722913574608,98.39022719488526,98.32172622445485,98.2303915972143
1,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,2.0,15,25,5,10,True,50000.0,53290700.0,80930262.82121892,5.4898166298978595,False,80394101.59728946,31.715475417320395,542744.1365528557,73640425.98065463,536161.2239294496,73094264.75672519,91.77988354835027,90.85512044753968,90.14727708642539,89.96460783194429,89.78193857746318,99.92008220116452,99.89724854435438,99.88583171594931,99.88583171594931,99.80591391711383
2,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,3.0,15,25,5,15,True,50000.0,54720700.0,80932831.81538813,5.605705911595037,False,80394101.59728946,31.715475417320395,542744.1365528557,73640425.98065463,538730.2180986747,73086695.76255596,91.77988354835027,90.85512044753968,90.14727708642539,89.96460783194429,89.78193857746318,99.94291585797465,99.94291585797465,99.93149902956958,99.93149902956958,99.8515812307341
3,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,4.0,15,25,5,20,True,50000.0,56150700.0,80932831.81538813,5.721595193292217,False,80394101.59728946,31.715475417320395,542744.1365528557,73640425.98065463,538730.2180986747,73081695.76255596,91.77988354835027,90.85512044753968,90.14727708642539,89.96460783194429,89.78193857746318,99.94291585797465,99.94291585797465,99.93149902956958,99.93149902956958,99.8515812307341
4,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,5.0,15,25,5,25,True,50000.0,57580700.0,80932831.81538813,5.837484474989394,False,80394101.59728946,31.715475417320395,542744.1365528557,73640425.98065463,538730.2180986747,73076695.76255596,91.77988354835027,90.85512044753968,90.14727708642539,89.96460783194429,89.78193857746318,99.94291585797465,99.94291585797465,99.93149902956958,99.93149902956958,99.8515812307341
5,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,6.0,15,25,5,30,True,50000.0,59010700.0,80932831.81538813,5.953373756686573,False,80394101.59728946,31.715475417320395,542744.1365528557,73640425.98065463,538730.2180986747,73071695.76255596,91.77988354835027,90.85512044753968,90.14727708642539,89.96460783194429,89.78193857746318,99.94291585797465,99.94291585797465,99.93149902956958,99.93149902956958,99.8515812307341
6,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,7.0,15,25,5,35,True,50000.0,60440700.0,80932831.81538813,6.069263038383752,False,80394101.59728946,31.715475417320395,542744.1365528557,73640425.98065463,538730.2180986747,73066695.76255596,91.77988354835027,90.85512044753968,90.14727708642539,89.96460783194429,89.78193857746318,99.94291585797465,99.94291585797465,99.93149902956958,99.93149902956958,99.8515812307341
7,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,8.0,15,25,5,40,True,50000.0,61870700.0,80932831.81538813,6.18515232008093,False,80394101.59728946,31.715475417320395,542744.1365528557,73640425.98065463,538730.2180986747,73061695.76255596,91.77988354835027,90.85512044753968,90.14727708642539,89.96460783194429,89.78193857746318,99.94291585797465,99.94291585797465,99.93149902956958,99.93149902956958,99.8515812307341
8,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,9.0,15,25,5,45,True,50000.0,63300700.0,80932831.81538813,6.301041601778108,False,80394101.59728946,31.715475417320395,542744.1365528557,73640425.98065463,538730.2180986747,73056695.76255596,91.77988354835027,90.85512044753968,90.14727708642539,89.96460783194429,89.78193857746318,99.94291585797465,99.94291585797465,99.93149902956958,99.93149902956958,99.8515812307341
9,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,10.0,15,25,5,50,True,50000.0,64730700.0,80932831.81538813,6.416930883475287,False,80394101.59728946,31.715475417320395,542744.1365528557,73640425.98065463,538730.2180986747,73051695.76255596,91.77988354835027,90.85512044753968,90.14727708642539,89.96460783194429,89.78193857746318,99.94291585797465,99.94291585797465,99.93149902956958,99.93149902956958,99.8515812307341
