,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP,starttime_gmt,endtime_gmt,starttime_local,endtime_local
1297,2017-03-14T03:00:00-00:00,2017-03-14T04:00:00-00:00,2017-03-13,21,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,52.54642,57,2017-03-14 03:00:00,2017-03-14 04:00:00,2017-03-13 20:00:00-07:00,2017-03-13 21:00:00-07:00
1298,2017-03-14T04:00:00-00:00,2017-03-14T05:00:00-00:00,2017-03-13,22,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,40.68349,57,2017-03-14 04:00:00,2017-03-14 05:00:00,2017-03-13 21:00:00-07:00,2017-03-13 22:00:00-07:00
1289,2017-03-14T05:00:00-00:00,2017-03-14T06:00:00-00:00,2017-03-13,23,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,34.1046,57,2017-03-14 05:00:00,2017-03-14 06:00:00,2017-03-13 22:00:00-07:00,2017-03-13 23:00:00-07:00
1294,2017-03-14T06:00:00-00:00,2017-03-14T07:00:00-00:00,2017-03-13,24,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,28.540879999999998,57,2017-03-14 06:00:00,2017-03-14 07:00:00,2017-03-13 23:00:00-07:00,2017-03-14 00:00:00-07:00
1375,2017-03-14T07:00:00-00:00,2017-03-14T08:00:00-00:00,2017-03-14,1,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,24.197429999999997,61,2017-03-14 07:00:00,2017-03-14 08:00:00,2017-03-14 00:00:00-07:00,2017-03-14 01:00:00-07:00
1392,2017-03-14T08:00:00-00:00,2017-03-14T09:00:00-00:00,2017-03-14,2,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,21.538429999999998,61,2017-03-14 08:00:00,2017-03-14 09:00:00,2017-03-14 01:00:00-07:00,2017-03-14 02:00:00-07:00
1388,2017-03-14T09:00:00-00:00,2017-03-14T10:00:00-00:00,2017-03-14,3,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,19.18808,61,2017-03-14 09:00:00,2017-03-14 10:00:00,2017-03-14 02:00:00-07:00,2017-03-14 03:00:00-07:00
1378,2017-03-14T10:00:00-00:00,2017-03-14T11:00:00-00:00,2017-03-14,4,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,20.797060000000002,61,2017-03-14 10:00:00,2017-03-14 11:00:00,2017-03-14 03:00:00-07:00,2017-03-14 04:00:00-07:00
1389,2017-03-14T11:00:00-00:00,2017-03-14T12:00:00-00:00,2017-03-14,5,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,21.552989999999998,61,2017-03-14 11:00:00,2017-03-14 12:00:00,2017-03-14 04:00:00-07:00,2017-03-14 05:00:00-07:00
1393,2017-03-14T12:00:00-00:00,2017-03-14T13:00:00-00:00,2017-03-14,6,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,33.739020000000004,61,2017-03-14 12:00:00,2017-03-14 13:00:00,2017-03-14 05:00:00-07:00,2017-03-14 06:00:00-07:00
1395,2017-03-14T13:00:00-00:00,2017-03-14T14:00:00-00:00,2017-03-14,7,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,46.20649,61,2017-03-14 13:00:00,2017-03-14 14:00:00,2017-03-14 06:00:00-07:00,2017-03-14 07:00:00-07:00
1379,2017-03-14T14:00:00-00:00,2017-03-14T15:00:00-00:00,2017-03-14,8,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,50.05761,61,2017-03-14 14:00:00,2017-03-14 15:00:00,2017-03-14 07:00:00-07:00,2017-03-14 08:00:00-07:00
1374,2017-03-14T15:00:00-00:00,2017-03-14T16:00:00-00:00,2017-03-14,9,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,30.56425,61,2017-03-14 15:00:00,2017-03-14 16:00:00,2017-03-14 08:00:00-07:00,2017-03-14 09:00:00-07:00
1377,2017-03-14T16:00:00-00:00,2017-03-14T17:00:00-00:00,2017-03-14,10,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,15.448820000000001,61,2017-03-14 16:00:00,2017-03-14 17:00:00,2017-03-14 09:00:00-07:00,2017-03-14 10:00:00-07:00
1387,2017-03-14T17:00:00-00:00,2017-03-14T18:00:00-00:00,2017-03-14,11,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,11.2616,61,2017-03-14 17:00:00,2017-03-14 18:00:00,2017-03-14 10:00:00-07:00,2017-03-14 11:00:00-07:00
1381,2017-03-14T18:00:00-00:00,2017-03-14T19:00:00-00:00,2017-03-14,12,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,13.973729999999998,61,2017-03-14 18:00:00,2017-03-14 19:00:00,2017-03-14 11:00:00-07:00,2017-03-14 12:00:00-07:00
1372,2017-03-14T19:00:00-00:00,2017-03-14T20:00:00-00:00,2017-03-14,13,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,15.54388,61,2017-03-14 19:00:00,2017-03-14 20:00:00,2017-03-14 12:00:00-07:00,2017-03-14 13:00:00-07:00
1382,2017-03-14T20:00:00-00:00,2017-03-14T21:00:00-00:00,2017-03-14,14,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,16.2067,61,2017-03-14 20:00:00,2017-03-14 21:00:00,2017-03-14 13:00:00-07:00,2017-03-14 14:00:00-07:00
1383,2017-03-14T21:00:00-00:00,2017-03-14T22:00:00-00:00,2017-03-14,15,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,22.123639999999998,61,2017-03-14 21:00:00,2017-03-14 22:00:00,2017-03-14 14:00:00-07:00,2017-03-14 15:00:00-07:00
1391,2017-03-14T22:00:00-00:00,2017-03-14T23:00:00-00:00,2017-03-14,16,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,23.10247,61,2017-03-14 22:00:00,2017-03-14 23:00:00,2017-03-14 15:00:00-07:00,2017-03-14 16:00:00-07:00
1380,2017-03-14T23:00:00-00:00,2017-03-15T00:00:00-00:00,2017-03-14,17,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,26.62548,61,2017-03-14 23:00:00,2017-03-15 00:00:00,2017-03-14 16:00:00-07:00,2017-03-14 17:00:00-07:00
1384,2017-03-15T00:00:00-00:00,2017-03-15T01:00:00-00:00,2017-03-14,18,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,34.30819,61,2017-03-15 00:00:00,2017-03-15 01:00:00,2017-03-14 17:00:00-07:00,2017-03-14 18:00:00-07:00
1394,2017-03-15T01:00:00-00:00,2017-03-15T02:00:00-00:00,2017-03-14,19,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,49.71524,61,2017-03-15 01:00:00,2017-03-15 02:00:00,2017-03-14 18:00:00-07:00,2017-03-14 19:00:00-07:00
1376,2017-03-15T02:00:00-00:00,2017-03-15T03:00:00-00:00,2017-03-14,20,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,65.14496,61,2017-03-15 02:00:00,2017-03-15 03:00:00,2017-03-14 19:00:00-07:00,2017-03-14 20:00:00-07:00
1385,2017-03-15T03:00:00-00:00,2017-03-15T04:00:00-00:00,2017-03-14,21,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,47.45368,61,2017-03-15 03:00:00,2017-03-15 04:00:00,2017-03-14 20:00:00-07:00,2017-03-14 21:00:00-07:00
1386,2017-03-15T04:00:00-00:00,2017-03-15T05:00:00-00:00,2017-03-14,22,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,40.76559,61,2017-03-15 04:00:00,2017-03-15 05:00:00,2017-03-14 21:00:00-07:00,2017-03-14 22:00:00-07:00
1390,2017-03-15T05:00:00-00:00,2017-03-15T06:00:00-00:00,2017-03-14,23,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,32.53076,61,2017-03-15 05:00:00,2017-03-15 06:00:00,2017-03-14 22:00:00-07:00,2017-03-14 23:00:00-07:00
1373,2017-03-15T06:00:00-00:00,2017-03-15T07:00:00-00:00,2017-03-14,24,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,27.80517,61,2017-03-15 06:00:00,2017-03-15 07:00:00,2017-03-14 23:00:00-07:00,2017-03-15 00:00:00-07:00
1479,2017-03-15T07:00:00-00:00,2017-03-15T08:00:00-00:00,2017-03-15,1,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,20.487820000000003,65,2017-03-15 07:00:00,2017-03-15 08:00:00,2017-03-15 00:00:00-07:00,2017-03-15 01:00:00-07:00
1476,2017-03-15T08:00:00-00:00,2017-03-15T09:00:00-00:00,2017-03-15,2,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,17.41817,65,2017-03-15 08:00:00,2017-03-15 09:00:00,2017-03-15 01:00:00-07:00,2017-03-15 02:00:00-07:00
1489,2017-03-15T09:00:00-00:00,2017-03-15T10:00:00-00:00,2017-03-15,3,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,17.22206,65,2017-03-15 09:00:00,2017-03-15 10:00:00,2017-03-15 02:00:00-07:00,2017-03-15 03:00:00-07:00
1474,2017-03-15T10:00:00-00:00,2017-03-15T11:00:00-00:00,2017-03-15,4,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,17.192429999999998,65,2017-03-15 10:00:00,2017-03-15 11:00:00,2017-03-15 03:00:00-07:00,2017-03-15 04:00:00-07:00
1475,2017-03-15T11:00:00-00:00,2017-03-15T12:00:00-00:00,2017-03-15,5,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,20.4545,65,2017-03-15 11:00:00,2017-03-15 12:00:00,2017-03-15 04:00:00-07:00,2017-03-15 05:00:00-07:00
1490,2017-03-15T12:00:00-00:00,2017-03-15T13:00:00-00:00,2017-03-15,6,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,32.65712,65,2017-03-15 12:00:00,2017-03-15 13:00:00,2017-03-15 05:00:00-07:00,2017-03-15 06:00:00-07:00
1484,2017-03-15T13:00:00-00:00,2017-03-15T14:00:00-00:00,2017-03-15,7,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,45.78406,65,2017-03-15 13:00:00,2017-03-15 14:00:00,2017-03-15 06:00:00-07:00,2017-03-15 07:00:00-07:00
1483,2017-03-15T14:00:00-00:00,2017-03-15T15:00:00-00:00,2017-03-15,8,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,47.41066,65,2017-03-15 14:00:00,2017-03-15 15:00:00,2017-03-15 07:00:00-07:00,2017-03-15 08:00:00-07:00
1491,2017-03-15T15:00:00-00:00,2017-03-15T16:00:00-00:00,2017-03-15,9,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,33.31439,65,2017-03-15 15:00:00,2017-03-15 16:00:00,2017-03-15 08:00:00-07:00,2017-03-15 09:00:00-07:00
1480,2017-03-15T16:00:00-00:00,2017-03-15T17:00:00-00:00,2017-03-15,10,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,16.73312,65,2017-03-15 16:00:00,2017-03-15 17:00:00,2017-03-15 09:00:00-07:00,2017-03-15 10:00:00-07:00
1473,2017-03-15T17:00:00-00:00,2017-03-15T18:00:00-00:00,2017-03-15,11,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,13.709929999999998,65,2017-03-15 17:00:00,2017-03-15 18:00:00,2017-03-15 10:00:00-07:00,2017-03-15 11:00:00-07:00
1478,2017-03-15T18:00:00-00:00,2017-03-15T19:00:00-00:00,2017-03-15,12,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,11.02495,65,2017-03-15 18:00:00,2017-03-15 19:00:00,2017-03-15 11:00:00-07:00,2017-03-15 12:00:00-07:00
1486,2017-03-15T19:00:00-00:00,2017-03-15T20:00:00-00:00,2017-03-15,13,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,14.59609,65,2017-03-15 19:00:00,2017-03-15 20:00:00,2017-03-15 12:00:00-07:00,2017-03-15 13:00:00-07:00
1472,2017-03-15T20:00:00-00:00,2017-03-15T21:00:00-00:00,2017-03-15,14,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,17.84553,65,2017-03-15 20:00:00,2017-03-15 21:00:00,2017-03-15 13:00:00-07:00,2017-03-15 14:00:00-07:00
1471,2017-03-15T21:00:00-00:00,2017-03-15T22:00:00-00:00,2017-03-15,15,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,17.93988,65,2017-03-15 21:00:00,2017-03-15 22:00:00,2017-03-15 14:00:00-07:00,2017-03-15 15:00:00-07:00
1470,2017-03-15T22:00:00-00:00,2017-03-15T23:00:00-00:00,2017-03-15,16,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,18.12461,65,2017-03-15 22:00:00,2017-03-15 23:00:00,2017-03-15 15:00:00-07:00,2017-03-15 16:00:00-07:00
1477,2017-03-15T23:00:00-00:00,2017-03-16T00:00:00-00:00,2017-03-15,17,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,23.263920000000002,65,2017-03-15 23:00:00,2017-03-16 00:00:00,2017-03-15 16:00:00-07:00,2017-03-15 17:00:00-07:00
1485,2017-03-16T00:00:00-00:00,2017-03-16T01:00:00-00:00,2017-03-15,18,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,31.498559999999998,65,2017-03-16 00:00:00,2017-03-16 01:00:00,2017-03-15 17:00:00-07:00,2017-03-15 18:00:00-07:00
1469,2017-03-16T01:00:00-00:00,2017-03-16T02:00:00-00:00,2017-03-15,19,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,48.50538,65,2017-03-16 01:00:00,2017-03-16 02:00:00,2017-03-15 18:00:00-07:00,2017-03-15 19:00:00-07:00
1488,2017-03-16T02:00:00-00:00,2017-03-16T03:00:00-00:00,2017-03-15,20,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,66.89994,65,2017-03-16 02:00:00,2017-03-16 03:00:00,2017-03-15 19:00:00-07:00,2017-03-15 20:00:00-07:00
1468,2017-03-16T03:00:00-00:00,2017-03-16T04:00:00-00:00,2017-03-15,21,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,47.777120000000004,65,2017-03-16 03:00:00,2017-03-16 04:00:00,2017-03-15 20:00:00-07:00,2017-03-15 21:00:00-07:00
1482,2017-03-16T04:00:00-00:00,2017-03-16T05:00:00-00:00,2017-03-15,22,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,39.3805,65,2017-03-16 04:00:00,2017-03-16 05:00:00,2017-03-15 21:00:00-07:00,2017-03-15 22:00:00-07:00
1481,2017-03-16T05:00:00-00:00,2017-03-16T06:00:00-00:00,2017-03-15,23,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,29.41941,65,2017-03-16 05:00:00,2017-03-16 06:00:00,2017-03-15 22:00:00-07:00,2017-03-15 23:00:00-07:00
1487,2017-03-16T06:00:00-00:00,2017-03-16T07:00:00-00:00,2017-03-15,24,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,25.19264,65,2017-03-16 06:00:00,2017-03-16 07:00:00,2017-03-15 23:00:00-07:00,2017-03-16 00:00:00-07:00
1569,2017-03-16T07:00:00-00:00,2017-03-16T08:00:00-00:00,2017-03-16,1,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,18.053420000000003,69,2017-03-16 07:00:00,2017-03-16 08:00:00,2017-03-16 00:00:00-07:00,2017-03-16 01:00:00-07:00
1575,2017-03-16T08:00:00-00:00,2017-03-16T09:00:00-00:00,2017-03-16,2,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,17.40472,69,2017-03-16 08:00:00,2017-03-16 09:00:00,2017-03-16 01:00:00-07:00,2017-03-16 02:00:00-07:00
1567,2017-03-16T09:00:00-00:00,2017-03-16T10:00:00-00:00,2017-03-16,3,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,12.8011,69,2017-03-16 09:00:00,2017-03-16 10:00:00,2017-03-16 02:00:00-07:00,2017-03-16 03:00:00-07:00
1568,2017-03-16T10:00:00-00:00,2017-03-16T11:00:00-00:00,2017-03-16,4,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,13.133679999999998,69,2017-03-16 10:00:00,2017-03-16 11:00:00,2017-03-16 03:00:00-07:00,2017-03-16 04:00:00-07:00
1572,2017-03-16T11:00:00-00:00,2017-03-16T12:00:00-00:00,2017-03-16,5,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,18.97105,69,2017-03-16 11:00:00,2017-03-16 12:00:00,2017-03-16 04:00:00-07:00,2017-03-16 05:00:00-07:00
1586,2017-03-16T12:00:00-00:00,2017-03-16T13:00:00-00:00,2017-03-16,6,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,29.7616,69,2017-03-16 12:00:00,2017-03-16 13:00:00,2017-03-16 05:00:00-07:00,2017-03-16 06:00:00-07:00
1587,2017-03-16T13:00:00-00:00,2017-03-16T14:00:00-00:00,2017-03-16,7,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,43.76982,69,2017-03-16 13:00:00,2017-03-16 14:00:00,2017-03-16 06:00:00-07:00,2017-03-16 07:00:00-07:00
1577,2017-03-16T14:00:00-00:00,2017-03-16T15:00:00-00:00,2017-03-16,8,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,45.7344,69,2017-03-16 14:00:00,2017-03-16 15:00:00,2017-03-16 07:00:00-07:00,2017-03-16 08:00:00-07:00
1578,2017-03-16T15:00:00-00:00,2017-03-16T16:00:00-00:00,2017-03-16,9,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,28.39054,69,2017-03-16 15:00:00,2017-03-16 16:00:00,2017-03-16 08:00:00-07:00,2017-03-16 09:00:00-07:00
1565,2017-03-16T16:00:00-00:00,2017-03-16T17:00:00-00:00,2017-03-16,10,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,11.00181,69,2017-03-16 16:00:00,2017-03-16 17:00:00,2017-03-16 09:00:00-07:00,2017-03-16 10:00:00-07:00
1573,2017-03-16T17:00:00-00:00,2017-03-16T18:00:00-00:00,2017-03-16,11,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,4.635669999999999,69,2017-03-16 17:00:00,2017-03-16 18:00:00,2017-03-16 10:00:00-07:00,2017-03-16 11:00:00-07:00
1574,2017-03-16T18:00:00-00:00,2017-03-16T19:00:00-00:00,2017-03-16,12,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,3.8048900000000003,69,2017-03-16 18:00:00,2017-03-16 19:00:00,2017-03-16 11:00:00-07:00,2017-03-16 12:00:00-07:00
1579,2017-03-16T19:00:00-00:00,2017-03-16T20:00:00-00:00,2017-03-16,13,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,6.37622,69,2017-03-16 19:00:00,2017-03-16 20:00:00,2017-03-16 12:00:00-07:00,2017-03-16 13:00:00-07:00
1583,2017-03-16T20:00:00-00:00,2017-03-16T21:00:00-00:00,2017-03-16,14,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,14.45865,69,2017-03-16 20:00:00,2017-03-16 21:00:00,2017-03-16 13:00:00-07:00,2017-03-16 14:00:00-07:00
1580,2017-03-16T21:00:00-00:00,2017-03-16T22:00:00-00:00,2017-03-16,15,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,14.31679,69,2017-03-16 21:00:00,2017-03-16 22:00:00,2017-03-16 14:00:00-07:00,2017-03-16 15:00:00-07:00
1584,2017-03-16T22:00:00-00:00,2017-03-16T23:00:00-00:00,2017-03-16,16,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,15.59949,69,2017-03-16 22:00:00,2017-03-16 23:00:00,2017-03-16 15:00:00-07:00,2017-03-16 16:00:00-07:00
1570,2017-03-16T23:00:00-00:00,2017-03-17T00:00:00-00:00,2017-03-16,17,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,19.14477,69,2017-03-16 23:00:00,2017-03-17 00:00:00,2017-03-16 16:00:00-07:00,2017-03-16 17:00:00-07:00
1581,2017-03-17T00:00:00-00:00,2017-03-17T01:00:00-00:00,2017-03-16,18,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,26.39459,69,2017-03-17 00:00:00,2017-03-17 01:00:00,2017-03-16 17:00:00-07:00,2017-03-16 18:00:00-07:00
1566,2017-03-17T01:00:00-00:00,2017-03-17T02:00:00-00:00,2017-03-16,19,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,43.36937,69,2017-03-17 01:00:00,2017-03-17 02:00:00,2017-03-16 18:00:00-07:00,2017-03-16 19:00:00-07:00
1585,2017-03-17T02:00:00-00:00,2017-03-17T03:00:00-00:00,2017-03-16,20,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,65.47699,69,2017-03-17 02:00:00,2017-03-17 03:00:00,2017-03-16 19:00:00-07:00,2017-03-16 20:00:00-07:00
1582,2017-03-17T03:00:00-00:00,2017-03-17T04:00:00-00:00,2017-03-16,21,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,43.99944,69,2017-03-17 03:00:00,2017-03-17 04:00:00,2017-03-16 20:00:00-07:00,2017-03-16 21:00:00-07:00
1571,2017-03-17T04:00:00-00:00,2017-03-17T05:00:00-00:00,2017-03-16,22,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,36.987390000000005,69,2017-03-17 04:00:00,2017-03-17 05:00:00,2017-03-16 21:00:00-07:00,2017-03-16 22:00:00-07:00
