,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP,starttime_gmt,endtime_gmt,starttime_local,endtime_local
329,2018-04-30T10:00:00-00:00,2018-04-30T11:00:00-00:00,2018-04-30,4,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,8.47157,17,2018-04-30 10:00:00,2018-04-30 11:00:00,2018-04-30 03:00:00-07:00,2018-04-30 04:00:00-07:00
338,2018-04-30T11:00:00-00:00,2018-04-30T12:00:00-00:00,2018-04-30,5,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,13.279979999999998,17,2018-04-30 11:00:00,2018-04-30 12:00:00,2018-04-30 04:00:00-07:00,2018-04-30 05:00:00-07:00
328,2018-04-30T12:00:00-00:00,2018-04-30T13:00:00-00:00,2018-04-30,6,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,28.93924,17,2018-04-30 12:00:00,2018-04-30 13:00:00,2018-04-30 05:00:00-07:00,2018-04-30 06:00:00-07:00
337,2018-04-30T13:00:00-00:00,2018-04-30T14:00:00-00:00,2018-04-30,7,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,38.01757,17,2018-04-30 13:00:00,2018-04-30 14:00:00,2018-04-30 06:00:00-07:00,2018-04-30 07:00:00-07:00
319,2018-04-30T14:00:00-00:00,2018-04-30T15:00:00-00:00,2018-04-30,8,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,28.958740000000002,17,2018-04-30 14:00:00,2018-04-30 15:00:00,2018-04-30 07:00:00-07:00,2018-04-30 08:00:00-07:00
331,2018-04-30T15:00:00-00:00,2018-04-30T16:00:00-00:00,2018-04-30,9,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,22.097920000000002,17,2018-04-30 15:00:00,2018-04-30 16:00:00,2018-04-30 08:00:00-07:00,2018-04-30 09:00:00-07:00
327,2018-04-30T16:00:00-00:00,2018-04-30T17:00:00-00:00,2018-04-30,10,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,16.65196,17,2018-04-30 16:00:00,2018-04-30 17:00:00,2018-04-30 09:00:00-07:00,2018-04-30 10:00:00-07:00
326,2018-04-30T17:00:00-00:00,2018-04-30T18:00:00-00:00,2018-04-30,11,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,19.74986,17,2018-04-30 17:00:00,2018-04-30 18:00:00,2018-04-30 10:00:00-07:00,2018-04-30 11:00:00-07:00
324,2018-04-30T18:00:00-00:00,2018-04-30T19:00:00-00:00,2018-04-30,12,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,16.13231,17,2018-04-30 18:00:00,2018-04-30 19:00:00,2018-04-30 11:00:00-07:00,2018-04-30 12:00:00-07:00
323,2018-04-30T19:00:00-00:00,2018-04-30T20:00:00-00:00,2018-04-30,13,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,16.71442,17,2018-04-30 19:00:00,2018-04-30 20:00:00,2018-04-30 12:00:00-07:00,2018-04-30 13:00:00-07:00
322,2018-04-30T20:00:00-00:00,2018-04-30T21:00:00-00:00,2018-04-30,14,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,14.0965,17,2018-04-30 20:00:00,2018-04-30 21:00:00,2018-04-30 13:00:00-07:00,2018-04-30 14:00:00-07:00
316,2018-04-30T21:00:00-00:00,2018-04-30T22:00:00-00:00,2018-04-30,15,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,7.17625,17,2018-04-30 21:00:00,2018-04-30 22:00:00,2018-04-30 14:00:00-07:00,2018-04-30 15:00:00-07:00
321,2018-04-30T22:00:00-00:00,2018-04-30T23:00:00-00:00,2018-04-30,16,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,10.17959,17,2018-04-30 22:00:00,2018-04-30 23:00:00,2018-04-30 15:00:00-07:00,2018-04-30 16:00:00-07:00
317,2018-04-30T23:00:00-00:00,2018-05-01T00:00:00-00:00,2018-04-30,17,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,16.49979,17,2018-04-30 23:00:00,2018-05-01 00:00:00,2018-04-30 16:00:00-07:00,2018-04-30 17:00:00-07:00
330,2018-05-01T00:00:00-00:00,2018-05-01T01:00:00-00:00,2018-04-30,18,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,25.79344,17,2018-05-01 00:00:00,2018-05-01 01:00:00,2018-04-30 17:00:00-07:00,2018-04-30 18:00:00-07:00
320,2018-05-01T01:00:00-00:00,2018-05-01T02:00:00-00:00,2018-04-30,19,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,32.281490000000005,17,2018-05-01 01:00:00,2018-05-01 02:00:00,2018-04-30 18:00:00-07:00,2018-04-30 19:00:00-07:00
336,2018-05-01T02:00:00-00:00,2018-05-01T03:00:00-00:00,2018-04-30,20,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,40.8407,17,2018-05-01 02:00:00,2018-05-01 03:00:00,2018-04-30 19:00:00-07:00,2018-04-30 20:00:00-07:00
325,2018-05-01T03:00:00-00:00,2018-05-01T04:00:00-00:00,2018-04-30,21,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,46.95009,17,2018-05-01 03:00:00,2018-05-01 04:00:00,2018-04-30 20:00:00-07:00,2018-04-30 21:00:00-07:00
339,2018-05-01T04:00:00-00:00,2018-05-01T05:00:00-00:00,2018-04-30,22,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,38.606970000000004,17,2018-05-01 04:00:00,2018-05-01 05:00:00,2018-04-30 21:00:00-07:00,2018-04-30 22:00:00-07:00
335,2018-05-01T05:00:00-00:00,2018-05-01T06:00:00-00:00,2018-04-30,23,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,28.26168,17,2018-05-01 05:00:00,2018-05-01 06:00:00,2018-04-30 22:00:00-07:00,2018-04-30 23:00:00-07:00
318,2018-05-01T06:00:00-00:00,2018-05-01T07:00:00-00:00,2018-04-30,24,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,17.98096,17,2018-05-01 06:00:00,2018-05-01 07:00:00,2018-04-30 23:00:00-07:00,2018-05-01 00:00:00-07:00
422,2018-05-01T07:00:00-00:00,2018-05-01T08:00:00-00:00,2018-05-01,1,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,21.196460000000002,21,2018-05-01 07:00:00,2018-05-01 08:00:00,2018-05-01 00:00:00-07:00,2018-05-01 01:00:00-07:00
423,2018-05-01T08:00:00-00:00,2018-05-01T09:00:00-00:00,2018-05-01,2,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,15.865110000000001,21,2018-05-01 08:00:00,2018-05-01 09:00:00,2018-05-01 01:00:00-07:00,2018-05-01 02:00:00-07:00
434,2018-05-01T09:00:00-00:00,2018-05-01T10:00:00-00:00,2018-05-01,3,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,12.08408,21,2018-05-01 09:00:00,2018-05-01 10:00:00,2018-05-01 02:00:00-07:00,2018-05-01 03:00:00-07:00
414,2018-05-01T10:00:00-00:00,2018-05-01T11:00:00-00:00,2018-05-01,4,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,11.974219999999999,21,2018-05-01 10:00:00,2018-05-01 11:00:00,2018-05-01 03:00:00-07:00,2018-05-01 04:00:00-07:00
418,2018-05-01T11:00:00-00:00,2018-05-01T12:00:00-00:00,2018-05-01,5,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,17.30084,21,2018-05-01 11:00:00,2018-05-01 12:00:00,2018-05-01 04:00:00-07:00,2018-05-01 05:00:00-07:00
426,2018-05-01T12:00:00-00:00,2018-05-01T13:00:00-00:00,2018-05-01,6,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,32.21226,21,2018-05-01 12:00:00,2018-05-01 13:00:00,2018-05-01 05:00:00-07:00,2018-05-01 06:00:00-07:00
415,2018-05-01T13:00:00-00:00,2018-05-01T14:00:00-00:00,2018-05-01,7,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,33.19992,21,2018-05-01 13:00:00,2018-05-01 14:00:00,2018-05-01 06:00:00-07:00,2018-05-01 07:00:00-07:00
427,2018-05-01T14:00:00-00:00,2018-05-01T15:00:00-00:00,2018-05-01,8,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,26.654940000000003,21,2018-05-01 14:00:00,2018-05-01 15:00:00,2018-05-01 07:00:00-07:00,2018-05-01 08:00:00-07:00
419,2018-05-01T15:00:00-00:00,2018-05-01T16:00:00-00:00,2018-05-01,9,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,24.94217,21,2018-05-01 15:00:00,2018-05-01 16:00:00,2018-05-01 08:00:00-07:00,2018-05-01 09:00:00-07:00
429,2018-05-01T16:00:00-00:00,2018-05-01T17:00:00-00:00,2018-05-01,10,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,16.11009,21,2018-05-01 16:00:00,2018-05-01 17:00:00,2018-05-01 09:00:00-07:00,2018-05-01 10:00:00-07:00
432,2018-05-01T17:00:00-00:00,2018-05-01T18:00:00-00:00,2018-05-01,11,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,13.46491,21,2018-05-01 17:00:00,2018-05-01 18:00:00,2018-05-01 10:00:00-07:00,2018-05-01 11:00:00-07:00
424,2018-05-01T18:00:00-00:00,2018-05-01T19:00:00-00:00,2018-05-01,12,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,11.278080000000001,21,2018-05-01 18:00:00,2018-05-01 19:00:00,2018-05-01 11:00:00-07:00,2018-05-01 12:00:00-07:00
420,2018-05-01T19:00:00-00:00,2018-05-01T20:00:00-00:00,2018-05-01,13,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,11.80149,21,2018-05-01 19:00:00,2018-05-01 20:00:00,2018-05-01 12:00:00-07:00,2018-05-01 13:00:00-07:00
417,2018-05-01T20:00:00-00:00,2018-05-01T21:00:00-00:00,2018-05-01,14,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,11.92194,21,2018-05-01 20:00:00,2018-05-01 21:00:00,2018-05-01 13:00:00-07:00,2018-05-01 14:00:00-07:00
421,2018-05-01T21:00:00-00:00,2018-05-01T22:00:00-00:00,2018-05-01,15,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,12.31475,21,2018-05-01 21:00:00,2018-05-01 22:00:00,2018-05-01 14:00:00-07:00,2018-05-01 15:00:00-07:00
425,2018-05-01T22:00:00-00:00,2018-05-01T23:00:00-00:00,2018-05-01,16,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,15.30805,21,2018-05-01 22:00:00,2018-05-01 23:00:00,2018-05-01 15:00:00-07:00,2018-05-01 16:00:00-07:00
430,2018-05-01T23:00:00-00:00,2018-05-02T00:00:00-00:00,2018-05-01,17,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,21.55953,21,2018-05-01 23:00:00,2018-05-02 00:00:00,2018-05-01 16:00:00-07:00,2018-05-01 17:00:00-07:00
433,2018-05-02T00:00:00-00:00,2018-05-02T01:00:00-00:00,2018-05-01,18,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,25.90053,21,2018-05-02 00:00:00,2018-05-02 01:00:00,2018-05-01 17:00:00-07:00,2018-05-01 18:00:00-07:00
413,2018-05-02T01:00:00-00:00,2018-05-02T02:00:00-00:00,2018-05-01,19,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,31.205059999999996,21,2018-05-02 01:00:00,2018-05-02 02:00:00,2018-05-01 18:00:00-07:00,2018-05-01 19:00:00-07:00
431,2018-05-02T02:00:00-00:00,2018-05-02T03:00:00-00:00,2018-05-01,20,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,43.7354,21,2018-05-02 02:00:00,2018-05-02 03:00:00,2018-05-01 19:00:00-07:00,2018-05-01 20:00:00-07:00
412,2018-05-02T03:00:00-00:00,2018-05-02T04:00:00-00:00,2018-05-01,21,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,51.00657,21,2018-05-02 03:00:00,2018-05-02 04:00:00,2018-05-01 20:00:00-07:00,2018-05-01 21:00:00-07:00
416,2018-05-02T04:00:00-00:00,2018-05-02T05:00:00-00:00,2018-05-01,22,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,43.51178,21,2018-05-02 04:00:00,2018-05-02 05:00:00,2018-05-01 21:00:00-07:00,2018-05-01 22:00:00-07:00
428,2018-05-02T05:00:00-00:00,2018-05-02T06:00:00-00:00,2018-05-01,23,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,35.06434,21,2018-05-02 05:00:00,2018-05-02 06:00:00,2018-05-01 22:00:00-07:00,2018-05-01 23:00:00-07:00
435,2018-05-02T06:00:00-00:00,2018-05-02T07:00:00-00:00,2018-05-01,24,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,25.8338,21,2018-05-02 06:00:00,2018-05-02 07:00:00,2018-05-01 23:00:00-07:00,2018-05-02 00:00:00-07:00
526,2018-05-02T07:00:00-00:00,2018-05-02T08:00:00-00:00,2018-05-02,1,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,20.70018,25,2018-05-02 07:00:00,2018-05-02 08:00:00,2018-05-02 00:00:00-07:00,2018-05-02 01:00:00-07:00
510,2018-05-02T08:00:00-00:00,2018-05-02T09:00:00-00:00,2018-05-02,2,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,17.83442,25,2018-05-02 08:00:00,2018-05-02 09:00:00,2018-05-02 01:00:00-07:00,2018-05-02 02:00:00-07:00
521,2018-05-02T09:00:00-00:00,2018-05-02T10:00:00-00:00,2018-05-02,3,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,14.99624,25,2018-05-02 09:00:00,2018-05-02 10:00:00,2018-05-02 02:00:00-07:00,2018-05-02 03:00:00-07:00
524,2018-05-02T10:00:00-00:00,2018-05-02T11:00:00-00:00,2018-05-02,4,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,14.50872,25,2018-05-02 10:00:00,2018-05-02 11:00:00,2018-05-02 03:00:00-07:00,2018-05-02 04:00:00-07:00
530,2018-05-02T11:00:00-00:00,2018-05-02T12:00:00-00:00,2018-05-02,5,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,18.65354,25,2018-05-02 11:00:00,2018-05-02 12:00:00,2018-05-02 04:00:00-07:00,2018-05-02 05:00:00-07:00
520,2018-05-02T12:00:00-00:00,2018-05-02T13:00:00-00:00,2018-05-02,6,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,30.04816,25,2018-05-02 12:00:00,2018-05-02 13:00:00,2018-05-02 05:00:00-07:00,2018-05-02 06:00:00-07:00
518,2018-05-02T13:00:00-00:00,2018-05-02T14:00:00-00:00,2018-05-02,7,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,34.68243,25,2018-05-02 13:00:00,2018-05-02 14:00:00,2018-05-02 06:00:00-07:00,2018-05-02 07:00:00-07:00
509,2018-05-02T14:00:00-00:00,2018-05-02T15:00:00-00:00,2018-05-02,8,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,25.80198,25,2018-05-02 14:00:00,2018-05-02 15:00:00,2018-05-02 07:00:00-07:00,2018-05-02 08:00:00-07:00
517,2018-05-02T15:00:00-00:00,2018-05-02T16:00:00-00:00,2018-05-02,9,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,23.96258,25,2018-05-02 15:00:00,2018-05-02 16:00:00,2018-05-02 08:00:00-07:00,2018-05-02 09:00:00-07:00
513,2018-05-02T16:00:00-00:00,2018-05-02T17:00:00-00:00,2018-05-02,10,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,22.69323,25,2018-05-02 16:00:00,2018-05-02 17:00:00,2018-05-02 09:00:00-07:00,2018-05-02 10:00:00-07:00
512,2018-05-02T17:00:00-00:00,2018-05-02T18:00:00-00:00,2018-05-02,11,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,22.939220000000002,25,2018-05-02 17:00:00,2018-05-02 18:00:00,2018-05-02 10:00:00-07:00,2018-05-02 11:00:00-07:00
511,2018-05-02T18:00:00-00:00,2018-05-02T19:00:00-00:00,2018-05-02,12,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,20.93676,25,2018-05-02 18:00:00,2018-05-02 19:00:00,2018-05-02 11:00:00-07:00,2018-05-02 12:00:00-07:00
527,2018-05-02T19:00:00-00:00,2018-05-02T20:00:00-00:00,2018-05-02,13,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,17.05734,25,2018-05-02 19:00:00,2018-05-02 20:00:00,2018-05-02 12:00:00-07:00,2018-05-02 13:00:00-07:00
515,2018-05-02T20:00:00-00:00,2018-05-02T21:00:00-00:00,2018-05-02,14,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,17.2793,25,2018-05-02 20:00:00,2018-05-02 21:00:00,2018-05-02 13:00:00-07:00,2018-05-02 14:00:00-07:00
531,2018-05-02T21:00:00-00:00,2018-05-02T22:00:00-00:00,2018-05-02,15,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,18.588810000000002,25,2018-05-02 21:00:00,2018-05-02 22:00:00,2018-05-02 14:00:00-07:00,2018-05-02 15:00:00-07:00
525,2018-05-02T22:00:00-00:00,2018-05-02T23:00:00-00:00,2018-05-02,16,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,14.82334,25,2018-05-02 22:00:00,2018-05-02 23:00:00,2018-05-02 15:00:00-07:00,2018-05-02 16:00:00-07:00
528,2018-05-02T23:00:00-00:00,2018-05-03T00:00:00-00:00,2018-05-02,17,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,20.23995,25,2018-05-02 23:00:00,2018-05-03 00:00:00,2018-05-02 16:00:00-07:00,2018-05-02 17:00:00-07:00
508,2018-05-03T00:00:00-00:00,2018-05-03T01:00:00-00:00,2018-05-02,18,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,23.80273,25,2018-05-03 00:00:00,2018-05-03 01:00:00,2018-05-02 17:00:00-07:00,2018-05-02 18:00:00-07:00
514,2018-05-03T01:00:00-00:00,2018-05-03T02:00:00-00:00,2018-05-02,19,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,28.964470000000002,25,2018-05-03 01:00:00,2018-05-03 02:00:00,2018-05-02 18:00:00-07:00,2018-05-02 19:00:00-07:00
516,2018-05-03T02:00:00-00:00,2018-05-03T03:00:00-00:00,2018-05-02,20,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,38.66132,25,2018-05-03 02:00:00,2018-05-03 03:00:00,2018-05-02 19:00:00-07:00,2018-05-02 20:00:00-07:00
522,2018-05-03T03:00:00-00:00,2018-05-03T04:00:00-00:00,2018-05-02,21,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,45.84789,25,2018-05-03 03:00:00,2018-05-03 04:00:00,2018-05-02 20:00:00-07:00,2018-05-02 21:00:00-07:00
523,2018-05-03T04:00:00-00:00,2018-05-03T05:00:00-00:00,2018-05-02,22,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,38.810790000000004,25,2018-05-03 04:00:00,2018-05-03 05:00:00,2018-05-02 21:00:00-07:00,2018-05-02 22:00:00-07:00
529,2018-05-03T05:00:00-00:00,2018-05-03T06:00:00-00:00,2018-05-02,23,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,27.09307,25,2018-05-03 05:00:00,2018-05-03 06:00:00,2018-05-02 22:00:00-07:00,2018-05-02 23:00:00-07:00
519,2018-05-03T06:00:00-00:00,2018-05-03T07:00:00-00:00,2018-05-02,24,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,20.708679999999998,25,2018-05-03 06:00:00,2018-05-03 07:00:00,2018-05-02 23:00:00-07:00,2018-05-03 00:00:00-07:00
609,2018-05-03T07:00:00-00:00,2018-05-03T08:00:00-00:00,2018-05-03,1,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,18.34531,29,2018-05-03 07:00:00,2018-05-03 08:00:00,2018-05-03 00:00:00-07:00,2018-05-03 01:00:00-07:00
620,2018-05-03T08:00:00-00:00,2018-05-03T09:00:00-00:00,2018-05-03,2,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,16.01814,29,2018-05-03 08:00:00,2018-05-03 09:00:00,2018-05-03 01:00:00-07:00,2018-05-03 02:00:00-07:00
624,2018-05-03T09:00:00-00:00,2018-05-03T10:00:00-00:00,2018-05-03,3,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,14.293420000000001,29,2018-05-03 09:00:00,2018-05-03 10:00:00,2018-05-03 02:00:00-07:00,2018-05-03 03:00:00-07:00
625,2018-05-03T10:00:00-00:00,2018-05-03T11:00:00-00:00,2018-05-03,4,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,14.364120000000002,29,2018-05-03 10:00:00,2018-05-03 11:00:00,2018-05-03 03:00:00-07:00,2018-05-03 04:00:00-07:00
626,2018-05-03T11:00:00-00:00,2018-05-03T12:00:00-00:00,2018-05-03,5,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,LMP,LMP_PRC,IRONMTN_2_N001,ALL,1,17.62722,29,2018-05-03 11:00:00,2018-05-03 12:00:00,2018-05-03 04:00:00-07:00,2018-05-03 05:00:00-07:00
